,0,-1,-2,-3,-4,-5
0.05,(-0.01304363915595559-0.012305794554191255j),(-0.3360580029804277+0.26440090976942027j),(-0.5737923434657222-1.2456611443137742j),(0.011349565974709621+1.708296239213543j),(-0.5865154429574823+1.8684565390298036j),(0.7893987083902458+2.022217851165485j)
0.25,(-0.010957445581136394+0.009824703778284883j),(-0.021913385937825918+0.05262997685090185j),(-0.08377371967885132-0.1637746216238716j),(0.5247862805132189-0.13313929988008263j),(0.7529264386657318-1.4232248122831674j),(1.9363985794308285+0.8036475547943306j)
0.45,(0.03512736261052345-0.00590345589822244j),(0.003937698987186321+0.030050472405600718j),(-0.06399856751447208-0.03688591667976414j),(-0.2641533741972708+0.6009812157359222j),(0.28506398505146435+1.672466387210864j),(-1.4042586374489254-1.4124172165255935j)
0.6500000000000001,(0.006270284157331988-0.009422950986172319j),(0.02152550678990239+0.005987794018224597j),(0.0146841634227385+0.07951724265586219j),(0.5127755685635118-0.04299318328224335j),(-1.2535339085181432+0.36074342116813296j),(1.7746204105087118+0.7393315828991781j)
0.8500000000000001,(0.014483929972696834-0.022432597908145877j),(-0.07742369721748793+0.015069655354245587j),(-0.07702338346135831+0.04612732341404003j),(0.4524855381448998-0.020042804947946555j),(-0.0005440206127889707+0.4283598520802243j),(-0.35104091927019276+0.043056579057594406j)
1.05,(0.01034357752939125+0.00704469295973096j),(-0.04553267564177036+0.030852975127982442j),(0.007404981860648675-0.0036026250781626664j),(0.01108475528748293-0.033082896578306785j),(0.1158441425348173+0.21263939422320324j),(-0.03790640350900762-0.0656527133420024j)
1.2500000000000002,(0.013214644584238778+0.019870311659552154j),(-0.023001763235036065+0.00457125727004486j),(-0.05873010599297886-0.05752202304025321j),(0.0085510622531293+0.01207281969867858j),(-0.021294194024692993+0.09710979798698198j),(0.4097428502668543+0.02996633349863886j)
