,amplitude,c_0
0,(0.4534863794421829+0j),(0.08362738079891002+0.01238605400477567j)
1,(0.7537370959508063+0j),(0.13322329993723203-0.06364587732009801j)
2,(0.6048352038918607+0j),(0.22866691774611703-0.019427444731535973j)
3,(-0.338239809282032+0j),(-0.10208121345336299-0.12107389997627259j)
4,(-0.5695329440570447+0j),(-0.3705478652290616-0.07722546675860491j)
5,(-0.9255979344855877+0j),(-0.29347524000671865+0.4741003841081726j)
6,(0.865985724135826+0j),(-0.09799927271899117-0.3117778231309374j)
7,(-0.1559637640829717+0j),(0.39671832771095+0.42001505958307706j)
8,(0.7389978759761416+0j),(-0.3925571511154559+0.1894414648726156j)
9,(0.6340675314053539+0j),(0.3922936654356126-0.47078604825287207j)
10,(0.6738240368439078+0j),(0.019492933815775992-0.205070363239847j)
11,(-0.840906745867366+0j),(-0.2008208019214375-0.6358751522589812j)
12,(0.33567556435538504+0j),(0.36994372107561035+0.6163666994655066j)
13,(-0.9700293793725652+0j),(-0.518167510445237+0.6859357466484771j)
14,(-0.4329636625502424+0j),(0.2151017371654632+0.6116066347583005j)
15,(0.3332992261611077+0j),(-0.21267621771586756-0.05851901565004092j)
16,(0.6123401810729215+0j),(0.35765697214358577+0.17903669767678354j)
17,(-0.9586909377352093+0j),(-0.12742357320472283+0.35643401125797114j)
18,(-0.9620918240650275+0j),(-0.17172003308653827+0.5388752886261725j)
19,(0.940290186340768+0j),(0.6838328501241746-0.21225135735893308j)
20,(0.2678473499397298+0j),(-0.3796494281046907+0.372170340073267j)
21,(0.4967959930790798+0j),(-0.0009287487941151695-0.21682978388117854j)
22,(-0.9015241499166045+0j),(0.2902799702779717+0.3770138373778108j)
23,(-0.4550242818889437+0j),(-0.15087479994152264+0.11750425250942872j)
24,(0.7038429393615185+0j),(-0.21043671544716586+0.25361290195625813j)
25,(0.3919413799003391+0j),(0.36578882306029736-0.3954856444857838j)
26,(0.2948004505161991+0j),(-0.8163467271252107-0.5686012303667364j)
27,(-0.8667994704814299+0j),(0.6073823630362137-0.13790520031955966j)
28,(-0.7838858268782545+0j),(0.5282429956459574+0.2819069266124656j)
29,(-0.5833655409309892+0j),(-0.27184952852897387-0.329346003860741j)
30,(0.8629311437890369+0j),(0.6247045213045754-0.5957832849004254j)
31,(-0.9545617589957102+0j),(0.43580435781764504-0.40883747808421356j)
32,(-0.9545617589957102+0j),(-0.361017782384913+0.1527087319501027j)
33,(-0.1240908768951802+0j),(-0.09915839366985477-0.4550456770638309j)
34,(0.9339503549146373+0j),(-0.3654571208923391+0.38392301975625986j)
35,(-0.9943775897594465+0j),(0.0219999955846516-0.17604672194421034j)
36,(0.5407500031234332+0j),(-0.03153408633770244+0.554726555752491j)
37,(-0.7206043943691518+0j),(-0.4383189542184476+0.23897789070211894j)
38,(0.8137344486915798+0j),(-0.12168794677668054-0.03367489638094229j)
39,(-0.3330399177580985+0j),(-0.06163333184912767-0.1694752657964814j)
40,(-0.4957349369435134+0j),(-0.34675289692229183-0.512024181010522j)
41,(-0.9511737510700675+0j),(0.3162260527683642+0.35604227519755166j)
42,(-0.8782494723478396+0j),(-0.12644173632009686+0.6551513028395178j)
43,(-0.17609253612250425+0j),(0.48910296834024336-0.35648516557053334j)
44,(-0.9838094636349097+0j),(0.21776158417825925-0.08900835570019439j)
45,(-0.805990752847294+0j),(-0.18982062800438063-0.5114594579096245j)
46,(0.14046960559326893+0j),(-0.1459607850662682-0.2118925552956718j)
47,(0.212747717113201+0j),(-0.6625344327057758+0.47373272479566453j)
48,(0.9048383826783402+0j),(-0.49646891831289763-0.2496192121216343j)
49,(0.05041837053554776+0j),(0.00280451267072801+0.6141513734026245j)
50,(-0.8175891057081655+0j),(-0.01045958545842754+0.0751243605098186j)
51,(0.17515771275897007+0j),(0.22963460714438047-0.752405506584911j)
52,(0.9247086399053982+0j),(-0.5677319755428389+0.3106124994516226j)
53,(0.33160640606483704+0j),(-0.23974146349156034+0.15771650078683608j)
54,(0.6709595506923438+0j),(0.6643353372550931-0.2580083010249991j)
55,(0.1851228536298246+0j),(0.44912435023223696+0.36643298840784505j)
56,(0.6350428959533907+0j),(0.08235582800465846+0.49103140168825826j)
57,(0.8413203373686163+0j),(-0.14016837522735687+0.05865136848602659j)
58,(0.9540274779327387+0j),(-0.43932249463105466-0.26908088190849255j)
59,(0.7864031038580012+0j),(-0.1345387981976746+0.4325412134602892j)
60,(-0.3702780624026113+0j),(0.12573791558092423-0.3088829950713085j)
61,(0.8952410188689501+0j),(0.2980677169427943+0.05146456627112379j)
62,(-0.5001551704792444+0j),(0.3073460048386268+0.22579619360116157j)
63,(-0.6836409419233566+0j),(0.51374665201303+0.1114384168187878j)
64,(0.7582337674637198+0j),(-0.09198819526048867-0.30582228610686396j)
65,(0.7677024064392225+0j),(0.4671646292484727-0.06244865310868497j)
66,(-0.8233566876782037+0j),(0.32376454492392426+0.032787632570472305j)
67,(0.8798496612889279+0j),(-0.12260087938605199-0.051365433601760324j)
68,(-0.42707918713019+0j),(0.49805243494171125-0.46900184322134525j)
