,amplitude,c_0
0,(0.6159603600574899+0j),(-0.05098481275155581-0.09834932464307578j)
1,(0.050608926241719976+0j),(-0.020655423828319017-0.16342828089798844j)
2,(0.5430374613163513+0j),(-0.09883184909910228-0.09072348103551206j)
3,(-0.8642924593924229+0j),(-0.49929720276917333+0.09060619844584689j)
4,(0.310785850032002+0j),(-0.7139012082152476+0.5359633739490894j)
5,(0.5868323288817948+0j),(0.26508367106450254+0.5359168513208745j)
6,(0.37542356240255775+0j),(-0.05869235850668139+0.36647393038345216j)
7,(-0.9076439665262124+0j),(0.5511868503165583-0.34391124814837715j)
8,(-0.6068807207121044+0j),(-0.2605409921503158-0.35404692318339326j)
9,(-0.4073555943868097+0j),(0.3837370637333957+0.07975794716880308j)
10,(-0.5323832955955978+0j),(0.5670358066775079-0.5753285649068529j)
11,(0.501194121986648+0j),(-0.5386255543021005+0.36483344162288023j)
12,(0.8054625335052572+0j),(0.256077852004694-0.05841122175275602j)
13,(-0.8915364396427883+0j),(0.05215300582115362-0.1806492768340473j)
14,(-0.7216964860396743+0j),(-0.31624338595379825+0.00876004428537433j)
15,(0.7369692730628821+0j),(-0.46363212795026-0.23302808585539783j)
16,(0.5592437742676734+0j),(0.8339220030515033-0.3655460765796179j)
17,(0.9057560569814679+0j),(0.49145123171051514-0.1693406299961738j)
18,(-0.257564212569533+0j),(0.28749340753864383-0.2506829129163416j)
19,(0.6087931901054506+0j),(0.26488012236987424-0.07079468388755344j)
20,(0.9172575798954153+0j),(-0.08662459020765612-0.011105732892181974j)
21,(0.9912548337669805+0j),(0.6506491942493153+0.02053364695307877j)
22,(0.17616110592757053+0j),(-0.615895000519814-0.16217994548772616j)
23,(-0.7704800790803016+0j),(-0.35204415752480944-0.33736672844802035j)
24,(0.2708217573806961+0j),(-0.1099396527831305+0.2492800019904167j)
25,(0.012534904173403055+0j),(-0.05781264101367979-0.3574500785384136j)
26,(-0.020224131726050643+0j),(0.5415251694247669+0.17955061872039196j)
27,(-0.727950576107011+0j),(-0.4332013444485975+0.4038270134065928j)
28,(0.6234468138537931+0j),(0.09928265924108631+0.6331120211676021j)
29,(-0.9293119395427148+0j),(0.266509798916832-0.2853408466340399j)
30,(-0.8564084087289322+0j),(0.09427096313519835-0.010402489635911866j)
31,(-0.5924244212520887+0j),(0.4069837940605462-0.39212934210871875j)
32,(-0.6405147294290249+0j),(0.40385848714789674+0.6093890205917177j)
33,(-0.8137511738650232+0j),(0.18969185895560275+0.5612554241740706j)
34,(0.5136652111722959+0j),(0.09177355940828401+0.38364895409962296j)
35,(-0.9992233124597315+0j),(-0.09286647882749763+0.3811714205475278j)
36,(0.9330797633139432+0j),(-0.30189894084927915-0.11037064649213302j)
37,(0.14546912008109714+0j),(0.25727137542022704-0.24098639740515349j)
38,(0.9895358784424562+0j),(0.15515678210203426-0.02112308348219312j)
39,(0.17724219690481524+0j),(0.7022582426808543+0.05701516409433552j)
40,(0.7622634182246233+0j),(0.17451693468653107-0.7916296432287321j)
41,(0.17326060749488437+0j),(-0.5414973826759452-0.5234841566738706j)
42,(-0.5081011623630757+0j),(0.14426571244450764+0.16450999761799834j)
43,(0.7781242454739549+0j),(0.46523728006101617+0.6619126328000069j)
44,(-0.863271963516177+0j),(-0.2293151396958346-0.5573377409368527j)
45,(-0.2407893214870107+0j),(-0.12335666499180853-0.6446217772087088j)
46,(0.7559415246502312+0j),(0.5380102828531231-0.13070885300702514j)
47,(0.84064669456479+0j),(-0.024461628975489844-0.6537012064153412j)
48,(-0.04857798238855243+0j),(-0.10682829730264243+0.11478173273389138j)
49,(-0.8722984161252416+0j),(0.731819836324946+0.49487443590592584j)
50,(0.017576457098912757+0j),(0.3394463379578746+0.02203216282188783j)
51,(0.7768451822351283+0j),(-0.23464561632364145+0.28987671397605863j)
52,(-0.6145029082589261+0j),(0.6092273315515705+0.02307961780062985j)
53,(-0.5063505132883933+0j),(0.000664502893962915+0.37490444362320535j)
54,(0.11048614675690338+0j),(-0.3325717707578036-0.08041636103939487j)
55,(0.34828144415469725+0j),(-0.5127880826891347-0.4163175857857274j)
56,(-0.5243652552604748+0j),(0.435536630105474+0.2628664136637169j)
57,(0.7231276802525913+0j),(-0.5770140493141666-0.6053580094596431j)
58,(-0.06309434598384134+0j),(-0.3084608801468083-0.5987297851101611j)
59,(-0.558472304540218+0j),(0.21800311277474282-0.31029931504130226j)
60,(-0.8825640465567443+0j),(-0.7587335739167408+0.17194180058400355j)
61,(-0.9193493287366217+0j),(0.7168267963249035+0.706304416504427j)
62,(0.054713662873509775+0j),(0.669285684847065+0.4332028309287526j)
63,(0.8414965907763057+0j),(-0.5793291607010881-0.061735916266642314j)
64,(0.5787872383369205+0j),(0.46338691369692786+0.5247848907231634j)
65,(0.46539317849554784+0j),(0.1328008203367405+0.009097433485288464j)
66,(0.2086699200512342+0j),(0.008558595621586146+0.4722284285861762j)
67,(0.8670703219059718+0j),(-0.06903067490094239+0.8096390678872488j)
68,(0.4311344487728705+0j),(-0.15915242996057805+0.10782963449805893j)
69,(-0.4232732454538654+0j),(-0.3355303538190424+0.37850019601137624j)
70,(0.2669911648669861+0j),(0.04195299058723745+0.08560538953029159j)
71,(-0.3991120749592087+0j),(-0.6507093574753603+0.0188978783645236j)
72,(0.5841446585266462+0j),(-0.20801970860784702-0.4331827228223139j)
73,(-0.15834029898524582+0j),(0.3443608489981189+0.07262633539922037j)
74,(0.29669784849607167+0j),(-0.06573550612636236+0.7194761064434011j)
75,(0.24346188748422992+0j),(0.1234474993545738-0.6593785608687709j)
76,(0.205105984814516+0j),(-0.2773990300505978+0.161374560413392j)
