,amplitude,c_0
0,(-0.2954087074026488+0j),(-0.8755241778456142-0.7904620666857938j)
1,(-0.40455842976392054+0j),(0.008788228614439897+0.8129216689653339j)
2,(-0.5558927984025241+0j),(-1.0811811519513235-0.4513413838952053j)
3,(0.7550527004191034+0j),(-0.9873992888513858-0.3213249252907664j)
4,(-0.008975339782662517+0j),(-0.6686641764998691-0.5526539304740545j)
5,(0.589468527950389+0j),(0.6611433765993386-1.1463401280868255j)
6,(0.5899162465607608+0j),(-1.0271372224057467+0.5105881110145799j)
7,(0.9235055445436573+0j),(-0.4233556715705745-0.8777491791954046j)
8,(0.6767116801691021+0j),(-0.7549991839538461+0.736049054025385j)
9,(0.9014447539273658+0j),(0.5103305153279918-1.0751667403163458j)
10,(0.8799854844005944+0j),(0.3649657959436471+1.0348709544345496j)
11,(-0.9771960943140902+0j),(0.7322221840702402-0.45741534679634477j)
12,(0.5593195295746818+0j),(-0.8074899197590881+0.3225557119731014j)
13,(0.5803695469782342+0j),(-0.0007200637577932656+1.1057529091178135j)
14,(-0.2832921092727312+0j),(0.7242668221661911-0.736655664490125j)
15,(-0.18494617473787262+0j),(0.2664354678111339-1.1095498487093098j)
16,(0.7481230730676087+0j),(-0.22546268830250182+0.6888547532836362j)
17,(0.888852951525578+0j),(0.4579988537757177-0.5618387183086923j)
18,(0.895417727306831+0j),(0.7638471896343323-0.5254402207708698j)
19,(0.22910306074725803+0j),(-0.5622888702727454-0.3143581650456669j)
20,(0.8893543879661883+0j),(-0.18561035783161006-1.0779051308919474j)
21,(0.012217817130351194+0j),(0.4845162859530524-0.7199182569046678j)
22,(0.30925860767214786+0j),(1.0581551399614502+0.1594927877260791j)
23,(-0.5190030835014874+0j),(-0.7724097015645699-0.5279893908263198j)
24,(-0.363343514077899+0j),(-0.6630006754415354+0.21130978288463437j)
25,(0.771859957097349+0j),(0.5721649459796521-0.8177820408532228j)
26,(-0.5105791892400945+0j),(0.2745872445445988+0.8040833057371702j)
