,0,-1,-2,-3,-4,-5
0.05,(-0.00024611256647805537-0.0008594989913745057j),(-0.001130975093191947-0.0019293263142673186j),(-0.004737857613364923+0.006389186481208678j),(-0.00018025537554946432+0.00020626935602920276j),(0.0023194093828002985-0.0015054660235230177j),(-0.00039115525507667226-0.002511126123011366j)
0.25,(-0.006494438929056221-0.007727369097272237j),(-0.017116770665979598-0.0035039178766106205j),(-0.01945784748376189+0.014719805232646599j),(-0.007819369183930024-0.0032196795402775207j),(-0.004494714465675849+0.0008601734811050788j),(-0.0006897794178430674-0.006230236274924777j)
0.45,(0.006348565318601222-0.004147780243429292j),(0.0051394432804740525-0.016894316009043175j),(0.03422099359886747+0.016877742356612435j),(-0.004311486844524134-0.008230888037004043j),(-0.005977472694861372-0.0014128503968957916j),(0.003515740441828429-0.0011903942407455906j)
0.6500000000000001,(-0.000853132370215373+0.003783552247122371j),(-0.011786078479350297-0.007370634681621574j),(0.019611470062760726-0.003927006548551598j),(-0.006792077792811902-0.023099460308884295j),(0.0024848278601718294+0.006239791253820649j),(0.0015477170229215155-0.003827176350635551j)
0.8500000000000001,(-0.03471672784367191-0.00356845955959412j),(-0.0005329627397025509-0.006542698096735557j),(-0.008813671990939692-0.02046982411624638j),(0.00198787316585011-0.006534700097243675j),(-0.023055099195256376+0.047156346839559125j),(0.021637266347737688+0.00309310750305833j)
1.05,(-0.009212033823621686+0.00823084639525384j),(-0.013951476128669805-0.0005079264443014528j),(0.0032540712902118093-0.03470529542598867j),(0.020296254018750542-0.03528060947760238j),(-0.037106771336158736+0.036331314924765275j),(0.054082469458715754-0.03744137860009922j)
1.2500000000000002,(-0.010674166916610314-0.009607082375044325j),(-0.010266770502525944-0.04659703628591199j),(0.006548114898764906+0.016231332225747408j),(0.017662491593304654+0.02276980697490864j),(0.04366818987242472+0.011816545953950477j),(-0.04177621580700561+0.015076854696521896j)
