,0,-1,-2,-3,-4,-5
0.05,(0.07741178417296109+0j),(10.89319469862667+0j),(0.10611989552075693+0j),(0.2972049300051139+0j),(0.11647149681993181+0j),(0.19578698243204873+0j)
0.25,(0.24503962548939281+0j),(5.8742554074309945+0j),(1.9761855169051388+0j),(2.806888576556439+0j),(1.3304254025489894+0j),(0.5110857203089284+0j)
0.45,(0.2818919563927789+0j),(4.569734072271572+0j),(2.1276203399236002+0j),(2.7479765601372406+0j),(1.1368489523550418+0j),(1.034038474691419+0j)
0.6500000000000001,(0.2973137927117609+0j),(5.703907739030571+0j),(2.1416051229592434+0j),(3.0423644342514877+0j),(2.3172154198576616+0j),(1.1648545022914394+0j)
0.8500000000000001,(0.3934830579802437+0j),(5.068149595927186+0j),(2.069806364638078+0j),(3.148710984529782+0j),(3.9607860797093366+0j),(4.873422472295429+0j)
1.05,(0.39077039777278394+0j),(4.657714984555259+0j),(2.1434926845393987+0j),(3.263674239406466+0j),(3.856478233383867+0j),(4.993030446332183+0j)
1.2500000000000002,(0.4326922977991335+0j),(5.1643786298994705+0j),(2.149816984191718+0j),(3.3643192053161384+0j),(4.118346396546246+0j),(4.664228686648528+0j)
