,0.0,0.025,0.05
0.95,0.8684655382074012,0.6371275710491833,0.35964832032614674
0.975,0.8445025753005652,0.602689588517622,0.3222497725847184
1.0,0.8140105022621328,0.5299603036002672,0.30300843133816485
1.025,0.7969605555233021,0.4815439742714798,0.2659027079706644
1.05,0.7577242862703234,0.4146464642308574,0.2510943563367209
1.0750000000000002,0.7277218202273373,0.38190835157777087,0.23531331950815418
1.1,0.6933354793913906,0.34166801463351615,0.20987779943012427
1.125,0.636166629608527,0.31644614042032915,0.19391733409462086
1.1500000000000001,0.5986422316178681,0.28748253491237963,0.18877416999261853
1.1750000000000003,0.5705332790873315,0.2613267088604443,0.1838365837856918
1.2000000000000002,0.5240233291962972,0.24063256163611885,0.17625864743820788
1.225,0.4769846238370032,0.22295488498161903,0.15500757709083887
1.2500000000000002,0.4488923923454948,0.20744857841660902,0.15805421332664882
1.2750000000000004,0.3993088030810522,0.2068174730723036,0.15630291771469287
1.3000000000000003,0.3870111189009889,0.19328910648497455,0.14896290150959082
