,0.0,0.025,0.05
0.95,0.5593454076971536,1.3616073078310262,1.3788631484231137
0.975,0.6070016921514944,1.4253159915944202,1.2754901795671054
1.0,0.6677792754996992,1.5414663321869702,1.2158689434061452
1.025,0.7834214760115334,1.5570841235168027,1.1562121549315245
1.05,0.9637359406513989,1.4692766862102569,1.1068305718313989
1.0750000000000002,1.1131100546991934,1.410044054459435,1.076510106400003
1.1,1.1768626686731996,1.3247609813090973,1.0228315522839182
1.125,1.3185068891017566,1.2699068329889946,0.991558314165305
1.1500000000000001,1.3632119629558754,1.1996082408303197,0.9663895044440621
1.1750000000000003,1.411245295256118,1.1623688358936586,0.9418735871323649
1.2000000000000002,1.4716366243921783,1.095163397349858,0.9127151427390608
1.225,1.458778855126713,1.0716930982420712,0.8878384375296627
1.2500000000000002,1.4292984409577447,1.0093643731179176,0.8882487895767281
1.2750000000000004,1.3971654379927032,1.007100560041493,0.876318871500124
1.3000000000000003,1.3701480306489837,0.9556520722210546,0.8513786407124292
