,5.0,2.0,1.0,0.5,0.1
0,(5.059779023410342e-05+2.441257849949418e-05j),(3.089509594111067e-05-1.9849076789730495e-05j),(-0.00012828061796171125+3.3974357266632785e-05j),(-0.00010179023367992011+5.98261699592256e-05j),(-0.0007516843112313488+0.00010207889678149725j)
