,5.0,2.0,1.0,0.5,0.1
0,(5.606290644852449e-06+3.5978366483374677e-06j),(-1.184031046617448e-05-1.0171813053416937e-05j),(2.058441212280599e-06-2.6982125672824455e-06j),(3.146436476368646e-05+3.728910785559237e-05j),(-0.0001453186735826109+0.00015405212962967126j)
