,5.0,2.0,1.0,0.5,0.1
0,(-8.317634692369335e-06+7.976625513195634e-06j),(-8.30950928407419e-06-2.6449179665886617e-05j),(-4.357845750935408e-06-1.1162106084437345e-06j),(8.157529666249801e-06-1.9333911886589204e-05j),(0.00013789114355872948+2.2642909374833845e-06j)
