,5.0,2.0,1.0,0.5,0.1
0,(-4.917122705340243e-06-2.9234609447223817e-06j),(-1.8061950713599912e-05-1.956588458368638e-05j),(-3.581528021739746e-06+2.6446540171001808e-05j),(7.471965547788382e-05-4.223187852875568e-05j),(0.00018581497726667513+0.00022686057761658876j)
