,5.0,2.0,1.0,0.5,0.1
0,(1.3375000103216856e-05+1.6038250406407853e-05j),(-1.2107159155312013e-05+7.256745566857099e-08j),(4.844841998615583e-06-3.378350276515274e-05j),(5.6151392539628106e-05-8.891109173044407e-05j),(0.00018141318739179168+0.0004119612092304435j)
