,5.0,2.0,1.0,0.5,0.1
0,(-3.0289909708884747e-06+3.3948982262230297e-06j),(1.0625630726559286e-05+1.4653155345292043e-05j),(1.946076116905985e-05-2.9933035494941943e-05j),(4.541316616446289e-05+7.328992693352684e-05j),(-0.00012188360346771766-0.00020182574409442641j)
