,5.0,2.0,1.0,0.5,0.1
0,(-6.837063625676539e-06+5.230681528265536e-06j),(2.0909901013922844e-05+1.2589612784775478e-05j),(7.778086896331416e-06+1.2690998952063561e-05j),(3.360841413584289e-05-2.077285543547131e-05j),(1.4747740086492998e-05+7.594037396612426e-05j)
