,5.0,2.0,1.0,0.5,0.1
0,(-8.594105031958338e-06+6.555182885555357e-06j),(9.070938139661353e-06-1.496005579495134e-05j),(2.5028157085130616e-06+2.5828899761820376e-05j),(1.251114230946089e-05+5.244050831674114e-05j),(0.0001367186111472599+0.000654211382498014j)
