,5.0,2.0,1.0,0.5,0.1
0,(0.00019632308132147685-0.0009904692374005399j),(0.0008710710158274365+0.0003225252435753384j),(-0.0005067087475529063+0.00036975629300839164j),(0.0006882722777212715+0.0004191743172802689j),(-0.0022133501152539464-0.005228250939223132j)
