,5.0,2.0,1.0,0.5,0.1
0,(-1.108451973497233e-05-6.486655149382402e-06j),(-3.747331130055054e-05+3.054510846496779e-06j),(1.4785883623181472e-05-2.2228148348229945e-05j),(-5.903138743789488e-07-2.3417999480122526e-05j),(-0.0001528150322391909+0.00027341572254842246j)
