,5.0,2.0,1.0,0.5,0.1
0,(0.00010632508875607113+0.001218417577189627j),(0.0007492781408938819-0.00012273637433394367j),(0.0016181996148404117-0.0013488122798872714j),(-0.0012011425062651694-0.0007839275459933125j),(0.031244384863088174-0.014715843694730515j)
