,5.0,2.0,1.0,0.5,0.1
0,(4.058252144886094e-06+7.914331874009704e-06j),(2.3807539957218563e-05+1.993052981578318e-05j),(-1.606284213576437e-05-8.006936185927542e-06j),(-4.3274532953275464e-05-2.715541256887762e-05j),(-0.0001904814762192065-0.00012365779647277887j)
