,0,1,2,3,4
0,(0.0072841733007500764-0.007160616702411919j),(0.01895249385672627-0.0061798377447290324j),(0.09999999999999984-0.060000000000000095j),(0.09999999999999984-0.060000000000000095j),(0.0066426230649034-0.016725842102009305j)
1,(0.009571055216264576-0.009297779393200352j),(0.02648722887139437-0.008380574773176464j),(0.09999999999999984-0.060000000000000095j),(0.09999999999999984-0.060000000000000095j),(0.01574736908218547-0.021424273970288135j)
2,(0.09999999999999984-0.060000000000000095j),(0.09999999999999984-0.060000000000000095j),(0.09999999999999984-0.060000000000000095j),(0.09999999999999984-0.060000000000000095j),(0.09999999999999984-0.060000000000000095j)
3,(0.09999999999999984-0.060000000000000095j),(0.09999999999999984-0.060000000000000095j),(0.09999999999999984-0.060000000000000095j),(0.09999999999999984-0.060000000000000095j),(0.09999999999999984-0.060000000000000095j)
4,(0.024691300519122782-0.011891231448569066j),(0.0192517720832539-0.017979028059495358j),(0.09999999999999984-0.060000000000000095j),(0.09999999999999984-0.060000000000000095j),(0.031276058258348706-0.013324409289556274j)
