,0.01,1.01
0,0.99,0.99
1,0.99,0.0
2,0.99,0.0
3,0.99,0.0
4,0.99,0.0
5,0.97,0.0
6,0.9400000000000001,0.0
7,0.89,0.0
8,0.8300000000000001,0.0
9,0.74,0.0
