,0.01,0.060000000000000005,0.11,0.16000000000000003,0.21000000000000002,0.26,0.31000000000000005,0.36000000000000004,0.41000000000000003,0.46,0.51,0.56,0.6100000000000001,0.66,0.7100000000000001,0.76,0.81,0.8600000000000001,0.91,0.9600000000000001,1.01,1.06,1.11,1.1600000000000001,1.2100000000000002,1.26,1.31,1.36,1.4100000000000001,1.4600000000000002,1.51,1.56,1.61,1.6600000000000001,1.7100000000000002,1.76,1.81,1.86,1.9100000000000001,1.9600000000000002
0.0,0.819231646485256,0.819702926638716,0.8208457768081383,0.8226560126064413,0.8251270865100427,0.828250216702018,0.8320145545615235,0.8364073832715363,0.8414143391518196,0.8470196470705516,0.8532063615953609,0.8599566063090391,0.8672518048073178,0.8750728981772857,0.8834005450973217,0.8922153019966901,0.9014977818873243,0.9112287914829721,0.9213894470288924,0.9319612698772707,0.942926263272174,0.9542669720768749,0.9659665273118051,0.978008677402523,0.990377807989753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.05,0.8192351646864028,0.8198295000840438,0.8212705395198009,0.8235524686849062,0.8266662032857492,0.8305995852473163,0.8353376365057286,0.8408628580142564,0.8471555603258426,0.8541942119146568,0.8619557921436865,0.8704161372704873,0.8795502698634844,0.8893327042265223,0.8997377226783955,0.9107396196331806,0.9223129122585355,0.9344325179886267,0.9470739003171571,0.9599835310603315,0.973317772873611,0.9868813484969471,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.1,0.8192386828875493,0.8199560735293715,0.8216953022314634,0.8244489247633712,0.8282053200614558,0.8329489537926144,0.8386607184499338,0.8453183327569763,0.8528967814998657,0.8613687767587623,0.870705222692012,0.8808756682319355,0.891848734919651,0.903592510275759,0.9160126831390317,0.9288229615057582,0.9421506508111497,0.95584107062612,0.9697945713675352,0.9839333667503398,0.9980708126604776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.15000000000000002,0.819242201088696,0.8200826469746992,0.8221200649431261,0.8253453808418361,0.8297444368371621,0.8352983223379126,0.8419838003941389,0.8497738074996964,0.8586380026738889,0.8685433416028677,0.8794546532403374,0.8913351991933837,0.9039709554224764,0.9172064898996556,0.9309371238766554,0.945104909787796,0.9595262178678149,0.9740953019507868,0.9885995632457405,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.2,0.8192457192898428,0.820209220420027,0.8225448276547885,0.8262418369203011,0.8312835536128687,0.8376476908832107,0.8453068823383442,0.8542292822424165,0.864379223847912,0.8757179064469731,0.8882040837886631,0.9013707645782051,0.9152826687774459,0.929719025577468,0.9445656968424265,0.9595929076100332,0.9746212789171897,0.989371305645797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.25,0.8192492374909893,0.8203357938653547,0.8229695903664512,0.827138292998766,0.832822670388575,0.8399970594285089,0.8486299642825492,0.8586847569851365,0.8701204450219351,0.8828924712910786,0.896477421799536,0.9108886532970162,0.9258997196055285,0.9412874335385475,0.9568752762230945,0.9723881062157859,0.9874536105207463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.30000000000000004,0.8192527556921361,0.8204623673106824,0.8233943530781138,0.8280347490772307,0.8343617871642816,0.8423464279738071,0.8519530462267545,0.8631402317278565,0.8758616661959581,0.8897043399975145,0.9044592468560001,0.9199033087836397,0.9358041205734066,0.9519306402523241,0.9679638065209639,0.9835033102179768,0.9977957538414125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.35000000000000003,0.8192562738932828,0.8205889407560102,0.8238191157897763,0.8289312051556956,0.835900903939988,0.8446957965191052,0.8552761281709597,0.8675957064705766,0.8814880393551515,0.8963917201474156,0.912092401103229,0.9284413377356303,0.9450510042375839,0.9616535353702195,0.9778068899658191,0.9928209692058435,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.4,0.8192597920944296,0.8207155142013379,0.824243878501439,0.8298276612341605,0.8374400207156945,0.8470451650644034,0.8585992101151648,0.8720511812132966,0.886855949688297,0.9027473103065917,0.9193829050205936,0.9364673017286477,0.953646801467807,0.9704941079614878,0.986378891813685,0.9999334565479362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
