,0.0,0.05,0.1,0.15000000000000002,0.2,0.25,0.30000000000000004,0.35000000000000003,0.4,0.45,0.5,0.55
0.005,65,70,95,53,54,68,68,58,50,79,58,90
0.055,50,70,59,55,75,91,59,58,56,95,65,54
0.10500000000000001,50,84,57,88,53,112,82,61,67,81,120,75
0.15500000000000003,50,113,94,108,106,83,84,66,118,54,101,136
0.20500000000000002,50,67,101,60,56,82,92,91,82,98,73,86
0.255,50,129,67,108,84,104,86,65,62,61,64,93
0.30500000000000005,50,175,55,91,116,55,96,65,70,70,91,67
0.35500000000000004,50,82,70,92,64,95,78,92,88,86,85,75
0.405,50,123,60,60,95,99,95,83,62,58,70,80
0.455,50,109,63,91,69,109,61,70,60,72,71,77
0.505,50,61,63,59,62,61,77,54,64,59,59,100
0.555,50,85,99,74,75,54,50,60,107,133,62,94
0.6050000000000001,50,57,105,91,101,58,66,93,64,93,63,60
0.655,64,92,85,69,62,84,88,96,100,69,66,62
0.7050000000000001,101,73,65,70,60,80,61,57,63,56,81,93
0.755,50,59,66,92,73,60,144,82,106,69,107,67
0.805,67,72,70,78,55,67,77,69,69,65,55,93
0.8550000000000001,50,75,72,50,79,63,83,88,67,105,57,55
0.905,95,74,59,63,55,96,78,62,69,56,70,55
0.9550000000000001,72,102,56,80,57,60,55,119,83,70,60,59
1.005,57,86,54,76,56,50,50,60,66,79,74,57
1.055,61,58,50,58,55,56,57,66,54,57,53,50
1.105,80,55,50,54,56,50,63,64,65,64,53,55
1.155,88,55,50,50,60,92,56,55,58,50,67,55
1.205,112,59,83,50,64,70,62,54,53,57,50,62
1.255,62,50,55,57,50,56,80,75,60,66,58,54
