,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
10,(0.10327101924005457-0.05359061981538615j),(0.10416979596177293-0.04980144933176224j),(0.10873301215358026-0.05797091171918684j),(0.1110740481988075-0.06326257395897808j),(0.11053280454325665-0.055192453650780265j),(0.09777980725498306-0.058893721658181165j),(0.10724063817558997-0.062107322317286835j),(0.09512877714767864-0.0569726080865104j),(0.09302654249954319-0.06388660750600214j),(0.09706525560249533-0.05939108183135548j),(0.10142276951144326-0.06587679632964984j),(0.10294632103303875-0.06020639714345337j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j)
11,(0.10564530760652577-0.06344701582619852j),(0.10186363429994154-0.06067814373372593j),(0.10673931280540741-0.049926468623229345j),(0.1075476772339623-0.057872059965090566j),(0.10684823339303307-0.060770137268277666j),(0.10235097473201081-0.05700210110310959j),(0.10592863526305009-0.06210596381271492j),(0.1-0.06j),(0.10130716339787381-0.06175472148081312j),(0.09669816736401537-0.06284165398580928j),(0.10125226367375449-0.049986071509748105j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.09946291008838909-0.056156286198271975j)
12,(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j)
13,(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j)
14,(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j)
15,(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j)
16,(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j)
17,(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j)
18,(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j)
19,(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j)
20,(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j)
21,(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j)
22,(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j)
23,(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j)
24,(0.1023842083122432-0.05703342091168816j),(0.1-0.06j),(0.09650474271794934-0.06446289874635436j),(0.09429365015851462-0.05666076953804456j),(0.10460454687621236-0.04853913497556785j),(0.09968564142839197-0.0658337930582246j),(0.09508763362252357-0.060966908505312514j),(0.1036253414101558-0.06043966850935771j),(0.10044131881878379-0.057906788391972094j),(0.09545300590894781-0.04943991377123897j),(0.1034570585632669-0.05455279261867409j),(0.09769863931498825-0.060409763258466365j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.1-0.06j),(0.10123052586921169-0.06205149032297075j)
