,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,1,1,1,1,1,5,5,5,5,5,10,10,10,10,10,1,1,1,1,1,5,5,5,5,5,10,10,10,10,10
,,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515
,,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515,0.12566370614359174,0.18849555921538758,0.25132741228718347,0.3141592653589793,0.37699111843077515
0,0,(1.2464762028734515+0.002175905366893008j),(1.1560246886687635-0.0013050688984939593j),(1.0800537521266684-0.0014690626262228446j),(1.0336024216573871+0.0010284183629597314j),(1.0016479843295893-0.00045930830017762436j),(6.236273725567477+0.00011864454102650246j),(5.781315925754752+0.004376656852036032j),(5.386585747880881+0.027628014092413444j),(5.188266466814074-0.02153043753679862j),(5.023270731540112-0.0039057117472944824j),(12.476009746761722+0.013771016850038162j),(11.571662880264821+0.015727711943743117j),(10.81280440607223-0.0392183627960172j),(10.371382856675506-0.0008781484310045329j),(10.041150841479563+0.009332584998463567j),(1.3371790586269139-0.00047346154289229503j),(1.3284207589987007-0.00018471374841555477j),(1.326233726688787-0.002791482657722111j),(1.3494081387874082-0.0030748666973924588j),(1.3732799322209-0.0009299277802319872j),(6.329719875844473-0.0001987968054442124j),(5.977130531661089-0.010924990078276853j),(5.727882108932976-0.0009615772324145233j),(5.65017317403652-0.00717408483374371j),(5.681224443515381-0.006624069884181294j),(12.565239545722877+0.0011173668944927523j),(11.752376184669115-0.04899857317194467j),(11.094807915907202+0.012641059784452402j),(10.867193927436203-0.006418911734976662j),(10.768448845019485+0.036053707126744605j)
0,1,(-0.4702635021734252-0.0011630760963105558j),(-0.4293505102593033-7.935098844338156e-05j),(-0.3994546493351268-0.00016029394690512955j),(-0.38074234638546156-0.0014208726695308241j),(-0.3639482173776837-0.0001774663239052232j),(-2.3471167597798583-0.002256086488547915j),(-2.152859510666871-0.007288527300126413j),(-2.0003519386013013-0.027174056789349255j),(-1.9149721832317483+0.0024423221751038726j),(-1.8429633710465378+0.002064314390636257j),(-4.660660039212417+0.012016701974806462j),(-4.333795393139817-0.013470575651816752j),(-3.9841220772988155+0.03873035366376287j),(-3.8426385129710163-0.00122687415259648j),(-3.70332299468383-0.033350400471319874j),(-0.4038264412941307-0.0002987121123194658j),(-0.30600431963078134-0.0029047911590934228j),(-0.22065348918227065+0.0026333780220282495j),(-0.16086899022846515-0.0014624227746503037j),(-0.11252702311026495+0.000422253013400823j),(-2.2703721049105443+0.0010993050456218623j),(-1.978012825814007-0.00336732109275073j),(-1.7189972163395262+0.006871075686228023j),(-1.511954359692387+0.002585319762457877j),(-1.3654302477645006+0.002009028300564042j),(-4.619013477873395+0.0003502077715088897j),(-4.1732272995120665+0.057991236025145776j),(-3.6585579945983606-0.04900897416522376j),(-3.3961880999738865+0.008448667641474339j),(-3.0844869074724035-0.009336824762029572j)
0,2,(-0.3065888514700595+0.0011747725463499142j),(-0.29303833804337337+0.0009787979029201727j),(-0.2790443350263351+0.0012500671739585911j),(-0.27109424723387693+0.0020457153000216074j),(-0.26575056000862346-0.0026004538847678657j),(-1.5430686473132549+3.84731856952758e-05j),(-1.4665097111740284-0.00048739807322528694j),(-1.406520365560801+0.028702474854271687j),(-1.3711224976727914-0.0022468967385443905j),(-1.3436380338465228-0.000704462126151606j),(-3.0949586016959723-0.004058389640570981j),(-2.953453351687049+0.0028513821582265564j),(-2.8070075086511204+0.02329150070772712j),(-2.6895060507882365-0.0058184637202887135j),(-2.644696998582744+0.011548066305864801j),(-0.253857805482848+0.001382114454890171j),(-0.18712912302706583+0.0015950271177966602j),(-0.12735635405346565+0.0015935821369869353j),(-0.08195076085927533+0.0011492743173621076j),(-0.054298388696402466+0.00045326880542886135j),(-1.4803029979161004+0.0017248758444921852j),(-1.3523321671962134+0.0034939597209420192j),(-1.1572673639317097-0.006698197961582775j),(-1.0171225032996745-0.0005795957484864417j),(-0.8628880430010798+0.004483222925834335j),(-3.0131256040259005-0.00029232893285928777j),(-2.7603286325003524-0.00490982007063312j),(-2.5260818847108877+0.012586293591405062j),(-2.336966055506937-0.014210698938002253j),(-2.151269442518676-0.03859685549081182j)
0,3,(-0.46962384930635603-0.0021876019006820888j),(-0.43363584042700476+0.0004056219538792205j),(-0.4015547677807218+0.0003792894339456204j),(-0.3817658281308233-0.0016532611146594985j),(-0.37194920692534755+0.003237228589905286j),(-2.3460883184769643+0.0020989688917528726j),(-2.1619467039697+0.003399268227084473j),(-1.9797134437436752-0.029156432423408818j),(-1.9021717851494195+0.021335011927101855j),(-1.8366693265005596+0.002545859351899993j),(-4.72039110559558-0.02172932923668007j),(-4.284414135051801-0.005108518545267504j),(-4.021674820175674-0.022803491712233948j),(-3.839238293042987+0.007923485997890722j),(-3.6931308482722827+0.012469749123641849j),(-0.40378665833221794-0.00035985940513405534j),(-0.30464221612705566+0.002567746366440471j),(-0.21845868475224708-0.004024105513968798j),(-0.15589740335763103-0.0028117925739809466j),(-0.11079631764187237+0.00010621230065889671j),(-2.2752623012250672-0.0025711848886361133j),(-1.985600085515096+0.009652384167094352j),(-1.7540748288106374-0.003687276944024598j),(-1.5174923649535792+0.005530350911641668j),(-1.3263262357651944-0.003876808483136762j),(-4.625513501656281-0.0011307041063985043j),(-4.134957534721299-0.007795153743491379j),(-3.745825374236679+0.017212005019154875j),(-3.3721953278950383+0.013017874931243983j),(-3.1125005209562966+0.016019484771341852j)
1,0,(-0.47074173907068184+0.0013701668252123628j),(-0.43090257362761897+0.0013453411134099758j),(-0.40093803935345995+0.0008760127487340702j),(-0.38130182233094034+0.00034313554675297064j),(-0.36825346964225836+0.00034501278854287554j),(-2.3488403373754876-0.0008159073715616749j),(-2.1596431580312734-0.003118200858858833j),(-1.9771168374241956+0.00290783864928848j),(-1.8929798213803988-0.03099838615596817j),(-1.845690857803759-0.0030241814821324597j),(-4.699759807409082-0.006470975769728549j),(-4.328960426933326+0.0030578431028449593j),(-3.98221736510736+0.01943080080509918j),(-3.8136271512049085-0.0077713028633472625j),(-3.6845829440820426+0.007044868224573397j),(-0.4043701982267871+0.00033381525479125873j),(-0.30808415916755544-0.00016600973944688735j),(-0.2258980296271944-0.005065659341979251j),(-0.15855670072366046-0.0015424400493712631j),(-0.11177442019730977+7.929408415680017e-06j),(-2.2736741924646395+0.0018257501362457518j),(-1.9919633223028557+0.00781238971480136j),(-1.7283134165552339+0.004977609739829192j),(-1.52108283379361+0.01540737958548355j),(-1.3290001411976968+0.019616685799703076j),(-4.6297995491759965+1.9096217073619193e-05j),(-4.144109149362803+0.035220010948210145j),(-3.7087779562035106-0.0394767340264186j),(-3.382081820591992+0.005455146981499404j),(-3.0731051858590352-0.08084292598493126j)
1,1,(1.2469476598695315-0.0018620470698492986j),(1.1543130098025354+0.0007327532722452013j),(1.0778998051084256-0.0015617432256780361j),(1.034176946210551+0.000463219508181012j),(1.0020925121370325-0.00029577920127876745j),(6.2354558849614286+0.0029930196274783327j),(5.784244594695666+0.0018181732639912518j),(5.363160119273855+0.0019157602846090471j),(5.160732579375793+0.016785311340544506j),(5.01684453443833-0.002079919696431176j),(12.454517106233354-0.0067120165645366825j),(11.582147267096307-0.0017025880582064445j),(10.769186924896209-0.00479707849221267j),(10.33006633106954+0.001089722551579797j),(10.040415612496819+0.020883238953224748j),(1.3357142713609362+0.00031821472051496436j),(1.3253550189910817+0.003286783995009479j),(1.3381920045804774-0.004599809183369441j),(1.3471504620472923+0.006212760784376825j),(1.3732097557764344+0.0010071203381883942j),(6.330210873871412-0.0024854254355490824j),(5.970121314235311+0.005195590697053554j),(5.724352826995807-0.006824039914174795j),(5.637652183159296-0.012599836590287516j),(5.684659204054457-0.04484781116409764j),(12.566132085063446-0.0002563447406513375j),(11.811271310253822-0.023218202760007856j),(11.150102735981863+0.06433737907164261j),(10.88097808173939+0.004809887096706156j),(10.725809374550908+0.0008862921196231j)
