,0.0,0.05,0.1,0.15000000000000002,0.2,0.25,0.30000000000000004,0.35000000000000003,0.4,0.45,0.5,0.55
0.005,80,61,122,87,106,103,53,57,64,75,50,59
0.055,102,72,63,61,79,59,54,112,56,88,78,118
0.10500000000000001,55,158,123,114,70,104,83,111,60,58,81,89
0.15500000000000003,194,93,151,99,74,84,101,134,92,62,61,77
0.20500000000000002,119,100,123,87,74,130,95,122,68,87,68,85
0.255,62,137,103,82,72,75,68,104,92,75,65,66
0.30500000000000005,83,91,90,61,62,69,65,67,102,104,76,79
0.35500000000000004,93,108,102,60,72,86,56,91,54,69,76,78
0.405,88,62,81,76,72,93,70,84,56,100,62,78
0.455,56,109,55,87,77,66,99,65,83,50,64,85
0.505,80,73,101,110,60,79,56,78,72,59,65,57
0.555,66,102,79,107,95,59,85,53,62,60,105,68
0.6050000000000001,102,96,71,50,66,60,98,88,58,98,56,63
0.655,70,53,68,67,97,58,64,50,104,53,71,58
0.7050000000000001,115,138,104,64,61,63,56,79,62,75,88,66
0.755,76,56,50,61,53,67,64,53,51,51,72,76
0.805,81,64,72,62,60,63,62,62,61,79,58,50
0.8550000000000001,85,57,91,60,57,54,67,50,73,50,61,61
0.905,67,69,50,62,80,68,55,50,50,56,60,75
0.9550000000000001,60,74,60,63,50,59,59,50,61,51,50,78
1.005,102,56,50,66,50,56,69,58,67,50,50,56
1.055,59,66,50,60,58,58,50,50,53,59,70,50
1.105,60,54,62,50,56,63,50,65,55,50,50,66
1.155,55,52,58,73,57,57,50,58,56,57,50,54
1.205,63,50,54,50,50,50,50,109,52,50,58,64
1.255,61,53,56,50,69,50,65,55,50,68,63,53
