,ampiltude,real_c_0,img_c_0
0,0.0007312790057562117,0.0,0.0
1,-0.0006005646535572849,0.0,0.0
2,0.000960088382985653,0.0,0.0
3,0.001175148467518395,0.0,0.0
4,0.001627628370288449,0.0,0.0
5,0.0029434475574378863,0.0,0.0
6,0.002303929423805702,0.0,0.0
7,-0.0013781624184187782,0.0,0.0
8,-0.0012140719685844368,0.0,0.0
9,0.000302960837562521,0.0,0.0
10,0.0002529339505112551,0.0,0.0
11,-0.0001073060523222218,0.0,0.0
12,-0.0006388035745633826,0.0,0.0
13,0.0012403779123293373,0.0,0.0
14,0.0012684559775327218,0.0,0.0
15,0.00029168353460334016,0.0,0.0
16,-0.002485877077192334,0.0,0.0
17,-0.0006641514981810385,0.0,0.0
18,0.0013776624848750433,0.0,0.0
19,-0.0011180745664287873,0.0,0.0
20,6.780672680845288e-05,0.0,0.0
21,-0.00010809399534249611,0.0,0.0
22,-0.0030559293748732112,0.0,0.0
23,-0.0005410554027209049,0.0,0.0
24,0.000699709250982975,0.0,0.0
25,0.0003333673461421835,0.0,0.0
26,-0.0002453811551428836,0.0,0.0
27,0.00046314390961429974,0.0,0.0
28,0.0010166362825120069,0.0,0.0
29,0.00029724260299618887,0.0,0.0
30,-0.0007310076831144376,0.0,0.0
31,-0.0009875004211034274,0.0,0.0
32,0.00045186258024662715,0.0,0.0
33,-0.002380155835532723,0.0,0.0
34,-0.0022213145452313053,0.0,0.0
35,0.000711148417911496,0.0,0.0
36,-0.0006982099987578665,0.0,0.0
37,-0.0011497707734228842,0.0,0.0
38,0.0009006316629898865,0.0,0.0
39,-0.000692059727189146,0.0,0.0
40,-0.0003919416906340889,0.0,0.0
41,-0.0003919416906340889,0.0,0.0
42,0.001602640282138611,0.0,0.0
43,0.001095320654308598,0.0,0.0
44,0.0005107025340533363,0.0,0.0
45,-0.002139671502020319,0.0,0.0
46,-0.00018715069335475628,0.0,0.0
47,-0.0012102502561712367,0.0,0.0
48,8.581624962914619e-05,0.0,0.0
49,0.0009341659824414097,0.0,0.0
50,-0.00030417534975103484,0.0,0.0
51,-0.0010003548748447574,0.0,0.0
52,0.000537905349638389,0.0,0.0
53,0.0003513182728686619,0.0,0.0
54,0.0010142846914247138,0.0,0.0
55,0.0013286067760745286,0.0,0.0
56,0.0024896916153257613,0.0,0.0
57,0.001920226086967537,0.0,0.0
58,-0.000642958714805587,0.0,0.0
59,-0.00021905942120231507,0.0,0.0
60,-0.001143899976326127,0.0,0.0
61,0.000195408096971411,0.0,0.0
62,0.0002485593637794798,0.0,0.0
63,-2.6277610331421584e-06,0.0,0.0
64,-0.0011662695377009204,0.0,0.0
65,0.0007452546201446363,0.0,0.0
66,-0.0025341888331532813,0.0,0.0
67,0.00020376426075795315,0.0,0.0
68,0.00029579741758984783,0.0,0.0
69,-0.0006272816116449267,0.0,0.0
70,-0.0014809732374829942,0.0,0.0
71,-0.0008921884593957932,0.0,0.0
72,0.00017157989047134883,0.0,0.0
73,0.0015393208011920166,0.0,0.0
74,-0.0011385131393859573,0.0,0.0
75,0.0018299169825337742,0.0,0.0
76,0.0003968073148901572,0.0,0.0
77,-0.0018302609107456588,0.0,0.0
78,0.00014175035370011147,0.0,0.0
79,-0.000564861364220449,0.0,0.0
80,-0.0020413347223769236,0.0,0.0
81,-0.00039777693487053653,0.0,0.0
82,0.0006703742883927369,0.0,0.0
83,0.0002152345620190098,0.0,0.0
84,0.0012915902638195123,0.0,0.0
85,-0.0015146960554491841,0.0,0.0
86,-0.0003128175391788283,0.0,0.0
87,-0.0016644750187199398,0.0,0.0
88,0.001562183026176307,0.0,0.0
89,-0.0009968042211516192,0.0,0.0
90,0.00071971424415303,0.0,0.0
91,-0.0015845168896986017,0.0,0.0
92,-0.0004957276022508777,0.0,0.0
93,-0.0004957276022508777,0.0,0.0
94,0.0013414192896197973,0.0,0.0
95,-0.0016635146239071179,0.0,0.0
96,0.0008725959815323353,0.0,0.0
97,-0.00016876195541710298,0.0,0.0
98,0.001727968629975435,0.0,0.0
99,0.0012699499326784313,0.0,0.0
100,0.0010344174950155925,0.0,0.0
101,-0.0011906341987577577,0.0,0.0
102,-0.0015819900723648083,0.0,0.0
103,0.0014756114545357857,0.0,0.0
104,-0.0002785560048928868,0.0,0.0
105,0.000619371633305922,0.0,0.0
106,-0.00018149378364813544,0.0,0.0
107,-0.0012760163872251296,0.0,0.0
108,0.0013621543465032714,0.0,0.0
109,0.00032647629465413006,0.0,0.0
110,0.0011152159224189172,0.0,0.0
111,-0.00013493742736837575,0.0,0.0
112,0.0005847917723059802,0.0,0.0
113,0.0016946873371679293,0.0,0.0
114,-0.0002441605979240705,0.0,0.0
115,0.00012736440714264873,0.0,0.0
116,-0.0006268217690745983,0.0,0.0
117,-0.0006171537905800043,0.0,0.0
118,-0.0012930064645879625,0.0,0.0
119,0.0012913633445050376,0.0,0.0
120,-0.0001543887599587874,0.0,0.0
121,0.001392705672970313,0.0,0.0
122,0.0007165796945271864,0.0,0.0
123,-0.0005839660255191508,0.0,0.0
124,-0.0008946927204667891,0.0,0.0
125,-0.0015006646709708892,0.0,0.0
126,0.002025640496845292,0.0,0.0
127,-0.00039668544486952243,0.0,0.0
128,0.000332141005665748,0.0,0.0
129,-0.0008499248983992758,0.0,0.0
130,-0.0007593365924172001,0.0,0.0
131,0.00041545446479703826,0.0,0.0
132,-0.001961571587836955,0.0,0.0
133,-0.0017695316468267597,0.0,0.0
134,-0.0011666115589249702,0.0,0.0
135,-0.0013778806801772805,0.0,0.0
136,0.00013026771947656013,0.0,0.0
137,-0.003095380108880082,0.0,0.0
138,0.0006377628578148466,0.0,0.0
139,0.0009885426567999684,0.0,0.0
140,-0.0021485390180035397,0.0,0.0
141,0.0002073452222536424,0.0,0.0
142,0.0009327212887380097,0.0,0.0
143,0.0003930634525503715,0.0,0.0
144,-0.0012244850192989817,0.0,0.0
145,0.00039312847663158595,0.0,0.0
146,0.00040586388567969865,0.0,0.0
147,-0.00016648279182770954,0.0,0.0
148,-0.00031940202879974773,0.0,0.0
149,-0.001555729765383189,0.0,0.0
150,0.0007379257932881786,0.0,0.0
151,0.001876031382854396,0.0,0.0
152,-0.0029657949717981353,0.0,0.0
153,-0.0007413359759303375,0.0,0.0
154,-0.002138275186907187,0.0,0.0
155,0.00043453478145243974,0.0,0.0
156,0.0006976739423297355,0.0,0.0
157,0.0036680308990573937,0.0,0.0
158,-0.0034890518446343915,0.0,0.0
159,0.0006027377233333228,0.0,0.0
160,0.0014460521065008537,0.0,0.0
161,-0.00042203784457724896,0.0,0.0
162,-0.0011040857040323854,0.0,0.0
163,0.0026234162971171004,0.0,0.0
164,-0.0012004376537234694,0.0,0.0
165,0.0018072780246611217,0.0,0.0
166,-0.0015321202391656316,0.0,0.0
167,-0.0005790055286614227,0.0,0.0
168,-0.001274943202464557,0.0,0.0
169,0.0008223947566519134,0.0,0.0
170,0.0006587822641611477,0.0,0.0
171,0.0020724495706856277,0.0,0.0
172,8.266134948537853e-05,0.0,0.0
173,-0.0008776276488064116,0.0,0.0
174,-0.0009520733175177192,0.0,0.0
175,-0.001182197866071012,0.0,0.0
176,0.0006036363368667418,0.0,0.0
177,0.0006036363368667418,0.0,0.0
178,-0.0020781240980444282,0.0,0.0
179,-0.0014274616978294048,0.0,0.0
180,-0.00028718980781439944,0.0,0.0
181,-0.0011179563266015746,0.0,0.0
182,-0.0024510402475436967,0.0,0.0
183,-0.0011191325584785513,0.0,0.0
184,-0.00023822969549228655,0.0,0.0
185,-0.0006082012702474535,0.0,0.0
186,-0.00041128737360844256,0.0,0.0
187,0.00016424570192138748,0.0,0.0
188,-0.0008028039044214721,0.0,0.0
189,0.0016225538187494082,0.0,0.0
190,-0.0001946823666768222,0.0,0.0
191,-0.0012913264901002327,0.0,0.0
192,-0.0007664910160171146,0.0,0.0
193,-0.001424646374969758,0.0,0.0
194,-0.0026564288939223495,0.0,0.0
195,-0.0010134626187575386,0.0,0.0
196,-0.00038197256265412735,0.0,0.0
197,-0.0009681212623208345,0.0,0.0
198,0.0008594787344743375,0.0,0.0
199,0.0025275500393682985,0.0,0.0
200,-0.002040322223261222,0.0,0.0
201,0.0020004627909103066,0.0,0.0
202,0.0014958771126286938,0.0,0.0
203,0.000898834902688431,0.0,0.0
204,-0.001760222565063214,0.0,0.0
205,0.001157563717896669,0.0,0.0
206,-0.0005173114790876184,0.0,0.0
207,-0.0006115800915990656,0.0,0.0
208,0.0001104955245952886,0.0,0.0
209,0.0021465975640662873,0.0,0.0
210,-0.0010516189245809036,0.0,0.0
211,0.0006231829870822349,0.0,0.0
212,0.000942148081575712,0.0,0.0
213,-0.0018985727679642914,0.0,0.0
214,0.0005452181900141055,0.0,0.0
215,0.000882248338428559,0.0,0.0
216,0.0026097985344476615,0.0,0.0
217,0.0021919203100423273,0.0,0.0
218,0.001514231893654197,0.0,0.0
219,-0.0001519257390930383,0.0,0.0
220,-0.0007521779571824922,0.0,0.0
221,-0.002247527253432246,0.0,0.0
222,0.0010388143843071936,0.0,0.0
223,-0.001451963948763608,0.0,0.0
224,-0.0010108971760269757,0.0,0.0
225,-8.089063151728738e-05,0.0,0.0
226,0.0008067534848467154,0.0,0.0
227,0.0008611290770265087,0.0,0.0
228,-0.0006771136842629457,0.0,0.0
229,-0.0001085703443967443,0.0,0.0
230,0.002101097996603319,0.0,0.0
231,-0.0018172300891153704,0.0,0.0
232,-0.000677045516314978,0.0,0.0
233,0.001447287393683875,0.0,0.0
234,0.0021281727501512556,0.0,0.0
235,0.0016578444992868065,0.0,0.0
236,-0.0006481744155249851,0.0,0.0
237,-0.0017890287476059342,0.0,0.0
238,-0.0010010472257451766,0.0,0.0
239,0.0007791374694946159,0.0,0.0
240,0.0008273414597233641,0.0,0.0
241,-0.0018964665180531055,0.0,0.0
242,-0.0015390242238521147,0.0,0.0
243,0.0009043544750190742,0.0,0.0
244,0.0004854968001731664,0.0,0.0
245,-4.928499985786894e-06,0.0,0.0
246,0.00020177596294158407,0.0,0.0
247,0.0008850315005431626,0.0,0.0
248,-0.0010214062682421868,0.0,0.0
249,-0.0007509117013159822,0.0,0.0
250,-6.271680681034216e-05,0.0,0.0
251,0.00010300348325841826,0.0,0.0
252,0.000608260630295958,0.0,0.0
253,0.0010974902417660217,0.0,0.0
254,4.886608664468172e-06,0.0,0.0
255,0.000264094509571911,0.0,0.0
256,-0.000985857238477982,0.0,0.0
257,0.0005091297879551275,0.0,0.0
258,0.0007171981407371499,0.0,0.0
259,0.0008953055330752351,0.0,0.0
260,0.00037604623834134676,0.0,0.0
261,-0.000678807070200031,0.0,0.0
262,0.0005581523854578944,0.0,0.0
263,0.0018078813634515804,0.0,0.0
264,-0.0017766746546994372,0.0,0.0
265,0.0008768168838380857,0.0,0.0
266,0.0004602916344816177,0.0,0.0
267,0.0017008627473986703,0.0,0.0
268,-0.001107947531057593,0.0,0.0
269,-0.0018840017047639084,0.0,0.0
270,0.0005271665905599916,0.0,0.0
271,5.483141050911106e-06,0.0,0.0
272,0.00014764613114151017,0.0,0.0
273,0.00014764613114151017,0.0,0.0
274,-0.0002604821491626278,0.0,0.0
275,-0.0006270444127016904,0.0,0.0
276,0.001211508660142722,0.0,0.0
277,0.00023161520232914683,0.0,0.0
278,-0.0027091544225445437,0.0,0.0
279,-0.001872847216445617,0.0,0.0
280,-0.0010259578121596246,0.0,0.0
281,-0.0009120474022661826,0.0,0.0
282,0.001959742462980677,0.0,0.0
283,0.0014898387934028584,0.0,0.0
284,0.0010164528118914488,0.0,0.0
285,-0.0008337235149147675,0.0,0.0
286,-4.749605823660191e-06,0.0,0.0
287,0.001023662928786147,0.0,0.0
288,0.001231495218441885,0.0,0.0
289,0.0014618409716836362,0.0,0.0
290,-0.001293318970805036,0.0,0.0
291,5.7878135968790186e-05,0.0,0.0
292,-0.00021465926361809057,0.0,0.0
293,-0.0009295972531917658,0.0,0.0
294,0.0007955757997784856,0.0,0.0
295,0.002511848638789311,0.0,0.0
296,0.0008205239530690384,0.0,0.0
297,0.0004197548336387994,0.0,0.0
298,-0.00284396104852096,0.0,0.0
299,0.0005795497301180745,0.0,0.0
300,0.0011565277288643322,0.0,0.0
301,-0.0012975164829318142,0.0,0.0
302,0.001215281977923938,0.0,0.0
