,0.5,4.5,8.5
0.05,0.9769308264041695,0.9908069662241474,0.9961571456545634
0.45,0.9417204180591532,0.764933647858528,0.5270862910221096
0.8500000000000001,0.8323826826403472,0.3269043970661813,0.1256967699253593
