,amplitude,c_0
0,(0.05345921460092437+0j),(-0.8967392577559414+0.9320577756516275j)
1,(-0.4908984504351354+0j),(0.06163247040007633-0.7570813868403328j)
2,(-0.01168007973322005+0j),(0.7812989099455327-0.09702568677872053j)
3,(-0.08643697910323989+0j),(0.5427688402588728+0.8978349003993379j)
4,(-0.13474908611803318+0j),(0.03751999715586962-0.8449698123581579j)
5,(0.09063506419171952+0j),(0.22585950678165276-0.7989426049880299j)
6,(0.015210575080756294+0j),(1.1130692092697374+0.3412991606007545j)
7,(-0.08402256127826097+0j),(-0.3537195947391203-1.1749778361167857j)
8,(-0.1721358622097026+0j),(-0.9416436051096464+0.5842867378400795j)
9,(0.2656560237254192+0j),(-0.34293767444181894+0.9320055812807688j)
10,(0.051023555092377604+0j),(-0.31831939466512393-0.9289826326907196j)
11,(-0.023194335964284885+0j),(0.9995870820998585+0.4117001516576686j)
12,(-0.4556668663294067+0j),(0.3590097761652181-1.132502206568555j)
13,(-0.12997905376468538+0j),(0.34412252214731137+0.56754597816036j)
14,(-0.12810469848718917+0j),(-0.9815130855727197+0.4665228998685552j)
15,(0.06480047574631881+0j),(0.6000918609781702+0.628679592628827j)
16,(0.09516839672184602+0j),(0.03868958441142911+0.7956009400721338j)
17,(-0.009714697023910424+0j),(0.9938363535834219-0.7602488821562781j)
18,(-0.42838861697859953+0j),(-0.48476323274482336+0.6503947215224242j)
19,(0.637672503008601+0j),(1.0956807209765533+0.23636493183880292j)
20,(-0.4926510741919454+0j),(0.8027013877776654-0.3051539453234877j)
21,(0.2902063643484878+0j),(0.21114785755486717+0.9308891045569405j)
22,(0.1468970508814129+0j),(-0.8709010575448387-0.2778674902608994j)
23,(-0.44544169477451073+0j),(-0.03379806863748783+1.0860901034594956j)
24,(-0.1025224151865086+0j),(0.6152769474618747-0.7096004162325451j)
25,(-0.19595926864192925+0j),(-0.41121047257001025+0.47155666810380314j)
26,(0.3603666029857321+0j),(0.7801183601596594+0.1819781534292917j)
27,(0.19563957514163946+0j),(1.0050754913485958+0.22101435263447217j)
28,(0.02222842679688803+0j),(-0.20098855212709058+0.6796973222238945j)
29,(-0.059962538932932546+0j),(0.9162417957424629+0.5793989498712977j)
30,(0.29012203052218377+0j),(0.5281568295792891-0.6491303005091654j)
31,(-0.15378687097260016+0j),(1.1698815530930473-0.2386591309850829j)
32,(-0.28161501952559775+0j),(0.5324257394962896+0.5752300394514658j)
33,(0.025092714523459764+0j),(0.5106958290187782-0.24664656016532735j)
34,(0.346262712270392+0j),(0.13960074677874787-0.7072414202479201j)
35,(-0.5915345315286505+0j),(0.1028534006463554-0.32255809831262267j)
36,(0.03996199829934857+0j),(-0.24663797743804305+1.0132268216923375j)
37,(-0.20326139905587245+0j),(-0.5772836839698883-0.7823100091973693j)
38,(-0.17933557331402755+0j),(-0.08794491129913318+0.6041857535829218j)
39,(0.008148785292044547+0j),(0.7701841715087051+0.0680480321811037j)
40,(-0.22551221452993458+0j),(-0.07463222750375917-0.9808074527347495j)
41,(0.14597759139279062+0j),(-0.8057529925819839+0.027607973154091414j)
42,(0.09632790714220368+0j),(-0.9022091014649769-0.24312228765360122j)
43,(0.15399439309452817+0j),(-0.27196952093860505-0.9084906825277579j)
44,(-0.01579761106952532+0j),(-0.7247919505415554-0.5297995006004665j)
45,(0.5679368612546747+0j),(-0.054179190868016924-1.0703957017730443j)
46,(-0.14040265963252774+0j),(0.6140815342984386+0.42294129838393635j)
47,(0.030833402134447945+0j),(-0.006155575205366526-0.7737587822548041j)
48,(0.277079253683852+0j),(-0.7181363593816965-0.41545190295503975j)
49,(0.37778600856155886+0j),(-0.804214945202912-0.14525060123633782j)
50,(-0.0633017918242787+0j),(-1.0568361079360127+0.27323385286118324j)
51,(-0.45151647984856325+0j),(0.4363560654911773-0.03887458056916643j)
52,(0.4189543301197345+0j),(-0.4880152948282386-0.9542046591397634j)
53,(-0.048027995116731004+0j),(-0.7487288612364764-0.49769834927325474j)
54,(0.1709263914766305+0j),(-0.1700826100283438+0.9266732194775755j)
55,(0.43254662099705576+0j),(-0.3985586409433844+1.1424250367652602j)
56,(0.4727816835897296+0j),(0.20212667464263412-0.4545483752891939j)
57,(0.1696153451815696+0j),(1.0429108522770365+0.505660880232952j)
58,(0.09676748809323363+0j),(-0.2718589788993715-1.1514625526801567j)
59,(-0.3227970052522007+0j),(-0.29585568712572596-0.3606204810450228j)
60,(-0.179749706714821+0j),(0.07954079822486593-0.6382105346478611j)
61,(0.3538337721277761+0j),(-0.7624362102559931+0.8106032645994233j)
62,(-0.10602947479647454+0j),(-0.518958405350169-0.6931047515208388j)
63,(0.2277531736290996+0j),(-1.1894580460088489-0.2539565787104685j)
64,(-0.10761799662200333+0j),(-0.7967401645975454+0.41037768726301893j)
65,(-0.32337932986047707+0j),(-1.0306166446786849+0.2441278702556373j)
66,(-0.16651375607225447+0j),(-0.38514069457029954+1.0483163808470883j)
67,(0.15661582470905683+0j),(-0.7974039636063919+0.6818311801365146j)
68,(0.2903487650129735+0j),(-0.02763803290637637+1.0511976138411891j)
69,(-0.11557102301096717+0j),(0.6452256975040418+0.003942867373995962j)
70,(0.041738456693154874+0j),(-0.7749173765113511+0.13137442318037693j)
