,amplitude,c_0
0,(-0.2807889686580689+0j),(-0.12220265032030156+1.0497882559271363j)
1,(0.24370939733892893+0j),(-0.023013991646972765+0.3992007051227276j)
2,(-0.17063636922789108+0j),(0.2935566963815355+0.9645829002647563j)
3,(-0.11287917389649041+0j),(0.44765409035870174+0.7684392724486806j)
4,(0.04014753986325301+0j),(0.26566343636565076+0.9092064510876889j)
5,(-0.07428901628751766+0j),(0.9878500262595027+0.5275685973645844j)
6,(0.20670010117258414+0j),(0.8709705501746513+0.6509287806879646j)
7,(0.13555420203193652+0j),(1.3037172303303983-0.012342822148226129j)
8,(-0.5699173582607352+0j),(-0.8000243585129531+0.04909233607007272j)
9,(0.4351570147739123+0j),(0.6929640939725769-0.6080561146938472j)
10,(-0.20522886963298734+0j),(-0.05111982435555529+1.117243555570386j)
11,(0.159796161310421+0j),(0.5667414296950339+0.5632455016359772j)
12,(0.04434104681607814+0j),(0.7831519945745206-0.9571522184785991j)
13,(0.1809339352836738+0j),(-0.8286372891583238+0.5475051655566839j)
14,(-0.013807104634148942+0j),(-0.739451049264303+0.4837791553875367j)
15,(-0.4679934287049773+0j),(-1.0779726204264235+0.02617665331463276j)
16,(-0.06442767193832644+0j),(-0.21887245753850038-0.6314960777390014j)
17,(-0.024916245419453115+0j),(0.26865157112856525+0.8287536191969807j)
18,(0.20386628872854592+0j),(-0.7337524345817099+0.5268268873301928j)
19,(-0.2358649166596698+0j),(-0.6393873685449104-0.9308213442541082j)
20,(-0.15329970009090202+0j),(-1.090304520408148+0.001131553286992354j)
21,(-0.20325293697128255+0j),(0.15634012810493148+1.1786153158072972j)
22,(-0.0070469674746636325+0j),(-1.2038642430000794+0.10561416063759099j)
23,(0.11361531532962571+0j),(-0.755493070955403-0.36118594424270156j)
24,(0.1747518797110321+0j),(0.2693840534064148+0.6219423479977947j)
25,(0.20073497157223236+0j),(0.3653012757351397-1.097468360803249j)
26,(-0.3250132689261924+0j),(0.62983452915663-1.081648906505698j)
27,(-0.09618066311749993+0j),(-0.6972703022523152+0.4889193064184317j)
28,(0.011618128373840186+0j),(0.807520420341693-0.24765513255800087j)
29,(-0.2269407325413925+0j),(0.55026851825861-0.4486248873458203j)
30,(-0.04194613640455565+0j),(0.8453668065923656-0.6233299112514605j)
31,(-0.06327462558986874+0j),(0.9827949856987256+0.23673409485072217j)
32,(0.04967690461542526+0j),(0.22069054029047636-0.8531757170896155j)
33,(-0.10441419386487194+0j),(1.152945890032844+0.6031846592462776j)
34,(0.3061608946161217+0j),(1.0458889866647958+0.27499703599661646j)
35,(0.019208533959248042+0j),(0.6578089042839792+0.9291590869001556j)
36,(-0.4969685469341034+0j),(0.22344321466175643-0.9591628894567364j)
37,(0.2500223942785138+0j),(-0.7023778868812135+0.33976910091232754j)
38,(-0.39612330370632026+0j),(0.6510738868337653-0.7598097688541339j)
39,(0.04268368800701068+0j),(-0.09122221434672173-0.8269407945673851j)
40,(0.2896783134955267+0j),(0.17165823009103165+1.0835087563245385j)
41,(-0.0441591061856737+0j),(-0.7129139615076132+0.13189441951177244j)
42,(0.07059504523685702+0j),(-0.2174224550126715+1.1661212727808774j)
43,(0.09481065605341332+0j),(-0.6789607762598555+0.2950530607508217j)
44,(-0.017561175118080474+0j),(1.3301339066624065+0.04851656015091189j)
