,abs_amplitude,abs_c_-3,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2,abs_c_3
0,0.16893198415392424,0.20698051710125773,0.10338691701105593,0.642273344550832,0.6217545260669123,0.18907888812284843,0.1754781109380152,0.0867813345055694
1,0.08579527306937323,0.06450589543197872,0.25770774406840763,0.35762870973147554,0.5393443604071607,0.3775398210076977,0.09083315548603531,0.2568286113562449
2,0.08413341582114364,0.047617051924179005,0.11360541985168145,0.42341660358248906,0.33575962023889216,0.4215314866579569,0.21960157164793034,0.22426621938872787
3,0.25679918771049104,0.09818715865789548,0.2633744424507582,0.16086002211486108,0.94152279329443,0.3407359639516015,0.1987097441753305,0.08214569695352243
4,0.5544365953470803,0.02515986787713226,0.3897243538729339,0.3734092475121885,0.7167681241615151,0.2569148812073592,0.06491144659241387,0.14930740244725604
5,0.21281496029806185,0.019193944318560644,0.012065019735718807,0.09398795274635917,0.8780642409691177,0.6316632082360916,0.3696432267815344,0.13608943204376753
6,0.1691220110897105,0.15058410928912883,0.4232806215111432,0.35044228131944244,0.5559448646400719,0.6080729739549648,0.2585474928341485,0.09132700111755385
7,0.033819669286998505,0.08621770575858118,0.27324530237913924,0.20426802281398998,0.4571908555642192,0.5007937167240655,0.11200323647217218,0.14631540673598972
8,0.41634504221977153,0.07049568946525304,0.17738301530073958,0.24492562145000263,0.9693135299670145,0.3307451408087594,0.18905384879740275,0.013978723361313838
9,0.329296257507655,0.15997479720859414,0.18882042830068885,0.3815753437330252,0.2848112914104485,0.13812017801129647,0.29444100919936056,0.12001625119927686
10,0.050195458686642325,0.025463855246247575,0.13660071223484443,0.19277514033598392,0.8855722038577595,0.11144757443052884,0.1756300272355792,0.2619948689861159
11,0.33648814341295874,0.11758456803691991,0.21263295001421084,0.09779446516817952,1.1455214059520853,0.21758846696792247,0.09600594647758312,0.04303556357729457
12,0.20172852361402743,0.04477114887292479,0.12607282189278274,0.026665114428344173,0.8579284972697507,0.3622230321702113,0.28982413071831303,0.12890605501193783
13,0.07685413585204852,0.0458034967345139,0.2811647013825843,0.4398050206571129,0.4971867579548801,0.2103439965946882,0.14661313313355934,0.13410575407911923
14,0.08234069794592044,0.2232590154502953,0.16453543568872595,0.2579214299383101,0.9118026583062635,0.3861232038634459,0.11747976363638776,0.1278798335211786
15,0.006236936229240958,0.16157966054432324,0.1653447227318614,0.13381380409815966,0.5866214515161842,0.22088957668831108,0.24295704961120515,0.17219193901074425
16,0.36381113373130414,0.08049810140020094,0.21668281144652474,0.29863895448551087,0.5898433321931048,0.23119695040242372,0.3421117601287422,0.1282437868179366
17,0.3267621533038792,0.10943533321991979,0.23734754510385087,0.22191555566817525,0.9837761608091022,0.35048789760831545,0.22290710354545565,0.13354068481483294
18,0.250979868786758,0.1287937328476945,0.10913757799452682,0.11281252384723997,0.9219403438578245,0.5304860370051614,0.35510494617204974,0.17140837664956957
19,0.1060938841542417,0.1678290882412328,0.08602232900351396,0.17722492378502003,0.5587190276406891,0.4641068004784978,0.29489051218238527,0.28954097203994666
20,0.1484450930797943,0.0948468334082747,0.050135861555878715,0.3809502571214167,0.3591001458593391,0.47702821274596646,0.2309198702312775,0.10883315593062384
21,0.08403820185836824,0.10405655865934323,0.07971945847836438,0.370992912400612,0.8088158716022703,0.19338723499910235,0.459337213180504,0.19617147610087893
22,0.1117598539436392,0.23550244965639341,0.1716788086068034,0.4275176093422842,1.0435952287021955,0.3195690267381384,0.05304147988169819,0.07707029092792132
23,0.16414381280537255,0.02742307871514998,0.18369931719650215,0.16499558781528473,0.7432650012619502,0.2558487962041327,0.4387235370978431,0.3310378031858599
24,0.342935312618346,0.07670171465116692,0.12796750899207873,0.6399335980853219,0.6671594749376534,0.03810244495725549,0.08360968319507714,0.15287886045293347
25,0.14285307203070358,0.2106188364445128,0.11086452495961506,0.07712341423847684,0.6300772361819215,0.2115142114213246,0.04857294233054837,0.1104296062796566
26,0.30034829531616997,0.047938609583662424,0.4008348801298324,0.17533032426230188,0.3832649038289742,0.6169189404113934,0.2120769676626172,0.07035368300476695
27,0.3195114271661005,0.14133663352337017,0.03521387864496713,0.2615257393158999,0.6360324758901081,0.11789893910580863,0.19465715582326718,0.20440758463117856
28,0.1501327655418326,0.10670733407511702,0.15153866964881246,0.24001732906612677,0.4575603223030159,0.42325707763380777,0.34437159006307283,0.0327002974479117
29,0.19505501667188602,0.08498321839449197,0.0828225477488304,0.5571358770895698,0.6651587006621621,0.2973383146667527,0.2223416044945366,0.13551098385964302
30,0.18202103970746064,0.09319170382214963,0.21501541233510046,0.3294748887800841,0.3789635427441244,0.18916647235324685,0.2345356284533621,0.060077938992555875
31,0.1968456985214332,0.23216975501306805,0.2948542007250727,0.7683408405020048,0.29383245596879914,0.1809901558812038,0.10270185224733533,0.06263546281958889
32,0.28970989397252145,0.0906451374141232,0.026314466954007795,0.4497170687089632,0.44090505464461305,0.5748170003100609,0.05806240415295158,0.0437917076804055
33,0.07573755057239878,0.03063149629771734,0.16191496064307948,0.17313189798215917,0.9264820958368114,0.3823631489829918,0.09735948291408313,0.23589741194684385
34,0.011639794533296208,0.15392482501839555,0.08498122785131901,0.2978045918064994,0.344805754506226,0.37896751921718175,0.16333263511495957,0.18390911998187826
35,0.30063192417754336,0.019623247422803396,0.18738522638660607,0.18295131653213134,0.48162862138636986,0.45004945494574283,0.17264363068697147,0.13916970674942628
36,0.02792600755055505,0.14116913993952881,0.1824786586226644,0.20747917548991912,0.7046193349276972,0.5388470746085163,0.07092648674279838,0.03029811764602813
37,0.13341580251336504,0.024834414497958073,0.23898920526844458,0.3041166919276188,0.7416080929060307,0.16009553169945348,0.08904021287605696,0.044293656510688256
38,0.09542682534401982,0.082945868554179,0.36236642211504727,0.2362825044506431,0.7341031769437106,0.6530243568240562,0.09371566796296328,0.23214920647480425
39,0.22082245327781247,0.04991177770937978,0.19159363577942803,0.14975824240377947,0.3810064548953123,0.20299717842983195,0.2524653184380993,0.06258199231910448
40,0.5651069368927304,0.11877034565432258,0.0945262654605136,0.5226579894762645,0.7842243256319066,0.4864754987741863,0.3969294078182697,0.18622482631129852
41,0.5025825536175508,0.0188157286535948,0.13632459272177447,0.2321723053559922,0.7627691033167787,0.3384881226827795,0.394341097289406,0.07354832937675074
42,0.04461161926262171,0.15558259822896042,0.03769393953543974,0.629769583440894,0.5581365493500492,0.3110272291474083,0.2355918390400295,0.04974134408146548
43,0.2497712065449934,0.15650290015611765,0.03151809922369507,0.13232843891052865,1.0336130455904884,0.5014320475859633,0.12283866598532817,0.09518849335426652
44,0.2299661057821904,0.056338395869274485,0.21823632514418784,0.2799906323868894,0.5642197144201199,0.525842210320043,0.2776721206834156,0.2068656168182414
45,0.5206078162648111,0.14715707826203164,0.1574049456169191,0.1970220534793911,0.8914256992860545,0.19236779871819346,0.18116949387965695,0.21790154088827005
46,0.13108734743554767,0.05127223662248455,0.2134945002535941,0.24888403404235793,0.28801400999191823,0.5469901658905404,0.18727253505940622,0.2501320191808289
47,0.09932491121676455,0.11678674060963994,0.40577559183768563,0.3516873626763876,0.7738670809156944,0.19510940425109416,0.3754298828810185,0.09440718314459465
48,0.2181379447800269,0.1106854447088994,0.17801546018553147,0.19893911813154191,0.7094885679448891,0.15645490049514277,0.2863546550322908,0.07692703107259034
49,0.035585611321789834,0.32330770052902535,0.16891048076255236,0.38976365047570266,0.7623980377171214,0.2982077166300689,0.02254377076939611,0.1782567434368896
50,0.0658967703403901,0.06629254690497978,0.15559574096388948,0.33314913613094277,0.7009438146910335,0.32872793681240986,0.20548503655059888,0.2582751580723975
51,0.5570571643527502,0.09839249015728357,0.23922503168357093,0.3787086955071655,0.5142395008113723,0.3359421970547062,0.2726599695649168,0.16285613310997435
52,0.3574070553602894,0.0995502868553488,0.15884842743569033,0.036069789062017604,0.45861565055235554,0.21882566756508784,0.1557972138249964,0.18209648369923007
53,0.2386687941328376,0.0734580846416582,0.5810396699952415,0.10165564895491304,0.20631038784006506,0.12093036854066358,0.24280547334575098,0.12261087872807416
54,0.2848303920076949,0.13438875160426128,0.09693135983940387,0.5629529396048718,0.49145765356677024,0.33945836503986954,0.24898406403156903,0.07364648783316505
55,0.006110876555838141,0.11798576365648955,0.15917809507310213,0.41144936816107236,0.6218495718495651,0.0946123547833996,0.06496595053516821,0.053984031973095856
56,0.33130727788689623,0.18652204966211058,0.04703419233363574,0.5035821255946286,0.5575508657468223,0.1576095921443345,0.37233009537528405,0.20114716658234025
57,0.058489587911429206,0.1544608038435353,0.172653099706843,0.45313872068703637,0.8225353855638992,0.2758417288835397,0.1520453093294296,0.030282317172466208
58,0.2360737064014869,0.08173135776224835,0.2514642564236177,0.15600051977452628,0.9813338240919989,0.19951996859654358,0.18063517649034788,0.15490357836295388
59,0.034015452893822684,0.1671768340457766,0.04278005370061199,0.3251600095769299,0.5561289374157766,0.10838336273467285,0.34689976658573235,0.2025507917301902
60,0.03040011955513558,0.2581553538597567,0.24928194953281974,0.13484662064467193,0.37349816307437117,0.39712937178766355,0.1267672241361201,0.12933020255939523
61,0.0657711572112244,0.08010407266244113,0.08780759471657018,0.48627671032607345,0.6132821084109031,0.4908168918241093,0.41957889222150857,0.1511715500800404
62,0.3352572481871321,0.055985790461498874,0.1399315828780953,0.48897007885351623,0.39928591255616797,0.29483710862875206,0.10488776462880497,0.11544889981688894
63,0.44132855415525685,0.21143822526012912,0.2096731888014799,0.319069001117356,0.6353476318970335,0.27071792177631393,0.18761773421556807,0.09331635790585045
64,0.3264599605166514,0.08705670929414694,0.2746307333451994,0.5327708441987926,0.45282246753964034,0.2116290286861156,0.038047075586033735,0.10932572845820289
65,0.37874858011006485,0.05041416754622759,0.3218523710788555,0.13905684334528917,0.9732853200013881,0.16748304109393197,0.23230593489608192,0.24649152281761733
66,0.37874858011006485,0.20197867896288096,0.29103142636866763,0.3620774609350566,0.4603337194777589,0.33575836592072406,0.31314261635287327,0.15947709358129364
67,0.14799863899688223,0.12198208341604411,0.21362847637392013,0.4094130304112636,0.7747735920318711,0.42446444106993214,0.2012192509630281,0.13750337911769248
68,0.04873177160425424,0.1366467579552193,0.17688945097695014,0.22995657158459362,0.8827045475374882,0.12325795499151414,0.39244170741402506,0.02397418514487746
