,amplitude,c_-1,c_0,c_1
25,(-0.0027511046828377905+0j),(0.3464038008087771+0.48027899483011893j),(-0.32679670883294987-0.4228904310181644j),(-0.20031963900943783+0.09778658489998424j)
26,(-0.0072824175114853465+0j),(0.10084503631799799-0.25446199659805413j),(-0.4022936099932929-0.3382605131931825j),(0.18012630663708204+0.05313838432422122j)
27,(0.06021986680408997+0j),(-0.2457217826715623-0.04287861975851688j),(-0.5440898255887621-0.5457866208736866j),(0.19290842821942636+0.05134254262045606j)
28,(-0.18705972649902947+0j),(0.11674316798113374-0.20414678039479653j),(-0.779033294699315+0.23064971564615133j),(0.09730275912911943-0.267627858446972j)
29,(-0.20232625916171934+0j),(0.28385671814341107+0.0824120888368032j),(-0.6640963285527939+0.06093091108365231j),(-0.5007137298182252+0.1631089364288771j)
30,(0.05503907731156221+0j),(-0.13006136158980977-0.1934506222273919j),(-0.45866751601826494+0.7497290496269436j),(-0.2121900998680969+0.017668309076279254j)
31,(-0.09319044290386577+0j),(-0.04666988028482881-0.2260262898031188j),(-0.7185017073449081+0.6455953333790496j),(-0.1512060035872177-0.4424487462342375j)
32,(0.4718525482127979+0j),(-0.18163450130665723+0.08642920841620041j),(-0.31456637692689476+0.586308507106996j),(0.0020535678633190335-0.23710001239171144j)
33,(0.18838648726470675+0j),(0.24983127264886051+0.20452145939438574j),(-0.1509340168858715+0.8658378854210982j),(0.18387176998318402+0.2959578502149522j)
34,(0.0023298817383334836+0j),(0.2938167611075706-0.23647258491149634j),(-0.22746037123267548+0.6855746555831478j),(-0.1040682868110745+0.30952406657643317j)
35,(-0.09776445969438785+0j),(-0.07996792609964219+0.09775626586403523j),(-0.174180567898333+0.47688716186026486j),(-0.34053973682279337-0.01666544573402154j)
36,(-0.20312484026419597+0j),(-0.24873528862231414-0.23874789960244372j),(-0.8212301576050709+0.35277518339717734j),(0.24813364900410834+0.02349072557401627j)
37,(0.09841901720275774+0j),(0.21372961747428426+0.6771004641456382j),(0.043243160184181784+0.5091992210293442j),(-0.292036883226644-0.32248820721639854j)
38,(-0.0934484343814247+0j),(-0.3804805204783948+0.3357070371426187j),(-0.43883228214358244+0.3728897310376973j),(-0.09902562724601308+0.04022889767603294j)
39,(-0.10789290417786068+0j),(-0.289217719893046-0.08640976795933064j),(-0.04290173493362276+0.4088778061252712j),(0.04992446076945668-0.1705407887599265j)
40,(0.10629651038298715+0j),(-0.2375464037065873-0.13516218175121694j),(0.028578398823570078+0.8683633486322768j),(0.03659661683718074-0.23872969274562647j)
41,(0.6571483983750639+0j),(-0.24523525731020243-0.22619812259544186j),(-0.2765508315769541-0.1277604141818115j),(0.5523877499833895-0.23929503385623827j)
42,(-0.01650975178595257+0j),(-0.22537060386538+0.16299229917482794j),(-0.7651082146582348-0.2575480029747029j),(0.32408964981767174-0.2679901508123689j)
43,(0.28684581654335434+0j),(0.3178828133124276-0.04695992476887437j),(-0.7975282453284708-0.1860056584810696j),(-0.2847719680751363-0.2954509565145388j)
44,(0.3295189946127708+0j),(0.09281910708146122+0.17436064249580102j),(-0.9862910032972299+0.0803950280214524j),(-0.050311710613402116-0.048840348726419014j)
45,(0.11444225159063426+0j),(0.02772252283615534-0.20306060633794226j),(-0.9120594669232402-0.012515040581692255j),(0.0003932515880631787+0.005995713112180931j)
46,(0.3260107757434955+0j),(-0.035421300086264554-0.19686885587408592j),(-1.0342383460608642-0.12172299751283777j),(0.41293587005883725+0.09006571249189183j)
47,(-0.1379631201745055+0j),(-0.2165698791241766-0.15509277750126088j),(-1.1135549154693356-0.409066047860289j),(0.059643172538674336+0.0385617058263375j)
48,(-0.31713546491302586+0j),(-0.044801258719194464-0.04186863451420464j),(-0.6475856438396951-0.3011975630951803j),(0.1651475731810738-0.04171630069458874j)
49,(-0.1442882835504517+0j),(-0.31128784938236714+0.039067563885757j),(-0.8844063894998777-0.41576986620220385j),(-0.07158063337253837+0.2063358998461876j)
50,(-0.05997233260145912+0j),(-0.08745485000329709+0.1363305868985672j),(-0.42455435037863887-0.5275106299489107j),(0.15410521667477553+0.3090502586180822j)
51,(-0.09114112167574569+0j),(0.015347794382720582-0.15629779967389043j),(-0.5892100371318229-0.4580297184911204j),(0.4055251316212765+0.19437976731201828j)
52,(0.2400553401115797+0j),(-0.38196174235070063-0.1506614535584736j),(-1.1302922606060666+0.021172970270238123j),(0.2561817696721916+0.2536924908632143j)
53,(0.0024697082727364802+0j),(0.017295054697767154+0.12847355470447275j),(-0.7856847415813655+0.17118302313509992j),(0.2191992092280326+0.31888454983850406j)
54,(0.16137221169897586+0j),(0.24405557066805594-0.15312730834029092j),(-0.5722666486187185+0.21592909592718215j),(-0.22607047801642316+0.07950715468150926j)
55,(-0.12977507305577443+0j),(-0.08753135872785164-0.19616287264681875j),(-0.21368598548574216-0.8887961792268733j),(-0.29821266313223405+0.09142740171336892j)
56,(0.0408422123388134+0j),(0.05550512695763665-0.21552198773038456j),(-0.1868510095358238-0.8698890813724525j),(-0.1813695245536721-0.06102157390641634j)
57,(-0.3246779976008708+0j),(0.34719500791516766-0.24667066677124513j),(0.6968585390144589-0.08706747892507521j),(-0.34174563923068546-0.059185528332743965j)
58,(0.06552298044157695+0j),(0.12042210706954289+0.007242866996147734j),(0.12642064015672133+1.006086617818776j),(-0.0004136652041541126-0.19157405179498962j)
59,(0.06552298044157695+0j),(0.12042210706954289+0.007242866996147734j),(0.12642064015672133+1.006086617818776j),(-0.0004136652041541126-0.19157405179498962j)
60,(-0.036420762626039854+0j),(-0.054063235192294126+0.14034042645893988j),(0.3034822765466481+0.6481006372597965j),(-0.017859524829633322-0.41718418847997485j)
61,(-0.05246943247593394+0j),(0.17044673339027794+0.1936770840036435j),(0.5004783998524874+0.7091144827805136j),(0.012864784703254528-0.5032393862982063j)
62,(-0.07166522606503808+0j),(0.10223840386227184+0.08561636665228431j),(0.08745487572798272+0.4433868812347118j),(0.7243377363628658-0.21116865411610036j)
63,(0.5634970299366643+0j),(0.23135720657566516+0.19907935671446392j),(-0.15248616153769146+0.1180229896895662j),(0.7558353730276924-0.13238867809753574j)
64,(-0.04384235067037755+0j),(-0.001952252603244109+0.19051442156166376j),(0.04799132079495828+0.42743689706075694j),(0.33654259058992925-0.1560082296829997j)
65,(0.07388178625807154+0j),(0.30621466658396257-0.04963400256489379j),(0.30289209926554395+0.9032930063877873j),(0.35692331871455885-0.22368164094030507j)
66,(-0.2819747711323378+0j),(0.366795165407159-0.02157796801085739j),(0.11967787357780565+0.5946054522142867j),(0.2755642886854525+0.26829574281681473j)
67,(0.10739103646601339+0j),(-0.2904817119663319-0.1372415663748552j),(0.6081373078125044-0.39303682549584745j),(0.3501904184428867+0.10524624632302093j)
68,(0.13824492185792508+0j),(-0.4826866392153142-0.18903695521528346j),(0.6048348741935593+0.43757912423140866j),(0.11307382818164266-0.13824841445671288j)
69,(-0.13008202758550577+0j),(0.015635386749817362+0.538643594906955j),(0.6523238365929022-0.06577907294371646j),(0.20119020581828784-0.16862663887318177j)
70,(0.2797523052655263+0j),(-0.1801520255536874+0.08182611314477875j),(0.7902681615874513-0.5027038885027723j),(-0.07439867290710492-0.22988434306846295j)
71,(0.044501999480279886+0j),(0.3291934138332924+0.06883383204982267j),(0.9534569011826165+0.20073594673734063j),(-0.24884295744292134+0.07814491014904135j)
72,(0.16989169482113783+0j),(0.20994932294910457-0.05475683638689227j),(0.966494537410884+0.723593821914498j),(-0.1434242410173625+0.048430091419564864j)
73,(0.08470745424878617+0j),(0.05505956017108882+0.04561207106475133j),(0.9604570102043324+0.7233069216133045j),(-0.21331103563966872+0.029727391672648897j)
74,(0.5564494593943045+0j),(0.04306423787716544+0.0426561900521278j),(0.5572677914508074+0.740620215155418j),(-0.14991167037543723-0.18161789099083547j)
75,(0.13842038869252116+0j),(-0.07195692874871445+0.20114254969742984j),(0.7802866497883694+0.23120805359686547j),(-0.0012872599683351853-0.10377681113073156j)
76,(-0.45701317211793396+0j),(-0.582678494426627+0.1548989149063228j),(0.6341688261361745+0.2780726882940435j),(0.19613091553601847-0.12285813196861463j)
77,(-0.20570860176618097+0j),(-0.1858288406269289+0.16120830521767926j),(0.4834041329687317+0.9494795132608987j),(-0.22762085095391038+0.10621234126584408j)
78,(-0.17724793368217634+0j),(-0.03732458490707016-0.04772948250501392j),(0.5078843282821186+0.5006888600009263j),(-0.3401368072580201+0.19952135921796077j)
79,(0.43927709175575497+0j),(0.006932316886104739+0.127128356553607j),(0.4283683745829687+0.7038038811712111j),(0.054073405439841925-0.13154828469090613j)
80,(0.10286839111694837+0j),(0.11015918798271236+0.18913566662088954j),(0.3042668797091383+0.6109646903290548j),(-0.47806958657121623+0.10393204586376067j)
81,(0.10855446608670014+0j),(-0.07305110550649839-0.4474419163135353j),(-0.37568198824388405+0.4962224037250846j),(-0.5067599591051178-0.2886341629962019j)
82,(0.30848233853087703+0j),(0.4197031049014393-0.37261971705076946j),(-0.1408380248008294-0.687489062634495j),(0.10366165226998653+0.5831301610268244j)
83,(0.2326771152487872+0j),(-0.08896242903801221-0.4317065944016771j),(0.6193447560604419+0.08195843997222313j),(0.35312477933093395-0.15609087936140884j)
84,(0.6635640481056513+0j),(-0.11714491293628283-0.11920206889505505j),(-0.29320101712572844+0.3164094514143969j),(-0.02498302732714093+0.04083677816440225j)
85,(-0.16291736497523313+0j),(0.2492451890367152+0.2614488953575532j),(0.412948769572374+0.5097538017948924j),(-0.3241160977127411+0.17815721847613514j)
86,(0.02880489609726125+0j),(-0.15691522959759677+0.3981152821736461j),(-0.15186474297914027+0.6663034175273539j),(-0.325148547243965-0.35003749444780236j)
87,(0.007835054773040584+0j),(-0.2590235857869036-0.057537363861970954j),(-0.49190966099596223+1.1263812686819983j),(-0.11723707700263011-0.14956942543030213j)
88,(0.041644015242519594+0j),(0.018601871378983698-0.19071894558564323j),(-0.42145778569280584+0.6194480982483134j),(0.08617420410755836-0.2899500977806295j)
89,(-0.40466196304409396+0j),(0.10812577406938252+0.09528314043980131j),(-0.5757933214398582+0.3627794915591549j),(-0.06375721100656626+0.3895949750379233j)
90,(0.11603536323357924+0j),(-0.19234496148011304+0.23719448559354206j),(-0.5657520545224703-0.2539703962794999j),(0.13829985129737665+0.07401992094986343j)
91,(0.035955792320030544+0j),(-0.09091627672527094+0.4934848827745043j),(-0.5525760671075024+0.6494066609189428j),(0.2855846099747479-0.22929788379328767j)
92,(0.3626299922863874+0j),(0.612015596931775+0.23096710242726523j),(0.25738290150719473-0.3939142575279215j),(-0.2690617495752289-0.15347856265551013j)
93,(0.35028424430940397+0j),(-0.058949304714776565+0.0774262291699758j),(0.6576999318969605-0.5947441585606188j),(-0.002962385041300891+0.1284284206670792j)
94,(-0.15548643967190556+0j),(-0.034744630711744495+0.052212010384339536j),(0.4855917835791802-0.7919113825327061j),(-0.25130637267269285-0.17429679436204554j)
95,(-0.09814430514040445+0j),(-0.19657789171645526-0.16756391173492488j),(0.4818061462820677-0.8070645541900517j),(-0.1081369143273701-0.19734109285965903j)
96,(-0.06074971073575097+0j),(-0.1975893078874759+0.18774349119260497j),(0.5518960830200176-0.845512880217846j),(-0.11589705770910418-0.4150496487491633j)
97,(-0.044452148031976314+0j),(-0.13061885487508973+0.467856948793569j),(-0.35978172299006184-0.21457439774053103j),(0.20713057609835805+0.6696012285955729j)
98,(0.1216772497417585+0j),(-0.2633189274119828-0.21589394342003448j),(-0.0713279508650061-0.8347172251212195j),(-0.13212298029555494+0.19362312519736918j)
99,(-0.12285742836313046+0j),(0.27044926972750666+0.18736613210755j),(-0.31470043073523435-0.4826827329817171j),(-0.1939151379018746-0.2707538689942781j)
100,(-0.2646656624478397+0j),(0.32792526854578735+0.21213748075619676j),(-0.7018905743995015-0.45701687088399334j),(0.05130800168197175-0.07474312190872229j)
101,(0.42898203529675427+0j),(0.010619285815037183-0.007268673859721783j),(-0.16752145778021632-0.5550238213036426j),(0.4477201209875765+0.18074956932468164j)
102,(-0.04588075147649501+0j),(0.29716510771324817+0.14075747834912633j),(0.17508724724679647-0.19747036394257628j),(0.23979797871276276-0.01200698058724875j)
103,(-0.3156176491307266+0j),(-0.17217558523430238-0.31668663601382824j),(-0.9091697673851415-0.15489217749890066j),(-0.016465944924972147-0.10824887605787906j)
104,(0.029821873834807222+0j),(-0.025492286691113076+0.06699247085068583j),(-0.6742438543274532-0.40558236813090454j),(0.3536680334448097+0.21260627764905635j)
105,(0.515159805447476+0j),(-0.02611741412856941-0.06789962757194645j),(-0.8382614912401549-0.497831302238357j),(-0.14918373672976187+0.009560297221565484j)
106,(-0.29264552423780815+0j),(-0.025329212869481386-0.17275374790240391j),(-0.8406534198053267-0.03172441519894076j),(0.12772763189944986-0.17419617875876386j)
107,(0.14143861912655975+0j),(-0.10416667561822367-0.013946084446647355j),(-0.8829105555475507-0.07950890593439489j),(-0.06890917645968624-0.1403445433469132j)
108,(-0.12974203806715062+0j),(0.007252634139975408-0.45573228447936315j),(-0.6931577607442382-0.11418496300087078j),(0.1259757165294072-0.3631680849021543j)
109,(0.13550872334490638+0j),(0.05039401096284756+0.24252465628101766j),(-0.3800388086146781+0.10466790920271002j),(0.20151220833708686-0.5817903555610038j)
110,(0.5002673778160758+0j),(0.4493581103896206-0.1526775614716339j),(-0.3861067806152647+0.31514931810811103j),(0.02889477564843629-0.44929795029414465j)
111,(0.22883705715847313+0j),(0.10563825473054922-0.12091834814197658j),(0.21155150900166791+0.5583975608729422j),(0.06749717814307155-0.6190706962629992j)
112,(-0.12128733545362425+0j),(-0.21685454675995694-0.5556694610093442j),(-0.17097032550188065+0.7647875425172029j),(-0.1682876721755737-0.12336640729596797j)
113,(0.020798368147474044+0j),(0.31839855666544925+0.1358004451669313j),(-0.47692878979039666+0.4978477550205247j),(-0.1681549137858412+0.14627461265542444j)
114,(0.021141310125459417+0j),(0.21151396531032252-0.04423685876893406j),(-0.8380326294400127-0.4191685878756738j),(0.10810167487587288+0.1598473648155327j)
115,(-0.10994014068495145+0j),(-0.16777288441888466+0.00690509376749332j),(-0.48552912762829414+0.7466944394999749j),(0.03748984517603887+0.09571799301309909j)
116,(-0.29170923479673044+0j),(0.2498414116038024-0.22467607355575153j),(-0.12217795647726515+0.8871526867656109j),(-0.06095170329287314-0.16475155342489814j)
117,(0.3868916007213994+0j),(0.6653886148788533-0.2722638775875458j),(0.1424076323102675+0.051556795412069145j),(-0.007136857788950467+0.13778686926049155j)
118,(0.01695785680083528+0j),(-0.14118681328463792+0.031208135148828142j),(-0.3627383643362934-0.38559289585137246j),(0.28794150926666134-0.2838503965730134j)
119,(0.09011362600769457+0j),(-0.07155927480687503+0.19528435559251328j),(-0.8100976401280935-0.3660948120448912j),(-0.07248639569391774+0.2114701311231661j)
120,(-0.20254965567278238+0j),(0.2962378387022082-0.03471037525599971j),(-1.1038846239687978+0.6079440715292419j),(-0.0958673564572286+0.34508045693022044j)
121,(0.07756481673863064+0j),(0.19005315302370163+0.08976097039858615j),(-0.8265135771140302+0.7541437075339077j),(-0.09568358131627426+0.40679189390126574j)
122,(0.24405960426050197+0j),(0.10731093983706255+0.06547777290834j),(-0.6634280301725354-0.23686361568971342j),(0.34710879510672843+0.1977232850142568j)
123,(-0.18746221780067474+0j),(0.25201312365492845-0.1729983666164127j),(0.0209081873413449-0.6770615908325928j),(0.2624426306518024-0.3207806326908804j)
124,(0.4260372463281388+0j),(0.5711601416290455+0.36903972463664203j),(-0.19855905211519292-0.40250235722231953j),(-0.01595335573535875-0.1760047298967632j)
125,(0.437309077618835+0j),(0.10783649415615476+0.07604359959287324j),(0.12061338758702146-0.4557505632620779j),(-0.45933668141074446+0.1028724931611626j)
126,(-0.28989605778374083+0j),(0.3385600843773087-0.5197226284668048j),(-0.2731528173297493+0.3075914116770571j),(-0.38118899104238946-0.04728514776457425j)
127,(-0.2613667300878463+0j),(-0.15685989859857016-0.1004205957819966j),(-0.5671736913736161+0.2840947747694583j),(0.19775507281433935-0.15821372988463728j)
128,(-0.085664668325816+0j),(-0.07730021501779058+0.008600029864519076j),(-0.6568733846138044+0.8206231141718784j),(-0.0920690160995037+0.14089645686092028j)
129,(-0.34661896166044565+0j),(0.14416125127569474+0.2185010159545599j),(-0.002523205856098786+0.5953019412617037j),(0.2888644956258084-0.12590581896828126j)
130,(-0.4714891988745781+0j),(0.3605852287909811-0.06836350332219532j),(0.49738243383068026+0.4733021357799765j),(-0.02347585858115874+0.1999719162206477j)
131,(-0.15907985620838047+0j),(0.0721299281671334+0.2083249305388205j),(-0.636431884856448+0.6453022456078734j),(-0.18594617000521046-0.2597909916297984j)
132,(0.274086091286331+0j),(-0.33264152794898966+0.12894864627169633j),(-0.8539026753019673+0.016606021121862085j),(0.06898638729932696-0.13520343218891934j)
133,(0.20525182335354072+0j),(-0.307531085275099+0.18005293065652483j),(0.42550186988381655-0.5118685527152054j),(0.405724194615904+0.10859644808487928j)
134,(0.3723692844516489+0j),(0.02805378129632205-0.23564283348586323j),(-0.10690358493164043+0.4012772118260734j),(0.14691593663666125-0.24545454524718754j)
135,(-0.31810271252379946+0j),(0.009997679266702475+0.14028425119197652j),(0.34134758361655204+0.8244420960869159j),(-0.41093252817566067+0.0011701032747967188j)
136,(0.015409087306972824+0j),(-0.1409031074476707+0.24307688988189746j),(-0.7581228527277273-0.07702642477182492j),(0.23817049658393563+0.18108563924408416j)
137,(-0.018242515829506686+0j),(-0.38884436869037925-0.12968785438645802j),(0.6502953910444799+0.2421326242384253j),(0.0005661049681142671-0.3738818811051257j)
138,(-0.041701423441228624+0j),(-0.19853650650825277-0.04382627815943095j),(0.8819841013284733+0.3285407014808699j),(0.0032604428643078186-0.2127333894722648j)
139,(-0.0910132939251807+0j),(-0.08820506724185567-0.13445343528344347j),(-0.5262418463953172+0.12831259567239295j),(0.4086040528042737-0.3274367320974201j)
140,(0.05567977529958057+0j),(-0.29307165021335363+0.10115156107890334j),(-0.4843935853814004+0.6328939386931787j),(0.30791143646066754-0.5551953393827462j)
141,(0.06474825513013566+0j),(0.09339550046528149+0.14822163474391462j),(1.144092233367808-0.59773829472769j),(-0.21672245030160336-0.22857759618113552j)
142,(-0.46243722613918364+0j),(-0.14879780152140454+0.004977245267129449j),(0.5730044345952146-0.682061863431672j),(-0.0010368477709626414-0.13724058629980262j)
143,(-0.2546293425719132+0j),(-0.20942381853056583+0.08226533207134476j),(0.706219612578137-0.4909914299168829j),(0.11261936547071201-0.03029994625826983j)
144,(-0.13723251901163735+0j),(-0.200523466908707+0.17498453151509974j),(0.39648325640709575-0.39546788933559546j),(0.11741211574684166-0.06290947336150737j)
145,(0.1196722142355871+0j),(-0.12386238618892342+0.1263393376820592j),(0.7036840752477055-0.7327862579842285j),(0.17428894275554102+0.0879703567901203j)
146,(-0.004326329043788324+0j),(0.23035448416176535+0.08831739851761453j),(0.4240637355017183-0.3936946279913849j),(0.23184504970480668+0.34572921499164394j)
147,(-0.536384898995508+0j),(-0.26160055915994906+0.624537953157858j),(0.4160365063440312-0.3632764182945593j),(-0.0029489010786021078-0.23480906320662354j)
148,(-0.17119486882889356+0j),(0.31813075370215366-0.2274442137921126j),(0.36158997260898246-0.4602568289317553j),(-0.02577693363709646-0.03082248499561263j)
149,(0.03662175382573708+0j),(0.11233827158033477+0.1456831333728945j),(0.21248464338127024-0.8133956483241864j),(0.0964956895632788+0.11789778179666653j)
150,(-0.04270791615157308+0j),(-0.04921727948487119-0.06522482177725354j),(0.36550204206998493+0.18817399466646725j),(0.2520213640469312-0.4869833453203338j)
151,(0.27692103058883694+0j),(0.4019939814545892-0.07229141466882376j),(0.02123487233105084+1.007924260164877j),(-0.03307864254407314+0.0081563203500781j)
152,(0.27692103058883694+0j),(0.22876544332256907+0.29393993963386045j),(0.10893210836089032+0.8607108294564028j),(-0.24555705495870914-0.007386065871266681j)
153,(0.22692541898171192+0j),(0.014025471729082984-0.2777720900792762j),(1.152763488432599+0.06333815534553557j),(-0.4265753030742961-0.1503398626007524j)
154,(0.047922303281673344+0j),(0.34152261056892746-0.29001625590612196j),(0.9126527941434761-0.12881634746730036j),(-0.145130703379526-0.06367406541422069j)
155,(0.08489915238692661+0j),(0.18163451901200137-0.039754347561846176j),(0.8887166467587895-0.07993511199351835j),(-0.41911688074096837-0.13414034950480838j)
156,(-0.4048806714937361+0j),(0.10997866084005742-0.006823805282518615j),(0.9557590290901238-0.028426533447067602j),(-0.3952156202554999-0.13587607657792378j)
157,(-0.43994567632670123+0j),(0.22717082274106667+0.41014028108361295j),(1.0273901481353998+0.06643602123364775j),(-0.20158383915405564+0.22504157674481173j)
158,(0.1217417252166279+0j),(0.03427154830147808+0.08388396697118752j),(0.47627818378530695+0.7306392031094052j),(-0.10325996323824044-0.1376495502281727j)
159,(0.2555936540924232+0j),(-0.5329039336296676-0.2356879380864122j),(0.002380400597090493+0.5902956466618051j),(-0.11910293833412089-0.13439368327526682j)
160,(0.12793557096619243+0j),(-0.003736520710556357-0.21299271040172257j),(-0.03661718420903866+0.687361465534472j),(-0.1501096926592611+0.2924271856045656j)
161,(0.5366008890341244+0j),(-0.05155229320350875-0.29626228085904444j),(-0.23183053106814516+1.071738649455399j),(-0.18392660941546604+0.09721648478122774j)
162,(0.08015197034933597+0j),(-0.03293527442424034+0.11008651238624567j),(-0.37076817011692353+0.9006790833849905j),(0.027740160065172284-0.2778195221191729j)
163,(-0.3022988377226651+0j),(-0.06556177690926884+0.19623018825170874j),(-0.2923462728434528+0.06848302247438204j),(0.31789679904266654+0.24854225803621446j)
164,(0.12929282815372278+0j),(-0.06039691216042253-0.2999749563419147j),(0.04447861835713865+1.0244248185647769j),(0.07273010977261685+0.07042013983929968j)
165,(-0.08163692003837458+0j),(0.0424715120494501+0.12923719446344228j),(0.19239848069101725+0.6845232984493457j),(0.031703570402155684+0.09757492986192598j)
166,(-0.40019397936141615+0j),(0.3843029227978086-0.06193771875431295j),(-0.25631262985163966+0.782179041805505j),(-0.16778204391832985+0.2147496934582463j)
167,(0.6467334277290461+0j),(0.5790250822389514-0.3274629795762404j),(-0.9446351668395034+0.12963007031033014j),(-0.1986299681019228-0.13006548212626276j)
168,(-0.0663709167198635+0j),(0.10831597423298889-0.15417590834428196j),(-0.6561058410928973-0.7819203111703174j),(0.08108879473031977-0.02619491614052054j)
169,(0.25965762111140606+0j),(0.10289139131085584-0.11044614285932186j),(0.17895445642253294-0.7909531093000092j),(-0.07620750599630377-0.05106769005846944j)
170,(0.33378925494806433+0j),(-0.3181731609452994+0.18976357565834207j),(-0.7215313209722062+0.11243185153213557j),(0.15324507477239327+0.3707729019443987j)
171,(-0.008148171692344608+0j),(-0.16827393720247888-0.09812359232619176j),(-0.6424487380196936-0.032890724283599j),(0.11990052515187005-0.15199805478594755j)
172,(0.3460808092080805+0j),(0.14928559164993968+0.29436019363559496j),(-0.17874118462642585-0.9585942983414037j),(-0.028888005971469614+0.057770306441330535j)
173,(0.1113936604493478+0j),(0.5809349193481501+0.11307103482613151j),(0.20359356492648797+0.07466558764532315j),(-0.23975172935344055+0.26597863606132754j)
174,(-0.04351205390240273+0j),(0.1896287983029716+0.2552524459819323j),(0.8170292321367181-0.2696523930085465j),(0.041265623949614-0.10601463882124555j)
175,(0.1136238112506765+0j),(0.019153280721462294+0.05279966629514585j),(0.9690207747074253-0.28625984237363256j),(-0.13608253404447496+0.13801926097150574j)
176,(0.034730818597604296+0j),(0.24112592784892212+0.2459293741035044j),(0.7676933279456251-0.18710289790926604j),(0.027049404761043668+0.33969575813428726j)
177,(0.020782667700084398+0j),(-0.03643304888460111+0.4632954071600232j),(-0.8873266468689587-0.39365953771976425j),(-0.07011051305938613+0.3029388093125956j)
178,(-0.007767387857000804+0j),(0.37269472029159834+0.3567944226156658j),(0.37981752876402175-0.3221003606174213j),(-0.051942676889150254-0.025932458239027817j)
