,amplitude,c_-1,c_0,c_1
179,(0.20714211191774634+0j),(-0.061133516485747746+0.15125467083905259j),(-0.395503057945858+0.5779573739393085j),(0.3027760177189469-0.033711653697089235j)
180,(-0.09142842825275671+0j),(0.24736094397064207+0.19889501483383787j),(-0.06387692967266484-0.49858884503577094j),(0.1771223008267374-0.07345046263590903j)
181,(0.007899388671809698+0j),(-0.355456975456014-0.027812106792811202j),(-0.21189714196085335-0.5713127031605347j),(0.2627825752955122+0.023667636916307404j)
182,(-0.15203836969687207+0j),(0.14936238422901024-0.09158512803126267j),(0.4537870585174892-1.0009052577010034j),(-0.017643286594997767+0.26918134853968534j)
183,(0.03312636198544444+0j),(-0.42723193860926784-0.21067991169691425j),(0.4771092003243773+0.9206822106256979j),(0.014304465800921373+0.148667348930005j)
184,(-0.5341734537680546+0j),(0.016233193474989888+0.10861533305333562j),(0.39315605923764263-0.6214553244101775j),(-0.34397124618822167-0.1748586372774958j)
185,(0.26140134465130294+0j),(-0.08950399711372196-0.08166461400298858j),(0.9215023799087598+0.44533083199201584j),(0.051483025949789346+0.10229643618827682j)
186,(0.37257581330286244+0j),(-0.4909521047162021+0.6039258976573955j),(0.40842808489535265-0.13148289964362925j),(0.32371983240626934+0.13945062912378534j)
187,(0.14477989902976318+0j),(-0.2764564227586845-0.13461385280571983j),(1.0537397286488823-0.40814456151317047j),(0.20189688679823575-0.09191329608924698j)
188,(-0.1351150280437899+0j),(-0.08234391299141072-0.21838710969387592j),(0.8234075616069858-0.13462449932220222j),(-0.014181966758765152+0.2605609081752007j)
189,(-0.02894057289654175+0j),(0.030796066369589+0.09832555481553215j),(1.0428816340198297+0.2117937694803148j),(-0.007481083242413172-0.23596176526362617j)
190,(0.02908949218509249+0j),(0.20720849281781348-0.3845482856786239j),(0.6391385480521575+0.40628562605998375j),(0.23451840240555002-0.3590683036988095j)
191,(0.2277332488702435+0j),(0.36819961198598544-0.01655068781055155j),(0.17554120417491145+0.7684717742320347j),(0.29416946400787397+0.38331911312794337j)
192,(0.3199731790985385+0j),(-0.5350739045615531-0.267846897246788j),(-0.5945129940424924-0.49283814742623155j),(0.09763219144306912-0.10036193070878822j)
193,(-0.05747508355519576+0j),(-0.18296993976048323-0.37951592338953977j),(-0.32153869127329593+0.5891400807284892j),(-0.09395960775116668+0.30882807972500753j)
194,(0.06740642717803509+0j),(-0.3383759790360871-0.059458535865213394j),(0.46011421581529394-0.7580420732632135j),(-0.17405326744618352+0.21524411410552685j)
195,(0.12553984837557952+0j),(0.16635542220584218+0.27537317702808795j),(-0.45069687384760737-0.07486816260360703j),(0.07169209726590642+0.24584499923932165j)
196,(-0.11656971578123065+0j),(-0.23874454541972945+0.12741302739984953j),(0.41017925487069756-0.23987443377259604j),(-0.08296612918524045+0.21236772833545922j)
197,(0.19656569429072676+0j),(0.10758599820125743-0.25949332692900334j),(0.08658762606718533-1.1089203307736284j),(0.18963990226751093-0.07292604571886079j)
198,(-0.3527373556045025+0j),(0.03280586027127466-0.10819828557801707j),(-0.36180724903661143-0.6081856229646126j),(-0.012265568233026585+0.007730251462721605j)
199,(-0.2039994076195803+0j),(0.09464345587652204+0.2536645597945301j),(-0.44449851797608925-0.6363486001498431j),(-0.20350995755144297-0.3578308775395177j)
200,(-0.4224106851554203+0j),(0.20566375038628876+0.28245598988793574j),(-0.6859446790421486-0.4237285042111487j),(-0.9082700150722647-0.3532597387909373j)
201,(0.10803117849174465+0j),(-0.007790384530423543-0.4869036833839615j),(0.7905003951525682+0.15419116572079958j),(0.20622565619323308-0.16734302849991653j)
202,(-0.09000232852829373+0j),(0.27683520201692224-0.15448021136533308j),(0.2784929833453856+0.842098340485298j),(0.11213095661800948-0.23875742295058242j)
203,(0.046529043317905305+0j),(-0.22101945832869727+0.5046588768775372j),(0.35115403415592616-0.9820423265180057j),(-0.17527603771742675-0.168308425599819j)
204,(0.021619310869676313+0j),(0.13266934394311813-0.09610977468623683j),(-0.6757894722064423+0.5842258130537605j),(0.05270722338763811-0.009389546788264036j)
205,(0.08215776969456005+0j),(-0.5362480860411774+0.19012872115299945j),(-0.1240628429613218+0.6720398003324931j),(-0.061827682855304295-0.20139861535503492j)
206,(0.032690194541467474+0j),(0.029071234216647673-0.24035691748592086j),(0.07412932993917401-0.7613184089133863j),(-0.32090640551343946-0.03492133811858698j)
207,(-0.1853582963681083+0j),(-0.05740526967465903+0.2526676376954651j),(0.3886387270450238-0.739081456793742j),(0.31870980831128815-0.1527224776627545j)
208,(0.47617429155363483+0j),(0.21188755014345761-0.09583075254172474j),(0.7779500324036049-0.09761616380127022j),(-0.16880880074801408-0.053155465937268304j)
209,(-0.07394810793873174+0j),(0.028929269976639325+0.3593521217454934j),(0.13836557154401474-0.5916107258234002j),(-0.30521746582704834-0.20868292539397784j)
210,(-0.08404318230827035+0j),(-0.12203630468399504-0.04473407860082536j),(-0.8767030694128474+0.5925696814501918j),(0.10376097691345708+0.11503015038530681j)
211,(-0.12648304719311593+0j),(0.048311597722244554-0.2015847643856615j),(-0.9220194925632965+0.08112822979823621j),(-0.24022608765779224+0.12409813756003954j)
212,(0.032141887468798286+0j),(0.04334835034656835-0.038836407971582616j),(-0.5515211396866737+0.39858090438411925j),(0.16708486113083182+0.32590851734705106j)
213,(-0.4057340977389616+0j),(0.502542938783144+0.12054640808042852j),(-0.1900872289452667+0.26591313589686066j),(0.5062175366860706-0.4976315383196267j)
214,(-0.16208888435905303+0j),(0.3480759721759203-0.053339596511061196j),(0.6385341460461583-0.8087703464286861j),(-0.23125051408263128+0.033335884278931145j)
215,(-0.08894875242134526+0j),(0.10340219778369697+0.0025157105548713754j),(0.3994726238294588+0.528867764678822j),(0.15971555421168637+0.0796750672487643j)
216,(0.10937417717090168+0j),(0.06663315719743132-0.19322271931544727j),(-0.6907608882082708+0.33311562827989954j),(-0.07771386340788472+0.04409932312408427j)
217,(0.387705469749055+0j),(-0.02730168801539605+0.6750026153197077j),(-0.14889108557500902-0.4301890551710181j),(0.2816978122600004-0.6956551729214868j)
218,(-0.23103581503045+0j),(0.2941127108761328-0.14130531581990785j),(0.588228351652233-0.2990293424757121j),(-0.21155306699373566+0.37141757967823813j)
219,(0.08902631093202307+0j),(-0.35701782901421525+0.09259428357388377j),(0.17195556076210988-0.5181005124796878j),(-0.114463588334061+0.3462839176321431j)
220,(0.16315421506459848+0j),(-0.1604952432369886-0.48611430988471604j),(0.5381505920954839+0.4809018402228419j),(0.07246308162277154+0.13460465950687994j)
221,(-0.20080941202513924+0j),(-0.07286613931949798-0.16865690666808572j),(-0.728076229772476+0.31811860433186523j),(0.06307811844122557-0.17459478597861822j)
222,(0.06951548971068378+0j),(-0.18216649263728257-0.49939632566831166j),(0.6797749103122339+0.018079325642596063j),(-0.36765242864530107-0.08210218173312117j)
223,(-0.042081609963580846+0j),(-0.4177868834817219+0.005704131175179761j),(-0.6019962770547703-0.24585943068339988j),(0.01167360530959445-0.6174803958453554j)
224,(-0.35933051522212545+0j),(-0.6146916238344788-0.4340570455100257j),(0.01919321474673694+0.4515888307356517j),(-0.009633225878770316+0.05762016355103011j)
225,(0.43908167381329455+0j),(-0.2265990131823704+0.4208849701689085j),(0.5759599576748192+0.7874428313849097j),(-0.4350392168848277+0.11405927520409179j)
226,(-0.10334846573811607+0j),(-0.1029995388523042-0.25365758774179364j),(-0.44120300271850144+0.7912662429762309j),(-0.3132177001601615+0.2455731269665195j)
227,(-0.13881161775063355+0j),(-0.17401081211028838-0.08928336865570535j),(-0.10858678018212238-0.2454494137894j),(-0.041614023110796566-0.5273443104090788j)
228,(0.30607299692527856+0j),(0.4550795456889296+0.29335193322848585j),(-0.17634580172998765-0.4667293616218957j),(0.28638092243181523-0.1790250482852516j)
229,(-0.1755842952940488+0j),(-0.4695847311400427-0.0378020774275845j),(0.7074934700889105-0.14595526356219402j),(0.3386015795268727-0.24948284146789634j)
230,(0.23989367173605075+0j),(-0.18709230709117763+0.4022859463570374j),(0.5211789702104964-0.3474286576363315j),(-0.09925054433420401+0.021534636148979106j)
231,(0.07506038578416988+0j),(-0.06773611145340946+0.5452624350643815j),(1.2367625661366781+0.45083505136592983j),(-0.32455381441618436-0.09880742705389225j)
232,(0.011126356384231484+0j),(0.27489892852407327-0.20136678308730854j),(0.0345705122888284+0.6494213178024411j),(-0.040841419504414875+0.22647745129782695j)
233,(-0.4011429176687285+0j),(-0.23038270218037815+0.13117914307353146j),(0.9261049341876065+0.28984924958586095j),(0.03398204933054039-0.08081305713912668j)
234,(0.10053683706939931+0j),(0.08051713883782567+0.011321913579526j),(-0.2926694318328288+0.8331166157672916j),(-0.23881302808044994-0.01715006783040267j)
235,(0.33686418232527815+0j),(-0.25832578316052773-0.29583729477356263j),(-0.22403735706947367+0.8952703227707113j),(0.022759948454935112-0.04314235801380074j)
236,(0.31865625937224534+0j),(-0.011473911739018246-0.14793232990402244j),(0.30814874766932476+0.6537078070415093j),(-0.12807092701004982-0.3784645626364746j)
237,(-0.30981205987623817+0j),(-0.07696153736581123+0.23967480345277462j),(0.9560537309687138+0.6341112917444318j),(-0.010955879238913828-0.05536439628600931j)
238,(0.11344503089988188+0j),(-0.020393730748733862-0.19089594989217698j),(-0.21277221849521671+0.2725517896291276j),(0.23476790025209815-0.08020648770108739j)
239,(-0.04655495497539602+0j),(-0.00519770592684414+0.17386256544551643j),(0.9343415071752877+0.06429767003306262j),(0.12269014684222995+0.13954356736590884j)
240,(-0.0044040581724339445+0j),(-0.3089942451481897-0.38030958544985166j),(-0.7602949932621349+0.6799822571125553j),(-0.6076372985879965+0.25681413550859267j)
241,(-0.6479569954055925+0j),(0.030234199615218296-0.23717465768389243j),(-0.8479568093438747+0.7315868806680998j),(0.34242970750517265+0.040794735444484476j)
242,(-0.2369184881387636+0j),(-0.29702195813868987-0.18137916071925458j),(-0.5263595431224365-0.2500251083325055j),(0.6001142972475505-0.20181758392382615j)
243,(-0.12059344064734226+0j),(0.12452885730996426+0.004184220151674235j),(-0.693402671649099+0.4233524823171141j),(-0.20867364753723877+0.007121095661759919j)
244,(0.21240706382186503+0j),(0.09576596957707978-0.09733386617249304j),(-0.8765365673732635+0.21867359377655435j),(-0.13222328374356826-0.31247455917042793j)
245,(0.01454771908511987+0j),(0.014358445301816396-0.05939160979389587j),(0.1684514235856557-0.7284720871303629j),(-0.17123853662654104+0.20531317115314093j)
246,(0.3835843087530243+0j),(0.06860484620396465-0.2624260191605093j),(-0.4954060535564365-0.8000204719387127j),(0.14853595972121458+0.08266910873899244j)
247,(-0.1259774476391488+0j),(-0.21337880020682115+0.037164802224078364j),(0.33066743967772844+0.2871604458480493j),(0.0675617096509453-0.11576078161321501j)
248,(0.39091788776891656+0j),(-0.1337212486211924+0.18300473824523444j),(-0.6670655552630316-0.3169021801822618j),(-0.057844204261063105-0.10951135092559898j)
249,(0.32125799692488805+0j),(0.1178603529453077-0.070528949940947j),(-0.3277101420769657+0.9282957491440895j),(-0.03865157095874231+0.11410879674717767j)
250,(0.5318377684740296+0j),(0.15649136566835198+0.2107411932662874j),(0.36390765641498324-0.008004200817079806j),(0.044104905874454384-0.00014137151004871285j)
251,(0.3157675634951486+0j),(0.4686918508518012+0.4218385411646004j),(0.2562522937716789-0.1270848541345404j),(-0.28060858366401753-0.02737429786004464j)
252,(-0.015017454989491447+0j),(-0.008547245787809845-0.13446261476045102j),(0.5270751093598786+0.5871180667135449j),(0.3987837181630325-0.055701059256995575j)
253,(-0.20149499128882753+0j),(-0.5644071888196938+0.2599271749390117j),(-0.18609594845036478-0.14559751727329073j),(-0.11575942139996397+0.13242262958562975j)
254,(-0.0031524871495412082+0j),(-0.1406857268062188+0.07090660492397871j),(0.42171490487214314+1.1209900109566073j),(-0.17129088960129438+0.29881982405245017j)
255,(-0.4539997382252495+0j),(-0.11957899149518422-0.3542907335746014j),(0.7119893415886774-0.5232100177699895j),(-0.17754246772020263+0.2111969649731663j)
256,(-0.16692341494439855+0j),(0.044459207910838905-0.13995537239846265j),(-0.8838451740869429-0.4218283899260419j),(-0.03650578417157577-0.45625917078246303j)
257,(-0.09874654087634469+0j),(-0.09902481405900332+0.17591150603278j),(0.46915991402680923-0.2189367601315726j),(0.10487360141268148+0.0954243214711146j)
258,(0.061192811043648265+0j),(0.4684231673718567-0.3811687760789695j),(0.2934241134360548+0.30014491342129945j),(0.37913245197103634+0.39591371749826937j)
259,(0.2478708478686497+0j),(-0.38841117893858756+0.1654509268932587j),(-0.26788377984651823-0.20143328352631312j),(0.6708731667517165-0.13323143415269267j)
260,(0.09287742949622874+0j),(0.09893731990791277+0.045823373100390315j),(0.6580685339467632+0.4273244608825194j),(-0.026490798068793567-0.04888221205592891j)
261,(0.16871521707260345+0j),(0.20605000661949643+0.2987614992782641j),(0.6309729688695752-0.31054565275000856j),(0.4182286628979579-0.026737125560732038j)
262,(-0.3144817906372035+0j),(0.021025083697926383+0.23291616040769877j),(-0.21931499284481193+0.7974938017757695j),(-0.03690086842900073-0.20411508307235915j)
263,(-0.41970152168316877+0j),(-0.2192015369846932-0.07069553240297041j),(-0.2355525818802871-0.5940764768147041j),(-0.030622375707110766+0.15637147826058076j)
264,(0.2719169495008496+0j),(-0.23080633286186863-0.204153721670637j),(0.7501332673323865-0.4330267957042879j),(0.10070648892418835-0.037348090325760724j)
265,(-0.2510050590907249+0j),(-0.14900280533558796+0.13908942100756927j),(0.7011148589603223+0.12415737274165235j),(-0.1812619972243391-0.12020976237656272j)
266,(0.2985815334285576+0j),(-0.42513412772550396-0.37534412624296j),(0.12501612214339985+0.5889511108648868j),(0.13337002947809107+0.2717874056626421j)
267,(-0.16859341061950056+0j),(-0.36883427344457237-0.3173014782104906j),(0.0065750646479597885+0.7500431104140588j),(-0.024323932773067148+0.10959543531462858j)
268,(0.16621400473954126+0j),(0.13895451392680258-0.09396912815869535j),(0.25142620654054104-0.9087718640663052j),(0.3689118064786025+0.10440994737474754j)
269,(0.04589718769483228+0j),(-0.09973397542883099+0.09413881923909147j),(0.9178981535848189-0.05509597273859186j),(-0.0920555417803007+0.08222021074688285j)
270,(-0.16931208260845276+0j),(-0.09806531599715809+0.33281565177677613j),(0.7379287723044363-0.6477794392608162j),(0.2614872900976011-0.2872184462593085j)
271,(-0.25609337746134797+0j),(0.34882433797551804-0.0009324788880607364j),(-0.24006396936549648-0.1351181562339125j),(-0.025092419078310994+0.22588533601446012j)
272,(0.00889236463581869+0j),(0.049722311312600326-0.1952495006056983j),(0.0579000863109414+0.4536599109599202j),(0.6975868342228453+0.4167458801163558j)
273,(0.301311286560662+0j),(0.6106064575459185+0.09880791776255177j),(-0.2503053299853161-0.46979677290099353j),(-0.10419728274475532-0.3738027867326045j)
274,(0.18854520149552617+0j),(-0.31710135169510206+0.10291531788991708j),(-0.673733114268938-0.3517154232725236j),(0.2741709313110134+0.2458475563209394j)
275,(-0.02377732039557824+0j),(-0.036475351421630234+0.15774339035943907j),(-0.8533481186047895-0.6791386169412997j),(-0.019213784619731722+0.16636203112900788j)
276,(0.13021275899425092+0j),(-0.045779548960235374-0.2469917910311576j),(-0.3029464709801498-0.24973049242598105j),(0.17379493951508687-0.315744934999143j)
277,(-0.049195949792354074+0j),(-0.18038714855488386-0.003464879449702911j),(-0.6478483554123505-0.13608794500026766j),(0.1666933393181229+0.044998705186355153j)
278,(0.03310247604089461+0j),(-0.08435149132787745-0.22770984421662135j),(0.031276720115665735-0.9898524560306802j),(0.07507580245107748+0.06715877338681683j)
279,(-0.04636110763096339+0j),(-0.22373786408832866-0.3141197714531877j),(0.4752895077922572-0.8870218034944937j),(-0.25886645797717556+0.3858423185152554j)
280,(-0.09669508280621913+0j),(0.1838787227383686-0.05339474504742708j),(-0.6328879186590484-0.7014716171541037j),(-0.4260002576781658-0.25695941083991836j)
281,(-0.33575934680378694+0j),(0.09931867120311712+0.03546043186039832j),(-0.7670169731097547+0.14199962288992019j),(0.06683991031109993+0.1437259868764774j)
282,(0.23704321952052598+0j),(0.10411421115843036-0.13405973428256773j),(-0.7153311979654108+0.5444813895747713j),(0.15256355460879564+0.3191272350571746j)
283,(0.5561360149610095+0j),(-0.3901242777936244-0.1507777137998227j),(0.2775463359598071+0.6908194926755157j),(-0.22724429577787952+0.2366718592430906j)
284,(0.0001819213474238135+0j),(0.3208789734298187-0.09283044671305529j),(0.43682274085304573-0.16761104254672776j),(-0.42755777721624055+0.0513758712182939j)
285,(0.2465506742745589+0j),(-0.028509506022647513+0.2519866964181256j),(-0.7107976500048222-0.33305311409178534j),(-0.06089979727060557-0.1936349016643266j)
286,(-0.08641873461940376+0j),(0.372139229524579-0.20045578869597083j),(-0.5905725438054769+0.677538881405409j),(-0.08157311435058709+0.16288612114734477j)
287,(-0.22108403658339917+0j),(-0.027961127034950017+0.20125022883900168j),(-0.009927753635625314-0.9312617613785446j),(-0.10746717121361882+0.25689666446795345j)
288,(-0.1982512637996564+0j),(0.1574851760021153+0.19175634865406455j),(-1.0593947648524065+0.04902043971635206j),(0.022034053311732093+0.1257225864860148j)
289,(0.040913033234250606+0j),(0.18162865711426016+0.4214802058149407j),(-0.43935843474036823+0.21535783740881967j),(-0.0954695399388423-0.017337842174373425j)
290,(-0.15300494634502385+0j),(-0.14074022612895673+0.22293126951694658j),(0.7972569125657508+0.07477250074429014j),(0.05319322638724386-0.07373908762572884j)
291,(-0.022686260868866298+0j),(-0.19662019580134857+0.0664620787883204j),(0.35648731268174466+0.8336598446045963j),(0.03410418468292244-0.29824992722505617j)
292,(0.48754753939984885+0j),(0.2240517052811592+0.09014701911064199j),(0.45616920816692264-0.638706506770198j),(-0.11982511460994755+0.28602938658411764j)
293,(-0.06876282395401137+0j),(-0.4075682449315683-0.14378870153583723j),(-0.03209186077573072-0.5083834321617542j),(-0.11200234530980768-0.05646268554479218j)
294,(0.08376118450373404+0j),(0.2655607351634267-0.26918855451288637j),(-0.2983779642905352-1.0216955790761764j),(0.32031718042872986-0.010378478102445757j)
295,(0.023666856766659028+0j),(0.13111461436387417+0.10774924786120949j),(0.041687336106712485+1.0423345066508216j),(-0.07246343086010254-0.09839573212713446j)
296,(0.12834786910769336+0j),(-0.19279832912589764-0.0838104098413624j),(-0.2931450651296443+0.7451490725824729j),(-0.3835878738694586-0.2500649098765814j)
297,(0.12801724721680413+0j),(-0.17130861156745877+0.04614900577730369j),(-0.4356833136444366-0.6645097697461178j),(-0.26170451534971684+0.12767011246784493j)
298,(-0.08888856516406345+0j),(-0.04214155653662627+0.2633599547303912j),(-1.1224715827353493-0.7723752553768066j),(0.13113090981069558+0.010716129458295972j)
299,(0.45487115809654344+0j),(0.04051082644650137-0.5335327888297814j),(0.14606620908018964-0.260883776067831j),(0.057272673987307635+0.2676558358714284j)
300,(0.40211821492374566+0j),(-0.02751618285147199-0.306162484921888j),(0.8395614499058369+0.16847413444213133j),(0.07793127956536731-0.255889159452746j)
301,(-0.2857912885967711+0j),(-0.08085359190706555+0.41295591883566485j),(-0.06959204853083911+0.9720394159346954j),(-0.323543051870802-0.13781419932635672j)
302,(0.5634453790587186+0j),(0.04829252391958947-0.10666669224579808j),(0.09866509681925019+0.9277646993867763j),(-0.07635089412702373-0.29654717004940684j)
303,(-0.14083080257198188+0j),(-0.16167946881688738-0.07207409988821221j),(0.4067376596520937+0.7559902516077143j),(0.21755306303538963+0.111062246399234j)
304,(-0.21381062766581266+0j),(-0.05027434206668072-0.1942465638484635j),(0.8454139987853881-0.48378570289314854j),(0.42084944047568235+0.3102372002057161j)
305,(0.010005645562561782+0j),(-0.18921278103703837+0.01489481307502033j),(-0.7277161259180849-0.6185655286450996j),(0.44731359184226116+0.2601497235051207j)
306,(-0.03556699459921098+0j),(0.028939727052447326+0.21841354731799403j),(0.35475344632918804-0.7832927286764708j),(0.23199872627575543-0.17930260706030685j)
307,(-0.09956690862128405+0j),(0.28428738156093336-0.5988091551668584j),(0.9558682577460156+0.15846417463247672j),(-0.17283277871624364-0.17180345924950552j)
308,(0.013840431413294163+0j),(0.15294751801831247-0.2336585102584946j),(0.8705450841208688+0.31095647088858835j),(-0.13216378345262472+0.01047056500219301j)
309,(-0.05726614597374802+0j),(-0.15803283392977663+0.10260211502993745j),(-0.37290790329250645+0.8906985609945731j),(-0.1421358274702524-0.12629698261937528j)
310,(-0.42538811974136587+0j),(0.14276753339028228+0.1522739357331166j),(-0.3552999438439829+0.4845340683114192j),(-0.016085751492392136-0.3614006913329981j)
311,(0.025060360441784113+0j),(-0.1841147028683485+0.1323746048767138j),(-0.0630260925250784-0.8074575487451927j),(-1.0320290591890646+0.05405934866409992j)
312,(0.031836059049255655+0j),(-0.10600999313117755+0.17556820787045654j),(-0.7775735087834856-0.5165168003240311j),(-0.2938274784450463+0.03358334685311365j)
313,(0.3198650002115949+0j),(0.022450439130726974-0.07320455853440527j),(0.7449819685776834+0.3864047307251506j),(-0.2734341927603581-0.399617966734795j)
314,(-0.3173339434668596+0j),(0.15009294004249574+0.08411896007513989j),(0.12796715530981215-0.7899326542374224j),(0.04810977228373928+0.2881378476652139j)
315,(-0.13997047822295233+0j),(-0.10852350144761692-0.24726797989699556j),(0.4062126421503284-0.8470112741997132j),(-0.5559994028681294+0.05582597127976041j)
316,(0.175027886236986+0j),(-0.39061017574180423+0.12690788810213716j),(-0.4420823004480403+0.13459901006335712j),(0.09645602270338587-0.19421273936183792j)
317,(0.18361433768647706+0j),(0.10818978780626912-0.3746242368185804j),(-0.3606119874539089+0.013150933607631997j),(0.2903998134029629-0.5173684322294178j)
318,(0.39815859390879693+0j),(-0.2788643942045386-0.20662104966467304j),(0.5028177894583801+0.48890669681120114j),(0.19597844387148006+0.25187951408739906j)
319,(0.3501677408042621+0j),(-0.07331261035804841+0.000456726196724655j),(-0.6093243901521-0.7088779195863303j),(-0.12028041185130386-0.018332289742945318j)
320,(0.08820880876513935+0j),(0.27980631695107305-0.017986642368447242j),(-0.041139422888612706-0.718449577385561j),(0.18156518445966405+0.054831992009911984j)
321,(0.22184840785818782+0j),(-0.06603126675147412+0.2882653778419436j),(-0.8924256744591345+0.5832638582002218j),(0.11520926257860581-0.08277919965913888j)
322,(0.3734778973320833+0j),(-0.07746835148066378+0.27526903351966786j),(-0.6286066152261114+0.4567743999848029j),(0.11635779296617522-0.19679166278533425j)
323,(0.08727885885360814+0j),(-0.5720942183302511+0.1465363415717392j),(-0.43973879718525927+0.28823431187268417j),(0.16194556910982427-0.2246076397085698j)
324,(0.16559211893677955+0j),(0.0689509529802256+0.1004811380688454j),(-0.802546083968913+0.5338255449984769j),(-0.3277044659918668+0.005709940565764796j)
325,(-0.2890076582436647+0j),(-0.007878311671315738+0.28766345825168976j),(-0.7619154675325167+0.16529013022017336j),(0.3953078992507931+0.16357636567807393j)
326,(0.07680325194172959+0j),(-0.06084432561285634-0.11832040909062672j),(-0.7635241080269202-0.39077907583903093j),(-0.16617042883618588-0.2206989906667805j)
327,(0.4350066165427897+0j),(0.3481657263777202-0.23926999817221534j),(-0.49654646192410334-0.06317669309409692j),(0.2983633117053097+0.0708245358659931j)
328,(0.32618397086349465+0j),(0.06842174388287883-0.19636765379894497j),(0.5682310448006301+0.6215451648813489j),(0.08845975240514439-0.15192252442853627j)
329,(-0.05862376613026329+0j),(0.06838114607769782-0.13340323400450113j),(-0.06771944823042833+0.35372141546195224j),(-0.39534298150485503-0.11868477906325817j)
330,(-0.3352487288040302+0j),(-0.030138917856098037+0.01583554202375055j),(0.12428450526067952-0.663769241574756j),(-0.052914544300505906+0.12851898451890914j)
331,(-0.06684868322307397+0j),(-0.1480872862615643+0.31330161628013514j),(0.5154338641604934-0.5922414400966723j),(0.20583883367812847+0.01250127908930506j)
332,(0.06681361628231419+0j),(0.18951114685265769-0.015514580921326085j),(0.5683416990811085+1.063883880031844j),(-0.021541925872264476-0.23183774351427358j)
333,(-0.21986359721004206+0j),(0.03063188402819526-0.10425025494865056j),(-0.25750830433962857-0.9735381481242346j),(0.1018546638976725+0.18948067347479333j)
334,(0.1109531031965959+0j),(-0.038810937094158574+0.1693382959947093j),(-1.0927070447805753+0.06857378923394106j),(0.07086059139705028-0.02227471436034434j)
335,(-0.2749905838812787+0j),(-0.008346733080045514+0.3399629642477291j),(1.1703858905959612-0.5484280355545217j),(0.1659109175542686+0.005421422356947758j)
336,(-0.3272066200370344+0j),(-0.07913726588191627-0.08899247811007838j),(-0.5868286826860813+0.46499459459605225j),(-0.1777830858037428-0.07071289758721602j)
337,(0.24133565498697057+0j),(0.031249797043286915+0.13388494693995756j),(-0.5114330055001065+0.2785200311139261j),(0.2002885484090861-0.2340483630751414j)
338,(0.08544018974851225+0j),(-0.12882172841666428+0.07369366429381399j),(0.39291780368657425-1.070135203817913j),(0.24800681529113477-0.04409363337047861j)
339,(0.45270199200681516+0j),(0.2712919955502116-0.02050119693746917j),(0.6711353921236173+0.4047008906022986j),(-0.36144901162956145-0.09488095021845791j)
340,(-0.36936452188550556+0j),(-0.23941268508437558+0.3453759214106407j),(0.6556142258957232-0.5058681322268742j),(-0.1329997631628141-0.06584340306378221j)
341,(0.08823225803868291+0j),(-0.19935527793277127-0.17354605215516797j),(0.0881461797467894+0.3829023811971797j),(-0.3343020708294265+0.01884446618409613j)
342,(-0.05787677323723628+0j),(0.02888671013371142+0.04508875072313012j),(0.8081442742236921+0.5271331303222047j),(-0.13379513533069076-0.38238587884118797j)
343,(-0.08586211922283973+0j),(-0.04785702950128981+0.39934435440821225j),(0.4051829552665244+0.22581565367409567j),(-0.141783882535636+0.2244875694263796j)
344,(0.416783197348075+0j),(0.3134005334789737-0.5803491465787837j),(-0.6251073547368164+0.2111782561833604j),(-0.07174178765661209-0.1708003830347078j)
345,(-0.23357888677231026+0j),(-0.02278737721903984+0.10535241840403413j),(0.41085445886668204-0.5139805818149119j),(0.1601615665665837+0.13793660859186654j)
346,(0.3777677547641796+0j),(0.2898058928533947+0.24653792481014325j),(-0.9501836733825456-0.02252159951063165j),(-0.037812539501352146-0.09078915008602004j)
347,(0.3584580365313585+0j),(0.5152836793191813-0.16898404913591225j),(0.4383495465155572+0.2890434990497944j),(-0.0969940921768026-0.14729660145327636j)
348,(-0.022672891689327845+0j),(-0.03373210071868363+0.10177190337024983j),(0.07576857159816108+0.839883710260007j),(-0.010474973386384385+0.06276764472307186j)
349,(0.0493519240489706+0j),(-0.13197820007710956-0.07944653547285013j),(-0.43778710276594357-0.38172486980942044j),(0.024286911340318965-0.07187780173620015j)
350,(0.07901211279579312+0j),(0.018645677772559294+0.7487660306355552j),(-0.12221460237770781-0.1720548342555015j),(0.28783380124652713-0.2511539874112957j)
351,(-0.10542200317620914+0j),(-0.23941043853313815-0.17817432489137552j),(-0.19050064160607458+1.0343045812739367j),(-0.2810636638655598-0.22441678518679575j)
352,(0.009674377793787797+0j),(0.09332345836358438-0.16179072655902935j),(-0.2905293556024693+1.2117646802243047j),(-0.09554062454089576+0.2882810888612317j)
353,(-0.2157461863676124+0j),(-0.054011629123509375+0.14959831149630637j),(0.34421929470485435-0.6391262563913579j),(0.16111340310405067-0.13655837339156357j)
354,(-0.018949701798837666+0j),(-0.31344985745186454+0.05635182591326393j),(0.5003039120066387-0.4923570870010644j),(-0.20938244479049034+0.007552904547308975j)
355,(-0.1856729089051982+0j),(0.2454205371785621+0.06812176063486935j),(-0.1713086357549189+0.9318588477855256j),(-0.0029729009182457855+0.22463702790317958j)
356,(-0.26149521805507614+0j),(-0.33713580042768454+0.03049667689983282j),(0.5304022611539491-0.24053537363692357j),(-0.08867167583934615+0.23722825079437032j)
357,(-0.30140766808642194+0j),(0.2815692217895066-0.2637533174334706j),(-0.5146486150856817+0.2105113570253505j),(-0.07172108471557312+0.3231031456668053j)
