,amplitude,c_-3,c_-2,c_-1,c_0,c_1,c_2,c_3
87,(-0.2363514313474863+0j),(0.10994939108763442-0.10839467553273631j),(0.02586995509599821-0.082552611486672j),(-0.4893698717462446-0.04343887530383052j),(0.4124911300296872+0.3116889832763735j),(0.06216092926626429+0.08364233549877734j),(0.05075863368302927-0.3669622192709383j),(-0.2072477672020094-0.046384951087563325j)
88,(0.034141761428063744+0j),(0.10948837819777231-0.0751133380635057j),(-0.1939340712984765-0.15414277167220372j),(0.09506687151361085-0.14763523912057858j),(0.10575865203208734+0.8297662069754824j),(-0.2960608381440844-0.2375350690481508j),(-0.21020080165079721-0.027035288264081178j),(-0.1323945126994188-0.055246465086499164j)
89,(0.10454155646671764+0j),(0.07713225004118773+0.09548713633405037j),(-0.4098159626598551-0.0977412452016082j),(0.0568352923144922-0.07977717793984769j),(-0.13276481670494952-0.44718524740985316j),(-0.07670892380705713+0.16771830315526215j),(-0.04075354242366769+0.13121051259057323j),(0.03963863755010925-0.12086941748039548j)
90,(0.6313527890837034+0j),(0.06946011638585614+0.05184594754545548j),(0.20878909933266165+0.0720228190967404j),(0.32731868618753457-0.10998652197894981j),(-0.5749669959457472+0.3220703152025759j),(0.20070313891682562-0.17606298231638878j),(-0.13982683632905987-0.23990813581041942j),(-0.14561974149653348+0.17172681955886288j)
91,(-0.5808554237511898+0j),(-0.12444392375556523-0.014234164118019865j),(0.44855342097019674+0.10709177797926595j),(0.13194735307116415+0.045241077881440155j),(0.5397217674646393-0.4442590408415913j),(-0.11125182192352011+0.630784219259065j),(0.007504440943400413-0.026192898604100914j),(-0.12683803637247087+0.11241351417297092j)
92,(0.0959964614644493+0j),(-0.012727221894275269+0.07089044666959192j),(0.02476812250303404-0.06155097850269242j),(0.3485332306057327+0.10366595289717113j),(0.638483892726603-0.27313602755650895j),(-0.1489566348577944-0.34997330980448726j),(-0.025717095457736136+0.2718475461037341j),(-0.009822086464137389+0.010946882988862285j)
93,(-0.0822268533235769+0j),(0.019927520677011215-0.01121783427210065j),(0.07877063135171583-0.049546678040249134j),(-0.03812873905973579+0.3700209300630998j),(0.03913177475247853+0.4457647225897535j),(0.05635740192141776-0.5527357320564732j),(-0.06458940710337928+0.10905731739280267j),(-0.028013587634839427+0.028836928407078424j)
94,(0.1478194952033577+0j),(-0.031989405821167195-0.001368525165541059j),(0.07623187780731842-0.034087673206242425j),(-0.23854772496335078+0.18045018236222032j),(0.1980355523333716+0.48779168538312406j),(-0.21635465173459173-0.05793646904462976j),(-0.03138759436625875+0.05860460612539103j),(0.030424445097055254+0.020121047951151848j)
95,(0.021800987474667827+0j),(0.11028303456387413-0.08051330655432082j),(-0.2787574928034532-0.08485673857208832j),(-0.22245166029780347-0.04622606053720477j),(0.27582821034107086+0.9774993991074165j),(-0.01958259397013902-0.060965316140284j),(0.09378805910920691-0.009663580356066861j),(0.03271403341492282+0.01817152575989313j)
96,(0.06274733720873504+0j),(0.03207927401815668-0.07287978509918837j),(-0.22028786690366522-0.19864570642182366j),(0.16199459097581775-0.16638682037507524j),(0.48411746577216885+0.09206285052806962j),(-0.15936320086421554-0.4241157846620293j),(0.16753588552732596-0.02905090373350025j),(-0.13995750299959953-0.1678767956343141j)
97,(0.24211370618501876+0j),(0.12491583966522825+0.022876740722809406j),(0.012975314905804627-0.28240033861853414j),(-0.223768790125824+0.1269127944130935j),(0.5465429746355639-0.5529161873851682j),(0.04423277126847524-0.32822920314538423j),(0.025366690346144784-0.07853254443264603j),(0.060791476630232655-0.12043737706812213j)
98,(-0.5139561637637946+0j),(0.0009296430808515485-0.044768870409568076j),(-0.12029189219672218+0.2275765920543597j),(0.25341071615790095+0.07548078681951387j),(-0.11155267335988094+0.5475978734673435j),(-0.22742482998926547-0.6441439982150403j),(0.02693931763678211+0.0005467384845145029j),(0.04840269112978756-0.045376841157711345j)
99,(-0.30267171815012917+0j),(-0.16875127444816337+0.0756965025728834j),(0.05717615721488879-0.12269017711168932j),(-0.19849569891505717+0.25314240100892876j),(-0.17416774444504812+0.38713363890553365j),(-0.5135656899183535-0.1301940780300169j),(-0.010600107566132735+0.10404006686648772j),(-0.08151724794857862+0.0005500495838736824j)
100,(0.05846269095983696+0j),(-0.08390113000985129-0.007489613173344928j),(0.028379335416155373+0.15088154703941112j),(-0.30698555380536535-0.0022987214983858986j),(-0.3301904693358886+0.4555903091221616j),(-0.3616418259401495+0.27198609396438767j),(0.2284934376415486-0.1341878836295746j),(-0.11673963906113641+0.14723887315990694j)
101,(-0.36703815181281996+0j),(0.009627014320542276+0.032821267191182245j),(-0.06324899685323658-0.10615273335050347j),(0.03846565505625037-0.16025777960486098j),(-0.9791392620664766-0.37205877392386877j),(0.016433958756404105+0.31948027293247677j),(0.10022531013886084-0.08969558783561994j),(0.029964603007471422-0.11272186576022145j)
102,(0.1672444938621202+0j),(0.11398511925885604+0.2059799604363968j),(-0.15581097330681676+0.2592668008846036j),(-0.16947470890574112+0.20282464673176592j),(-0.1644676248219556-0.5328984163661323j),(-0.41810980699967315-0.051393891427660404j),(0.014859349113168281-0.11598181286220019j),(0.06626491311112169+0.20311494256572257j)
103,(0.4264053314702706+0j),(-0.02481985555794402-0.041354285888018955j),(-0.12541090050036927+0.1534156873572082j),(0.02089058412793933+0.0075858482073614675j),(0.5153982556965442+0.719367727908499j),(0.04992217174743671-0.03124931077251774j),(-0.10207979524439814-0.15001153454399566j),(-0.018941377619098428-0.02334473780329254j)
104,(-0.48741587016761545+0j),(-0.014846111583843597+0.026908573611635858j),(0.02957280050170634+0.19386355491564752j),(0.4092741039345217-0.5332286460392911j),(0.1183656157424256+0.10155478357674076j),(-0.34717966910399256+0.3730373242049689j),(0.10470084914502605+0.13928670927975395j),(-0.005004936395261787-0.08650350043282655j)
105,(0.1464604004999831+0j),(0.0177497752529664-0.09538429599489878j),(-0.017739840766949882+0.40063541254912494j),(-0.522802328281101+0.011225771696023935j),(-0.42702402221139724-0.6793096806603903j),(0.13517332463320944+0.042363892598116584j),(-0.15192098467989007+0.023099242184145975j),(0.08160691458638093+0.058183034340174196j)
106,(0.04024768968390935+0j),(-0.04329590888653789-0.13802796996980993j),(0.05490718759385582+0.029203984977052518j),(0.17884812416434165+0.13059046759438947j),(0.5214776396788705+0.1059157811858693j),(-0.22030871541662067+0.2117525518173965j),(0.018093545535837904+0.012564627044895863j),(0.02074803022526931+0.10972163025121033j)
107,(0.44736420093047236+0j),(0.18555784340449732-0.1791942924567953j),(-0.044339391334774596-0.09354780846404365j),(-0.27461999191045683+0.5565946435815452j),(-0.5622896233420072+0.6032128429560224j),(-0.25023329262290833-0.22509264066048285j),(-0.010866201842864624+0.019727816245212366j),(-0.017526182588733313-0.028365495480297896j)
108,(0.16501048317188463+0j),(0.0610919667581047-0.12097139010586351j),(0.24542459267412803+0.1432772219027721j),(-0.6731169513473685-0.14885402835242179j),(0.20265928871689176+0.5440019868837358j),(-0.18762426564705031+0.23292621183508228j),(-0.02698963860258224-0.18282203279034068j),(-0.0026017443032766707-0.03192897213637373j)
109,(0.014835038147664958+0j),(-0.11516767977947905-0.08707190193171346j),(0.14958226122798965+0.1424331156210695j),(0.20748585180265025-0.14327248329120287j),(0.2198714837236772-0.7479970635651347j),(-0.14768891555636263+0.27587898672843186j),(0.09726922154626438+0.026075891933572175j),(-0.20972310320123577-0.07280958049627072j)
110,(0.03369255569637164+0j),(0.16440906890616241-0.010940413455441184j),(-0.047300213151014535-0.11163374768011627j),(0.24628472682323072+0.027138847170298894j),(0.329193470422689-0.9840846855873556j),(0.1342451094414867+0.11366394471967854j),(0.022518026979874154-0.07026141550536084j),(-0.03591931327581597+0.09715542980903936j)
111,(0.43567239277728664+0j),(0.0579090228720413+0.0574104932164191j),(-0.16082495518789355+0.03021569393144309j),(-0.14040674044401596+0.1258821447753381j),(0.29527709157684257-0.4367241080601625j),(-0.19073696136841614+0.31487207276975215j),(0.09589339494927923-0.05648810822953343j),(0.07675787109116908-0.08708578075041287j)
112,(-0.1303157734247361+0j),(0.1217863405905221+0.06000872047659964j),(-0.06599705408164665+0.1602765185222022j),(-0.09209212816478377+0.3634080378086866j),(0.2682052579856514-0.15600653510031157j),(-0.4195133504895505+0.07634687068676695j),(-0.09246125156634652+0.00572692693631776j),(-0.12520874487540984+0.048263403776435204j)
113,(0.060370335968588484+0j),(-0.13127293904246834-0.005770431527317569j),(-0.13423903187471836+0.13022477814918193j),(0.15148450462151383+0.0772712140306471j),(0.7204669829700188+0.009815228387545456j),(0.5898755400729514+0.19005357244680893j),(-0.1566354244330827+0.09105835660995802j),(0.15407807002006207-0.0661190717320699j)
114,(0.012374560704980067+0j),(0.05608404008711932-0.18916784515508062j),(0.008634325680036574+0.053613776893309484j),(0.2962788301191459+0.08849380415020065j),(0.5814373946944048+0.7985909151865055j),(0.11433615863849193-0.16230285861611804j),(-0.27512253553153665+0.12763189690340138j),(-0.18081822474806397-0.05854032356649523j)
115,(0.2657400506643514+0j),(0.042230655092174496-0.13638222731781202j),(0.07825848876436099-0.0804422894417027j),(-0.07709921967019542+0.2891243201477165j),(-0.5963927013102135-0.3165227584578474j),(-0.20378992065089285-0.06830538390745272j),(0.5338958003891111-0.10770847488274839j),(-0.0048017947444867065+0.04568291573855587j)
116,(0.4204303750682131+0j),(-0.06980822157936169-0.039916916203966354j),(-0.22890870101096197+0.2228613058812169j),(0.07701019005386985-0.111339140213537j),(0.6481201961623456-0.493737334204551j),(0.3317208561877559+0.009875220023111718j),(-0.14416067866501495+0.17921691181252364j),(-0.19051375786244917-0.007653342991333925j)
117,(-0.028499591330487965+0j),(-0.012204168983482339-0.026774239360547486j),(0.30920205111233146+0.16119852417050895j),(0.06646145085184768-0.46552521061888197j),(0.2865095932187184-0.5889314282866187j),(0.32639686524555367+0.3657946333705865j),(-0.13110565118984133+0.14950559770118882j),(-0.03548624142725096-0.02426336228924266j)
118,(-0.27566435948080914+0j),(0.09889186210445834-0.15421126854993816j),(-0.027808128362781626+0.014126849385640919j),(0.19053352656801584+0.2383173570441628j),(0.7337514043940073-0.7226175556013961j),(-0.2049070221977611+0.2745024579134014j),(-0.08630497394548028-0.05548366328272675j),(-0.1027052079645331+0.010987524848965757j)
119,(-0.2723542816805998+0j),(-0.06918135262239118+0.21289672100767387j),(0.02981164877642316-0.049999238182455746j),(0.18797724963346277-0.23940138681648732j),(-0.24352286726736586+0.47128091756838325j),(0.3080675610833563-0.15833900338550208j),(0.2885956065390091-0.08487371775713315j),(-0.032306849651375855+0.0025288552536001808j)
120,(-0.20724330668078605+0j),(0.09777020140340661+0.07867750176716508j),(-0.007855820410978636-0.024378836245119037j),(0.28676623576696847+0.06920698953481927j),(-0.5239474699399396-0.5342919106531137j),(0.29822349966352757-0.24344568060574057j),(0.32523916042036805+0.15748229752209364j),(0.02964415059366611+0.09274329226433786j)
121,(0.25386663229183704+0j),(-0.03496812370452584-0.025840862632662123j),(0.16923774403253503-0.07006906057015615j),(-0.030072255742533575-0.08715458642569816j),(0.7318074595205722+0.4081367282938262j),(-0.022922072007074787-0.2690163100970278j),(0.12329926092850767+0.036445231233471834j),(0.1982557707099322+0.03696475833990922j)
122,(-0.2535325197594728+0j),(-0.07466191864287344+0.08110340283341538j),(0.01202578435324803-0.20585163547227053j),(0.09427912186214456-0.306807543345412j),(0.13330981972684317+0.17242648913762534j),(-0.09297152001109824-0.17312613297080043j),(-0.16806749275315963+0.07486556723701354j),(0.004366135604304371+0.10570618330428881j)
123,(-0.3931423901927992+0j),(0.050465505107363445+0.003443954776889885j),(-0.09730107677057041-0.1496610342696255j),(0.13639696504644425-0.06574220941672057j),(1.1712439658261544-0.006866096927998681j),(-0.10772353552894184-0.09528266743947349j),(0.2726230764903132-0.14218727184505894j),(-0.09383559489464618-0.19035688775456133j)
124,(0.005866412344751923+0j),(0.1226344961178544-0.008168193619330416j),(-0.20759007928169962+0.0861333470712489j),(-0.30361440138731244-0.039751839898250485j),(-0.18870183938791588-0.8566266261655622j),(-0.06405284245253408+0.35524255243293534j),(-7.797022371477946e-05+0.03270141617553101j),(-0.06677631720535053-0.025946275804728223j)
125,(0.005866412344751923+0j),(-0.23833699595581712-0.15980720427431885j),(-0.03544415752973514-0.15500545599008886j),(-0.4256439831422167+0.024198448167874878j),(0.004855689980405795-0.8510098614164407j),(0.1555404112983299+0.35648267966693764j),(0.2065225552981948+0.09669152234943006j),(0.07730382134710019+0.10960363135009375j)
126,(-0.11393121767536678+0j),(0.04721098743284087+0.00010818177667409716j),(-0.02772820964446239+0.06453162442316959j),(-0.5107291658182372+0.2331733291401271j),(0.6048656055237742+0.16567693141367462j),(0.06693596901404916-0.2630506199396314j),(0.12058207744960382+0.055550811564049486j),(0.12519446358814237-0.015526618704035197j)
127,(-0.2679666690563419+0j),(-0.05886963939001439-0.13062490524531342j),(0.12048759686737179+0.26081231185996845j),(0.27656390624839744+0.053565450155148506j),(0.07981021725502543+0.03754480434104049j),(-0.08561756647033014-0.1734148294416965j),(0.09282669809535571+0.20829542001490006j),(0.16619540532964486+0.040093717709744695j)
128,(0.21384392217732998+0j),(-0.008911989548931104+0.06303132911693457j),(0.15656883310961814+0.1028213920888554j),(-0.21113667730459537+0.16401532789097306j),(1.0707601920183634+0.27184868756346836j),(0.016373527370065876-0.2505633077434907j),(0.06380673219544124+0.07617311877801256j),(-0.15227272103728556-0.09413557687830552j)
129,(0.41788441104826013+0j),(0.09840417745525892+0.09216308165987301j),(-0.012206177343616849+0.0818549202552215j),(-0.09336868615608031-0.049178627661261895j),(-0.541345854738714-0.27022990645564937j),(0.18718216766633708-0.3764502668188509j),(-0.03854099379373475+0.28326100021627826j),(-0.03105569502288625+0.1948290490622315j)
130,(0.1289886425373007+0j),(-0.20070195945109492+0.08255451373151851j),(-0.2248795405380511-0.06688335187746518j),(-0.16378312387308458-0.38745866850275634j),(-0.511407709967812+0.1269779822120407j),(0.38759960363995205+0.12480600029626097j),(-0.10254248928795268+0.13438293797289966j),(-0.0012452323060238163+0.02543509676548332j)
131,(0.3132264132294691+0j),(0.029765140340140266-0.1646363796183658j),(0.13476964367454647-0.1684506660802503j),(-0.5899072974422346+0.2217716125758329j),(-0.2147098372474753+0.3777566286168092j),(-0.491938747462791-0.16113036006060952j),(-0.12287139837758765+0.33538517705075765j),(0.09454058581832213+0.1328404059661799j)
132,(0.18412546976874683+0j),(0.1987190800331939-0.10918842278033836j),(-0.023555258234436268+0.2622741107170269j),(-0.020182760805682196+0.12108171150991433j),(-0.8000231895475837+0.2824850091281405j),(0.10966787112134771+0.3043635747543411j),(0.15597868598660322+0.11210891567384378j),(-0.0055283869211973785+0.21542308441094868j)
133,(0.25946375943561517+0j),(-0.0021110461246195405+0.13259747322498946j),(0.0917327352988194+0.0008332721198187759j),(0.407552378512405+0.18235643443103733j),(0.037892678075270136+0.20131228457624623j),(-0.1075724441465399+0.1431056473436964j),(-0.038882607598082-0.015664242067038224j),(0.01370107627025189+0.03368553227716501j)
134,(0.07691011892753319+0j),(0.01135621542608261-0.18101056890421502j),(0.10863952979044914-0.09210386273121308j),(0.2225959636020214-0.05432301429395672j),(0.4587175212783504-0.3369132766565742j),(0.32359365413235086-0.12239438790324066j),(-0.073829016022434+0.05127599728342583j),(0.012696776884151287+0.004510794262169382j)
135,(-0.32480933075217067+0j),(0.033868297838899886-0.07901052955218249j),(-0.23942892703095803-0.050296536980088735j),(-0.20709606247024975+0.06591639607921829j),(0.2967607216579484-0.45774301872839795j),(0.16111182499255475+0.023708481177838144j),(-0.1139006113756468-0.027299915208970703j),(0.08618956714179607-0.13488532652104562j)
136,(-0.26089217228648753+0j),(0.04931335871930536-0.023043920528018527j),(0.047488798788100445-0.06007219885132658j),(-0.054100931991748986+0.08783172811347856j),(1.073842532255199+0.11278222099614016j),(0.11861720243456303+0.07291762666489932j),(0.08152484150378288-0.08302121091134998j),(-0.04311527531886192-0.1395721163459221j)
137,(-0.31850364328407416+0j),(-0.19575200672690268-0.0228586303462879j),(-0.13537992175279992-0.027233685253505086j),(-0.040951408253629945+0.4336747327047844j),(0.23486600501076887+0.8435147678456778j),(-0.03853319883733246-0.2696765383494352j),(-0.06832628018656745+0.041737911500669925j),(0.10024119340171696+0.0937868191580914j)
138,(0.003196336029487268+0j),(0.09972202784164279+0.04168573662400281j),(-0.055034437518943255+0.06271803840927667j),(0.3118120257224913+0.16633761235059666j),(1.0391805427206533+0.3469229217894125j),(-0.13927336646205862-0.13529489820614415j),(0.12826338202953436-0.061067658370267654j),(0.057174679833692926+0.03979359266728229j)
139,(0.12417618961610101+0j),(0.0041355035822216585-0.051260679854400235j),(0.014466176586612912+0.014001916923366081j),(0.03257400243474258-0.12258491989106243j),(0.11644822775984878+0.3186878745327791j),(-0.17687974470177145-0.5589778319562035j),(-0.0008962788098337351+0.0482041130726753j),(0.02384191525765381+0.04900731105966294j)
140,(0.08734410536129598+0j),(-0.2035055135104967+0.0002564204145765747j),(-0.20409531078026255-0.17022614102436912j),(0.27629227987203175+0.08270272543136375j),(0.5236854380957838+0.6946015682210674j),(-0.1664276376338181+0.2343369993347577j),(-0.27161015293279195+0.045077596287636065j),(0.062468062688870216-0.23734301698111654j)
141,(0.08734410536129598+0j),(-0.10304411583636562+0.07323365120919853j),(-0.1088862094188075-0.40202881821335656j),(0.38818672738123-0.17724634019834665j),(0.5078368754508416+0.7016646167290012j),(-0.3300668563467004+0.13168048102845148j),(-0.10033579240892963+0.02810836755389805j),(-0.025019973480286-0.10221792675867462j)
142,(-0.016014045651626358+0j),(0.05663530828876813+0.056846865311010075j),(0.04403810942182545+0.06902494723349997j),(-0.10950927249147875+0.2769473256734634j),(-0.029074306044255673+0.7312103094903732j),(-0.09824535024684208-0.09627940815162364j),(-0.03371040234397822-0.02790654173370215j),(0.08858867856604394-0.09560969165104176j)
143,(0.31899447052076135+0j),(0.15190922442544078-0.20668079611989584j),(0.07575127472231505-0.2635735173800904j),(0.23215544717203512+0.17148393861404482j),(0.20897458905349411-0.6015858826599453j),(0.03484458567369948+0.0050767231981982165j),(-0.19252593738731774-0.09337683064766286j),(0.1472375530266157-0.017880408812026263j)
144,(-0.31852721436571896+0j),(0.026896931341583913-0.06497046968855376j),(-0.08496268312530711+0.1600876949533574j),(0.4232905292834671+0.07903489007637021j),(0.12585461873305975-0.3509630445562247j),(-0.03628561920941338-0.30971940858148117j),(0.20118676993553955-0.1675887199459547j),(-0.043463919960223446+0.10762881466066455j)
145,(-0.23683462959870533+0j),(0.00703941838226621+0.06380806673254778j),(0.017566920354338586+0.11636548643369103j),(0.3434757494299833+0.2003483138417103j),(0.11075388602474211+0.11556912993193698j),(-0.25398109301550176+0.21691682745638163j),(0.21792802724516222+0.04341734333967057j),(-0.03731388122836292-0.024834364728616765j)
146,(-0.21737857418789652+0j),(-0.06268867342975494-0.03437459609328168j),(0.00013944842320501305+0.11498114549666963j),(0.36702770804705287-0.13148085398511125j),(-0.661098104542554-0.029701123693432988j),(-0.18546065007087842-0.15372376356761144j),(0.003963196010644293+0.20381387493342423j),(0.048421250215133015-0.024940846052755927j)
147,(0.28905290054118504+0j),(0.18648817361390382+0.1274457350305375j),(0.056764874390051456-0.03209939753078511j),(-0.13661591880488583+0.1494249204512915j),(-0.9384413967533993+0.2225459988610189j),(0.5892970176308346-0.08226220406303601j),(0.15724263450969633+0.02975259336072874j),(0.017973021642945043+0.01916728419256169j)
148,(-0.6533125666054779+0j),(0.033413996355496856-0.04626556778681665j),(0.2009362696981183-0.10041944225544644j),(-0.07693409864204145+0.09819700970290199j),(0.7773761905395674-0.10929363789462264j),(0.24844590469882927+0.12341276686325828j),(0.08922868830004899-0.12862938707380453j),(0.03267014491508721-0.09391492227893875j)
149,(0.2886619379754005+0j),(-0.16269041589306235-0.008796763591228121j),(0.10055941061437601-0.128737494315123j),(-0.17763938563862092+0.19587059812657392j),(0.29223318570547824+0.3823495736884272j),(-0.2305260862140667-0.22967559707571988j),(0.0727497613901642-0.07161437594632784j),(0.02254873378741348-0.19091216200923614j)
150,(-0.38444099418245575+0j),(0.0939281998882966+0.051780630508431874j),(0.14478671576970012-0.14406103043691648j),(0.37123895739190393-0.12986719141926287j),(-0.7003640980150597-0.02913559140333309j),(-0.33940302417662926-0.08352050334092971j),(-0.1140500980354967+0.08869937760060373j),(-0.12626655900300687+0.09981461607594411j)
151,(0.4250887466021051+0j),(0.010994042607620286+0.02150841452300201j),(-0.028023334774386014+0.3720304911262365j),(-0.22183754001065345+0.20051537332854644j),(-0.23890460530774696-0.10264095841381625j),(-0.008489903403375711-0.017030637583732862j),(0.15141530514228008-0.08848027944384873j),(0.10059857445830092+0.07292799268963482j)
152,(-0.13613513193677465+0j),(0.24016619973534942-0.08488241881354099j),(-0.1585202634611403+0.21279522200826487j),(-0.28481584554855915+0.2506992302130892j),(-0.5175000222166181+1.0344521145461696j),(0.16240108193185232+0.07110103574974216j),(0.1412276230153609-0.1083983927034017j),(-0.05083399174554147+0.09434244157917851j)
153,(-0.1147729563960414+0j),(0.04754345238547034+0.028789481232180975j),(0.05240360465143378-0.1406050979585397j),(-0.2776078508664261+0.4241905858139042j),(-0.4542133440722458+0.4012334774805285j),(0.0710468947514344+0.09984896643169236j),(-0.03938322313663846+0.06576551746214601j),(0.05391925505970798-0.004375008083585437j)
154,(0.24730629451150915+0j),(-0.022679071411270138+0.008643461052715585j),(-0.08698302537864863+0.2582662825206987j),(-0.4740528032108785+0.2644747081739907j),(0.6413569841487107+0.11162711486465798j),(-0.3060719787797451-0.07369565264802033j),(-0.189479736660181-0.39768548937277004j),(0.09149739458546308-0.022301175485885873j)
155,(0.307631770013847+0j),(0.0786990030478226-0.0372349653259166j),(0.14257116202469586-0.032385893974130546j),(-0.1777738534561641+0.08110513396775873j),(-0.019572139834906077+0.34512039745956175j),(0.11018672719040824-0.09645449821715514j),(-0.11802735271268021-0.11050681422512718j),(0.009490890682681559+0.05259287199786308j)
156,(-0.530723518591667+0j),(-0.0032417745711078305-0.012364168321901969j),(-0.06529861021881254-0.15160047253927084j),(0.2290628504556867+0.34630126798105976j),(-0.8301405341163308+0.16343031184560042j),(-0.11826262330377518+0.3379301211766041j),(0.40984504271583033-0.05090416575411613j),(0.024840722965937097-0.057842862470898856j)
157,(0.25519289909673853+0j),(-0.013634441283054188-0.011010223082793301j),(0.015467297401834815-0.24110163906924104j),(0.23258457954599868+0.3844472342317143j),(-0.34251530493081855-0.26872544594053405j),(0.18212722778271478-0.20098156011325757j),(-0.06955180326639379+0.3035131337433066j),(-0.07460135040868926+0.08791593002599714j)
158,(-0.38950670448021424+0j),(-0.05154983279900731-0.12073753760034028j),(0.18142044349649383+0.05976972028363163j),(-0.15512873239498248+0.11222056188015216j),(-0.5989878395005591-0.66400596083396j),(0.14451298603866816-0.067287317811526j),(0.13560763352128907+0.21583457175713222j),(0.07231474944029044+0.14379646176786662j)
159,(0.21511215767471534+0j),(0.06906759669854232+0.19442657033868754j),(-0.040790713487520364+0.08296345293963639j),(-0.01558500486791354-0.06473553673321031j),(0.01564581151944522+0.9710554990888076j),(-0.06393505076353437-0.07335624488083373j),(0.09312954547241394-0.05271689486966562j),(0.1259700474223767-0.033216520250077444j)
160,(0.5267530584093617+0j),(-0.052160901479500435+0.06549554520568283j),(-0.07052735247944203+0.2251704316149303j),(0.05664443373706255+0.018058633588648038j),(-0.19030752615625007+0.9368246003679019j),(0.024700958105793237-0.17771921208207772j),(-0.13291226933056008-0.2329495179705073j),(0.03077374401234304-0.0545449413191689j)
161,(-0.03380021116086568+0j),(0.012061490344065354-0.029761984806573036j),(-0.18712048582450921+0.1718186248190599j),(0.5743707796706012+0.46556305065087755j),(0.3973974363869219+0.579749109621019j),(-0.3377209193992037+0.14216482245997278j),(0.1785688744057844-0.11860231831555224j),(0.14946353521136088-0.05997065933164009j)
162,(-0.3107421142678091+0j),(0.06338059606429314+0.0030331115294183835j),(0.033121742417072435-0.04058636853372284j),(0.19285929602852564-0.4415605636354634j),(-0.9788095013699669+0.10703511223593387j),(-0.008092612157649483-0.4521163165872426j),(0.0476987936470772-0.139566853386226j),(0.03805664809642491+0.1756178996891317j)
163,(-0.05304666773277268+0j),(0.02066897235917521+0.0017889738153818655j),(0.04971728117676842-0.13802106418468588j),(-0.3091433147347245-0.008005378642615156j),(0.23438326754995947+0.8973534314500566j),(-0.27808172967499184-0.020950797967559952j),(0.22801877442406154+0.042906597773593846j),(0.006594211142378105-0.0018820519807637524j)
164,(0.41402000053246946+0j),(-0.02425748686715498+0.022713258535551326j),(0.15995811601834342-0.0775584471902331j),(0.10486846948755751-0.12796987207400748j),(-0.9429598811517934-0.3600816829243094j),(-0.11783136699249055-0.19723782957286895j),(0.21648840250218215+0.06519327182734067j),(-0.1016431526464846-0.08445069799751681j)
165,(-0.09016610191164+0j),(-0.06877692268903093+0.039647904841018204j),(0.02245649982903497-0.14626356385520267j),(-0.4373776012472635+0.019925171433088258j),(0.006406781832251192-0.06911296131276944j),(0.3095110058022296+0.1682887079648968j),(-0.06747168670690362-0.010303760884804829j),(0.015212633150514323+0.053556067982654054j)
166,(-0.1471718284302364+0j),(-0.12400688141460742+0.0539862413674507j),(0.10817709072880108+0.25971416897549415j),(-0.10520142024186457+0.024094853011238038j),(0.8045350680191382+0.16389255756141996j),(0.2178207868226814-0.07800715779965584j),(-0.09912704560144829-0.029439952968497697j),(-0.05334055187518871+0.11926898496677983j)
167,(-0.2773074088624666+0j),(-0.045391923178058+0.018120763688872277j),(0.08510551653060112-0.11559856992577844j),(0.18371312804878032-0.2833241560107555j),(-0.03856813851723018+0.6249380489415185j),(0.10658791383996377+0.2883880527614937j),(0.2863577992806825+0.07517177739685538j),(0.1271888193492421+0.12052262976380804j)
168,(-0.11589572376680113+0j),(0.10608526525610588+0.08623595874494049j),(0.0736573662174186-0.12222560866697767j),(-0.1736941528971259+0.13259768361996435j),(0.3072867012411609+1.119786857366402j),(0.10287199010923964-0.3016743324408573j),(0.20619178774159758-0.004894570843094442j),(-0.0790232377389879-0.11954914077388251j)
169,(-0.1659786189996567+0j),(0.08518967658661436+0.14257016179831558j),(-0.09163400636779956+0.008876975736542836j),(-0.06697148202036109-0.37177354880903507j),(-0.5455712662778378+0.8309039917871761j),(-0.18504755557567204-0.12937851883020846j),(-0.002648268986604793-0.32780467611098774j),(-0.034053677192179665+0.20016544949544585j)
170,(-0.35121248060016386+0j),(-0.10686021614434003-0.1176317663191209j),(0.18936031534240272-0.04573294687049428j),(0.14161336373296574+0.02555248583536637j),(-0.16519990054900513+0.898655679041355j),(0.23017351516425175-0.00105773415177296j),(0.07496998578489787-0.1101673565081805j),(-0.16105754715001103-0.0889268538791268j)
171,(0.15986642664991696+0j),(-0.11892824147779658-0.06189013040175224j),(-0.06372339408699802-0.29515319023106j),(0.40337514009400927-0.06036979930174459j),(-0.4636814271467306+0.5446556470225944j),(-0.12386150552672859+0.07491150993263367j),(-0.0636723260010546+0.0011500883271310684j),(0.045195632574222905-0.004588223054639198j)
172,(-0.17574226208092503+0j),(0.06471610946423045-0.002242744012270085j),(-0.11694151680127651-0.13073343165791912j),(0.35936894823543336-0.3240387471199725j),(-0.5459013633264028-0.10587361415344959j),(-0.5567235630814367+0.3223634271909846j),(-0.015178763084912412+0.06207900668771671j),(0.023816676478810753-0.16950865528660883j)
173,(0.12436338990605375+0j),(-0.08689881171178242-0.032284902938734136j),(0.0667484546325819-0.17189882970843967j),(-0.020858472714755723-0.08873805649536955j),(0.13541609107058955-1.0016892515127944j),(0.015909099649951075+0.11512288563419769j),(0.11850861564695736-0.11855408372073176j),(0.11949378335148762-0.03767503152178266j)
