,abs_amplitude,abs_c_-3,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2,abs_c_3
0,0.04432692092219326,0.07069503473712375,0.12122329169636689,0.326489679136353,0.08001346988782528,0.39311117642393273,0.07473170218497817,0.15476845092167107
1,0.23244080066838246,0.11875553854900565,0.17680650898483044,0.43364792605893704,0.3710159648649428,0.2133511334294187,0.11410685777261831,0.18108053828882498
2,0.12847585464167205,0.023782123598594527,0.23761919110964835,0.4020994076565851,0.5571732559742151,0.29405479289912445,0.24777357993377347,0.13314128503003336
3,0.3721108079821877,0.12086095213402534,0.2101750666549176,0.461485467403661,0.06307672613162668,0.4154168504137784,0.16564898739186504,0.0884828299550262
4,0.4198576494821204,0.15350575626467547,0.17984439861124601,0.16719631951932862,0.27608245527903613,0.1269635632621461,0.41355828903159225,0.16820837582475898
5,0.03461717520769547,0.2742639637401235,0.21730008508759702,0.3240532636580121,0.3069864103963242,0.2124079401367984,0.3533920003871204,0.18752431651842597
6,0.04562163543532549,0.19901895109877188,0.24706233655761903,0.16945810120239865,0.24868209030330446,0.295795959393986,0.11818730581256406,0.18228930870845575
7,0.27190450737800154,0.06998352086034053,0.19381141786338843,0.10293527824852096,0.23884325049557104,0.3597750848852772,0.2241540387581578,0.05330094133900969
8,0.04825309163315278,0.07748192895527604,0.07749663839729051,0.2449694274700665,0.044684109873841894,0.12235161407992017,0.12101236226718307,0.0516071217204944
9,0.1215725810504309,0.1215577316877813,0.3536543645699755,0.10767208129992144,0.31592992652608326,0.1646673065159529,0.25030423626495113,0.08677606765643067
10,0.3802995285130908,0.05044322708899406,0.3692469095332944,0.19225195480885632,0.4989276025133257,0.21285440881344286,0.08613737119532763,0.16000002906963234
11,0.05779638404360393,0.028264498296770788,0.12192760907085445,0.06582516597480209,0.6329082368368597,0.3491694973215749,0.17121163672422768,0.05615016949103862
12,0.06584765745593002,0.028264498296770788,0.12192760907085445,0.06582516597480209,0.6329082368368597,0.3491694973215749,0.17121163672422768,0.05615016949103862
13,0.134244904739027,0.14863539460068642,0.334743567724224,0.23435628842881193,0.42364819741498205,0.38705262847052796,0.2235226231611829,0.12835994352737673
14,0.09840838058265441,0.06808299063018228,0.15582798088842162,0.45732381361332913,0.6485651569213435,0.21924086292351572,0.02028405176319974,0.173190827344766
15,0.16556283127954177,0.07823785084905033,0.07928454170012539,0.3599753028227926,0.9800076649781703,0.2580718289053477,0.22938363659588637,0.11154203893777809
16,0.10601533620795722,0.05797932827172478,0.1924276768646876,0.37386442763679606,1.0310595269742828,0.23527726047624328,0.15556536859007364,0.07113815779071904
17,0.05541698349806795,0.08212606503598448,0.2099229239531461,0.4035843132522501,1.0371073736189453,0.2512157257715088,0.16426732354976215,0.07597538421865317
18,0.2539797059314751,0.12394058126933036,0.04312773765455697,0.05708550520821785,0.696498958112772,0.2563104064827483,0.008988120114028338,0.056969189237748054
19,0.2139978344069352,0.159474915713775,0.06733026833995417,0.2311963046005928,0.6050393740445568,0.12650377519498404,0.15722259003583047,0.02712006377564962
20,0.4341256910180066,0.1470788272277634,0.2581824959160198,0.26148369369459273,0.4716456129207049,0.1279987815150157,0.15373287420080953,0.1411081898989592
21,0.0070332876544207945,0.11904396814400921,0.12637261781489653,0.20801830328327187,0.5889906207296023,0.17907385820953153,0.23438644908938375,0.1942456681641467
22,0.6038597585950902,0.08070645104732223,0.13109631456088694,0.12185303586706003,0.5117842162693231,0.504085361946309,0.23604909854392017,0.2632673897065241
23,0.24196867020288226,0.13983533750847926,0.0890696066401461,0.31043643788086916,0.5224950539411033,0.4089667646710977,0.1320125343573572,0.01678357793293388
24,0.2623574970918996,0.12386509640563055,0.1327788345229461,0.35979751534966414,0.34105501290397927,0.671700393859184,0.1365392929226818,0.04480441354303698
25,0.4343230790992877,0.08915472163039807,0.04530497598961607,0.30150033295411405,0.5527704992447507,0.5310699390185358,0.27002919495723776,0.09910825835939437
26,0.11298832705105019,0.23454085166632255,0.19320626514755612,0.3139413400413514,0.6624836969353094,0.28749913807213456,0.2169259787019213,0.06725760025502753
27,0.04801940084817402,0.06696938884722851,0.15252868493785743,0.07781001866051615,0.5846041660698018,0.5182501662283208,0.21053521517694798,0.1461896623565184
28,0.3705184572543183,0.09643688610830024,0.1857530535668247,0.1360410211009148,0.5662949885729992,0.27409508705592006,0.13081429884214865,0.20388314550628275
29,0.2359039192290764,0.0593625687460779,0.22827766438616423,0.17243689014970728,0.7905354799801358,0.49468855578129806,0.19534267500820057,0.048282010623060714
30,0.5925144341385455,0.05750253789298542,0.12964081159246738,0.0925063074290938,0.8527781937915124,0.3177661047958226,0.2113342408299154,0.07524254326918102
31,0.0704071425563415,0.015384149302346078,0.23227916172831797,0.3025619087704053,0.8740151159852073,0.4222284974768536,0.26048836905369077,0.1316477596206174
32,0.11073654274064973,0.08732459737963737,0.22700891619460029,0.09036369363066354,0.8696515098560024,0.4561632223279225,0.38656071086397714,0.17768279394810585
33,0.07118747814024308,0.11239324021879257,0.1811596355404183,0.023516688658549875,0.7209954253899905,0.3071566995859959,0.2555061520406048,0.18982770670639118
34,0.421453355902775,0.14732899457760426,0.08392873870332355,0.01651035244608304,0.7028740977511252,0.10341261647270245,0.15696439497735487,0.20598317832362453
35,0.6776352428950958,0.12312573994663714,0.14185070856593204,0.11290717763825764,0.9135551016248181,0.10534254921350987,0.20509031975230543,0.10518397077759889
36,0.22873141057194973,0.1532977627336072,0.1515160754022012,0.04773532869785041,1.0265082525637725,0.29010659178934706,0.1909894959286029,0.15487238725445962
37,0.06954277146383514,0.14862211187702754,0.06496503806972612,0.12103548474690927,0.981483903945759,0.0953369171457169,0.19672498634731578,0.08872913163060125
