,amplitude,c_-4,c_-3,c_-2,c_-1,c_0,c_1,c_2,c_3,c_4
112,(0.16529545395420975+0j),(-0.10585404552620375-0.14613234122903435j),(0.09299120948792158+0.07621006919520976j),(0.3905180270225981+0.08501135804155717j),(0.05847527979138588-0.19896397315143277j),(-0.3432708005186399+0.6297699325592259j),(-0.12076717891763392-0.0576801128504212j),(0.14147407997083017-0.029802522834806278j),(-0.014673518551267466+0.011215457228793899j),(0.024870940558417324-0.006004637145982787j)
113,(0.10830459386385821+0j),(-0.050345645683831174-0.08772270476143534j),(0.03133869420374523-0.14108843209962516j),(0.12102461465664596+0.023332859818668006j),(0.016395730524729188-0.07757773041982277j),(-0.4757412829131406+0.7728850192865562j),(0.3179186265974302+0.12613723859661802j),(0.11118230385321462+0.0381857544458601j),(-0.010101813311284482+0.0753386326470329j),(-0.12281359044271213-0.024478515125406913j)
114,(0.3367110034702176+0j),(0.1255300516382799-0.08504981124276209j),(-0.06956949801599696+0.08098766619533122j),(-0.13446023127633863-0.07012896498121375j),(0.06143440156742788+0.0778584073968779j),(0.09199194651109491-0.707936460942656j),(0.39662129259359225-0.04538839656843954j),(-0.121561912940645-0.29117633748992416j),(-0.12029282392919129-0.016433533834296975j),(0.00021465151159205664+0.016679052116237582j)
115,(0.20121857189233294+0j),(0.04698469291635197+0.027425262337119883j),(0.07370483076725567+0.003663602906037504j),(-0.04235697166596711+0.24291736103423234j),(-0.23382727233511352-0.37868581651437727j),(-0.2547522869521449-0.2017941183664517j),(0.20829756530238197-0.29544211766177175j),(-0.091571437257767+0.018769572238852016j),(0.03282011312488581-0.04612506202158795j),(0.029099134512458394+0.08069189998896856j)
116,(-0.3875393521484974+0j),(-0.006583903697664909-0.12349879768631579j),(-0.10148675629984436-0.015692778327509666j),(-0.15703020148453717+0.01757426592519859j),(0.23926211167705866-0.1354619310277148j),(-0.5703439614603651+0.270223787610077j),(0.24442583613842456-0.02093453399625085j),(0.16831051069325725+0.115384141942122j),(-0.10038456793773731+0.09655835494613199j),(0.02023894305334247+0.043729110092507587j)
117,(-0.047027869323829685+0j),(0.06308094248489499+0.10821197179168435j),(-0.15262168883203603+0.1492785932465652j),(-0.19134117745074689-0.14922603995884098j),(0.4396058193887965+0.2899010302950703j),(0.24891830127057854-0.027786833155770116j),(0.44653025579639893-0.19265344489702468j),(-0.14078476589238956-0.08059217287426895j),(0.05666018014916638+0.003272168642432545j),(0.015337946026775693+0.035309056828299996j)
118,(0.23097174683872504+0j),(0.02230723845022656-0.06754005497022736j),(0.15119238271679547+0.11430505078926281j),(-0.27192912468366837-0.0694124186075927j),(0.060775937708988426-0.08558381870693514j),(-0.5112132707843404-0.42690962655951825j),(0.1401965850405553-0.09034025987100479j),(0.08841029235340883+0.18951318876832018j),(0.10464019698363805-0.17699037948681312j),(0.01040226912387308+0.08252921935305778j)
119,(0.35706350490660677+0j),(-0.0030833031409774336-0.045984806782391356j),(-0.09526794169630293+0.03042783976469366j),(-0.06186328573977942+0.019245882809810058j),(-0.36649127235842727+0.07424976557534889j),(-1.125736585881477-0.270398657472539j),(0.24182260675963185+0.17753883626429906j),(-0.002854427609985284+0.1058404745990621j),(0.15986262138236887+0.06153506705673547j),(-0.026634148362575556+0.02440366051685526j)
120,(-0.04788626004924257+0j),(-0.08173690642664211+0.1570304935631462j),(-0.06269140226414543-0.19607421779029302j),(0.0031388857375221277-0.07268361444926438j),(0.13030069054844345+0.03192211636605659j),(-0.3203662754078653-0.6258602874805823j),(-0.20097714196122585+0.17451701018185778j),(0.07862015531275594+0.15033977084780617j),(0.03594403368274544-0.06537974577038522j),(0.117471743995086+0.02712218422188173j)
121,(0.2261645285500618+0j),(0.0330370164346794+0.04257937713737946j),(-0.1890693010181785-0.03969653057778968j),(0.05907590587250623+0.0009266007860751595j),(0.07887061519799776+0.0768943559048025j),(-0.040349515182502585-0.8781165296243892j),(-0.1895521156330666+0.09271528968379535j),(-0.16846064369134134+0.04858481103161481j),(0.043565615122881235+0.15088970767334586j),(0.028813118029881415-0.06433195144240228j)
122,(-0.2955601837359234+0j),(-0.0013344869216043685+0.00040918932101421945j),(0.008554032348077799-0.11094779020372394j),(0.017367998901252915-0.06325002666689786j),(-0.1950902316847396+0.0037661759660053973j),(0.00656208666347477-1.1122482833427347j),(-0.1914836370533827+0.05202682755429312j),(-0.054799046010281766-0.004696457617077127j),(-0.12968302655773326-0.004559645060971805j),(0.02582977068847829-0.07189491582285693j)
123,(0.04494493248499358+0j),(-0.0019512017045419938+0.10207670238089399j),(0.03347999274701217-0.018903960439941907j),(0.06460218081458387+0.042435543324798146j),(-0.23895882109545238+0.18284947039307115j),(-0.5859180199800472-0.34440229607633144j),(0.21657045830653146+0.04510389089297841j),(0.03444416205526616+0.05686989889636901j),(-0.12690364948248029-0.011657030249458317j),(-0.08731951479550622-0.09774844756457818j)
124,(0.08913539038424018+0j),(0.05480586358556372-0.04760320187639845j),(0.030914541776632675+0.09506190206110118j),(-0.11079353846321235+0.07922808758720824j),(-0.25649921601580183-0.03811600069189994j),(-0.8937307966644839-0.981404309638044j),(0.02885311098851083+0.2372418463551673j),(-0.2172932957412566-0.059055995006942j),(-0.046099520432347905-0.04888251289782616j),(0.06596277945000845-0.07965492070358941j)
125,(0.0168458035228925+0j),(-0.020786991013984214+0.040107319580879305j),(0.034686314501797974+0.17030140397303856j),(-0.07276503156906394-0.05634514548752502j),(0.4324147084140529+0.136377699217592j),(-0.10465830801484488-0.6507365854312267j),(-0.07067694224960286+0.07202414340648988j),(0.18251510872174873-0.35033343874995393j),(0.05235003117020695+0.07121379741157033j),(0.08047272297167916-0.11508850723612869j)
126,(-0.1588837263728115+0j),(-0.015109877992637981+0.005848128903047488j),(-0.022679047010240903-0.00125928075710447j),(-0.09593879689383712-0.16296842349671667j),(-0.0016296925924780131+0.16812189318828846j),(-0.5975633318759588-0.5342190508405665j),(0.3613646467042037-0.24143216517588148j),(0.10892434376097312-0.07531093455675748j),(0.034407435344694176+0.10448966288153862j),(0.05127536689158959+0.07303781184502431j)
127,(-0.1799250839036305+0j),(0.043067277366470244-0.06172596918453058j),(-0.2124895201704156-0.05057829783552027j),(0.12574027183570707-0.06565790366288698j),(-0.215846047479539-0.14863319861796995j),(-0.6363392816463542+0.24251068305231277j),(0.34500309895482417-0.007904113071756591j),(0.044532749406751275-0.020528465605602172j),(-0.12410900608021387-0.07798910169210972j),(-0.07194615633071648-0.023774237370214907j)
128,(0.1566358478230766+0j),(-0.05919736341568796+0.04401332829652j),(-0.10249676448091072+0.03702420121872686j),(-0.024811580882244652+0.19637574086186302j),(-0.19420553211600125-0.19632820199540782j),(-0.15486882776418084+0.5187325468705315j),(0.05897240853264668+0.012135382083278957j),(0.17558066862089913-0.2701076128129466j),(-0.0348987538189308-0.18609285915777088j),(-0.05336872575990102+0.06779825407110787j)
129,(-0.06851213414854349+0j),(-0.10252809536218462+0.008978000044109187j),(-0.037551524321593734-0.058838964695840316j),(-0.03067208705026185-0.018328448502782146j),(0.017426056779075647+0.07604012365612352j),(0.11313344121317423+0.6992629456853218j),(-0.022306379501748054-0.07557539650214906j),(0.16954533434235103+0.09437745968636355j),(0.0306191824163774-0.0028659066398742383j),(-0.017276278252625617-0.02489207807601436j)
130,(0.0055542384466367445+0j),(0.023210451407303392+0.00044661014556685854j),(-0.054803072517947964+0.005593615594508376j),(0.031034519760799992-0.0826300177905056j),(-0.24437810693485817+0.004969520640658989j),(-0.24907575338679677+1.1007908743060588j),(-0.17275534045654212+0.07606982447661194j),(0.06232387957126927+0.06754112097307487j),(0.015795721796175582+0.10000886328409911j),(-0.003225484850586935-0.09795373192931808j)
131,(-0.3518573814464015+0j),(-0.08472089862784866+0.01576978031172676j),(0.10272653094941794+0.07284625899426583j),(-0.06938738638162165+0.09365686103299542j),(0.13352325784454627+0.19055733713803114j),(0.6468491766339596+0.7131426218933465j),(-0.19169554158010443-0.2928610232995491j),(-0.13679106000379704-0.06419357868468349j),(-0.15586770041493025-0.008290288048159402j),(-0.08800482563344753+0.11197618481735776j)
132,(0.01348064410337374+0j),(-0.0003712633681833277+0.08907164364719895j),(-0.053057025202305805+0.03161302106915693j),(0.0184348390056521-0.01946177632941673j),(0.0036915772039365826+0.0774536166227296j),(0.5679577762925792-0.2741645434343146j),(-0.20997870586966338-0.3588653460146254j),(0.12343217770417775-0.30923878373160724j),(0.002511042976290105+0.06450208032239654j),(-0.06474351622712043+0.04076988287536337j)
133,(-0.18298251334477805+0j),(-0.07577522815601592-0.10225395643105678j),(0.04185389264451132+0.06548460903254574j),(-0.18593881549804367-0.05824102540130456j),(0.15627715366643735-0.10419781238141493j),(0.26471097677098454-0.6060372519815608j),(0.013584417207590106+0.0005644955446019451j),(-0.029056193438412176+0.1076563928700845j),(0.02846486632092085-0.061346238015625165j),(0.0458894157548934+0.023790851796666547j)
134,(-0.053401320016057+0j),(-0.1863349409935484+0.019618150049161148j),(-0.2640161858153412+0.04723455760665133j),(-0.11440876062592362-0.04210932974529387j),(0.0891458302991181-0.19409392657895166j),(0.16749396223029855-0.4012423472916995j),(0.0633464364861936+0.03347538868652886j),(0.08155447708518317+0.16102285639696445j),(0.0779711749290137+0.06561593340695493j),(-0.12923122610047133-0.00629443188819738j)
135,(0.16598898787547922+0j),(-0.04093526568806606+0.05053387541928372j),(0.006314539244688597+0.049100222259446095j),(0.025597317552874546+0.07577900847552055j),(0.12231556883856547+0.14457566010640754j),(-0.03362846477263237-0.8439774626909295j),(-0.0051238286670428485-0.058352578673413716j),(-0.012540676943246377-0.003260276067227466j),(-0.005809928674289321+0.006981161817423963j),(-0.03190146346858808-0.11147462431342633j)
136,(0.528243157147519+0j),(-0.013458788884280893-0.11017231796411667j),(-0.05654184950630667+0.04555718036504811j),(-0.052685887871248185-0.1782777926657391j),(0.31640708707188636-0.1848428804756087j),(-0.22233757371478352+0.09243611594029644j),(-0.16023573393574153+0.03632374702950559j),(0.0356903512568124-0.206038708630108j),(-0.0008046087084480763-0.09045730717235188j),(-0.04276740461050264-0.038046246615304154j)
137,(-0.14663638102001847+0j),(-0.08774340092021851+0.048492335392134434j),(0.014962081989679042-0.1325534789401549j),(-0.1429112317834936-0.018951138818649904j),(-0.2937563402791613+0.1130799217952917j),(-0.38712612174797084-0.0037859109157203363j),(0.18487788511085318+0.050537756286583704j),(0.03124934595511633-0.14246358628829212j),(-0.06936669493870029-0.02205684782509248j),(0.016436561409839033-0.05260119666689616j)
138,(-0.08957585429651255+0j),(0.07643971549989122-0.01102075761548598j),(0.015173505868464644+0.0797453621517947j),(-0.024526056047820672+0.06376460391038485j),(-0.017193679541759738+0.5631284638000063j),(0.6531732626835678+0.6484704908297138j),(-0.0415158173955336-0.3672951480611359j),(0.28404977205947535+0.10039259443801035j),(0.08937494898015914+0.1491856283925343j),(-0.0649642548412544-0.013259077915646664j)
139,(-0.5930159247971747+0j),(0.05781355965723159-0.0006151299901608967j),(0.12307125276951755-0.1151424499660974j),(-0.032180021154093685-0.11696257538395775j),(0.026127361051384725+0.3823813647136978j),(-0.21233447105998546+0.33130493240215036j),(0.07139990643274988-0.08698087838353584j),(-0.09340235412733575+0.1710073451793432j),(-0.12791582155756734-0.002501977190051692j),(0.04805770870823135-0.08132236275309293j)
140,(0.6353044397247685+0j),(-0.07300982047960833-0.053340838343614305j),(0.003607776562559551-0.09403369081624498j),(-0.11474363609264777-0.2654393663773823j),(-0.14079095750649334+0.41510721382983684j),(-0.056553896381029284-0.6436372319031427j),(0.09816760707168994-0.3357401543998588j),(0.21622769479525714+0.050103360245615444j),(-0.22161026851151697-0.100955001902844j),(0.052165765239788206+0.012993042086803535j)
141,(-0.013116999051144163+0j),(-0.060841021361389094-0.01406506445096954j),(0.11192579778737966+0.02734499772074717j),(-0.06720189946703696-0.049628115983884356j),(-0.3837623240673758-0.3232524870355613j),(0.7323530491777418-0.3573014014340814j),(-0.36409401040571926-0.32560252619265095j),(0.05259299958983347+0.1009269615627045j),(0.1585096609246425+0.03812957823475763j),(-0.044729080204411846+0.024178656664953963j)
142,(-0.14660410990098116+0j),(-0.03466099901381878+0.11416963931792237j),(0.10527849066683452-0.13725843740800447j),(0.04675223027728813-0.10987559428067742j),(-0.5453144339349154-0.2466611970825759j),(-0.3991636070476514-0.4458838162882658j),(-0.23992067711011925-0.01959559826474992j),(0.0769303748375144-0.18049317345593602j),(-0.14480445258091046+0.02045997869712321j),(0.0865241209853433+0.1242901402954961j)
143,(0.05466869582606715+0j),(0.05614938378928555+0.049730074907716054j),(0.20410512611974924-0.05995082149525612j),(-0.10531353035923693+0.17378599390464722j),(-0.25999796096398103-0.24213219988572907j),(-0.047142332427055234-0.09799381260649895j),(0.02371670397174208-0.23605578641373554j),(-0.03330723756223301+0.25268637241549113j),(0.09378603947150489+0.010835778421454428j),(0.0896838565034314+0.002827959079969194j)
144,(0.05857257845712349+0j),(0.015608525055773556+0.037934749492835006j),(0.004012058131587646-0.04848011665228952j),(0.1791354868124003+0.016599028583285692j),(-0.09329312504611746-0.1188145772325169j),(-0.33360901417205224-0.027693580171113022j),(0.4833778755210888+0.016017652552372336j),(0.1626839034269199-0.09716124024128991j),(0.09587277004663983-0.01565325323496546j),(0.05864307541222201+0.0432492484562411j)
145,(-0.19203670045018123+0j),(-0.07269769626388775+0.02573351952936015j),(-0.02655052802444976-0.03809911049470271j),(0.18454994180826556-0.16293558011747925j),(0.12673833409899699-0.2220999340853965j),(-0.5856679402424061-0.018206687782176212j),(-0.12716027860736112+0.0027376168591740236j),(-0.03476907445179281-0.23045899578508192j),(0.045427866832586004-0.10230176182128733j),(0.10972563027962423-0.09699360846904811j)
146,(0.23086886230290876+0j),(-0.02597267605658039-0.02406057550699132j),(-0.0361295186239076+0.1306536129052023j),(-0.08262722823588707-0.278510291723871j),(0.03796601686798955+0.064236401466937j),(0.3432205393148253-0.9277700413475526j),(-0.2503328331603689-0.21816776974644264j),(-0.25168276820249347-0.019043715310009215j),(-0.11492101623307382-0.12093721353077735j),(0.14649812366835777+0.047193688127749j)
147,(0.124948672247723+0j),(0.10065347639778774-0.035821318836287364j),(0.26429306203912767+0.22905270661175772j),(-0.08247700685133846+0.16900666994678648j),(0.12226680329423571+0.06129472019409299j),(1.235307697668109+0.03510823416807358j),(-0.24526286595178226+0.21078074667281183j),(-0.25038183417499676-0.014727286864776555j),(-0.04033768636360146+0.028728396221319875j),(0.03220680808986867-0.021837599532517057j)
148,(0.07040288278263318+0j),(0.04837669722787635-0.08399597970440571j),(0.17621951612625744-0.030275784140438168j),(0.03878971859076011+0.261283050392074j),(0.17396444004875683+0.17080941419436121j),(0.20466756009179515-0.5060122106686079j),(0.32649777295361454+0.47382369998008966j),(-0.3466396001009253+0.013795345389498942j),(-0.1603231143546955-0.2353055494509984j),(-0.07146106064012898-0.02040222316413121j)
149,(0.19914167285037437+0j),(0.05509855853217755-0.027029442452401856j),(-0.0029470983452838263-0.04178853067499343j),(-0.19351981844028507+0.006683988705559085j),(-0.349532503749821+0.038044577017161484j),(0.7952573356453234+0.4789245157047049j),(0.19782697978476002+0.5240204800669996j),(-0.20343041637250278-0.020529227634947574j),(0.14910266688254314-0.11097494277350371j),(-0.034738197033749946+0.13119873924436376j)
150,(-0.25267976833908834+0j),(0.09384295796208593-0.06927370182694459j),(0.04695125792430149+0.04526519706396686j),(-0.03740441811543696+0.1905154345307784j),(-0.25562637618659845-0.06399683413490853j),(0.6714557712994679+0.30741782880892154j),(0.1870061811638598-0.22750380215014376j),(-0.18578547870298512-0.09455381018276707j),(0.004717802769134138-0.09324871255321121j),(-0.05575964267655272+0.011739151873001112j)
151,(-0.38172813697492874+0j),(0.06378577098368296-0.05290604649409408j),(-0.04361859026538082+0.059179789880220164j),(-0.151153879781694+0.14151538549387765j),(-0.0513327986365345+0.04575745852070707j),(0.6154855315722295-0.44971761057256593j),(0.05666571115656775-0.21569814296085463j),(0.12340389806201771+0.037167122641649494j),(-0.17698238254290155+0.11891728242155906j),(-0.013334131846116816-0.03251145523599784j)
152,(-0.24544203165178438+0j),(0.23834967545894659+0.04488939644429232j),(0.21073681419482387-0.1918931744006192j),(-0.13116338123934332-0.12055879338399123j),(0.06507021887382057-0.10457573673588436j),(-0.5402738608564803-0.540877948976596j),(-0.1891007947898679+0.15782370083995656j),(0.09694636963495532-0.018792011641339146j),(0.15224801255907192+0.10380922689879965j),(0.06027164530589925-0.05439757541009875j)
153,(-0.2270832794572024+0j),(-0.05412965938612792+0.1187277776827215j),(-0.09248347557005741+0.11457168675898148j),(-0.0699729431747417+0.14537069218790336j),(-0.10676102019346591-0.24847157445704485j),(-0.26894575170727364-0.4409204298438724j),(0.020345861303961252-0.03976076216279724j),(0.09195740659083797+0.0963012898287756j),(0.1395781880142884+0.12599125101184436j),(-0.10700771049584637+0.12750809628530477j)
154,(0.31481487464424673+0j),(0.019696384575324646+0.004546314742323997j),(-0.11294043977507218-0.023725248423889102j),(-0.30869571869349877+0.03826922267877076j),(-0.14896565295046565+0.18907494396544092j),(-0.5484977910563671+0.0961143320601832j),(0.2640573312619228+0.23290769257497368j),(0.11418670425213424-0.2262729801704319j),(-0.024263499168498844-0.11861756213201916j),(-0.006995940475183234+0.010756180616324303j)
155,(-0.13401829349307984+0j),(0.024586882592291873+0.0521696202122794j),(-0.028122231181652906+0.03904382123322532j),(-0.13410911928837843+0.1328398227553463j),(-0.47179289483917564+0.26566879825511575j),(-0.37514229748224637+0.08749309171804386j),(0.14435276456052956+0.43743543857752804j),(0.0674544607297672-0.07335284372128234j),(0.16060269907141542-0.050334615660998776j),(-0.030195058795563463+0.006946500706900283j)
156,(-0.23203294201416796+0j),(0.04818844480349711+0.028309313369604086j),(-0.025361918376249057-0.16904630893283673j),(0.20554908999619145-0.06917502293500173j),(-0.01821459647285971+0.09817896409153731j),(0.23323287408112398-0.18608896324396773j),(0.36427005893086545+0.45154971198589255j),(0.1631726484839196-0.04596710958895464j),(-0.03037582570525586+0.009978076719280863j),(0.06738747597294643+0.08270801619912829j)
157,(0.21547867031876072+0j),(-0.07866837864859227-0.02753290059647194j),(-0.022249822168296317+0.11847305222487872j),(-0.005895849494854135-0.11205850856512953j),(0.13639892587087668+0.06732625992804159j),(0.17567493948438284+0.7202289779433451j),(-0.03065400387748072-0.16966356830082988j),(-0.12635768894668775-0.021328556309626743j),(0.06280198159247465-0.010597638630982896j),(0.014521781652291775-0.05975232583845831j)
158,(0.15797049098146107+0j),(0.014404625159148804-0.004635986417342593j),(-0.03907510459464672+0.07819796247231192j),(0.07239567785175087-0.04774007655822452j),(-0.4292157456797146+0.12131038997757364j),(-0.5477828032623442+0.6881772729028737j),(0.1489428195739002+0.1641954753639518j),(0.0890934149001853-0.009463862086992798j),(-0.054376960259195355+0.0011705814845323287j),(0.042015200655350915+0.05880874187320875j)
159,(0.19752316220621718+0j),(-0.06703083415487092-0.04924641599998675j),(0.09737887454154066-0.10424923854670246j),(-0.023232687019391178+0.15611251148077432j),(-0.04181348814934783+0.24599228023552827j),(0.4411625005860942+0.27404309809834543j),(0.08377971373255078+0.11266528450089427j),(0.09309187247896372+0.12655524259930925j),(-0.050552365628457545+0.0614173727209099j),(0.0064076319699653125-0.003168006106449247j)
160,(0.4344944416702474+0j),(0.04109040258774384-0.019431763442409978j),(0.1908784866504838-0.03918831865003122j),(-0.02312389041133306+0.10790232585143884j),(-0.02551263673508797+0.30333050210970103j),(0.7868595734052454+0.4178366560621828j),(-0.08652122911635922-0.2874622173940503j),(0.18208684062615102-0.04713944512522195j),(0.02118610444531907+0.04606730067064936j),(0.06295886660253987+0.11660636228699758j)
161,(0.33831115429465336+0j),(0.042113074116572405+0.03500897290715849j),(-0.1450969386575713+0.2724683012201119j),(0.33404252703887444+0.020216711727593137j),(-0.1110030220582314+0.40728967778804426j),(-0.20773604351595373-0.11661073180633251j),(0.2991776796266746+0.007281888819455653j),(-0.0220948283254394-0.06943190569653125j),(-0.17905960784675778+0.04190284805067589j),(0.05564035154049265+0.03377356756908163j)
162,(0.03845295044589181+0j),(0.06035569210886802-0.1378018796097435j),(0.06972298499491564-0.045504802421136005j),(-0.11617770829912165-0.030528897541615366j),(-0.025874793992704995+0.03828622037558411j),(0.0993593203580734-0.6469725715188073j),(-0.11807947217797723+0.29925788483714205j),(-0.1481375530228997+0.18282741070672187j),(0.2096344176602679+0.017879873638375787j),(0.06932933884788754-0.09981518826890688j)
163,(0.16624876386095538+0j),(-0.08429084722196666-0.047269438132634234j),(-0.13136721041635493-0.04241971613574456j),(-0.2183786048379257-0.10133064996254251j),(0.16715280141336852+0.13901509271494827j),(-0.28485038735308416-0.7007720616105716j),(0.11436241814122589+0.05701993292205228j),(-0.017302659834419934+0.055945649072297876j),(-0.1387896504018545+0.020794786329894264j),(0.08976041355325325-0.033071416372712256j)
164,(-0.5641608319819669+0j),(-0.07854833907283483+0.03722290984920888j),(0.0028954775504262155-0.035939498484380036j),(0.12022903698210413+0.02223757452377894j),(0.4708254341227784+0.19985223240300423j),(-1.1133815269851466+0.24807452838353003j),(0.015214352438662704+0.09686074025618993j),(-0.03834988430658724+0.1343471058255022j),(0.11658297041262625-0.04538503238224774j),(-0.1376177019765124-0.1266393310562697j)
165,(0.45817793145766195+0j),(-0.08673445684016129+0.022017396621502622j),(0.003088027449612009+0.02773559167339036j),(0.11383946912593992+0.042967374655819894j),(0.626063659706682+0.08810969274001805j),(0.03690905462327023-0.25830571212117j),(-0.03859814832350543+0.2545806647943097j),(-0.05728972613134499+0.3420140317885493j),(-0.06845932619557991+0.1548380067537038j),(-0.07052017182939407+0.04914785336420211j)
166,(0.14031714577703952+0j),(-0.13151497547534585+0.12831355756115131j),(0.07004725841878488+0.04397893026635318j),(-0.14680238732624443+0.1218458058841005j),(-0.18123690380838087-0.14658078434761923j),(0.32160529622837397-0.5444889806040369j),(-0.06373378157789794+0.2668605564940957j),(0.1444907405517626+0.008610385097924382j),(-0.05642289997966325-0.0985787868916082j),(0.0744966666860611-0.013867193430168151j)
167,(-0.2721614066049254+0j),(-0.0001913448653479607+0.03310367653311985j),(-0.0038576382009123146+0.11620822772637687j),(-0.10079674510094302+0.10568496525888604j),(-0.2794736347038335-0.20967324697558137j),(0.36367142842775513+0.43646145906571926j),(-0.020177001125010714-0.11950943874986125j),(0.21798962914804246+0.1488301686230854j),(0.06267597451564862+0.08931243298394795j),(-0.14526046073080387+0.012816045331458782j)
168,(0.3200688888103095+0j),(-0.02788144469666326-0.01733259812071352j),(0.02295250064842312+0.08650389706951159j),(0.040193097760357885+0.23348490234129027j),(-0.17721522100598588+0.11792972408265359j),(-0.42024706997410655-0.2806032097442467j),(-0.12043462694856545+0.39099277896732215j),(0.16632347524455032-0.16656540942364365j),(0.15517863832430778+0.031180199874690586j),(0.007355915054422809-0.10753346191940276j)
169,(0.2595463097514604+0j),(-0.03888600319123449-0.006543919779522862j),(0.020536689912363487+0.027917934643714847j),(0.13220784479616582+0.029062072256799944j),(-0.051061226264209024+0.22861029810999753j),(-0.45511634333903295-0.9043978512578654j),(-0.04457215327266175+0.27861037876162503j),(-0.006879470662571309+0.004593493122693883j),(0.03129274277281649-0.13417048696924533j),(0.09435499802726338-0.10585790251924754j)
170,(-0.24824467079685364+0j),(0.003479132686506778+0.043827372475043924j),(0.047533289643785274+0.06185159794033513j),(-0.21777908670192875-0.08816402746651389j),(-0.21359423579745535+0.1700671395782177j),(-0.28066382266647716-0.6716084526034015j),(0.22640464399888088+0.0766500816022883j),(0.2257214116765328-0.07151332576578905j),(0.0418203917861743-0.051385531419845004j),(0.002360121905589806-0.07709336984911859j)
171,(-0.17233662944866865+0j),(0.032591294382195025+0.06598914196253317j),(-0.0749312412499516-0.07628279997085485j),(-0.11276877311573173-0.38857062665241104j),(-0.11648972624740797+0.4422412356707405j),(0.7693272831696233+0.17269032268784068j),(-0.10062421841002016+0.19923047551216613j),(0.07939621481835188-0.04582871139421621j),(0.05567274027634188-0.08780007637593273j),(-0.05556172821112082+0.07686348054108061j)
172,(0.056977150844354396+0j),(0.05449593100849469+0.001068804491190259j),(0.06028797060716411-0.03728579010784252j),(-0.3167412585928193+0.07962463333036213j),(0.13388616060780473+0.25742348607334853j),(0.47592863774168204-0.1094273735574996j),(-0.030533459464159377+0.43304308215463777j),(-0.0462975629911241-0.005672036742357146j),(-0.04567673453883503+0.05794666989047244j),(0.07888523060415642+0.06292857856018118j)
173,(0.14710460703434008+0j),(0.021387318765662827+0.07947362328944628j),(-0.14887081738785563-0.07573184424935628j),(-0.1878202458479733-0.06484120998161415j),(0.07375115379680139-0.005974215656811492j),(0.8969050591743698+0.04762055067469093j),(0.04389098229955621+0.45258317320648567j),(-0.16663743666462205-0.08073480731868075j),(0.09378699087648582-0.0556179787045748j),(0.01432719930701361+0.0344898776623692j)
174,(0.10294790636068146+0j),(-0.17473014851326243+0.040291644330205566j),(0.06934924021149111-0.036686703157287406j),(-0.10018052888355675-0.23317556659471683j),(0.1288281496120123-0.2433596855331205j),(0.51858868409901+0.3815022638698464j),(-0.08865454636848258-0.170708507230313j),(0.02201108279121597+0.10683996432942505j),(0.08700878046933862-0.08271784617079196j),(-0.13111381645568093+0.02781869428721281j)
175,(-0.012172617195418234+0j),(0.061133927067145225+0.09277159602631227j),(-0.05988253976175374-0.07642644043618485j),(-0.0028151317140280886-0.0037548629483067433j),(0.204792696153556-0.17917640242813115j),(-0.02193168606030763+0.7397890003812782j),(-0.5575352138780553-0.03659384897353617j),(-0.2439834712676496-0.036227518195706264j),(-0.1957490246125147+0.03391582256504744j),(-0.055738186841002284-0.07385883093578872j)
176,(0.5967592016826077+0j),(-0.0415989919035461-0.1641804229283102j),(0.06672159794286557+0.08730521464046735j),(-0.0019508669024349695+0.09493920841206183j),(0.19404065629369194+0.38742376601397466j),(-0.5259347083156581-0.1654009613935815j),(0.4485286634026994+0.1499879017298137j),(0.22958831988311915+0.06866965373284926j),(-0.07218786949745798+0.08963880060017514j),(-0.06801191675612128+0.08630273520071252j)
177,(-0.01173311070491935+0j),(0.10431898717160361+0.07361929884235159j),(0.12531761858389537+0.11501222421694629j),(-0.08766649154684954+0.10715237344398916j),(0.07160379149574675-0.24206777795232512j),(-0.49220466665190454-0.1603937185892039j),(0.5368688425605066+0.22292174815506233j),(0.04412379035056745+0.10186183244409029j),(-0.030566508130593896+0.017852570537960098j),(0.0497379848549655-0.10797494549423373j)
178,(-0.5573515995205442+0j),(0.1439493483492591-0.03893543377503278j),(0.15035285301776807-0.01335162527849193j),(-0.04508359949647224-0.20243396176972653j),(0.3232684036756711+0.43050515265327854j),(0.23261925586612298-0.6056428213826984j),(0.15092071611161792+0.08434793874240333j),(-0.20616410769852775-0.06216696871149508j),(-0.18322424002637977+0.06816696096660466j),(-0.024282215690055342-0.011627974035826058j)
179,(0.17872326962557053+0j),(0.0675154718800831+0.06111143667998428j),(0.037443063964791454-0.042619472948877524j),(0.09238979310383523+0.19036070262415863j),(0.09423413293717822+0.191114058477382j),(-0.6426337476598208-0.8405336642468502j),(-0.15489332624009644+0.08056606948628331j),(-0.1998928392818046-0.005864778476399027j),(-0.06752821188134422-0.0017555867844181935j),(0.05860383024302708+0.0795870430104266j)
180,(-0.7799010117724052+0j),(0.1404900938740849-0.23307035687010974j),(-0.11414716809270312-0.17293681461097452j),(-0.09656278308557091+0.08157320198296647j),(0.10559613609529675+0.14782577559149618j),(-0.09781336190956239-0.23067807438887605j),(0.053981157769038335+0.4451945002002108j),(0.04198671408559141+0.10947428346353166j),(-0.03784115160626781-0.12774047076371367j),(0.04747625976066896+0.025551807282266227j)
