,amplitude,c_-3,c_-2,c_-1,c_0,c_1,c_2,c_3
174,(0.16135891304846112+0j),(0.065858192113534-0.007235278417833876j),(-0.12571266837923575-0.36764086212947705j),(0.2343342282855263+0.3607620989513037j),(-0.23737450953942432+0.9730506143621179j),(-0.09261130194564116+0.21171874581621986j),(0.006229162470092808-0.01744896588001335j),(0.06375727421024707-0.016490189010226038j)
175,(0.17314719384936528+0j),(0.15916969002436487+0.05717290309052142j),(-0.09444048445113007-0.271197513126312j),(0.1763496017457143+0.4314222176825115j),(-0.15622530202576876+0.9559162061404867j),(0.010561713507330444+0.278697711947052j),(-0.00934458529925776-0.03778593640186652j),(0.0699037248012227-0.04771779880244137j)
176,(-0.008538638408291277+0j),(-0.16534649946363653-0.011467391273438467j),(0.031217766591640876-0.2113387027132016j),(-0.07266117089546456+0.30278798169455334j),(-0.5180610758904988+0.8401104138592663j),(-0.20093894017558409+0.40873410286937045j),(-0.16467506260461054+0.12872189744319246j),(0.017352930827805216-0.024747046708821843j)
177,(0.23383701407210244+0j),(-0.13605886183739493+0.0417356042944137j),(0.05518261126150585-0.20992168551512463j),(0.09959372232091582+0.08398740234418835j),(-0.7253421864056565+0.3906223714887792j),(-0.06991235441077226+0.4983492285322841j),(-0.1950968709495025-0.028438233332471877j),(0.08163876841879562-0.12490895385853396j)
178,(-0.16519419563275559+0j),(-0.0036852225218455686-0.10419944752708805j),(-0.03502670082899576-0.12824318708772742j),(0.15231232627011737+0.04508062674288858j),(-0.7391597533638185+0.645661642662157j),(-0.11479724867079046+0.5331577695217119j),(-0.21093572446709735+0.003888974459060699j),(0.050331317527398264+0.006793956834010193j)
179,(-0.3076129294968779+0j),(-0.004203427793665809-0.028514706246102986j),(-0.006481452909404524-0.14241865578609722j),(0.16212008747686543+0.19711271241117675j),(-0.7378448743375745+0.812344094967615j),(-0.2236232381985538+0.3832059172908392j),(-0.056465186769450615+0.07870484515398016j),(-0.012180145780862205-0.07627140572613947j)
180,(-0.0760016007304602+0j),(0.060082226598826796-0.09089243696966691j),(0.024435024827717866+0.009734579265760167j),(0.0840944536107277-0.038345350473898074j),(-0.7387065907348432+0.7791715583599199j),(-0.05113272772814112+0.40380437904289684j),(-0.03356525256061783+0.010444177263584566j),(-0.05158213981834296-0.020469009346605782j)
181,(-0.055653211441078876+0j),(0.011092579295352248-0.0029912036157388744j),(0.20315454679571449+0.08600893032567225j),(-0.00307391044377482-0.025118178852751565j),(-0.5657350163186068+0.7808093980529907j),(-0.012070295264172692+0.13891917282268373j),(0.013755342100801163+0.10790319280116811j),(0.04257481588389352-0.06299252510602794j)
182,(-0.1216923751938443+0j),(-0.017530226862813365-0.03696249991173576j),(0.048830910896680665+0.12081592163311032j),(-0.11057704267946669-0.2408269006181113j),(-0.7308627920858166+0.8050567492432311j),(-0.0413622905864459-0.15173999925826076j),(0.09590516011018871-0.02395251041115226j),(0.12078267161224952+0.024741286208089856j)
183,(-0.5642559935445385+0j),(-0.10266159930747831-0.03891107827848905j),(0.04113553509253222+0.030471022196525664j),(-0.06151900080037522-0.1893056588345136j),(-0.7442611821019084+0.6749747395409209j),(-0.16072717950506799-0.08461143949350225j),(0.08859049655299378-0.05576464230430826j),(-0.07639851034097553-0.15316246094856045j)
184,(-0.00496143838202226+0j),(-0.11543861387116187-0.08483069948700345j),(0.07007829143680165-0.015533595452870905j),(0.16889136730998094-0.0625591820320775j),(-0.6031545825633118+0.29607230900360626j),(-0.06538343082193879+0.1400847083654774j),(0.1127196477930873+0.01710420234614049j),(-0.051339567620796764-0.05575267248608963j)
185,(0.48493774689224317+0j),(-0.11146526987037988+0.04100906535136462j),(0.19439211984397772-0.13466727517416685j),(0.1841549483843095-0.24343742554134035j),(-0.5824095303775692+0.300735128614568j),(-0.07994516850142445+0.06752723700653868j),(-0.09383340192679115-0.1777111559296341j),(0.2598435038340074-0.06436708738029179j)
186,(-0.22771171961469272+0j),(-0.010503234511603267+0.05358909915905932j),(0.10058712907724869-0.029051492040948982j),(0.02823779603152962-0.12822760105966932j),(-0.7789867313540269-0.34853237055742986j),(0.15223925305050795-0.09953422581720604j),(-0.1378858224923138+0.057790242543532516j),(0.014801593706199411+0.11920927724652543j)
187,(0.1806518555045929+0j),(0.05227153989572566+0.13655874850356045j),(0.08278267127919382+0.015563582941256579j),(-0.056846955950422585-0.06060722608949591j),(-0.7452645193023419-0.20331666922325103j),(0.15714820650057162+0.0033506284779275253j),(-0.05798175471987751+0.14183998306241158j),(0.012138756972897636+0.09563778884279461j)
188,(-0.16515226211664186+0j),(0.01751602194525868+0.14792083998795374j),(0.12051061277273797-0.2099797816133195j),(-0.014895749313945716+0.14495188234422812j),(-1.0978625194442992-0.24413588567087047j),(0.11205956813841719+0.008562427992898292j),(-0.002406405225099894+0.06232990911874907j),(-0.014975092625729533-0.0329333556880128j)
189,(0.3069709823248557+0j),(-0.05178284677401299+0.10879946555539557j),(-0.07322699149843276-0.13806498137921736j),(-0.08802501657518011-0.009874688893011997j),(-0.9498368914468183-0.5471594374604289j),(0.08211133234984336+0.004318355499123294j),(-0.09804134781628372+0.05327672199127239j),(-0.21112679769795112-0.019213485371727654j)
190,(-0.09788351871394045+0j),(-0.16731174195439288+0.09365370169966833j),(0.10085715362470368+0.08314165303668619j),(0.04718171295011089-0.18124635389971844j),(-0.6740329423217108-0.3410225809445862j),(0.12463219108840295-0.0023828356690275693j),(-0.25960841374681215-0.0655785526419676j),(0.03755672972347658-0.039949827658458455j)
191,(-0.35572475844199974+0j),(-0.09249820192571331+0.06848517990590341j),(0.18815076287371058-0.08532013757556117j),(-0.006727878847438001-0.15425550729539875j),(-0.3556132243954045-0.8585123509060187j),(0.25446962942043544-0.047959144633489895j),(-0.16489587968918237-0.04817703196445051j),(0.023116272767077978+0.15172584847813042j)
192,(0.5990375223599924+0j),(0.07420376402759167-0.06871987687336828j),(0.22118776954207214+0.057575844240728175j),(0.057056280244571836-0.26593053636222447j),(-0.2806237823813984-0.7560255988546475j),(0.3582313323520346+0.03970717720274633j),(-0.10674156669617932+0.01757293873973757j),(0.004917209020081213+0.02853963866334002j)
193,(0.19172865385860016+0j),(0.06122430039942908-0.016423801656349962j),(0.17114238211058236+0.07639010308531662j),(-0.17060390790595537-0.27270501523806673j),(-0.336313289726635-0.8507338063625568j),(0.44120948436854895-0.11330205918644237j),(-0.036685913056357676-0.06165324085059633j),(-0.07232217705101765+0.13417341842922365j)
194,(-0.029030455686517617+0j),(0.042111104744348704-0.06917803048844856j),(0.06372775130350253-0.03939260542266809j),(-0.13965977930814705-0.4299122335536767j),(-0.5316031360948452-0.7562018770854448j),(0.3076041109949849+0.06436308474094707j),(-0.02656667707672361-0.017217163783965456j),(0.018744154058596835+0.10619850864593168j)
195,(-0.15475940906242225+0j),(0.098485843194079-0.06783090732000616j),(0.11636223228871612-0.03572317787094375j),(-0.05551646040239562-0.09376754422927379j),(-0.7622506680540603-0.8726876715057532j),(0.22003835177300657+0.008967225394368748j),(0.022451013678540598-0.07745506518128374j),(-0.10154830825888593+0.06337809833411603j)
196,(0.05034839422835324+0j),(-0.031741181898163454-0.04564547776375263j),(0.07535593015061781+0.04358621619213511j),(-0.17264139914097684+0.015466480639842769j),(-0.7116405236335569-0.7996597055086591j),(0.28045307297138206+0.09082699382307581j),(0.04632304548813781-0.005100470251663072j),(-0.06117715306607062-0.027567029625987997j)
197,(0.05034839422835324+0j),(-0.0012196576429271081-0.05491174098570453j),(-0.04331139595780079+0.04598123737562114j),(-0.13683787358517194-0.04789309322408698j),(-0.49543799080526735-0.7190210354609892j),(0.3244560622895574+0.19566713500156654j),(0.054898987552343-0.023957882301469943j),(0.06326623795935597+0.037991414783912214j)
198,(-0.018043658544060148+0j),(-0.09205132912954418+0.13772096894960204j),(0.1600262932537414+0.014403970989480392j),(-0.08170035121172323-0.20071334542817812j),(-0.6504288562477889-0.9287375022092296j),(0.13762809036411455+0.048210285867616824j),(0.08161442219302331-0.17714233961933018j),(0.13927093183889924-0.015016978243279182j)
199,(0.02710558930492808+0j),(-0.07130733417989285+0.16206827312644767j),(-0.06086105811153792+0.12190196400368265j),(-0.23373977411698577-0.23841893700974373j),(-0.6348294099720934-0.7937756418812884j),(0.28604820109099643+0.03844914006382792j),(-0.027226998791479023-0.07328847315082106j),(0.07455999640682204-0.08384644634906403j)
200,(-0.2533944430094459+0j),(0.06175257973910353+0.08299900748428767j),(-0.07450042144055162-0.0496785509170109j),(-0.07741598589436141-0.14490553349944582j),(-0.4222900902852283-1.1116573770312685j),(0.2904754731835433-0.04264199732084364j),(0.2111763695387057+0.162633643980208j),(0.007752703445248421-0.09105446265978964j)
201,(0.40203559996152066+0j),(-0.009053960031785999+0.13284085002859805j),(-0.13382644673032812+0.0075325094618497734j),(0.11157262117328434-0.22155848647101523j),(-0.5715451139063327-1.0916870306007909j),(0.03341125233984196+0.07172261383598072j),(0.0007159539512989477+0.211104540661564j),(0.005003922774117037-0.12464835050648088j)
202,(-0.126606059085063+0j),(0.03344307423694129+0.05801241186787992j),(-0.16039504530136425-0.004927314885240213j),(0.15301987482025564-0.14519422305322938j),(-0.29677351341813507-1.012156307105041j),(0.18889458268911863+0.02443992895325802j),(0.05035367336587235+0.20135305719011543j),(-0.021507758321574238-0.08208976336031815j)
203,(-0.07450123332782932+0j),(-0.012817103056161098-0.12712989295495344j),(0.08331763385719394-0.009897442382676286j),(0.08952173565073522-0.23730304974396077j),(0.06372779656296618+0.3915831782975562j),(-0.09071092559990167+0.23996349545465556j),(0.1817659152506704+0.21913431752003454j),(0.07223326000340809-0.0553251036934424j)
204,(0.10143965381242814+0j),(0.09985527306499582-0.03021878391732529j),(-0.023109515925770718+0.043607928829707765j),(0.05021791037377983-0.2385504846222308j),(0.1481882406680531+0.2445184272867738j),(-0.13647240388025547+0.4302475448711113j),(0.15476294213124148+0.1102915183807817j),(0.01709856847934809+0.0938312025566431j)
205,(0.1469357353804671+0j),(0.055756124323897524-0.06582393132151443j),(0.09136359173084484+0.09392328217348253j),(-0.1259108428491929-0.19011089582607335j),(0.240407258689766+0.3437392733183446j),(0.04998589660510026+0.12756305789093875j),(0.16306444640781043+0.06675171835173704j),(-0.04266921596796604-0.019302801245929077j)
206,(-0.16739786018162967+0j),(-0.06353135823243222-0.04458832526740871j),(0.04686365640241071-0.05486279262040426j),(0.09243807016768849-0.2613481985326897j),(0.3972932666814213+0.4642685781001501j),(-0.0374460836131034-0.2179275867801841j),(-0.006895741052881599+0.13663301820457677j),(0.02051475828505364-0.015759591894052728j)
207,(0.15231002781219138+0j),(-0.19286646598179694-0.039092635331543314j),(-0.0013336901910495774-0.16211858499854695j),(-0.025937659381619578+0.08260880657388721j),(-0.13715807643248407+1.004165766320135j),(-0.11879204606717474+0.06736135234672079j),(0.28163489039210005+0.19201248673696214j),(-0.13947512549985736-0.0027894479342296073j)
208,(0.15571024333358713+0j),(-0.0016541826368843965-0.035662577380770104j),(0.09601207688046864-0.025181720291278728j),(-0.13037941098059186-0.2200222613144983j),(0.11680578022770802+0.6774550815445736j),(-0.07225392323151168-0.2475716837071738j),(0.30684293509142496+0.0735228898935346j),(-0.0763041770046998-0.011975316853521364j)
209,(-0.529724239165938+0j),(0.09658440007109087+0.05243033455148576j),(-0.08477724227514635-0.08975716191489422j),(-0.006644148471981005-0.14133879886888598j),(-0.5421450457017617-0.08763150570700673j),(0.02622123240923565+0.07668948590103301j),(0.21169825969335537-0.22407577239908572j),(-0.04615094323225715+0.05700052543608514j)
210,(-0.06200161425844719+0j),(0.07005807002989418-0.011608870758999155j),(-0.09252859886247519-0.2563042191912319j),(0.14353044525239902-0.0523251580778603j),(-0.4387576892295268-0.06442936161720288j),(-0.2891463137728814-0.2810868425428751j),(-0.11954977556715768+0.10660735484389591j),(0.03177410701896295+0.11785682770465183j)
211,(-0.31392769130879683+0j),(-0.1350193496491715-0.2119614244547215j),(0.021097146321490415+0.05050179721257508j),(-0.003846850780977615-0.08906973331060086j),(-0.5387093263801411+0.09370267596190052j),(-0.05749749838073047-0.36078401238945j),(-0.08496501624824356+0.01125352518350031j),(-0.017290377987106052-0.0040441863656652515j)
212,(0.04766994988939621+0j),(-0.18180863257572047-0.08424930941650202j),(-0.025241176543090892+0.03613653288782786j),(0.004805513285769154-0.11873244521795312j),(-0.3508305049115147+0.3469912319455953j),(-0.0821395678370498-0.30034578789316924j),(-0.0906699612960171+0.06501070531421281j),(0.1283320947457136-0.08776411652108193j)
213,(0.23794573366081062+0j),(-0.13384711993480364-0.1639434362728563j),(-0.16524913692759932+0.055736546531292154j),(-0.05102634931867747-0.06919943898338399j),(0.01590906866090542+0.7141618086602788j),(-0.1498838819760138-0.22425146695061124j),(-0.12339777912260055-0.050221228667908006j),(0.015156818676049448-0.1633573768134659j)
214,(-0.2014713875384437+0j),(0.0015621849678861752+0.022476989892486553j),(-0.3303876594114476-0.04546771977134418j),(-0.34069318625415895-0.29318819320877565j),(0.24461165412658203+0.45833175539305376j),(0.1573481449459302-0.10511186178550568j),(-0.15992267165705953+0.0761705849138022j),(0.1547410281077497-0.04343582269745358j)
215,(0.06249512684245789+0j),(0.009454985704488064+0.17246463939636492j),(-0.3699681696734174-0.12087462484278426j),(-0.5109840987406704-0.38835960628653404j),(0.46283093348984083-0.15228614730996506j),(0.2519920839288261-0.2151155939528046j),(0.04547658493247664-0.01242186336140881j),(0.00041161471693407226-0.0896300147352671j)
216,(-0.0750440526317589+0j),(-0.04171389990951821+0.09870813234696471j),(-0.3158973042796349+0.05485300132880068j),(-0.14756802956001128-0.18692545423496426j),(0.6086248530313423-0.036247303789072566j),(0.010330830796506846-0.3674323755895576j),(0.17603625491466177-0.14391537860874348j),(-0.01363736892726063+0.023834711148776132j)
217,(-0.3265072362614309+0j),(-0.020078145424020505+0.03347645046727975j),(-0.2643492839465043+0.11441344298233669j),(-0.10626328946098096-0.13370080605760284j),(0.6187500148212193-0.273935715347006j),(-0.06515032791585183-0.501928811880552j),(0.014083529753177323-0.21863142007631137j),(0.12391305269603686+0.08220064525384313j)
218,(-0.014263270018394884+0j),(0.01373011693488075+0.002035099924288346j),(-0.10700967608317878-0.10453200200257334j),(-0.08466280385732283+0.15824465605232202j),(-0.05596712500885871-0.2318132420482687j),(0.07264890978058428-0.23919448332517115j),(0.04953300846419694-0.09153972871843838j),(-0.07800806876609959+0.007381365799479175j)
219,(-0.38567864531829754+0j),(-0.04456138375802596-0.05845408622267079j),(-0.16286692948754408+0.09185460549690597j),(-0.07558264887196332+0.10517296382244332j),(-0.6133977388904938+0.4329681126073325j),(0.026902492719019594-0.1151159637784058j),(0.24275271566240897-0.14624006384441557j),(-0.04995861793496777+0.023558068922622286j)
220,(0.34955328085861714+0j),(-0.122942468650858+0.01500355091073638j),(0.030798022825866533+0.09646075882424797j),(-0.09243019150913014+0.08578512261304407j),(-0.87158131989212+0.2477830352975201j),(-0.10440756724023788-0.13633818358983368j),(0.08245843505532041-0.004221896600452822j),(0.042289086005310284+0.034494547766212476j)
221,(-0.10023019520458885+0j),(0.11361707750541361-0.02289149659494797j),(0.028786590936929257-0.03355109474179669j),(-0.18633209148519733-0.15701453699304324j),(-0.9772631530495332+0.45688482972575795j),(-0.12769765880280243-0.11761601367632085j),(-0.2410496557951612-0.025687987979773515j),(-0.03832700125982432+0.05165347590923275j)
222,(-0.21012840231662908+0j),(-0.0618325234232003+0.07209119338625686j),(0.031290594722289705-0.0006615142016880924j),(-0.17603801766711646-0.1101424505512654j),(-1.0617925892196478+0.4809070077660965j),(-0.0671956281799597-0.08023656432358194j),(-0.23072374688988995-0.02755270892925593j),(-0.014775149937269963+0.08627891130365813j)
223,(0.15595899690643727+0j),(-0.08310162339674687+0.040230257289397754j),(-0.07887335151274552-0.06637793344424661j),(-0.08383761744756167-0.13617505122205115j),(-0.972773060536072+0.35057326623296864j),(-0.04994740139434705-0.11413556508260009j),(-0.2296034037976521+0.027477259557462656j),(-0.060609061205839254-0.07025608757864867j)
224,(-0.12585794324131297+0j),(0.12144899132485258+0.0622397144098053j),(0.06845508669648685+0.006827076688783067j),(-0.11971972796804858+0.03599600033347112j),(-0.6820921484203328+0.6027811200250711j),(0.14769542335027205+0.018052198666134764j),(-0.17708842660765978+0.02679304805311651j),(-0.04441546415958514+0.11391939761243096j)
225,(0.1741189576940526+0j),(-0.05874282240763556+0.0463250245116361j),(-0.2072119494648995+0.042634836549930624j),(0.03238836186258327+0.023812231374710502j),(-0.21893889778612724+0.34711933701604564j),(0.15836851432150906-0.03401838757112562j),(0.06837738868346185+0.03086982362906756j),(-0.00702552477340973-0.05680258407012279j)
226,(-0.12648991458105774+0j),(-0.07067500680727437+0.07851751598652348j),(-0.1567690147075241+0.022433514031751492j),(-0.2752190364949413-0.017761146120149486j),(0.4155247624574656+0.5545939265712841j),(-0.052843476146048236+0.03624276243717542j),(0.14912922313315166-0.297163389901467j),(0.035617835246978036-0.04162244125725943j)
227,(0.09638207103355062+0j),(-0.08301592724933321+0.022351558284497877j),(-0.02272414411155659-0.10865529631289493j),(0.3774378159310109-0.20512889980996046j),(0.639471199244694-0.21903316173022785j),(0.26982061407075175+0.11841970941948891j),(0.2530593632484457-0.30038112344948475j),(-0.05919991854559758+0.06302187885496358j)
228,(-0.18719864318539634+0j),(0.05922081000422447+0.0029452185039188505j),(-0.019761743671052948+0.08798590077713406j),(0.16632955687106857-0.061893942122983055j),(0.3883569327753771-0.669050053576934j),(0.24437923755492652+0.10668155701184318j),(0.19215344790810351-0.22366982577549932j),(-0.0776310187705175+0.21576031988015423j)
229,(-0.09579514865089339+0j),(-0.03106562735466569+0.004348237445338063j),(0.020506492641031847+0.11558459341839109j),(0.12046769712229438-0.1111144231748023j),(0.31920540825547705-1.040628834556215j),(0.3215895103093683+0.046265436260942636j),(0.10681558522625371-0.14653487725822037j),(-0.13209302599219916+0.18337344014766987j)
230,(0.33267494677979725+0j),(0.04389037729631433-0.054135115547999574j),(-0.01986607376140259+0.27047413723458563j),(0.1464134498239765+0.03063353219465975j),(0.7021369629676796-0.4721071720701607j),(0.14001732987218285+0.20762052043646032j),(-0.06059241356746432-0.17386177009946585j),(-0.13194404520748865+0.18368430915063796j)
231,(-0.16437161552815677+0j),(-0.03728910891143125-0.025924921647215368j),(-0.19411996735588483+0.12371108459095677j),(0.12008121120842374+0.12750484104045273j),(0.7735974759765781-0.7021983680940577j),(0.3624081778654158+0.2654616163148737j),(-0.04735251483903884-0.07373660550318192j),(-0.07049115010907361+0.1761855477392849j)
232,(-0.2426473194392793+0j),(-0.1410688506335293+0.025661269365833572j),(0.0034362916026204893-0.036206270389630486j),(0.029255380716304114-0.13160429811112978j),(0.2345899114127009-0.3698628288319482j),(0.37931304898297435+0.026769114662623238j),(0.11112379464170749-0.03227215683641664j),(-0.06176761025997729+0.14545645810480023j)
233,(-0.031074214102783368+0j),(-0.0905736499843228-0.059156607166673744j),(-0.10643845527503469+0.16267098966224103j),(0.24533405415382714-0.05209633902118775j),(-0.1821942595497938-0.1405693445007094j),(0.32397544616808116-0.1761226232231818j),(0.0100199433692965+0.043533856377586694j),(0.038180391751072094-0.006547436971129686j)
234,(0.31242357444343627+0j),(0.011159483106947345-0.17338526979257962j),(-0.16744216066436574+0.09536622114176714j),(0.1390354035743423-0.09287172953556924j),(-0.474240773547438-0.04042049152203269j),(0.17003500308352584-0.19995222955076672j),(0.26457051394383807-0.11029122600553175j),(0.031101877768759466-0.04952893597825527j)
235,(-0.3970857383304775+0j),(0.06933284947794885-0.1348705366708777j),(-0.204162917106835+0.14836923069724847j),(-0.3584303591308923+0.22191256936358567j),(0.01457140059899209-0.5710297961914095j),(0.1103030950932905-0.18364185570768451j),(0.14188439595044117-0.14333421572837907j),(-0.1549757747858323-0.019178566965754082j)
236,(-0.18623123202704694+0j),(-0.05342652793814411-0.12890929018765285j),(-0.17357487717534165+0.03177718304922593j),(-0.3253251915434695+0.38475341934123697j),(-0.12414720565662954+0.30638630761004804j),(0.09875471663322169-0.25218317807745066j),(0.12156906498845117-0.19199881435059732j),(-0.017682261666148606-0.008940427331795744j)
237,(-0.08873123355832668+0j),(0.06002091839811716-0.033856656910117466j),(-0.01467362425750088-0.07317663255206897j),(-0.5411805902944973+0.456452960038595j),(0.05307890798498927-0.06899791445399273j),(0.057269237732054536+0.004040125780014982j),(0.0839452902608307-0.03094493436532868j),(0.03743483443193622-0.08712882690643949j)
238,(0.3091696170862053+0j),(-0.059109030164722465+0.06362594747777352j),(0.03963103257139605-0.14913794859628754j),(-0.1805262828834599+0.2694804812273073j),(0.24905574339443648-0.22605264404372405j),(0.004472348830675654-0.34054152279701355j),(0.1543758203820768-0.06217200050872237j),(0.048650178349750176+0.019590810039302183j)
239,(-0.4592317125389563+0j),(0.006418575151612788+0.08470518024329994j),(-0.020228625004339543-0.08288891929211778j),(-0.41620169061813267+0.28330228202774727j),(0.37744258962132204-0.556074137201422j),(-0.06626532429667642-0.2759471738772686j),(0.19700415681130784+0.03886770566630645j),(-0.008460913398302322+0.07661584194834334j)
240,(0.21760840852802765+0j),(-0.04597063798591008+0.06955348065756896j),(0.10488040771245893-0.13776149763153892j),(-0.12292110197808542+0.19540267214292895j),(0.021475980557778836-0.7495547171746758j),(-0.03701697341306562-0.20085024341559005j),(-0.06137727152323587+0.07825171200311493j),(0.005200079535333718+0.04582125506790877j)
241,(0.22187566236974582+0j),(0.07640082500608067+0.0294902334734203j),(-0.01850836283877525-0.11921668452153335j),(-0.2506260219769342+0.2158998584792618j),(-0.24921422979535995-0.8131498428947782j),(0.07953725880248923-0.2891214841920048j),(-0.2338888899111466+0.03596256450255832j),(-0.07677883017678584+0.05487330432046477j)
242,(-0.0027215025029862228+0j),(0.10015187486786921+0.02344413877922326j),(-0.15689454358807214-0.13210777571059232j),(-0.2025109901328663+0.12688415221515567j),(-0.11123359564677376-0.7148028938550148j),(0.22233055121791906-0.11158043465798317j),(-0.1859304638302401-0.004206215480330868j),(-0.10602464408610114+0.03850803177283105j)
243,(-0.22562460145125945+0j),(-0.08746106196438551-0.029412113982025718j),(-0.1445940405953647+0.11458952351965046j),(-0.33387158456173294+0.10065042216824185j),(0.06357385144975657-0.3279832809207649j),(0.18305409454555954-0.05704475610836859j),(-0.2388445202518393-0.09431140121503817j),(0.045337358828384154+0.07292973268558528j)
244,(-0.35910475406402476+0j),(-0.009244362179109048+0.057245022247716895j),(0.059013966589733194+0.256796868582066j),(-0.17532709768293236+0.09396870231022922j),(-0.23239732021891435-0.4226974895193608j),(0.0710859347599965-0.06628920125765622j),(-0.10905222916892973-0.01820561480422815j),(-0.03300357475121323-0.021219826818171274j)
245,(0.302687103638065+0j),(-0.01737503323912101+0.08628047272489173j),(0.015837936921684302-0.05248599992345073j),(-0.2856108446238004-0.040618107795908014j),(0.3472338964615608+0.4049359719312557j),(0.22538050825979308+0.13144064534927252j),(-0.34672020690620864+0.09267162518562859j),(-0.0074983302517569565-0.03337929193733037j)
246,(-0.015829911765382565+0j),(-0.07470852816078066-0.09206882712655172j),(-0.0470457889674122+0.12190300658838538j),(-0.3625501615584633+0.14209315840552644j),(0.8255109448747355+0.22565695739941768j),(-0.0026993652461185244-0.12095545003042196j),(-0.30215353225171915+0.13719594896348744j),(0.040188641996092345-0.0217311193355557j)
247,(-0.05370395004017478+0j),(-0.02696173687834372-0.05555612789776298j),(-0.03496937311907473+0.0866730635356418j),(0.07156825671880634+0.11612666202463141j),(0.889758100615021-0.08409200694202557j),(-0.21768295855822972-0.03970608827625802j),(-0.10798252650150811-0.017987967796796976j),(-0.18968895754455806-0.02983661482368925j)
248,(-0.31563182343252305+0j),(-0.027360102908252228-0.02471335162154094j),(-0.033930712534391415+0.08444344690349234j),(0.04564384292917285+0.05092159227214833j),(1.0743542461828564-0.05669659431106654j),(-0.07516781303766085-0.0010526015777918077j),(-0.20690701970211484-0.024584294703295047j),(-0.20877743296147006-0.01480016203585743j)
249,(0.6602036975825961+0j),(-0.06833956970167289-0.03304358675602334j),(0.1845426921713085-0.22766570616620194j),(-0.24506667047552327+0.0709386402802326j),(0.8763719992060486+0.022101433221318675j),(-0.15972686891053875-0.29853021911433697j),(-0.06989360512179767-0.13071474237575625j),(0.1429076788426721-0.07432595909359171j)
250,(-0.39661094834706223+0j),(0.07129881285734041-0.26103598709222425j),(0.049519827581255824-0.3212927293691334j),(0.09674916966939534-0.0927845398467912j),(0.9366786649735985+0.04326938921085906j),(-0.27873520568846377-0.30830485284892717j),(0.05118612373031325+0.014310494135668678j),(0.06465626025565308+0.049344839882647505j)
251,(0.18031163555925755+0j),(-0.0322917718328654-0.15315518443038945j),(-0.07690946716274272-0.2169303366992604j),(-0.03309708916526617-0.08022357409523773j),(0.9249367389858069+0.0153784880791651j),(-0.19146953169171632-0.2691329198998903j),(-0.06987174542988718-0.042606864742524536j),(-0.07255896942929192+0.04726995615130429j)
252,(0.23011732194458465+0j),(-0.0391021668342723-0.06877108176992251j),(0.1294855180903851-0.11950742475148743j),(-0.004000369760422949-0.05156152796736846j),(0.7853631318225881-0.18483913523866446j),(0.06227395845121702-0.22260101130209997j),(0.09787298976337894-0.06170037977184009j),(0.02672015172187988+0.1869640603758803j)
253,(0.08140288785349267+0j),(0.0035278417295562733-0.06347977535675438j),(0.005098655480919027-0.03004275653814819j),(-0.40598208785128076-0.05515796453556418j),(0.6711532360623533-0.6219851866865631j),(0.07210909582981592-0.34948644487516073j),(-0.02512906348118213+0.0613814299858808j),(0.0695960394930235+0.032956333852618175j)
254,(-0.07034753411228856+0j),(0.12730995391492608+0.04634382939608142j),(0.026003069949843152-0.09069962179294817j),(-0.23987224060746942+0.1854674923155337j),(0.473763724038301-0.4306773126560161j),(0.1206668469478395-0.29431589460604246j),(0.13596966710789715-0.20550436958374663j),(0.06767114837282195-0.02443838817524579j)
255,(0.45834267630370423+0j),(-0.10963709355426973+0.11498535485715462j),(0.1166661049991309-0.10397057165137027j),(-0.11321374058615756+0.0513913713797888j),(0.8219557519037505-0.14285879482374195j),(0.24111922764185528-0.17523052083298085j),(-0.019292465589240554-0.07455507737074978j),(-0.11280642101762953+0.20281058105024288j)
256,(0.029444729634704278+0j),(0.07115208738385774+0.06662324775893204j),(0.25318124517018414-0.23106088936811026j),(-0.1210412465997815-0.011336481109234686j),(0.49422561654347075-0.006501663904811501j),(0.23779133494824287-0.3238245516301479j),(0.3057942975605012+0.0015027385591290798j),(0.0756779888980435-0.03401911538215295j)
257,(0.10288228250158298+0j),(-0.009563115665148506-0.0449553207744493j),(0.2415095342646069-0.03835511857645828j),(0.09722238361786148+0.0977015091881631j),(0.1586611996084736+0.30821991514203695j),(0.2010267890284124-0.31844428514066037j),(0.1486235530695251+0.1371975334056852j),(-0.1485488817172401-0.00877772099739009j)
258,(0.2130993112182711+0j),(0.049667855189405585-0.07870368910389423j),(0.049704596306137036-0.23835079283027338j),(0.0851412764027228-0.0700136385693218j),(0.3183985523201802+0.6983154525044846j),(0.2772472576870584-0.3561065766073085j),(0.33847460646497923+0.2337172699899222j),(-0.12710403002274862+0.05532425132277306j)
259,(0.5554821399454832+0j),(0.038678628842096774-0.016455258394736022j),(-0.15082919043527337-0.17328754492018147j),(-0.05342103536316803-0.04790868085256131j),(0.19274999517687064+0.49438234806156633j),(0.31771717072375333-0.5027357088033395j),(0.28648647911208824+0.29640257404461073j),(-0.2243436727501066+0.014541855088801174j)
260,(0.3400194670086021+0j),(0.0036580187531588867+0.10188515882082701j),(-0.1937460533997051+0.021014082754128707j),(-0.08057763557804634+0.02711816208906214j),(0.22758472586862338+0.07475650202224642j),(0.25619365557068874-0.5266084640190625j),(0.2617884739661108+0.20659610419859611j),(-0.21087270725003412+0.02086571456013492j)
