,abs_amplitude,abs_c_-1,abs_c_0,abs_c_1
0,0.689008515875581,0.3602943074173037,1.0611636611532742,0.32228081979787254
1,0.16561189366057308,0.42223070315742567,0.5290835150144824,0.18505755961731665
2,0.17010032907204736,0.0944384494187535,1.2347038241083785,0.3222077569220082
3,0.19237080200460366,0.12387802278867288,1.3188452266106871,0.13519539714086234
4,0.23405661979496376,0.28771181592796685,0.7224758441520218,0.17125791165262894
5,0.20655355154685562,0.06722299327115545,0.45604022176871734,0.37497886780402395
6,0.40282613805357287,0.4418917056515513,0.7329976561113943,0.5017751084191484
7,0.2842370637915452,0.22090385889900144,0.7253724611794952,0.41485579184547794
8,0.09879856682290206,0.3277707777499528,0.6869130438319435,0.09965629010766398
9,0.3157406574708857,0.4434574909776977,1.041752174350736,0.27056763380962406
10,0.1807173480248342,0.04265002170018807,0.8253718947582844,0.1640256266364504
11,0.46899285092281806,0.5482439411829683,0.14347621050455814,0.3445715455472622
12,0.07736857375389644,0.5377822646214768,0.5331705934498261,0.34818184669710417
13,0.5716074394669792,0.2290536541804407,0.7549348173921624,0.1744951583997018
14,0.145092722148455,0.08230411589104328,0.597051156646585,0.6727829456352343
15,0.5057633511941517,0.37565998773450393,0.8757900699577992,0.53054968107515
16,0.07915635580087813,0.5830799696977077,0.8428091985937819,0.49513323537439274
17,0.11508337157829657,0.3728358207223806,0.6044242326935567,0.19971342180345636
18,0.22533747359912737,0.554434020353189,0.38107867891746927,0.47485201948889705
19,0.3118878961384105,0.5106261897533609,0.4067335919615646,0.2589871853386403
20,0.22231590420731762,0.23693346328608747,0.9378364809416474,0.23788502885848645
21,0.05388785884783737,0.35756744924019346,0.5562104492203995,0.18039336034424086
22,0.049932742157314136,0.09772820439613882,1.1329253994715884,0.24094876199126392
23,0.4790107334416469,0.05550261147946565,0.3698078196191393,0.41665129850416416
24,0.3419772326988273,0.26285614789824296,0.36660805653336737,0.5682516961956239
25,0.06522283583924282,0.3567487734580893,0.13886159452957686,0.4311022125200868
26,0.2905032668677906,0.09457577001907884,0.8399498366404967,0.5653189652951051
27,0.24400093599279654,0.31132761756401933,0.8858595602756083,0.24127875673871224
28,0.06169922112048026,0.3042093279575956,0.6705247015360544,0.41040701027267545
29,0.2472834894392475,0.2651202723075215,1.0849269945993254,0.3927402107850123
30,0.5485114187845839,0.1686378852571028,0.9648721888894393,0.3552568379230337
31,0.1486044389480814,0.29150100547558966,0.8815796260104108,0.2121272923689508
32,0.31202701846734415,0.24479259772892145,0.6324653390866802,0.6087062436829761
33,0.19896378637338136,0.1665788206858586,0.8453423706858311,0.14600986730199428
34,0.025824599760208972,0.16609100250697637,0.5791808713592337,0.4781955233287051
35,0.0699472602801898,0.06830910800436,0.6382758015373792,0.538774913833734
36,0.08028991584738038,0.17126964431963404,0.8462901629734756,0.3560442100032594
37,0.12319907277176681,0.31518867444544335,0.6900688328581351,0.39330464671651033
38,0.10836434023855773,0.21769112379176458,0.7328015484950262,0.24714738347170687
39,0.20372162687020767,0.26066192026140744,0.6934875622552517,0.29967887370333274
40,0.0940666987093488,0.10058549722399485,0.13295019557181958,0.08620851523979385
41,0.17365068474979997,0.2300857861681348,0.7937288349040532,0.5424146667561206
42,0.08065474534568519,0.24923618597884598,1.0591088077301687,0.08303876707455472
43,0.35624361902551155,0.1427788665840566,1.290031761703258,0.1127514644174754
44,0.2686048270757327,0.0514818526451173,0.9773303683376351,0.341800126066871
45,0.11420817933864547,0.3413604037548544,0.8408251390888233,0.2723768959599249
46,0.1030139420283176,0.4305023049424826,0.3033688776697573,0.23693796958308622
47,0.12981968434341856,0.5937199668476751,0.7121162029275001,0.3497035099454086
48,0.26201559274242403,0.30943034312344886,0.4714922552266052,0.4270468750211695
49,0.5170683844430662,0.14635258229250817,0.7393532071989521,0.336328157128772
50,0.04311598875199585,0.23105973996801307,0.9711787806387949,0.07178074902263265
51,0.22201744040498145,0.25065202338465054,1.0102176686562279,0.24027515304238278
52,0.09905200765140453,0.11069419999318558,0.895172848820893,0.3125959410447157
53,0.012102009229671418,0.39496857677907554,0.9879500793271162,0.2752889382622737
54,0.053374174297816074,0.3002916419518071,0.4260783306090583,0.3913075642570479
55,0.32338410889489166,0.1375876163701207,0.9319610052580902,0.653235037074118
56,0.2524288411348648,0.25674191686711323,0.9671005256569112,0.21481273107754328
57,0.47304512858944614,0.05005598544977929,0.7884750035272206,0.08039496582453627
58,0.240346370514173,0.7218844218686868,0.3672660718615495,0.7084931319609019
59,0.5806728707260771,0.24488292276799126,0.6052345083931563,0.3437104887282139
60,0.041754003904402204,0.5848162185525874,0.6336155355410306,0.2876998931213034
61,0.12391855285960696,0.2376236366560775,0.8049635015099056,0.21150166639078247
62,0.15529807045635957,0.4260089153579868,0.3608006047518562,0.3325151496781641
63,0.036062720353018315,0.4028642175361601,0.6013456447267213,0.5229011706681886
64,0.23586160722410981,0.3890696022821361,0.9112017901399906,0.6038745027465239
65,0.15352916684047851,0.3338882592365113,0.6516474641704126,0.4611873484939054
66,0.10012456023723593,0.4083236079580727,0.8344345078858207,0.0678220197438819
67,0.4820655027431203,0.6400350742012,0.18811599455762076,0.45341105135336973
68,0.2910006519218171,0.023120106165257722,1.0212846094987997,0.21178222437337338
69,0.4674981607437217,0.4803933702810159,0.10042659784225119,0.275235296275819
70,0.19068722259844906,0.23986788852893068,0.7466832711524589,0.47532394377036324
71,0.17902954616994043,0.08277939719101066,1.0845549622268287,0.2470395286619956
72,0.3519963919380884,0.21954405034049987,0.9874511968521703,0.19922673745617006
73,0.1274196851652284,0.8289220285577595,0.2859000176317869,0.1293668548207485
74,0.41954569346767234,0.12245020245080233,0.7380664939982845,0.42828717008189154
75,0.43917021860770733,0.41055046231626585,0.7817986073087918,0.30730647532000815
76,0.39621002358930657,0.09893872634775605,0.8596012276217608,0.39433046894348067
77,0.05027329400296837,0.20898131537149509,0.6665257059508214,0.1646342412143094
78,0.23142858176772857,0.1833585866365864,0.5384899043342077,0.5276354015841098
79,0.1208966992942291,0.38557466484540875,0.9745648477812917,0.2126284551201738
80,0.1356432737177547,0.4313019775538072,0.4712039989610598,0.1859238586075049
81,0.17880319536090372,0.20925792822292127,0.15049588382360848,0.16456195708544183
82,0.0285504807633801,0.13388037854735205,0.9822221168517796,0.21650323256777668
83,0.2882195739931979,0.32989822797036994,0.623352366427968,0.20676218609191582
84,0.44039151999521703,0.31987309924411633,0.7349839144205516,0.36514619687333266
85,0.0024167076581330105,0.47904176812224175,0.657155391979657,0.32477089147122634
86,0.18469902716225295,0.16870533097482346,0.6515411091290833,0.4009306201434444
87,0.3783269434351477,0.24596362865244384,0.8329271238296457,0.38708878512209616
88,0.14161520502580702,0.16309114923249837,0.6009301842794003,0.14477177801816757
89,0.10653389251039083,0.22025702138535558,1.1172907650301647,0.24362696555329227
90,0.1802137350634043,0.19401352171523087,0.9188387734455951,0.08584454203492971
91,0.08541415244808467,0.17552253847953947,0.4425767050009082,0.3234853647362876
92,0.4274505153843828,0.21301287242008732,0.61490965177594,0.07001753871067111
93,0.2266518068210473,0.14679108819037215,0.7051692427863674,0.14935663136938154
94,0.13351094252623735,0.19249470275953393,0.9385859189010529,0.28948468659039817
95,0.04119485853721186,0.14465748422420122,1.013272051290554,0.0784661782012755
96,0.3582431400780818,0.3231489547977617,0.8312683520632594,0.16441947752285474
97,0.2753330210649759,0.24199846056691002,0.8717736926946011,0.011585555450544302
98,0.09963131474199297,0.3214424989669733,0.5874845184120043,0.4371460403741175
99,0.050510451993783706,0.1026371079187668,0.8082900274775712,0.14684364541302977
100,0.35360734510483255,0.3723253452107489,1.1654455037491473,0.2814986275640132
101,0.1891405113727197,0.3581869916598085,0.835305089122097,0.19949384058465225
102,0.142675590807529,0.2864104413285505,0.47404684636897454,0.16550372052170287
103,0.01641519508209799,0.12199536618032492,1.0631005063481043,0.20977675967220857
104,0.15073218798826982,0.08863131118856085,0.3680142910183786,0.47474414992059166
105,0.1115498757427571,0.11245788089034513,0.9799253821671082,0.30813634777655713
106,0.24926033555165922,0.3830917071582633,0.9691456047081473,0.10004056449188112
107,0.003631389181578411,0.38885017145851714,0.9503665574375717,0.10296924753570451
108,0.4865346026388963,0.6935562563402335,0.32235065979018673,0.3736094484696659
109,0.06525064450115063,0.6075793242371866,0.7933599308577591,0.3321916414772173
110,0.41855770895078453,0.44123916732161256,0.8244794191724181,0.2206842922547395
111,0.04217232782538541,0.4072674059479962,0.7395507510905477,0.11497906090910018
112,0.1930583650199724,0.8356520579935162,0.11137559477415115,0.2566298514403884
113,0.44560774852965535,0.4278447631246067,0.22394753955115732,0.4034248768803799
114,0.07671802374511771,0.24432155267011665,0.8708182556652108,0.3356205098706539
115,0.19591098792443273,0.4696578029582419,0.26725805519134854,0.5287768208398888
116,0.044577469620582455,0.14087215448488255,0.5510109728591316,0.23082976188788482
117,0.16838812613380644,0.09442077312772096,1.0778121869820345,0.10649204597655552
118,0.18241718973350454,0.5616275620144794,0.8192787560505874,0.44808378090654033
119,0.5102784772015425,0.23571631041711402,0.8323343403270591,0.15323582555106732
120,0.35394554325607996,0.09625299346965777,0.9166953905214246,0.2865857079855193
121,0.40092526217092955,0.2777393651771474,0.6328939911193917,0.3919507056501225
122,0.07784604946791403,0.3943244088316879,0.8720437585759143,0.19143445326261493
123,0.09639491042267437,0.6079711057482395,0.6495565785473837,0.3895386245603916
124,0.19494016951970033,0.4659869524071481,0.8731970498440451,0.4693776154607118
125,0.02437224140655793,0.09377003090057966,1.0964312860260603,0.4454118153002725
126,0.1582685891569116,0.17342058573080926,0.6619239916102119,0.4474926392098161
127,0.19243451615248713,0.36740707857807886,1.0545421688542913,0.5235158993093939
128,0.2765775018556831,0.17428100090034018,0.7185228656715751,0.39758314542674444
129,0.19299059817899022,0.1868561989672752,0.9294033106626095,0.17407029239771385
130,0.06600382928430962,0.33093992451040816,0.9189510526681703,0.4504267614395657
131,0.02848565194735741,0.2174561376676794,0.3568795117881673,0.37967115575757204
132,0.25485350703149745,0.04504198041995019,1.0472376050199528,0.03880158439924631
133,0.18091787659015396,0.30430924371499646,0.9477277383895273,0.20672151918773402
134,0.009110405117792448,0.34497240282589364,0.5164876429003893,0.5635552122287657
135,0.06573708034378505,0.5463398747006626,0.20526844004208175,0.3353022463397973
136,0.11200824744725169,0.13178705957426445,1.2473480796700789,0.19358734538435649
137,0.30211688920719715,0.3444698047050545,0.8448550676548108,0.30761223411040817
138,0.07278528359516662,0.5759432264532015,0.5968789487724541,0.3286379480502274
139,0.38991210902456336,0.3260337964386855,1.12970297767497,0.12096569433227526
140,0.20352396982144993,0.3741415159887445,0.8239758624826171,0.19501947026782532
141,0.5745106590522521,0.157778664517298,1.0449874786679292,0.27362463143969895
142,0.11426108590842421,0.5415229251492961,0.768203473389531,0.09060833148071407
143,0.1997742522421347,0.21447365248227745,0.28424776539552987,0.3964409176594487
144,0.1176860951287668,0.5039347734238845,0.7182439322954834,0.3670527618566224
145,0.2637711845718944,0.2591013640920994,0.6881949391526606,0.45894781855166117
146,0.15616717334048297,0.5668915405444286,0.2616707264683817,0.23511679711999411
147,0.22900256941778474,0.49451902542829207,1.0285497215368453,0.2265406481863079
148,0.4407497750337712,0.15968463332401328,0.8214669975001074,0.36951360917158704
149,0.10457068581610113,0.398556541778108,0.38683688726490534,0.7528605799516769
150,0.09686245560935744,0.06821371866393895,0.9448087941558302,0.218808509517216
151,0.3089910448504381,0.4240453938377872,0.7819313132857612,0.13045212890485489
152,0.13610024212008653,0.21107585832262205,0.4402868294502227,0.27966251682905946
153,0.04985852626189226,0.5726771841121712,0.23302490896967945,0.3060909676877842
154,0.08970876161990393,0.18189387368905396,0.3883674410369834,0.012416432901809583
155,0.40371666100480164,0.3914169058119893,0.6347311345714612,0.20420922960435056
156,0.08689917520249972,0.4821168378083017,0.31735994919186106,0.30755510039319967
157,0.14107096370551636,0.3494041100318838,1.0751787270699407,0.4404890101156001
158,0.30886084250659307,0.3944103974441426,0.89147153899237,0.3293536355983971
159,0.041651722677992414,0.5132829332162715,0.7723989896695456,0.13704888338458568
160,0.16819894457555146,0.14970330156062298,0.896570469170804,0.19074995848385223
161,0.0808424108994916,0.0973978639934105,0.8791754433920201,0.30966491423654796
162,0.1697692178364483,0.42577817865728873,0.4458569171414076,0.23789285223889547
163,0.04644846516220355,0.5846666945080968,0.1751507826035349,0.40839306027051125
164,0.07522592431488011,0.37196338006310287,0.750529841090737,0.5002984900218113
165,0.19742373408916408,0.18545753930773634,0.532350110422696,0.3781145653634368
166,0.2762026201254702,0.18499788511165083,0.820196550187855,0.2550810895664075
167,0.2447546113504473,0.06544487803375147,0.49116353188523476,0.46574549077896094
168,0.30189237798390123,0.43211046591013724,0.9583035577671233,0.35134678841825756
169,0.27525663724759697,0.23811086614644233,0.7631362782223072,0.5849915698908227
170,0.20949192519300297,0.23175799555954255,0.6946170446870689,0.3506945080108336
171,0.042567676732869236,0.31281088953219177,1.1529742922532917,0.3241461215415964
172,0.008140353560713548,0.3669985290752251,0.4516284228151823,0.5247144781125789
173,0.03786989522215607,0.15317001125880156,1.1038602508511004,0.25789324665965535
174,0.3431388914233916,0.37548564202754725,0.8218282069732173,0.26970833350356965
175,0.39305796313390373,0.22562165852940544,0.8932744991304826,0.5067014540280431
176,0.329611126555204,0.18844039443645863,0.9475388371336229,0.09998319892003299
177,0.17818884465675233,0.22303458936781903,0.7850900925353564,0.2012776572436279
178,0.14545513996857032,0.23516448832237644,0.46359988965516347,0.2864252229857913
179,0.23823594460821185,0.1631419084372355,0.7003266344609109,0.30464699653982563
180,0.3064433093325951,0.31740614916507165,0.5026640016338056,0.19174795934138733
181,0.007899388671809698,0.3565433699910743,0.6093427636099203,0.2638462410498654
182,0.15203836969687207,0.1752054722292579,1.0989695306838434,0.26975893676302326
183,0.0008256678707741771,0.4763540222990174,1.0369613888649802,0.1493539366060553
184,0.2822340708375993,0.10982170616359717,0.7353763710869636,0.3858649520684938
185,0.012708349589019036,0.1211613580296551,1.0234677259690261,0.1145210147430107
186,0.44634408447998414,0.7783061473395669,0.4290702196960097,0.3524783792747615
187,0.21064726782673784,0.30748828116162163,1.130021857676124,0.22183418784490638
188,0.3094873288010618,0.23339547914898012,0.834340319251872,0.2609465750881435
189,0.07105351008866462,0.10303549113593019,1.0641704296617862,0.23608032800893541
190,0.02908949218509249,0.43682118024907907,0.7573414643007294,0.4288693598148415
191,0.25640172038447495,0.3685714035755251,0.78826618737233,0.4831865230362628
192,0.3199731790985385,0.5983694876140306,0.7722273885610951,0.14001629170054355
193,0.05747508355519576,0.42131975382382664,0.6711729767403591,0.32280519003787517
194,0.06740642717803509,0.3435602140467743,0.8867541240008495,0.2768114314217636
195,0.2474500742095026,0.32172117294922736,0.4568729734484699,0.25608498679416225
196,0.11656971578123065,0.27061603337361234,0.47517024854677536,0.22799875137891745
197,0.010637132332544512,0.28091196793594175,1.1122956967421227,0.20317849462042106
198,0.3527373556045025,0.11306234328971133,0.7076681690144715,0.014498308582587846
199,0.2039994076195803,0.27074543880923263,0.7762206344819781,0.4116542721062074
