,abs_amplitude,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2
0,0.3764353984424354,0.27136406122515017,0.1822973495984255,0.24662739570525105,0.325812283530505,0.18663780224993212
1,0.33770183183811986,0.15267269756958368,0.11131776763856392,0.7079493387026268,0.2299952085201846,0.21297260043935565
2,0.14429026855143212,0.19435310692371113,0.2253515123773475,0.30491848173536873,0.7452760153469339,0.09628846294515517
3,0.16360553488626123,0.1595583844611996,0.08062892442829364,0.517325460199429,0.06805488998873618,0.14155377147475237
4,0.05841925337487408,0.11623462017269037,0.09259670154549467,0.8417188524399659,0.09498872287895975,0.26473833438297656
5,0.2780795331288153,0.2024900299191472,0.2605052296441126,0.3223784219244193,0.23358673663050286,0.03339243940794796
6,0.4342429714357836,0.18554915708442918,0.6376541539083722,0.560852972142511,0.45784521355630453,0.24635861756180577
7,0.24835646794717253,0.07100247427973118,0.23597967168538178,1.218873221450509,0.34284117562793803,0.13035124259882946
8,0.053872451950482764,0.22865646246409274,0.49325625549535745,0.36246087698633667,0.5289945466377663,0.2098356222355822
9,0.061758758085124814,0.1541304516054997,0.6578153192556806,0.7341523568099195,0.4975811307861329,0.06636348792508377
10,0.1314364749610078,0.053526439072358024,0.34838651932035447,0.9712446562068268,0.06758721730765836,0.21937167227987595
11,0.1866332916686677,0.03347766312774326,0.11813482777239406,0.37407205870358623,0.9005286122022287,0.16863439794596363
12,0.15922613918961345,0.11668515787518369,0.23546120891386144,0.8045238035297837,0.19377017190853757,0.05917002795341161
13,0.23639011826992373,0.2374573201819963,0.4429396407185998,0.4468671328283362,0.1592338489157979,0.19312772847560722
14,0.2198859733004862,0.2396427503552343,0.42471936022806117,0.5680509965071914,0.2617848786952391,0.2078994569084685
15,0.22386165015972012,0.14397817467973156,0.13089783465612176,0.21555731192663247,0.7218225089039952,0.10239806220373948
16,0.16789180066114015,0.16030545969491825,0.5657922240739788,0.5268428617651923,0.300068553873379,0.37754695046430764
17,0.4840291825784299,0.12977149639751756,0.3749596203807243,0.9810355092928623,0.16260736528476177,0.21915962087328716
18,0.3579455578110424,0.18315735314214834,0.18643653949757985,0.2519832688168071,0.4021505711922597,0.08658935492595633
19,0.007733817861894254,0.1413725549699383,0.4029720265587712,0.4430762978742646,0.4986743964575994,0.21396126605271115
20,0.19222985732416104,0.08447474989024432,0.26674361408609887,0.4691477375883525,0.4483667710134657,0.20301117399862992
21,0.5396262342984225,0.17689287416718816,0.46338125197064356,0.5741362646419856,0.22372742424845415,0.21610814991855626
22,0.021787741881567825,0.1332897334665684,0.6366461196721463,0.6851401255300867,0.12021337871966352,0.028442193344390375
23,0.19253816427107057,0.21082439325339047,0.2736012257497872,0.680749542472274,0.05152761916374724,0.12745230249007256
24,0.08322806126265425,0.09565147472236668,0.12312508871584095,1.0098987225931602,0.2891126513320039,0.14434045711559482
25,0.14095293508489298,0.16010272101581027,0.24420237980132717,0.7648165793177648,0.2967852596564193,0.15231289787647956
26,0.03803478666445596,0.09328152209803987,0.01467153536733581,0.6601810518574914,0.07556596394797972,0.3701039598386823
27,0.1224319701840953,0.060806688860778106,0.38082618404079494,0.568243328117829,0.395497680322137,0.05206557067994459
28,0.2845344418585965,0.27605812975712685,0.30418271167776534,0.8504448630783551,0.3507795373393109,0.10349954099006684
29,0.7561472033177692,0.05870910723237057,0.2431463863356767,1.0808347847999629,0.519590441188677,0.29113698571868724
30,0.5202874594916997,0.35129053779077596,0.17259496702648658,0.7516442026594904,0.20346777123215606,0.25655339861261955
31,0.41677862887466377,0.10691625213395733,0.22501919237842313,0.855178172925056,0.6328733168646665,0.3420439221539906
32,0.22529493076500084,0.25650925493979887,0.33857493335749783,0.909863531638078,0.5343669388339459,0.19688472196567378
33,0.20760676721421256,0.15055866327669518,0.23140272753392466,0.8738555479312629,0.16213216898914207,0.08548080235823789
34,0.027684618217408682,0.14584893992205183,0.10890521156794793,0.7903171107831461,0.46535602608788523,0.05837405901562566
35,0.1681023471792077,0.06792599971903758,0.10654543787462432,1.2033508994721,0.17329263281298,0.26803527776131697
36,0.02509935237797291,0.005749845017881339,0.2864004001727339,0.7196565876026418,0.32787418658489803,0.055589184405397715
37,0.4558532554936997,0.13816470056590738,0.5360250825050755,0.5855085505273204,0.4141609493436031,0.2422951804800241
38,0.40163347372501035,0.08015312109917046,0.27072304245306794,0.9222397712372198,0.0758487213106224,0.1408865776309999
39,0.02337736719958805,0.21001308709789548,0.519917181729273,0.49468354508604784,0.5640174724976277,0.033184049826663266
40,0.055150094409424644,0.25862818689595274,0.25383264283317014,0.5371458566048096,0.2163660798828198,0.3069617024971181
41,0.36683512754323544,0.038427168279164335,0.1537423646741497,1.2846623954819891,0.19841840696416338,0.005290177788101369
42,0.026193606421203247,0.09917979583666427,0.2560913673477875,0.8400148287789031,0.39017608239164253,0.12757693696899863
43,0.27983247162645397,0.14469098833584138,0.2228815464842411,0.6488918693420499,0.2347377307440958,0.1820444576931357
44,0.10452383888639705,0.12939025838606716,0.09675640525459372,1.0340664594657372,0.2947083358364976,0.15257688593405858
45,0.04999651599541444,0.16144631954177827,0.25148839606022577,0.45781375958914966,0.04234238333423137,0.050983058716938166
46,0.21796717849901548,0.2417294240886582,0.2085588244292505,0.3650073156761121,0.2185252736364857,0.1985175276321186
47,0.3173666356447089,0.10272386154248994,0.5945488347924918,0.9067489206857559,0.2072812471636281,0.046545284366709974
48,0.041320482869592445,0.02382595903851589,0.2289463633593472,0.8180429935263807,0.15448658685544853,0.03526481368526112
49,0.1664625542616332,0.11711763273245973,0.4324456681015912,0.5216065756945628,0.3749013682031726,0.05185623294545851
50,0.10456953407958924,0.02804346800431715,0.2956358266149258,0.13717462942337058,0.5413520850096923,0.32214087477165665
51,0.0402360663392653,0.2884966040409394,0.3953157987847879,0.7154622904789325,0.2386869608574802,0.15421971996303774
52,0.36153284416588854,0.24814622472673661,0.17214417198245693,0.8916137543055962,0.22556583299952956,0.36189014415357074
53,0.09580835347376457,0.12655975904704206,0.5262823825688857,0.6197563124593638,0.47735448590386875,0.05873844313891339
54,0.1839778263002031,0.20297077398379473,0.06672932526303452,0.6975670392218222,0.18006331515438923,0.20909633469149175
55,0.27773557249407826,0.11095560507861775,0.6194110599959602,0.9569245353634592,0.07706434127726845,0.17042947916376872
56,0.12254620434913141,0.2839115097850792,0.3459450047368828,0.5742795335128377,0.46564746367490284,0.10988039718856046
57,0.2308735415883928,0.1314155820153705,0.2948193262475231,0.48855679216780856,0.49880495576844736,0.2511398124694953
58,0.05898071811410077,0.027414322969085088,0.23478812291514298,0.8095002611527965,0.19867262919887196,0.23988154126588976
59,0.13065732510179712,0.2520971832855892,0.17355510989112374,0.661682763815537,0.2911044846038603,0.06688230778680121
60,0.39587456802099596,0.09908926414864194,0.397038718073103,0.9225651844949895,0.3466114269412266,0.12815509869886732
61,0.2535363386810937,0.29900083213042483,0.3958532103797704,0.5620199991227431,0.15031727884560508,0.12363599878563676
62,0.23457827676857096,0.29000255926408974,0.06510293549146771,0.98817994720322,0.23491248310807192,0.07370293579878967
63,0.1950355798974739,0.27258776452115646,0.4444435901103235,0.9818754868351145,0.3564023697994717,0.16420174837670895
64,0.06841127359371477,0.20226451262729273,0.145219108139011,0.9750149544793558,0.3075946247857025,0.12469981666289728
65,0.17472961003821286,0.2360857696972277,0.5823471103019452,0.41281060980511136,0.0871426344186475,0.11538692427158513
66,0.08976784359834446,0.06062046881598178,0.3747844624499071,0.5092408090284952,0.5231824234921872,0.15112831021036593
67,0.23879807834820854,0.19068651109649679,0.25204732563436505,0.6243545038219626,0.29933588051850596,0.3202063951698818
68,0.14768315670064255,0.2182207436339936,0.11823275436748953,1.1627023735227886,0.12033925188536965,0.10917112317076248
69,0.26564755897840187,0.11867329522361623,0.5250596759791144,0.6328100554879338,0.395249206107741,0.14121750711832223
70,0.35758890084950895,0.2156240118148093,0.25741144939553334,0.8395855973186647,0.06665992543640377,0.12157316170102218
71,0.3054078179099094,0.1947947212954934,0.1810324207156016,0.5035140644609193,0.18729281686310906,0.28377277884421237
72,0.22376558597645732,0.11309211128910045,0.27150394538908135,1.0377111996727992,0.26603970966909307,0.2017209826111192
73,0.21803955316044854,0.1786655085162898,0.32767688830956027,0.26431985039639644,0.5884999168143801,0.12349006900612845
74,0.39861244772830684,0.08568441961317891,0.21561444531820456,0.6981221049504355,0.03789548108359049,0.17531304162024558
75,0.28940661047439925,0.363968599250719,0.34234642845527763,0.029731238162086664,0.5709613812450408,0.2541462620417414
76,0.16662269871919552,0.05731100349104647,0.21609550772179104,0.5508990576085817,0.3907542893383105,0.2602612378649397
77,0.14497751064737524,0.1948216896681256,0.23017488347403695,0.7440990213721413,0.2615196261242169,0.33352702294742514
78,0.11853776677383743,0.26642642059412314,0.19502982832186017,0.457643524262156,0.1523116188773558,0.10388976367530985
79,0.18375171581871774,0.22630717055646885,0.5789914134379612,0.4692021323943043,0.20573407554558223,0.049449943306103535
80,0.2152823555914885,0.24240454210113074,0.3123466392203859,0.5757034053732835,0.6358026979877861,0.39071772788403636
81,0.1354119275338268,0.12281542264042615,0.5488731448965521,0.6036844522983683,0.3323140154759751,0.08404618023381864
82,0.1447358352244207,0.15231050118367803,0.3197389551270878,0.5374752111553737,0.2767949353217708,0.31716832098396414
83,0.24777584067720304,0.1935736640190999,0.3837176262188844,0.8154968073880624,0.5896886506193958,0.12012721580881691
84,0.375830035332979,0.3398549603148324,0.46762404167317856,0.635670019990377,0.6252137365616535,0.0842327519402804
85,0.37602499632733677,0.0936679006442057,0.5517348956228114,1.08128808388499,0.27934918054244545,0.18824496066998192
86,0.3982180499285921,0.1962284494786983,0.5325970844114637,0.3222538639545797,0.4985787349655785,0.17665037568840072
87,0.25537924849495164,0.24606380070112888,0.2581466083870476,0.8684182349546821,0.20337654848895795,0.15654812929385856
