,abs_amplitude,abs_c_-4,abs_c_-3,abs_c_-2,abs_c_-1,abs_c_0,abs_c_1,abs_c_2,abs_c_3,abs_c_4
0,0.3920388374793804,0.1015243264538258,0.11509374973193699,0.17686628100737695,0.13247113965667057,0.6555933219593427,0.26883658243880715,0.012911659107259632,0.09517356330751874,0.04391083743642765
1,0.02574214152349641,0.1559886943792866,0.023898434286791236,0.3108621145809554,0.381269740641069,0.5850257801779843,0.43881234806921743,0.03809044105966212,0.05047142038379001,0.05815042863274486
2,0.1279673208621612,0.09982894102566568,0.11220609794286905,0.25661192372042985,0.2075780563477353,0.46991405892643623,0.24304245401939018,0.21962170694012992,0.09768633219267922,0.11584677613470418
3,0.23462457163656386,0.09580949943466284,0.24976273237259383,0.11492341048788703,0.2576777828340727,0.5363245546364449,0.46801227001204804,0.06026663019740265,0.1619608156126677,0.05606732098683513
4,0.3496081968101623,0.1791064072592747,0.09021879902135835,0.12815192714575413,0.3164903298721726,1.0113420149608865,0.16469332212391716,0.13069223329905053,0.07662858717051652,0.016799470066525882
5,0.3660417846006915,0.12496692635170546,0.15134739646314033,0.1898844274242314,0.28607521665769425,0.2789513431681573,0.4511074791754656,0.03942207074951695,0.018961891420401375,0.16893268343846768
6,0.1042756499393,0.04510727505968242,0.08935313954019684,0.12354829943819548,0.7078344036267712,0.5883684623741405,0.25605612770457853,0.14468253859599367,0.02911321419799445,0.03161820777950861
7,0.2313937131455145,0.06766843800035655,0.14868214999750867,0.2226677353376434,0.679357749690529,0.47634798125451544,0.3056953987684069,0.14847316268026775,0.02291652078921105,0.15671804778618545
8,0.39777103645221873,0.045348883413256894,0.15730391477719027,0.19465502062553713,0.5935817298381838,0.6717520730424127,0.19779195279994252,0.05737804792557207,0.13925879751534648,0.1165498138013887
9,0.21337286056131244,0.0981754093608438,0.02711104273029602,0.14468872946142153,0.4544797309450717,0.6304658074305479,0.29580576855997986,0.21377439302086765,0.12393815800946663,0.06541700462381109
10,0.17218323536496624,0.2251874373661479,0.08511102470459742,0.1708365315650898,0.37249239631062697,0.5254784428243247,0.31579214354546176,0.16574823645302703,0.2038207063342095,0.07522429544635634
11,0.022115001935661436,0.05354514558162855,0.10099404411572288,0.2806342663458966,0.3066884939714339,0.923219772729143,0.15031350315016206,0.11783171310126743,0.17109557211122012,0.09744551870989326
12,0.022243720008282203,0.1781602033930115,0.09375593069252675,0.16357392197353005,0.2885173337991923,0.591009883713903,0.6369463198460673,0.1880176502022672,0.11784040941385268,0.10428496286327155
13,0.026319913767676797,0.16015284736384744,0.11062579831481904,0.16332768721858068,0.6576439132520945,0.5236404056884496,0.7239021151303923,0.07518408240684368,0.10639305166432306,0.06168300697033464
14,0.2628364739347675,0.03464697546686756,0.06158699903578081,0.11053559425265741,0.1432164274991968,0.5436097288327331,0.4845105156668432,0.10545132850949447,0.11934088390237246,0.023778045016494744
15,0.10720853546615614,0.058645106198686306,0.07537580027823859,0.18428170558324275,0.21157636516114586,0.7174932359526305,0.19849891847610326,0.22472763620261302,0.03194390594777176,0.03080783193914249
16,0.02240091324968624,0.07229929702283626,0.06422490262959499,0.09549394506431338,0.012372314788109275,0.515651406394329,0.2712796794894991,0.13118620035801964,0.22209871388170546,0.06867171401716125
17,0.13502405140715482,0.024037424241498122,0.09622687617378131,0.05523131964339568,0.11853456446329401,0.5267760318166026,0.3330381873277609,0.31293110060373724,0.09887794660521804,0.07290232193849336
18,0.5028555024388252,0.10942226175058584,0.24678284077860493,0.09088616214533868,0.23046389109604862,0.4393007560086764,0.24226990788524694,0.32605003582321124,0.04782369681210675,0.07151804878054874
19,0.2772884855502215,0.1449509215964675,0.13820068828819612,0.2017700135664341,0.0976995629900124,0.7433157252923346,0.17072332637895463,0.1951825055033348,0.14716941061039246,0.10934218270326973
20,0.2774063448965437,0.09215466895870941,0.09336780870283917,0.20291274320819824,0.17423056883976254,1.0012767553294017,0.19457291253383124,0.3506132944600496,0.1379441353129383,0.10481596421199679
21,0.2564602327490483,0.1725604217897668,0.1431199379953696,0.2595601423283891,0.515756123417461,0.21659172550170822,0.42523933747660936,0.20017447268038344,0.12606805364724835,0.14530296929078948
22,0.11766626547386538,0.06543773644207264,0.03525161494411278,0.14796679222684342,0.4504579393531678,0.35664884164508504,0.691355941621346,0.15459333580591333,0.20594290735004456,0.1361815456150313
23,0.38391491352322704,0.13108277985523548,0.10644147700018505,0.3474270492648999,0.15829126096795798,0.39257167928890835,0.45603598767117665,0.05437472565833333,0.11196973084550509,0.09118853857307492
24,0.3362464484058127,0.0560361510256636,0.04095342394943539,0.08748227261063277,0.2690452753973251,0.4078708655620285,0.19442597878887374,0.3602531240964685,0.09290724390742512,0.12652757731715994
25,0.364538063538737,0.04600333412706456,0.06846714746778125,0.04115856348357711,0.22415490668468988,1.0125800882625375,0.2563657609097732,0.2692970680608865,0.1327977100795492,0.09052343809221776
26,0.7289725145158735,0.13123628812567475,0.06570913505401603,0.14873965019814217,0.18694432476936224,0.8354463577869471,0.36291467953394313,0.2675146819515977,0.18133204228007527,0.1339885339095344
27,0.03077004588108133,0.04637878217980914,0.06852959626460889,0.061704744046419714,0.10433163318335802,1.003187358661492,0.2503079780613922,0.07340097274924896,0.10899729609492362,0.034560529838165994
28,0.28705863690975464,0.14013381480471962,0.07313703763036046,0.09193285483483,0.1935693555605421,0.9219811963951896,0.33256673343188065,0.08643327735436886,0.017383164488209323,0.1086549640777177
29,0.3725662478101328,0.12471330916942969,0.17150985638332644,0.029637380285501103,0.1544046303200868,0.1389977751375082,0.1787556931568512,0.2338206949578592,0.09805672862997895,0.06314077620736801
30,0.2864110334111537,0.13132544881505226,0.17486578412157908,0.22983222211060958,0.15252364523649817,0.2770930252780916,0.32171180688606454,0.05278977784345112,0.07443944552243852,0.03763270274052993
31,0.13069830155752504,0.07505964520424416,0.27698239325877655,0.47425744007023335,0.20563229880278175,0.7396797119526344,0.360403176143789,0.13541737126750428,0.12124045991762412,0.040842730541007274
32,0.27462026302672315,0.1038976756257927,0.1932945466595122,0.04371948717383664,0.19569431527168615,0.7292953735182041,0.10441154508271125,0.13907980106407652,0.06460658213747633,0.055253690749884336
33,0.2930837167120284,0.038573884442967665,0.18290540993783366,0.12723519517185525,0.40558879245658164,1.0096097192388342,0.3932318634884577,0.14503122196454804,0.058918635274222426,0.18160676079514768
