,amplitude,c_-2,c_-1,c_0,c_1,c_2
117,(-0.2952601980284655+0j),(0.1638081672527715-0.1233199684729321j),(0.29682351556826847+0.37353933968718855j),(-0.5874257335891491+0.2770251829855732j),(0.14732211974146978+0.2938845623270311j),(0.20082995652019353+0.08171520046264535j)
118,(0.24415795112253025+0j),(0.1269576129869422-0.1488068001339847j),(0.3109787099456063-0.07297071015709297j),(0.0678284313281749-1.0747440000824415j),(-0.15181399480661792+0.1714960337365122j),(-0.19118661277918408+0.21135028791776375j)
119,(-0.005057956680889375+0j),(0.13115544681333896+0.13573681032835636j),(0.17845698109460068-0.13277241645699597j),(-1.0296049337063264+0.6687776221889808j),(0.023800269721337954-0.11987247656476474j),(-0.05296431359202616-0.025141148920864498j)
120,(0.13490951963292636+0j),(-0.16535907175380146+0.266973052987959j),(0.30035004648431146-0.06803495697175838j),(0.7608069079476032-0.20223759743142045j),(0.45473150058145734+0.09089617599888636j),(-0.004161460715866663-0.2494237737089282j)
121,(-0.11139452449229148+0j),(0.17958392178697874+0.13512235992652255j),(0.06715928357919142+0.011148829155847133j),(0.8335029725461113+0.17565911339487808j),(0.2999170189830868-0.08329241465837287j),(0.04201227306824769+0.08099378496295637j)
122,(-0.23744555451987384+0j),(0.1333282552874149-0.05855556560704421j),(0.1988271210873052+0.014399061967867506j),(0.5494365955328697-0.43196134136495584j),(-0.09717992531142852+0.27627253604497903j),(0.043248202959983995+0.22304832384241027j)
123,(-0.017941745791657956+0j),(0.0988410920512566-0.0012714397650789855j),(0.11786510466078981-0.2928865915382048j),(-0.7662625690086936+0.27996128750992877j),(-0.09583269528144192-0.05149195587743807j),(-0.12219929179770943+0.05207864717886272j)
124,(-0.1639808533501401+0j),(0.068659320329506+0.10185194854843502j),(-0.20680150306156175-0.040159811759382213j),(-0.7887643637987536-0.34951786444463195j),(0.2675461591558409-0.1989500547408009j),(-0.2361269567574759-0.08453244674928535j)
125,(-0.4358094315153175+0j),(0.05485382631574112-0.01917411500705267j),(0.021823611667056306+0.18918096376733506j),(-0.31467371156957-0.38357575872133265j),(0.43407622569153237-0.03197697931197263j),(-0.026651253147602062+0.05068881304973637j)
126,(-0.22839307033251155+0j),(0.08006129669018996+0.24591567092476066j),(-0.09294796885671637+0.2592521390785209j),(-0.3913751481997174-0.4344186311386724j),(0.03869434353336182-0.012154039686326092j),(0.053320972817622866-0.2392456910828117j)
127,(-0.3247157809875515+0j),(0.08311508000148532-0.06977290846536939j),(-0.15143572568246066-0.25361524634642785j),(0.7149201420046101-0.2710334949372822j),(-0.12201245531202169-0.19994822612224045j),(0.016164867235323843+0.13925088070274688j)
128,(-0.43779626666405347+0j),(0.06345301780020632-0.12851136365979024j),(0.20927635669607833-0.21843482096012823j),(0.7214937563464492+0.02453891031376544j),(-0.1723814427419973+0.13787810517796428j),(0.20021232141199857+0.051549013614298894j)
129,(-0.33721526352781384+0j),(0.11475596099841692-0.07534549966263726j),(-0.10429187593092502-0.22860176465513343j),(0.10331873153636915+0.07212305071129751j),(0.23611394171825772-0.32576155065014206j),(-0.003704236670925981-0.08061437890196119j)
130,(0.15809019455232953+0j),(0.028621118221988165-0.08863039613263121j),(0.3209654088505045+0.06006104674287746j),(0.8379048294699246+0.023920866465451524j),(0.024694239581378397+0.24562671925263932j),(0.11893779799330273+0.05529138527907346j)
131,(0.46992148339201373+0j),(0.20872580962261444-0.09937516497384609j),(0.20453523905890236+0.30669664206053787j),(-0.3833091787426733-0.8721784539268974j),(0.37649106975097557-0.0452719057137726j),(0.09492382756000547+0.1593833924024269j)
132,(0.22871726703637413+0j),(-0.02297945723152969+0.049407366451439005j),(0.05241509243640439+0.03312373700594156j),(-0.394147845208208-0.31726322070238966j),(-0.14855272289319904+0.11746335149511701j),(0.03701958566753427+0.15160066980454745j)
133,(-0.263375436913146+0j),(0.03253307597212803-0.20816998807310005j),(-0.17942921238530857+0.15221427987306682j),(0.0018006092721161715-0.5015344623271375j),(-0.5416315459211078+0.0481580884190065j),(0.005576772147938447-0.255199371181385j)
134,(0.46390049693054847+0j),(-0.3024587915420839-0.08672780019414328j),(-0.19155272833301334-0.5159364451297903j),(0.8058082211925319+0.6070754856029599j),(-0.15860508222957176-0.21625168187168595j),(-0.004869544425796027+0.11802437973709726j)
135,(-0.2063373122647471+0j),(-0.01731712859751676+0.35489000678672716j),(-0.18421348008119875+0.1214414558425605j),(-0.49277942447301504-0.5160324164040554j),(0.017742419982450144-0.0974734753509155j),(-0.1677534398675558-0.14587921402524343j)
136,(-0.17311466711113058+0j),(0.07872334871323808-0.0016363341842452334j),(-0.17428651017325736+0.021276263394369114j),(0.03271014313370191-0.05086564683932561j),(-0.3711928115522912-0.10250203572101076j),(-0.29959126354183313+0.017271403344087846j)
137,(-0.06220779948218347+0j),(-0.03908779891219348-0.0585748248729456j),(-0.12172150659729267-0.0865956522197669j),(0.8591633799099012+0.3841549244679275j),(0.3339724846161546+0.006062799509700144j),(0.16669133353708426-0.2643830611621125j)
138,(0.11382023449470596+0j),(-0.09715198203660556+0.09871328196511331j),(0.370543128924416+0.14331642890449825j),(0.5354327161173205+0.040289242653808365j),(-0.06969559538357191-0.1999797322853386j),(-0.014141372528787513-0.25999843293940755j)
139,(-0.09161243846460712+0j),(-0.031782423873850094-0.28202616789862894j),(-0.21740996139378624+0.48336590474702423j),(-0.3226111533035966+0.07166358022274882j),(-0.031677928919292206+0.20198241743239445j),(0.17348250438108104-0.07056019335882376j)
140,(0.22910325448863164+0j),(0.08098587086303231-0.05130526711721607j),(0.09477860573214074+0.2439167075036865j),(-0.42024031599728817-0.6056793627784938j),(-0.1337527161045228-0.15665807245154822j),(-0.23263108303441862-0.0932100359548165j)
141,(0.03566658454311106+0j),(-0.15125923096862368+0.20133745409105863j),(-0.2670894833161618-0.5629295951639981j),(0.3644555833823119+0.33003745759120307j),(0.13663749656411422-0.19074783152395788j),(-0.040864531872506174+0.315171130130133j)
142,(0.03566658454311106+0j),(-0.18795682007121356-0.0004769873294442062j),(-0.2322071274000037-0.48306821867451305j),(0.06334493123570621+0.07437305824106084j),(0.2931103300420096+0.45584909445082794j),(-0.26193879137079606-0.13347089879403762j)
143,(0.06502538531349863+0j),(0.01096090102502478-0.040647453077211945j),(-0.06371242007831364+0.2598986913029025j),(1.0349321599295354+0.31418402689282576j),(-0.13191703309649397+0.03327282302227169j),(-0.16925653987780287-0.05987460949080593j)
144,(0.1545787005509782+0j),(-0.07490793739233653-0.43386211846062034j),(-0.10136616176790736+0.13367233749547835j),(0.5760654271406369+0.5423753499013297j),(-0.10676242262733884+0.07816374160083489j),(0.17905470502209325-0.048318407312996345j)
145,(-0.0046292206830042815+0j),(-0.11290508656033119-0.056065554625839696j),(-0.22664196476838774-0.17808521949167608j),(-0.1879721850205741-0.3084529503526022j),(0.26353543544339164+0.5230787786358986j),(0.3133738894819818-0.22928011503419182j)
146,(-0.08301763281510488+0j),(0.033404122225924204+0.23256502074533417j),(-0.07123809069685189+0.2252176754271872j),(-0.6869891581568417+0.4620637294126704j),(0.3209752424236054+0.3839664398318529j),(-0.009237455337470918+0.3875507831625135j)
147,(0.189558167332409+0j),(0.06366881455745928-0.04703314154754503j),(0.07558000332895412+0.16194782575107552j),(-0.48192950763276143+0.6676937415713338j),(-0.05379416139761077+0.043779818006151314j),(-0.002513789045969328-0.024948812665450404j)
148,(0.02414911767028033+0j),(0.10763663717787007-0.0015017442044775245j),(-0.007536148183857141-0.12460712929328822j),(0.0588409107942626+0.25656586753611743j),(0.41538668871032963+0.03925184625586518j),(0.013187536050932367-0.04245553855000705j)
149,(0.11664302260725831+0j),(0.05937612885787404-0.004297222224664443j),(0.46629722504275883+0.534354948583349j),(0.2857731231072358-0.01989502788849918j),(-0.34399394505789715-0.052924615134914574j),(-0.07561438336399376+0.026398128437273696j)
150,(0.08383919521913645+0j),(-0.05005932048692901+0.14279718267150981j),(0.22751369795212778-0.10601097457181052j),(0.5227852667698394-0.8557427157038735j),(-0.4417931229752545+0.2163106112256611j),(-0.052899257742745176+0.07829568803079327j)
151,(0.1741667511132644+0j),(0.13427962277134037-0.20907014181203576j),(0.24448050096394122+0.26539082006554476j),(0.35545572368667794-0.5004210105058396j),(0.11673217076815262+0.04740037550666869j),(-0.10970913102413182-0.009554360957040764j)
152,(-0.16425136865874213+0j),(0.11498920643063676-0.009085873885276336j),(-0.39964720246212115+0.12512787596284644j),(0.507880319055587-0.4874121426756224j),(-0.04418015468592368+0.21407656502226163j),(-0.01258430483637854-0.01416480043331897j)
153,(0.1985702553304846+0j),(-0.23549615919925931+0.011377952303432588j),(-0.5548028608698683-0.21205012320807445j),(0.7108818990666627-0.07476536144760933j),(-0.08145975395527974-0.0041307905956096125j),(-0.041418239412426006+0.011987967032814451j)
154,(-0.21601329701685168+0j),(0.12347992669116195-0.009281155971723739j),(-0.29775129038435993+0.09281614742469572j),(-0.3840864603818987+0.30647332027151253j),(0.3883180982793096-0.17333663552489592j),(-0.059867269661351044-0.012049892005174255j)
155,(-0.17531608121956474+0j),(-0.021381457213681766+0.26706774150144225j),(0.312794280651735+0.36701054477222383j),(-0.06604337940791355-1.211395109213841j),(0.07458183668674963-0.19353726724541762j),(-0.037854223499549464+0.05248099852465403j)
156,(0.07527146470252283+0j),(-0.1536806455154282+0.1085152252448974j),(-0.1391830742116237-0.045875181947449904j),(-0.6947148355312008-0.42562953203339576j),(-0.15781330110999076+0.2787596772905122j),(-0.09859975951626658-0.03779077343492587j)
157,(-0.1822759838597211+0j),(0.11835192628845055+0.2544408884652176j),(0.13794060732902808+0.34452371999875964j),(-0.05681106050129603-0.8924230406904246j),(0.2103719770407414+0.14136361950253173j),(-0.028936926202041136-0.11105658814893757j)
158,(-0.00755807173909126+0j),(-0.01356952542966848-0.03232865061174717j),(0.26636011817088223+0.0008205174438980362j),(-0.1249079766269506-0.20228008456348892j),(0.36808977483126043+0.3403865998293498j),(-0.1539054533719726+0.13187189921241352j)
159,(-0.10454403222966302+0j),(-0.19134239290304136+0.12710297440816976j),(-0.2187699962891863-0.3527036867407392j),(-0.5886196537334333-0.06502274445310069j),(0.4340112445769048+0.044930215542483j),(-0.0082433974859367+0.11675515481021953j)
160,(-0.17436574637429264+0j),(-0.04838056405795037-0.023713974311740396j),(0.019174348774658012-0.38506318559293j),(0.5932469779900122-0.7876417362369743j),(-0.05208983703241517+0.3882944630302502j),(0.0983286215735037+0.1323769583158645j)
161,(-0.05783874157630836+0j),(0.12796698062780568-0.28873254009415367j),(-0.4071561061753304+0.2907539201565315j),(0.5687331480042342-0.11243756957215215j),(0.18981965884213964+0.005292500237907217j),(-0.20668094645123533+0.1253820320538954j)
162,(0.2198272136642318+0j),(0.07680840208587511-0.025031570516829554j),(-0.08253292829708064+0.48378505876970634j),(-0.6888083969749621-0.37331086873537817j),(-0.1911769146788363+0.23729646110976316j),(0.1635830420064866+0.09148588126439315j)
163,(-0.27303982254412335+0j),(-0.004571398137552081+0.026067422041629693j),(0.020055044092094493+0.14354212913577222j),(0.17504731649946398-0.3864044226235739j),(0.200830069948372-0.407014821403038j),(-0.009837545341213685-0.24687192664213747j)
164,(-0.06688025832525182+0j),(-0.09536911163245507+0.006893742663116723j),(-0.08881657165627477-0.42559347742351017j),(-0.35321246707077736-0.725966507695643j),(0.15882853038748465-0.2734585307790518j),(-0.1834536371638999+0.032721699998392875j)
165,(-0.05632464823970487+0j),(0.1761480033370027-0.2964762348333135j),(-0.13224016505700129+0.05731330108098211j),(0.5840664883927067+0.6251869320535494j),(-0.4635791810183979-0.0022626855303690893j),(-0.20914640052154768-0.005273419917614167j)
166,(0.14708165664614398+0j),(0.26595056312155324-0.07468871316324714j),(0.37285204882752787-0.41080896518798404j),(-0.2165189901639138+1.0187706896770279j),(-0.23516254600360853-0.05121683497603653j),(-0.05155147955822733+0.04605153794079113j)
167,(-0.04079265965340589+0j),(0.12653360023677315+0.01734284098343794j),(-0.17316930287861615+0.12220682121019308j),(-0.8434866553802558+0.11461274341415484j),(0.05899430795305896-0.1009206643663497j),(-0.1094345377721167-0.04284055760418716j)
168,(0.23172872141869522+0j),(-0.003877706140196585+0.053892248605840534j),(-0.17740362635050116-0.22481296457406563j),(-0.43009020533978815+0.3781631353748834j),(-0.031239956746801474-0.03697277598141824j),(0.01663877601453529+0.06285780752484686j)
169,(-0.07167155917330004+0j),(-0.2332005192128503+0.24801360639673709j),(-0.45936337788862436-0.010042848616502384j),(0.6220504932890955+0.07240380632000579j),(0.19145357520676648+0.3086608646807143j),(-0.27472357195914365-0.023624454877719747j)
170,(0.11204956576740038+0j),(-0.13665623144434702+0.15966215834159983j),(0.11365737116877579-0.21435378895183577j),(0.16378548600557236-0.09842906333140283j),(-0.48423563877434717-0.17029554327969948j),(-0.2542754573699449+0.0574644590620624j)
171,(-0.23325697726661243+0j),(-0.17784809190654383-0.2248043786249648j),(-0.13807487731551973-0.29720423989283606j),(0.6812551829540301+0.8820841378219935j),(-0.07047958255680864-0.04859840600675788j),(-0.10657799918218053+0.15755342731736632j)
172,(0.18243745035051034+0j),(-0.08264837878101419+0.2213903008053607j),(0.2748393704947453+0.1717082190384558j),(0.25991908798396696-0.8025008095236701j),(0.31465875777906094+0.17213820653396558j),(0.10830691749660076+0.22807184169331926j)
173,(0.15073279765439535+0j),(0.13876163464962687+0.016444272038199842j),(0.31019593415719965+0.08226945143944536j),(-1.107017686290139-0.28411751647778555j),(-0.0844000470866934-0.09339303960008706j),(-0.20855259276192972-0.14342829176015917j)
174,(0.11798618651668204+0j),(0.12493998918156604+0.2215374412101656j),(-0.22346985913003678+0.17173405188898747j),(0.25269108393291084-0.5048042644053405j),(-0.2583127367320203-0.26148820717286336j),(0.07399178443126145+0.05519716968749148j)
175,(0.07087326420362727+0j),(0.06730949227290547+0.08997882189598816j),(0.006849575594278498+0.1761966230589006j),(0.6931337938015634-0.6931920230555192j),(-0.032983855455979094+0.06572748193676026j),(0.003461334507121827+0.12067496804974585j)
176,(0.49551173727827785+0j),(0.07747044473717943-0.040456713345857216j),(-0.008281447507981432-0.2017611328236395j),(0.8703347268148729+0.5340144853013895j),(-0.09443804532325822-0.0813241130814098j),(-0.21705239560424414+0.087522354441205j)
177,(-0.12076000237105941+0j),(0.05912504638471709+0.0005097058127536136j),(0.09550215629992806+0.0974017457570176j),(0.8541576511426561+0.5398647130135951j),(-0.2109351176272549+0.1340796889462703j),(-0.005484692023952922-0.15821365374416618j)
178,(-0.29221821384068813+0j),(-0.07570155792917213-0.10180834752058535j),(-0.08444280983303633+0.13769803367923297j),(0.5614313461102759-0.20648907282865095j),(-0.12091151592962307+0.17173637827035088j),(-0.0842009014520397-0.14768246484827097j)
179,(0.061119202341350584+0j),(-0.18046281342858084-0.005800101035512952j),(0.13573651272299755-0.19511286375007889j),(-0.09957079949168368-0.06741425258483225j),(0.4414322799896565+0.7346263763427902j),(-0.05253160800960739+0.08968115015241657j)
180,(0.08786780383517384+0j),(0.07566128682010673-0.008653730812731464j),(0.2734406951234376-0.18422818723394216j),(-0.6937119946970308-0.22473450659977295j),(0.12511830558103257-0.16647625385173123j),(0.024194504684082213+0.015117291645185403j)
181,(0.13748911003363273+0j),(-0.02225061490110023-0.16260422190469487j),(-0.10165545056694124+0.029724436113392205j),(-0.7365182022320548+0.5833333481188278j),(-0.20993183375749683-0.18195930007543257j),(0.05138008349327801-0.1459331672223108j)
182,(0.4102228847574915+0j),(-0.10428684775130798+0.21783547199695355j),(-0.10518902603380183+0.22398959941908297j),(0.160345048410954+0.11208985462029886j),(-0.5577162000936533+0.09358934454524448j),(-0.08823609229897454+0.07845632684605722j)
183,(0.23028069312986255+0j),(0.024536721771644683-0.14679779004552962j),(-0.038469844668379154-0.4044504024881485j),(-0.1473275677255556+0.9169303368486641j),(-0.38034032986089333+0.40366970357333j),(0.2670286661170454-0.05014021723311216j)
184,(-0.3390684888716748+0j),(0.001231246997806551+0.1764658305785653j),(0.27231686575391845+0.55961832568813j),(0.4414513461879266-0.12796185313633318j),(-0.2430420322936534+0.05842221747329286j),(-0.2470031043638759-0.04025467572454955j)
185,(0.5138132949438671+0j),(0.01683661400229375-0.047576310223736755j),(-0.29710316643471324-0.11487425824573577j),(0.7506183355647928-0.0036573883564000736j),(-0.2897973314579924+0.03345345398709766j),(-0.08500704622065688+0.0019040502381362234j)
186,(0.1899208985359011+0j),(-0.03150725205161968+0.019593330312311807j),(-0.1477927656895458+0.0576115766500793j),(0.6686623217431726+0.28321949948288455j),(-0.2965668730363525+0.2830647322460895j),(-0.06457460049656016-0.015031634431861873j)
187,(0.2540562270689102+0j),(-0.22521213100133816-0.04033490265600295j),(0.37536009139345927+0.22951739677735483j),(-0.5009394131652325-0.20806336824074848j),(0.3223892410040864-0.1332810479656939j),(0.28312109587184625-0.0343914368359897j)
188,(-0.3254743278484716+0j),(0.029762611623294896+0.1708944268081308j),(-0.12240356748888158-0.03270571206568807j),(0.48170680577691816-0.18405902944921718j),(0.284257266922572-0.09758506042187856j),(0.03180344594482922+0.2078287845810686j)
189,(-0.21425016491117807+0j),(-0.039020048529705434+0.31616983818782074j),(0.07657205145152528+0.47835943534831465j),(0.052405624622037364-0.6665144874867389j),(0.0945237986349535+0.1317290102948278j),(0.01816513781595848+0.1530446293574286j)
190,(-0.4900765037057647+0j),(0.22281858762213025+0.17233334352918225j),(0.2371297208829422+0.8228030059389251j),(-0.8384959957774769-0.43285076897818725j),(-0.06548287317349266-0.5431400921597215j),(-0.007936218930026329-0.1801954498511949j)
191,(0.10459816601621774+0j),(0.15683615704502557-0.03447248654255097j),(-0.3719485849482166+0.13416419732542573j),(0.5951639248341145-0.03994189506690203j),(-0.3389376066386161-0.0727690893162104j),(0.049312638499230524-0.09542372802124371j)
192,(-0.10570801057702747+0j),(-0.08833375679171729+0.011940283189270165j),(0.4258346218532224-0.09977327626260835j),(-0.2898223251574675-0.8963003279142719j),(0.25305596029494404-0.2432638324929604j),(0.06502306656438428+0.02574018319090669j)
193,(-0.31888143608840486+0j),(0.18006347954763408+0.14197143121256806j),(-0.29950138286544814+0.20321800977073232j),(0.5330063842690008+0.7527622715030161j),(0.039352711758749964+0.24905164974266045j),(-0.08795418083570436+0.023299095102298023j)
194,(-0.03967811520970788+0j),(-0.11627881856055232+0.05436244983763499j),(0.12677008927940225-0.4880724617160921j),(-0.6222382266309254-0.45341315998718373j),(0.22497284983664578-0.28873044386525315j),(-0.06911392220663758-0.08035010283891612j)
195,(-0.1514504490328168+0j),(5.5358535868965664e-05-0.003496160416305877j),(-0.15430938855563836+0.36366348936941284j),(0.14488785291206052+0.7131501725054971j),(-0.47455974773306947+0.06583828684940038j),(0.07037405075199454+0.2597257871174361j)
196,(0.17089280904264034+0j),(-0.051967035746595974+0.005208878541397552j),(-0.3872624163256869-0.09982940351402933j),(-0.14998375810674203+0.393525163685731j),(0.37795971108842663-0.05855530143125581j),(-0.0916388939452583-0.0510884878903153j)
197,(0.15821499762424165+0j),(0.12099146304428836-0.03600449267595993j),(-0.013446174963058166-0.32150873927193485j),(1.018945238469208-0.6332221084728527j),(-0.29663800422169556+0.2632155722581549j),(-0.04902327671917868-0.06954068100287045j)
198,(-0.3000117501268376+0j),(-0.1430579982397568+0.006228403319224321j),(-0.1416018063800792+0.056562820803273586j),(0.5128966081954064-0.31062139974539416j),(0.15221128858413835-0.4550367615121931j),(0.07853474927523206-0.05520579927877524j)
199,(0.24058357883637035+0j),(-0.013561073448166067-0.02405739981175957j),(0.39416197665486274-0.06843037062829058j),(0.5355203125188177-0.7108588468618562j),(-0.4179751709664744+0.1521903741225139j),(-0.07512482492754295-0.18074254857212405j)
200,(-0.047796728237828434+0j),(0.020323749098056447+0.18588684035889447j),(0.26183640244257533+0.34746357611672507j),(0.4437967502026402-0.5771176424900897j),(-0.619208582176052+0.09187750596231059j),(-0.07513712728947963-0.13308683205818886j)
201,(-0.3188068480220265+0j),(-0.029191801689121374-0.18940829658413666j),(0.5458419070093479-0.455175070326973j),(0.06853352808283725+0.17595157849484216j),(-0.02853530485602172+0.14832735616564735j),(0.02719239242768498-0.2342379891286509j)
202,(-0.1964359124461207+0j),(0.10276343568196461-0.10847102467497483j),(-0.4623555834081873+0.29272838146759417j),(-1.093474509965734+0.24960644093555903j),(0.1475784037356705-0.07981947931280059j),(-0.2091333152920571-0.1343236360474628j)
203,(0.2097562332256853+0j),(-0.10416578919390657+0.1836586097958756j),(0.5291422246612547+0.0009553492736299471j),(0.20741886455531006-0.21327312159054718j),(-0.3114401166699728+0.29698085678054464j),(-0.2801645716830514+0.10889519992057688j)
204,(-0.04269040201084634+0j),(-0.02895783331072227+0.0007613459538286932j),(0.24577451013204216+0.1759797315015811j),(0.13910309858204067-0.06766071001649376j),(0.09971836134090882+0.05882972812526966j),(-0.10506946084175837+0.06479144470925838j)
205,(0.33328030928140884+0j),(-0.10852022125782398+0.054752529812407795j),(0.1365103318303563+0.022341047327422203j),(0.06542250946574038-0.7618293200635835j),(-0.18087828445133863-0.49596785835386714j),(0.1311697515749421+0.20315390480091058j)
206,(0.281481950791742+0j),(-0.0023769354542333837+0.31677888612587723j),(0.05586719318761917+0.15741211354694606j),(0.8564547981870465+0.30189652391842003j),(0.1330382852069917-0.3245119642732578j),(0.08530399924438922-0.03593911043419937j)
207,(0.31194454149012163+0j),(0.1449580149562067-0.13556109077231426j),(-0.004914846876258585-0.23712358903227054j),(-0.4444902487644409-0.572026046613609j),(0.03501094096841499+0.13375019347230355j),(0.018527072839484415-0.046037884860005006j)
208,(-0.3870901572801304+0j),(0.1592417500780268-0.33656953979616433j),(-0.3508935022810517+0.16941881845456436j),(0.14109683749663993+0.9601522910088663j),(0.07390628953823891-0.00041713315174116833j),(0.13218871005624047+0.014900289810225044j)
209,(-0.14892740166404378+0j),(0.13416350957328518+0.09016828974797798j),(0.24254970651636526+0.24135028198522535j),(0.07763964326782499-0.4711751757581029j),(-0.35274718759825713+0.2679298687184888j),(-0.005589234615120148-0.12246451224336904j)
210,(-0.010227084590517216+0j),(0.04784986911160738+0.05716414875964537j),(-0.13050667155549225+0.3291602520540665j),(-0.23775763830504654-0.03597295829010741j),(0.3909564362933384+0.31695133304338136j),(-0.003949119931361092-0.023232196752514707j)
211,(0.36888985569530325+0j),(0.3454648818729318-0.04469110591611601j),(0.10911558437669233+0.10443703014297295j),(-0.045183273341141084-0.3302798459451795j),(0.3165798801912856-0.21165734517755225j),(0.11193501039338186+0.03644968321032077j)
212,(-0.1851424186275845+0j),(0.34212926829475915+0.12857375250062816j),(-0.28024934593378226-0.25974467403806073j),(0.2244629022761374-0.6527671950774425j),(0.02476822548682897+0.214331023888364j),(0.11797830233486228-0.03659589004489809j)
213,(-0.19615237304306662+0j),(-0.04723473496588939-0.21970895948019858j),(0.3401887494091556-0.09936497591274517j),(-0.6049218905874288-0.31862230482733644j),(-0.3291632486416812+0.0753332304038456j),(0.0034040001317786374+0.23749375478101997j)
214,(-0.061665722698498515+0j),(0.2077142862677014-0.3871109508906539j),(-0.02941974666671028+0.13132470625753948j),(0.34280525283661856-0.3697498677210702j),(-0.4021322320414996+0.007987209519248584j),(-0.006643487192279911-0.018115110320405168j)
215,(0.3984589050963476+0j),(-0.24105601221491038+0.14974417578678845j),(-0.484247366747123-0.35386602068192763j),(-0.03980455522202764+0.1839676324538354j),(0.19932407969339827+0.36395734596765733j),(0.22967189970937923-0.10012522023891372j)
216,(0.07925626229692183+0j),(0.028219345317275296+0.06255402002582319j),(0.30920392095340044-0.19855073447467922j),(0.6073040109909142+1.0062480486224037j),(-0.1748319996817552+0.10093346914945192j),(-0.18549186406581414-0.11390574391293509j)
217,(0.1760556076870745+0j),(0.07636539369508294+0.13529998143438138j),(0.03785008631977399+0.4181467959477716j),(0.632653501467743+0.3412998529345546j),(0.04380060820453638+0.05899572885161826j),(0.13639933048331607-0.10774429235763773j)
218,(-0.6433197923144165+0j),(-0.12833588936929907-0.1469017929716543j),(0.13946338834386718+0.33005451393473234j),(0.5894438222833849+0.5990171436881161j),(-0.025990157440814697-0.033731305277478835j),(0.05334187027733942-0.15924919336590043j)
219,(0.36758350903392845+0j),(-0.02183404866092245-0.1154167282064549j),(-0.060592512565300044+0.22517920620600546j),(-0.5192395342832795-0.01772348110427946j),(-0.17188834526494512-0.13021294007462886j),(0.02126257704701977+0.26261481985973917j)
220,(-0.14704929466270528+0j),(-0.31250198843892224-0.06075794171600343j),(0.3046852721033113-0.06272479195562909j),(0.3194185352279585+0.21123481933458607j),(0.33857672408209827-0.20513537233296195j),(0.08850324231596043+0.1344364210575152j)
221,(0.23280330788288206+0j),(0.11803511432625746+0.1667279137415427j),(-0.053335051779218746+0.016822208783794673j),(-0.48694482061392563+0.18281878058355416j),(0.1976096642677343-0.5307368505976764j),(-0.1528478076881194+0.021510655837939777j)
222,(-0.5245295190758786+0j),(0.0897378714145573-0.1799702679087708j),(0.3118207175611218+0.006216139097420489j),(-0.586485138789878-0.22305012325184123j),(-0.5568247891285146+0.034153444946979396j),(-0.09107903569658901-0.06614802057862837j)
223,(-0.15071057440626634+0j),(-0.09228660363998885-0.019667608599058632j),(-0.008170756378300087-0.3288620394169389j),(0.6129373778560228+0.3780690268233569j),(0.24322772583037156-0.14338172274456162j),(-0.06461654975397292+0.20664883689768773j)
224,(0.06403686031017042+0j),(0.05205112972245906+0.06209886090099037j),(-0.23048654697359985+0.028772809210156666j),(0.7630779155639806-0.6955645313399619j),(-0.012044658727492719-0.3344245372710516j),(0.07180607187699051-0.07480012807513135j)
225,(0.024534124576493482+0j),(-0.11748874036638052+0.07340548517875747j),(0.0873385821293475+0.2063928179343575j),(0.5607226570212048+0.005610299782096206j),(0.27221340073133893+0.22975224471205014j),(-0.12734831192278662-0.16671927433288453j)
226,(-0.023313240909432098+0j),(0.035802229474617975-0.06525379348821204j),(0.15635194567388971-0.28113925403351336j),(-0.11450848470631755+0.42134274783210884j),(0.2470473975340494-0.3279609379214099j),(-0.1276011098632162+0.07183038105355058j)
227,(0.4173211151371311+0j),(-0.041409341225291385-0.0001226570573435587j),(0.030302238519762964-0.10937013577110652j),(-0.5627565386871518+0.744338731796422j),(-0.25355985761399824+0.19307715526296176j),(-0.1847409437527263-0.24655906030987562j)
228,(0.08380466651479204+0j),(-0.16231034063540678-0.011397647413622841j),(0.1025950927959414+0.15473636343342861j),(-0.47181288663168264+0.3724601905644006j),(0.20970153391243052+0.04464039354377853j),(0.08931818410716273+0.027250359363923865j)
229,(0.4631184954577217+0j),(0.04417955318909283-0.049505773400242564j),(-0.10529440851573774+0.009798739094687092j),(-0.6579908329021364-0.39257481500680813j),(0.6537429979431221-0.25416757021289216j),(0.10678034784437215+0.2576364968637017j)
230,(-0.28258998650306466+0j),(0.18081857244538183+0.0749224050248604j),(-0.47714635225904983+0.10568162268971219j),(0.20296075928940566-0.8100530651748102j),(-0.22435739997208773+0.012110783133176994j),(0.028741807356659165+0.010382081211458855j)
231,(0.27485430697967383+0j),(0.017123982013334982-0.14599736608409478j),(0.13594757006764002+0.007106341140464399j),(-0.9099050677860046+0.220885239212059j),(-0.22372743973378184+0.12984465819721874j),(-0.14037848850771908+0.055701972662640174j)
232,(0.02999754164305779+0j),(-0.00040208184099270114-0.11208917883957153j),(-0.2082165749202104+0.12798467336657204j),(-0.7745232596317343-0.01243422293484478j),(0.3135770759204893+0.002346813337754345j),(0.26233779899748844-0.22310238321132983j)
233,(0.12704390684332087+0j),(0.16953927920181847+0.23360515629483364j),(-0.2636678937103324+0.024589217607744903j),(-0.38977589590919215+0.5684098047044079j),(-0.019485360990991296+0.05337572230044917j),(-0.06830951386575439+0.09006444959698075j)
