,amplitude,c_-3,c_-2,c_-1,c_0,c_1,c_2,c_3
87,(-0.16004552722358573+0j),(-0.09975630936818695+0.1914606772602408j),(0.14039852159093613+0.02130983332482585j),(0.22187857810859157-0.2777318058985813j),(-0.8767698261501933+0.13393781697133983j),(-0.2540003342552059+0.13385768809105858j),(0.08440140759351199+0.1893196264646962j),(-0.04651221395009153+0.10710662683147798j)
88,(0.1845438113662598+0j),(-0.01439269360519218-0.13500320421220058j),(-0.011191936222927128+0.11391325044585755j),(0.10324926100003647+0.22526390319741943j),(-0.6044861143182021-0.052552963644722j),(-0.31559136629748713+0.4109342511797202j),(0.15708183990483304-0.1529936794721828j),(0.14255403058857863+0.07378297373019893j)
89,(-0.05697461771868867+0j),(0.08183719294728367+0.014756937870285699j),(-0.3322120671370997-0.25791956844230507j),(-0.08869666174418697-0.30133374796093915j),(0.08468689832004121+0.32015912354165055j),(-0.2942474193252862+0.012018981670819582j),(0.047345700430891355-0.1749460571844253j),(0.027706601494002076+0.12933064448040324j)
90,(0.11060410485614192+0j),(-0.11518524183002488+0.04135915724072073j),(0.24967535965998433-0.13001803334788697j),(-0.4681448305903918-0.38971810261635925j),(-0.41915156152786404+0.5380569444395177j),(-0.031086406868875135-0.2873784861568324j),(0.004575411382549011-0.03976875729773002j),(-0.05951637476390821+0.00567204896360041j)
91,(0.12109571903681679+0j),(-0.040313030766456114+0.20190687453318068j),(0.03730320530613064+0.11142570631692017j),(-0.1118864766433838-0.34572664171744344j),(0.3795197825598311-0.6806415599223j),(-0.22597085350701007+4.1489593340174324e-05j),(0.06833767764026707+0.021356129385980048j),(0.03495207245910473-0.027964721022873007j)
92,(-0.5470466114810562+0j),(-0.042901319664123784-0.06619774422678919j),(-0.12035641986598108-0.11164833617989743j),(0.014319852311232988+0.41918881334690555j),(0.028789929117064544-0.008584388671823762j),(-0.524159442870553+0.1163605691758014j),(-0.07400935881170698-0.05187827042293803j),(-0.04342516808920405+0.2731779340894664j)
93,(-0.025124922509544012+0j),(-0.014361831090636767-0.1985598382760249j),(-0.0229656863529153-0.1455102301709374j),(-0.3234323237806015-0.2700767250925976j),(0.31062293595423923+0.6051279130375142j),(-0.09739894816074385+0.2682539048878513j),(-0.040238222840361326+0.028698658674136457j),(-0.0507341352102163-0.07582544108399034j)
94,(0.14624299823759745+0j),(-0.14391146524956275+0.1210751424238j),(-0.2098092922936372+0.20473575771359548j),(-0.14822616593702748+0.03768958653913133j),(-0.4203135210435324+0.4498765986916728j),(0.427659021761476-0.05065897749419454j),(-0.06567385072572433-0.13146468515286605j),(0.08568005487010531+0.07548340435385376j)
95,(-0.17556116025223117+0j),(-0.10166839095094582+0.023141279623224736j),(0.06431150826887327-0.09859889104068828j),(-0.46827072827515975+0.04245063105300785j),(-0.04481239886362082-0.10573885360173185j),(0.6734081399774057-0.31185441002723274j),(-0.1418291260475709-0.0762692621192857j),(-0.08593372029191548-0.11425428307504121j)
96,(0.25995861843792634+0j),(0.039483662993859664+0.14494305002619295j),(-0.22158794756066202-0.21739014150633726j),(0.06580470495670718+0.27996149927898456j),(0.1187748258372204+0.33936441394573014j),(0.1204248287493288+0.03568979705664721j),(-0.25944646086036727-0.012762657852127136j),(-0.031183189175587836-0.15733259713727527j)
97,(0.3732411395901703+0j),(-0.011656704772399008-0.12437210021691598j),(-0.10359722006073603-0.08088501010048804j),(0.20957732708997417-0.2953768170684366j),(-0.6674073656582683-0.4766017449127957j),(0.31341324886765337-0.11455806333359683j),(-0.15902856583184594+0.018351084075963253j),(-0.0391423059620193-0.06107552386219482j)
98,(-0.14579266113036493+0j),(-0.11594777954772517-0.1058561973313067j),(-0.11931599881210951+0.07416233583309242j),(0.013635523122858997+0.11850533248942993j),(0.04913595490745426+0.07094341353936343j),(-0.5196559776878855+0.41472092587116727j),(-0.03953336411533213-0.028334755314295787j),(0.011414262487698307-0.09647092160338108j)
99,(0.036111734447575816+0j),(-0.07787652133249967+0.10567482542514478j),(0.1790618074565788+0.13780715013366482j),(0.1245115514822466-0.07381661568114538j),(1.1308109124060628-0.39305177493541843j),(-0.28906508850142815+0.2657888383284571j),(-0.06526665627713044+0.05608881479033144j),(-0.07847899697925863-0.0036220598045045016j)
100,(-0.29312033616780586+0j),(-0.1318557069934139-0.028279062799594627j),(0.09520423135378052+0.032236844190949826j),(-0.10550988408337894+0.1375588328795952j),(1.1317996243204702-0.3934043210699514j),(0.33273471232655943-0.06635356192920062j),(-0.05992439482415009-0.06253874739544077j),(-0.15292910533628779+0.05881833224085323j)
101,(-0.07418095686045928+0j),(-0.005517028946357853+0.01140115914830073j),(-0.16848290458668758+0.09857556265747244j),(0.019765330803214312-0.013551563865886282j),(0.8481702715247286+0.11158136985110809j),(0.016192582924086-0.3133008436698354j),(-0.25327639274326647+0.09240177395978641j),(-0.1802251821690851-0.09699449870462197j)
102,(-0.01150680827933906+0j),(0.033385094682290575+0.08625256545584503j),(0.13753704656901386-0.08672379141583239j),(-0.31125594322406-0.16559620110347964j),(0.942887763142393+0.9437632385744886j),(-0.10911144886170587+0.0025292273093475565j),(-0.1291115733782653-0.001970481478513888j),(0.08331173385937292-0.04554820506807061j)
103,(0.6652626792950869+0j),(0.07855723259530106+0.020815088064451828j),(-0.0068826763799126-0.16445130258004584j),(-0.2666416494963838+0.28558947055447226j),(0.5417544114119079-0.47076119454305265j),(0.0060509866133542645-0.0035767736617808507j),(0.03396594956662963-0.0016941568267865234j),(-0.13192375366073292-0.08582653016636613j)
104,(0.2673024947982007+0j),(-0.12147477720193858-0.07612522795714936j),(-0.14436315647640532-0.2289830341843619j),(0.1762044198651226+0.32390015199292954j),(0.5207218267707363+0.21955308837937723j),(-0.2326781394038917+0.07493130747881985j),(-0.08610892409562425-0.20861482387011349j),(0.1462892199943312+0.0013355865044209214j)
105,(0.2679896567173525+0j),(-0.18635905181801377-0.07021022184638305j),(-0.06972732257117639+0.03612063647654784j),(-0.14268847240549537+0.015366209857447827j),(-0.4168510863343853+0.6649645056667508j),(0.10879081971759991-0.19244712078232493j),(-0.11916920019631122+0.032478855383002686j),(0.04280092025594867-0.12725541601138807j)
106,(0.3340107602629149+0j),(0.04637270915207596-0.05246232936143681j),(-0.20919826185547377-0.055317404029789505j),(0.08345680194880317+0.1277221337424259j),(0.3504444802814086+0.6238687045973339j),(-0.35146007380193767-0.20717208874256118j),(-0.04624147934820512+0.10366958999611697j),(0.06481202099183979+0.08170166093487789j)
107,(-0.008414975789651391+0j),(0.01533542503624187-0.013311603120747006j),(-0.2161146054310767+0.01725224353018654j),(0.528794417310291-0.04060209395300095j),(0.47976533505090024+0.1386304668931458j),(0.42067789097181346-0.42770338227876914j),(-0.08591962288325525+0.018351974859747388j),(0.08301693031442267-0.017016536228042896j)
108,(-0.19219755000902505+0j),(-0.046354730170765746-0.21051518774518674j),(-0.24148576846907926-0.2467512384758768j),(0.14850495733576619-0.22762079115382838j),(-0.06275787869279303+0.44442835610178044j),(0.24271610462334947-0.09163838523152362j),(-0.11038734608398337+0.011971772590582182j),(-0.08424737766256357+0.19841473505370205j)
109,(-0.01166074597535005+0j),(-0.04705797251601629+0.21063235494515858j),(-0.056902730691954936+0.11248078875820738j),(0.011836043200787467-0.06618298480052047j),(0.7005091714013345-0.6574550194544488j),(0.11874437952607964+0.27206823114750744j),(-0.09319532103915693-0.016920522294796854j),(0.024727299619658638+0.21260394119350223j)
110,(-0.1593826528875029+0j),(0.01975747830632885+0.027917052118760464j),(0.13695818865508225-0.09396076657816296j),(-0.3200592178086767+0.052771643319862505j),(0.047542924186931006-0.33831618963336085j),(0.24225327391625684+0.17343044969215754j),(0.3248800054265045+0.12170988094752783j),(0.10705491351589985+0.13612852794093774j)
111,(-0.19334962114998538+0j),(0.04041788685841353-0.04357065084435305j),(-0.0004646736307750282-0.07949588033820208j),(0.23195735640459075-0.06407171823973398j),(0.5078537231871816-0.6920975014151399j),(-0.2184657296223677+0.4980879500186064j),(-0.266716505865282+0.17729144498618368j),(-0.1686499599868105+0.044739450968825575j)
112,(-0.04043050050190111+0j),(-0.00454787660676818-0.2317425433359418j),(-0.08906836014116296-0.1558897072458198j),(0.059484751790098156+0.23978599623032082j),(0.18891110635584377+0.5016910372059602j),(-0.33271930481142203+0.2808760609263915j),(0.11436581303852685+0.058955702712174075j),(-0.00019057952612990675-0.13465299533251432j)
113,(0.28375295918278753+0j),(0.18708078918539656+0.015529328601162774j),(0.02958633268592285-0.007018239727835968j),(-0.08011764343048486+0.32228036183617026j),(-0.6085285967661844-0.3163829906397231j),(-0.3425895836443386+0.17562600995363717j),(-0.07880434302496782+0.03523703265660847j),(-0.1652951844640671-0.04438076228754618j)
114,(-0.07393019993164868+0j),(-0.19698329541743176-0.04549195156723197j),(-0.19001892998227965+0.05544510225478434j),(-0.17568743666911635+0.5270328348573702j),(0.5468534710762915+0.1945092514480559j),(-0.1636877461206775+0.038934487186380276j),(0.06510374652786587+0.19473887980585447j),(-0.06689618045997581-0.04408960053968451j)
115,(0.17537610437650475+0j),(0.030219468212199216+0.02814794668911358j),(-0.04804669268564472-0.019119039497936904j),(-0.4081268154465498+0.11148554414263745j),(0.40929999273412365+0.834697116924276j),(-0.09221711946543715+0.04804938789581838j),(0.06313021688046659-0.12144471285242292j),(-0.12294266772701368-0.03445455041912189j)
116,(0.5983021730928739+0j),(-0.176241114629474-0.09490248833976964j),(0.1674436758586815-0.16715812042655276j),(0.3544668224829586-0.36716413750212906j),(0.17171043163579486-0.3887012907411944j),(-0.17058072496317006+0.1754837239391399j),(-0.03619592694952764+0.1622030783365745j),(-0.05511155072317449+0.06330761649044785j)
117,(-0.09586592511583161+0j),(-0.033587559444521596-0.03159169202100588j),(-0.015466743830334681-0.24836160271847796j),(0.3886764592172528-0.055685653705790567j),(-0.6497560511124646+0.17669020680138647j),(0.22977660190485133+0.11854194761473613j),(0.08077176770049732-0.13280462404941135j),(0.006539637085614239+0.12122650845215036j)
118,(0.07020220187517474+0j),(-0.0022807281296328974-0.09198467786382607j),(-0.04892685377355467+0.08719927797367345j),(-0.004850611399916938+0.35608579492114223j),(0.060304974925126764-0.36026608875817406j),(-0.4946797600785725-0.05050283534510893j),(0.12031341831972583-0.0008274561131130093j),(0.141301113792758+0.05865674656838177j)
119,(0.11529978382096334+0j),(0.1682197660080887+0.013079341904556724j),(0.022912497268405992+0.014151891720993999j),(-0.16162289589004947+0.09490924000992923j),(0.7022540488929097-0.6173039010707633j),(-0.04230347182307528-0.0444616491248398j),(-0.20404039864077123+0.009101558492186503j),(-0.06997898993944078-0.0028769054464470173j)
120,(-0.6110387607264198+0j),(0.04321033697669652-0.05779525983535411j),(0.11855430218310233-0.08292559012284312j),(-0.142370456710323-0.12275714423404432j),(-0.6265399794656832+0.6604940022015563j),(0.10446447231006567-0.3297233127738889j),(-0.08915763076546197-0.0833960397076585j),(-0.09145429210373592-0.07886531198563139j)
121,(0.34052998763860637+0j),(-0.11743625861147382-0.18049157306600705j),(0.1767175046612765+0.034211695265776824j),(0.17808794311400628+0.027355211663876083j),(-0.0002474107291180333+0.5665624494569235j),(0.11781195992314036+0.5194086429326693j),(-0.08021741330322597+0.1309945943166821j),(-0.1676235840656883-0.10866200695978967j)
122,(-0.1070290773422777+0j),(-0.06902411165856649-0.03611865819909348j),(-0.021516546747762946-0.026975079012227607j),(0.33895393090656084+0.6489369879551463j),(0.32702241809130117+0.16054518633896586j),(-0.22575674133245704-0.2805213468780293j),(-0.37570223974369205+0.023093064907226478j),(0.01972877079744055+0.025652419256269612j)
123,(0.12638356050905822+0j),(0.1494097500412521-0.1631482144848079j),(-0.10430836968214005-0.1345774035138586j),(-0.05726543994266988+0.2875078007614269j),(0.057743334761216444+0.7187488828540939j),(0.139434732608125+0.05700537393995024j),(-0.11421636177511117-0.18177603584119306j),(-0.01461145056326243+0.06132089300529118j)
124,(0.1377794722088807+0j),(0.10508131903028127+0.18768575277093444j),(0.26544764566260803-0.1106029369563253j),(0.007287468169007397-0.23381047175717873j),(-0.6349061332224692-0.5176431045610996j),(-0.5087339275989938+0.2309074542517216j),(0.16776604484246113+0.13310260961668072j),(-0.011481586290221113-0.1043488939889283j)
125,(-0.09033549296752269+0j),(0.0023852407049880925+0.23950334796924552j),(0.091736956105815-0.013160910169704942j),(-0.17542310183813892-0.2934334563768434j),(0.37093196634020587-0.34359116882615726j),(-0.45078268766024593-0.13332844866849308j),(0.22907226392299745+0.03720874532022088j),(-0.04912474980762414-0.036494066937771685j)
126,(-0.03053771944032206+0j),(0.10830548273495104-0.056919511162235537j),(0.06739062474562264-0.1005844235363729j),(0.17000071084861093-0.01147069893258483j),(-0.5814844605521445-0.14210047229216427j),(0.000968555304032559-0.011940602523746013j),(-0.18306057070799708-0.05868611209072387j),(-0.07961520680292382+0.0556564506605785j)
127,(0.23575589159796545+0j),(-0.08971253825577094+0.04243864854473968j),(0.059241774183208654-0.03839364156929684j),(0.021359397884703764-0.11208871437726697j),(-0.053035971656992247+0.7661568989527957j),(0.021877825573449514-0.2837662484617075j),(0.019146861340402506+0.06945848254136651j),(0.02692018970809265+0.002692233277862846j)
128,(-0.6491843994468334+0j),(-0.08454178842575588+0.3040273726566765j),(0.3642511577814663+0.1988692053003473j),(0.04006120336485101-0.2769548232528955j),(-0.5384939483985237+0.48051153857702567j),(-0.22901871949841748-0.6791345173428995j),(-0.05153637051583906+0.3581978789618327j),(0.2126709344971745-0.11050891152858743j)
129,(-0.4106628617538516+0j),(-0.013902470119887406+0.08862631416428608j),(0.24134760050401605-0.1478753160154161j),(0.17324257320651368-0.13927164949475193j),(0.02932743776550075+0.22197781776853337j),(0.6429012790614699-0.2092509857665909j),(-0.213720345027406-0.24112721268524986j),(-0.09628540389624085-0.09841263129055472j)
130,(0.15539482114066974+0j),(-0.14947469638929625+0.01779792369096423j),(0.11180528836257513+0.2950266966707113j),(0.21731520390114575-0.06978366199160359j),(0.10031716857342897-0.9892356823112382j),(0.3912942588754743+0.0796180238999166j),(-0.15272768599851502-0.08531936649173492j),(0.1117916396172027+0.10965108465331988j)
131,(0.043869771580424904+0j),(-0.05122887551017159+0.03965473425607692j),(-0.21101815395003287-0.01509325515389777j),(-0.1016390523929736+0.33867344524251747j),(-0.23012661657693123+0.9757803931872214j),(0.07238186109474373-0.11590204394478705j),(0.004267621600548603+0.06017845349196682j),(0.04622366573989119-0.19859648402773702j)
132,(-0.26807799017590617+0j),(0.02565580765587956-0.17266686647017673j),(-0.019249049572491322+0.05178916907130819j),(0.23202394433241208-0.31716959302714803j),(-0.024446545024139486-0.8608622857817243j),(-0.10053969296987315-0.14496936413746184j),(0.12237341093946622+0.3083818454134692j),(0.20264217740833299+0.1461286920721127j)
133,(-0.47450204817540637+0j),(-0.19949783330031354-0.028491303341028014j),(0.03627344600861009+0.08688920878034494j),(-0.01730112705348246+0.04111405922442493j),(-0.21541419719466304-0.6163239840007073j),(0.12658476850507158-0.04158600507607231j),(0.1411148022257397+0.046467515188955526j),(-0.03283904851206956-0.042363748112449j)
134,(-0.4007211675737242+0j),(0.0785614115224999+0.0012204772221632298j),(-0.10655019208722007+0.21714231396916794j),(0.062327273817857125+0.02172115541580837j),(0.6703322096477448-0.9805723396414753j),(-0.10170893021218316-0.07576891067809993j),(-0.2265790268609825+0.1564215610007783j),(0.117241007395323+0.029971851126569485j)
135,(0.10572427294868472+0j),(0.004345018390055109+0.02075498017643311j),(-0.06876336810625981+0.0650966291370732j),(-0.3805588012574728+0.3819934972327836j),(0.40240249446050874+0.23200956242593307j),(-0.14914491146068373+0.20606315520397428j),(-0.14205544008275484-0.12392299549742583j),(0.009337588605931592-0.05613577820775304j)
136,(-0.4573740787979844+0j),(0.05959864746077424+0.057984897636968825j),(0.0014076008581254892-0.14337501968086397j),(-0.018768188563062088-0.21500352201731487j),(0.12132514075375135-0.2613019244705836j),(0.2562965741656983-0.6837306193706759j),(0.3108406852100128+0.22678995363420346j),(-0.05797586164704123+0.13605693079256262j)
137,(-0.04502091743324821+0j),(-0.062004014569832025-0.07585600936825689j),(0.007967479276292974-0.040329536380179j),(-0.007522515999678375+0.29031079382516517j),(0.24423832720041183-0.9875309159700206j),(-0.1117167412509243-0.6076793312439032j),(0.17674485278821706-0.04768405641314591j),(-0.15958120668833103+0.0214582218985624j)
138,(-0.2791911190473245+0j),(-0.10344341455054216-0.005143452023019662j),(0.03143938850037281+0.07457717500764177j),(0.3076084424861601-0.03336018478573875j),(-0.5334940781106932+0.1756104243069034j),(-0.03182611090940693+0.27232629275950454j),(0.2620211328361462+0.015116861321878956j),(0.019229110648983243+0.032996249020961675j)
139,(-0.33719072219683305+0j),(0.025022944833911185+0.16489511700831874j),(0.08720165549630172+0.1317283030520694j),(0.11857212474964343-0.3398713136390897j),(0.06922720713989447+0.9327858120581141j),(0.21392552163079304+0.012173500445565151j),(-0.2418633245190456-0.017265165569476566j),(-0.12162884768861731-0.029069049867720635j)
140,(0.15722804510511662+0j),(0.09760585921098495+0.13665721252856003j),(0.010057801566928464+0.1789333508730911j),(0.3747068263254705+0.14693637263794607j),(0.20235783116709063-0.6987955383318472j),(0.3250588614138078+0.06317842670854769j),(-0.03690146167878774+0.14528442024579624j),(-0.1147022155445998-0.12869442317490606j)
141,(0.16821252167926254+0j),(-0.10117398762228347+0.026284005861558803j),(-0.12327709976783158+0.1622575124384719j),(0.1798488078004464+0.019406721412327965j),(-0.5986585601598978+0.01284055496646621j),(-0.23087583390444097+0.10405353873356457j),(-0.2536339006383798-0.04015711419132352j),(0.06119868889976628-0.07910127977545671j)
142,(0.3006102839991488+0j),(0.072002818924916+0.041185390800776316j),(-0.13542667555470875+0.12838414616369875j),(-0.03949857582032659-0.15511877382728456j),(0.28273235057734486-0.9836128423979957j),(0.09438446719388953+0.36255371728695523j),(0.08580491389095835-0.2676053885389057j),(0.03140676722670192-0.05288845127682151j)
143,(0.2039125456297673+0j),(0.12702414082400745+0.0891718210499482j),(0.08800138872704878+0.11029873136102067j),(0.03243230518927344+0.13372381339695155j),(-0.2905224784942196-0.5334478721797452j),(-0.32235267917075233+0.3778664117747039j),(-0.19687590551294976+0.04400734471634273j),(-0.07898325249550994-0.13709136662168725j)
144,(-0.2744264017159119+0j),(-0.006037933942157253-0.06661092583101585j),(-0.3655183716202376+0.09636922577525564j),(-0.28856680270818785+0.5111503172999402j),(-0.8054242691152146-0.2619774071826504j),(-0.022351760659090312-0.1394496190682834j),(0.029343423644719972+0.06334584713377131j),(0.09178180941528011-0.17176376111117286j)
145,(-0.3338383377930678+0j),(-0.04323531690685459-0.03587624658719284j),(-0.11402039160604835-0.08842011636546518j),(-0.005074742465859039+0.10201824489960408j),(0.9227660581055084+0.2037629219952622j),(0.0811109455897858-0.3756058749090212j),(0.10613982832551327+0.2749988153649344j),(-0.11801867943307537-0.12809812259640224j)
146,(0.08533649628770375+0j),(-0.05446305731214219+0.2131391312107135j),(0.07187080121688066+0.1108404156825409j),(-0.009956874657240364+0.17241517103836296j),(-0.3142694145988202-0.6277818100132896j),(0.14797965206571237+0.002034258965021518j),(-0.14553784417719945+0.20062676061844092j),(-0.010349946564940742-0.11380832503462994j)
147,(-0.23511146994572163+0j),(0.08447674967719411+0.19144222684772402j),(0.0999558874457694-0.10057104448222827j),(-0.2516198872466994+0.18460481380602647j),(-0.6570320403769239+0.18917310764981077j),(0.11175421123995832+0.17988623030901707j),(-0.1793886270189491+0.046652496729045756j),(0.14235664981383547+0.08658434127012979j)
148,(0.11510691301877692+0j),(0.028392727035748883+0.13072864309750862j),(-0.07992968135884326-0.04185590266689852j),(0.06540391904754275+0.1051325742007268j),(-0.5638416682383302-0.37179152416101213j),(-0.12913160730265766+0.05468643917924722j),(-0.02984262221048333+0.29694137672246246j),(0.07143386258608955+0.005372728289697805j)
149,(-0.48642368353395804+0j),(0.04440513853628265-0.14040393725853084j),(-0.03749432106826952-0.06654693537799011j),(-0.25567956603161013+0.03463237128165733j),(0.8056195638124999+0.019832880433671325j),(-0.14960913183889007-0.20399493968189433j),(-0.3797904544520364-0.2842104864463221j),(0.014497060971156446+0.27712700476914126j)
150,(-0.01163698452292497+0j),(-0.06144023297059002-0.20152508011133816j),(0.12336048740436087+0.1866980795542068j),(0.1825660249707638-0.3286777677613926j),(0.2791626847985005+0.5162146850186313j),(-0.11430329744755803-0.10788558405602394j),(-0.048276254998990666-0.27642991834043484j),(-0.015772440417444914+0.07592347350699431j)
151,(-0.19576501239547553+0j),(0.015646060312590263+0.0358387940802206j),(0.05863609208607197-0.14736530115212643j),(0.3126179455543655+0.5857993662326542j),(-0.0642746313790039-0.4293102723009765j),(0.2695423307792028+0.10984723424681193j),(-0.20716837938987562+0.06847782865205385j),(0.018736421592326954+0.0600238901538116j)
152,(0.29868688962531303+0j),(0.1266676244938585-0.1063130579848071j),(0.24025248733336083-0.051637512297711935j),(0.13964981214875286-0.08302058558718156j),(-0.45069920565094296+0.9436921175475257j),(-0.15527099085969243-0.02513880301791769j),(-0.048235706893643884-0.06511931666503348j),(-0.048796875191659476-0.13142704358183183j)
153,(0.07662610793941316+0j),(0.11806208711855619-0.14127893011449563j),(-0.16721955685080078-0.29593919497236604j),(-0.04456829490126715-0.01059827067551633j),(0.6257168738387439+0.05868479890853828j),(-0.45121970250302496-0.39716744176008245j),(-0.20326973143325933+0.05874807412207983j),(-0.00034764999667608043+0.08747826502670004j)
154,(0.19450479743187504+0j),(-0.044068994029972115-0.19218383836292163j),(0.03308416985206845-0.02698065055732827j),(0.08294157545081876-0.0283479625657128j),(0.7970153971685703-0.6238174776695702j),(-0.2695113252457022+0.0337689046058879j),(0.1019237649701587-0.06680938358872729j),(0.2061021716606985-0.030726584054658702j)
155,(0.19770936019856727+0j),(0.07669704993458379-0.06025678720633269j),(-0.07998759314808768-0.18415287531998084j),(0.37491814919180383+0.18063362831385657j),(-0.736135836467284-0.2482921881138595j),(0.312756608216672-0.02269537362964441j),(0.16443410002730796+0.002959281820608975j),(-0.09124970799006786-0.015586198811002625j)
156,(0.006784361836879818+0j),(-0.09762554519922217-0.04946515536135776j),(0.08381162397526318+0.2799426519838852j),(-0.01137719063863335+0.28008190050509835j),(-0.3033624047222369-0.6231957644364396j),(-0.0018454389857882815-0.17369412693748207j),(0.0316110554318028+0.04510622901609561j),(0.023479771939026194+0.028261265649980438j)
157,(0.12972558655290534+0j),(0.04448822895152542-0.04785059315546411j),(0.008260608445216762+0.041402695106571574j),(0.33189661088810196+0.12538590129651475j),(-0.13947307741230847-0.3201196843863039j),(0.20777439508166534-0.44339537423732106j),(0.08558887048182466-0.23000457926268578j),(0.055981675786494524+0.11449764129692692j)
158,(-0.056410231344592464+0j),(-0.04168025741569381+0.01653577718483734j),(0.08367054495235873+0.08215884128228923j),(-0.000535841654957514+0.03329663929673746j),(-0.2147982811746708-0.44455455647629016j),(0.15867907918992918+0.18215203062934165j),(-0.03466733290658938+0.0685046444638846j),(-0.053534876955149135-0.07890563719284832j)
159,(-0.20189601751965364+0j),(-0.1306249997320963-0.1666703184925744j),(0.07218452064375988-0.14911480177945663j),(-0.03546573691797169+0.05738839118127477j),(0.11718069095137487-0.6947372118425866j),(-0.3729476115046838-0.309371899971188j),(0.12838075505868868-0.02698999096941553j),(0.21476124202740615+0.2013053812845614j)
160,(-0.16526411689535753+0j),(-0.08412653394736273+0.10472411472985563j),(0.07395726833997782-0.17894435381591622j),(-0.2838640541897934-0.00042539976336782026j),(-0.1701748085489907-0.14958469045233083j),(-0.3116178123143718-0.3996631561543303j),(0.2638592161640278+0.038946737371015706j),(0.13067834094832662-0.15457580454851674j)
161,(0.602221020462333+0j),(0.09806164468075601+0.04040699756303017j),(-0.23820827713784357+0.3175712722685104j),(-0.08940823176679907+0.19492819586325008j),(0.06855306771280825-0.5574080037296788j),(-0.02886249766465844+0.17151690516085685j),(0.15674180352068973+0.06692010286240635j),(0.023602621037372054+0.08375662824832525j)
162,(0.32305502197724456+0j),(-0.004106817386992402+0.03665423434352354j),(0.06807069046410447+0.06727304281877136j),(0.09598423072828204-0.10623751276073713j),(-0.06431590791674201+0.3936630545723495j),(-0.4415973117912287-0.18276638894240788j),(-0.05521702446080301-0.13779220693877361j),(0.33789011674403646+0.008078061070117562j)
163,(-0.11082400043330033+0j),(0.09545689604502569+0.03779159542133245j),(0.09953743832095231-0.06568177676433427j),(-0.10612875438045194-0.15820236627603956j),(-0.9761058662146919-0.17656813328530357j),(0.14635007780438-0.2222250393996275j),(0.08687154688668455+0.1988881810029533j),(-0.1353413454587109+0.05235780153107312j)
164,(-0.3563755365886415+0j),(0.03185803607840801+0.01828385704112609j),(-0.004618204404130723+0.14143724853810802j),(0.5055702545265002+0.22469847872444385j),(0.4287678577987444-0.39646176917584053j),(-0.06013039622343622+0.20279490203279318j),(-0.0013008290359280937-0.01471826809853345j),(-0.15168099376681013-0.026997384230584218j)
165,(-0.3907263177458559+0j),(0.06268154318604507-0.02613527904932489j),(-0.041720781346017054-0.07225611873621585j),(-0.25118061983825346+0.029697905358488097j),(-0.29767248856612655+0.23984345638817142j),(0.05645278435365428+0.13053480881172666j),(-0.1286164513152483-0.11441329366931452j),(-0.0017120293444354076-0.07306060537996725j)
166,(0.014062660690821377+0j),(-0.06881187423828128-0.06938763040952278j),(-0.07765643814557764-0.25703494424630924j),(0.30618373494493434+0.15866912616175316j),(-0.5059160434485139+0.5724218566604093j),(0.04796628970925103+0.4419641613048755j),(0.03347210343412554+0.2635801004987473j),(0.020739486615762703+0.027717707171349474j)
167,(-0.11658291555844873+0j),(0.06524005540658034+0.0870145400499033j),(-0.032191399147518035-0.13307146896529193j),(-0.06235662399555615+0.2652869672658836j),(0.47419717034054104+0.7795377651766606j),(0.038473433001760426+0.06727094690351544j),(0.083024098196745+0.0522342061250225j),(0.09387194412099573-0.017070794611260362j)
168,(-0.2439407334633253+0j),(0.011319576194988051+0.027796256090182367j),(0.004881627760012747-0.03617237703911592j),(-0.05859701067109645+0.09956624420463848j),(-0.0007265795170534189-0.4703690306659135j),(0.3939242299788228-0.34699683423158195j),(-0.14589101249962133-0.14379129296205145j),(-0.0997053106374447+0.08244498505083034j)
169,(-0.24616001236140272+0j),(0.0869228409169542+0.04794518773912797j),(0.18158837688932553+0.04131224733370427j),(0.048351029330666734+0.07369748976978321j),(-0.3835102812712896+0.8294020970574076j),(-0.17861367326543798+0.3856321977486664j),(0.460435809131204+0.010977363462776769j),(-0.025908259734132067-0.00013755078115763528j)
170,(-0.2641090660802915+0j),(0.12747531839587942+0.06370966168868736j),(0.07226487476134595-0.3391020719138293j),(-0.0258262090847357-0.2186810768064068j),(-0.4020476711393044+0.40357255709385j),(0.2869992049446507-0.11774765734944867j),(0.15067045649424454+0.10075844935593661j),(-0.01011408156762816-0.012051370642437258j)
171,(0.3024144174082537+0j),(-0.049864048439191046-0.0042415049989746635j),(0.21209567765200077+0.15412576749145915j),(-0.13976336037456225-0.2081196117056132j),(-0.5290580685479749-0.9121721057261574j),(0.17370093203517845+0.20802198066100608j),(0.25552794565397985+0.05632038205171034j),(-0.010618893385562767+0.05427669845370946j)
172,(0.4272960261320886+0j),(-0.14635611204814927-0.0010085269087258385j),(-0.01932724223879865-0.0991589783839534j),(0.07353713160190925-0.15110262540897076j),(-0.4398926836164051+0.04023173185237633j),(0.0017783071332650724-0.15300880169545444j),(-0.10249412189318621+0.04136635146117578j),(-0.03753062977067313-0.020001397921747717j)
173,(0.34461550608701386+0j),(0.1655553833794563-0.0033283748413194363j),(0.06018735739412823-0.11423671420480291j),(-0.19797092909238745-0.0040520648689040956j),(-0.40571356754407495-0.7241945967056723j),(-0.062252069600474+0.3419371807712262j),(-0.08866388734115062-0.08936423426912812j),(-0.18613599416352258-0.16845176353548064j)
