,amplitude,c_-4,c_-3,c_-2,c_-1,c_0,c_1,c_2,c_3,c_4
115,(0.09248471680729271+0j),(-0.04613635412919072-0.07210453818054102j),(0.027799319390083597+0.04686517262914153j),(-0.007980159377284635+0.19648234480741703j),(-0.22992717678373112+0.16645926269092126j),(0.43852062543380915-0.6875978198679192j),(-0.19252903256986773+0.02873393797370328j),(-0.15815785233761137+0.1659105656642212j),(0.0680952623079813-0.013924342960671169j),(0.025196001237661803-0.1131885500562756j)
116,(-0.2750273466561196+0j),(-0.1562795920880025-0.04379724708638406j),(-0.033272094370300764+0.020930361151319417j),(0.2429128103856622+0.0791276078296266j),(-0.1663126155696938+0.16332211226642562j),(0.3855921757305966-0.7365617713144691j),(-0.18110959184965975-0.007868870000533473j),(-0.07807154470917681+0.2636974930345824j),(0.011108413983866668-0.06561038892484071j),(-0.07179694963581451-0.05449038423961831j)
117,(-0.2750273466561196+0j),(0.019071514031253525-0.073799988243043j),(0.07555348039721237+0.03148301165507606j),(0.11770830466783819+0.03219466857212487j),(-0.10355448056851807+0.15535745392012656j),(0.2983547575274535-0.6918907550185325j),(-0.3174799940394788-0.04777022439608517j),(-0.08132349402561787+0.2637385139147914j),(0.1035839766238568-0.10207353195030555j),(-0.11996364827346835-0.044270920508993644j)
118,(-0.42567244193622733+0j),(0.035379448910627706-0.023368044675425897j),(0.009734194553845098+0.10674460748165725j),(0.20434997882070696+0.016833755620931957j),(-0.17511008141557874+0.08469256395355121j),(0.4713999588339457-0.684700895952137j),(-0.5202421621209868+0.025524000238387207j),(-0.013809009680334522+0.136116028822295j),(-0.04244023468816167+0.04040807134558226j),(0.02493915750191859-0.12222058962955926j)
119,(-0.08894116669692392+0j),(-0.06606091083463603+0.02179379981634134j),(0.04702076550378119+0.062406179928844945j),(0.18108811608812586+0.06439317554885592j),(-0.2662090380345855-0.04408571213253623j),(0.4226270944636937-0.7425150853428514j),(-0.3715171888383043+0.08964471820019868j),(-0.06841065685997677+0.14514433120832643j),(-0.037190801930432386+0.04993935674360092j),(-0.10350417865186351-0.1689758670641237j)
120,(0.22896982748788203+0j),(-0.02381571419341791+0.09845498549973238j),(-0.1155841675265344+0.1635422789707579j),(0.1882648132693802+0.026795606236714602j),(-0.3047678475968192-0.04623347969173239j),(0.38976549484184325-0.5451442996931161j),(-0.3351163150839538-0.05652598272845098j),(-0.0032191165908501095+0.0864244634871548j),(0.11382715785898989+0.1471721234907719j),(-0.08290738877107208-0.04114175799315824j)
121,(0.032626280107782846+0j),(0.10915142397248755-0.0014534050567553344j),(-0.2573762161224203+0.05667287839582055j),(0.07207013686182914+0.07428791492661474j),(-0.43280295097287624-0.019572701575687516j),(0.2655261479488348-0.5442262984525262j),(-0.06385016238431908-0.23859328555192413j),(-0.03630953964267483+0.10165895015732565j),(0.022621645387687017+0.027257001586090596j),(-0.18466463725527027-0.19955477814170175j)
122,(-0.2425530515939951+0j),(0.0006731086545926634-0.006029286309729931j),(-0.1280498381851521+0.2153703844746867j),(0.12307001905556858+0.037252271088181244j),(-0.4256694206037996+0.2488415397703329j),(0.13154906388782722-0.3848167782961733j),(-0.3342651019279413-0.46939688214926045j),(-0.09486701084624724+0.18337352915241306j),(-0.05674561590457562+0.126827930845911j),(-0.014622005018006503-0.061326461797062796j)
123,(-0.21468811502919788+0j),(0.06473962250157345+0.057063406409406214j),(-0.10241674575393182+0.12103380710051057j),(0.04344941286021141+0.16353621589580508j),(-0.28069906880934475+0.09024380784433286j),(0.15524832860777799-0.4620355968655067j),(0.012591549962956472-0.33921949222561354j),(-0.0855864899729194+0.21593891876291726j),(-0.009260817071132337+0.10889782521663417j),(-0.014095584330913277-0.013573654609317462j)
124,(-0.15996671740022206+0j),(0.06442823340503093+0.038907712488774414j),(0.04382745317676173-0.04320551735196458j),(-0.08061975123220644+0.200081489909465j),(-0.2169829976533281+0.07489901430853015j),(-0.09016885119732433-0.4484078365746305j),(0.1933367977177914-0.44110644856217635j),(0.004871844746984712+0.1841833551243429j),(0.06545866835620766+0.18549521648015266j),(-0.030944656435642898-0.019655290251412078j)
125,(0.3593058362780759+0j),(0.004088521030100142-0.06859567038099491j),(0.03057843869382762-0.03921857163174157j),(-0.08253460260049658+0.20378411907450655j),(-0.3276378851817313-0.029364952557144317j),(-0.29777068028038844-0.501568343115672j),(0.23004192951740818-0.2668049371365538j),(-0.031189995359923624+0.11302026344679975j),(0.07996243106393804+0.16270376819152457j),(0.02475170365727066+0.046334338208922465j)
126,(-0.11132172273670166+0j),(0.04476869354761554-0.00476099931812702j),(0.16178903623015709+0.004033979995703971j),(0.05578944423723685+0.07156176887164338j),(-0.3439262962253393-0.04681003322009561j),(-0.07774487308698728-0.25302688293240794j),(0.14751333161183475-0.15678055656544307j),(0.007884791226154304+0.18876725387544002j),(0.21140431654407812+0.10266630235893869j),(-0.038117264256075443+0.05747371052777796j)
127,(-0.49603444517918194+0j),(-0.048222003153092545+0.21463872763027156j),(0.16365189348809267+0.035552112746479826j),(0.10365030312636941-0.09222768855588626j),(-0.22859944226291248+0.04589466110738202j),(-0.11788314146918678-0.26382735562436804j),(-0.08087071422649439-0.11000695039671675j),(-0.023273083060008255+0.2501063955627535j),(-0.025978625530698567+0.029537756625073137j),(0.056148765554233517+0.10944123828814999j)
128,(0.15171230621925597+0j),(-0.15740332410757993+0.002069935076722207j),(0.15668618510626936-0.07649012313343095j),(-0.14242269287960596-0.11561384855424016j),(-0.09217412045382843+0.19255130952884844j),(-0.3308540293177299-0.43646930366345205j),(-0.22223740748244353-0.13003846626185983j),(-0.1731439728542358+0.2115745311062515j),(0.04198199609646146-0.09201144495964887j),(0.08662870206233789-0.0793983641038886j)
129,(-0.054206683548173595+0j),(0.043893021233705205+0.054077063861847435j),(0.16910136300628958-0.053120945367023824j),(-0.07390691022826111+0.11299164273158585j),(0.057129932578712336-0.04735514837295231j),(-0.37399507020878286-0.5217125168771054j),(-0.1914334986792922-0.1872290591684541j),(-0.061108333694445335+0.2762741914959117j),(-0.012323687362620527+0.023669016164287893j),(0.019356201011196998-0.08886824857749304j)
130,(-0.20414317872327015+0j),(-0.034905674427159444-0.014741791488809419j),(0.1372792590816444-0.02156396211250504j),(0.1860969869680261+0.0795712197570695j),(-0.008599470026865745-0.05298848481782713j),(-0.206142960298207-0.6951013222339758j),(-0.26599166426932574-0.37918112028254436j),(-0.06330756507757913+0.15701834185362884j),(-0.013108468608833614+0.022576618017989714j),(0.0332157016267512-0.05659315230418145j)
131,(-0.3830258746518673+0j),(0.0668718870304624+0.023248664993611393j),(0.20994521653265594+0.09433844888856921j),(0.158826975130868+0.1099554782651179j),(0.09884434515681376-0.08412280818207749j),(-0.41095279294803955-0.6350997796051211j),(-0.2536374837534142-0.09324304638098205j),(0.048556568616716596+0.011058384062678131j),(0.11375785423965021+0.007281842568593315j),(0.12458427957239815-0.02127423415238658j)
132,(0.05769924903269344+0j),(0.07127118953375704-0.03290039322810306j),(0.14311474921143763-0.059049788145777875j),(0.16345646928852653+0.058915708146029255j),(-0.14160186261368093-0.101985721776688j),(-0.23856577726070638-0.9066581379807819j),(-0.11031867569984724+0.2726070146415604j),(0.174144025134453+0.059764482655964145j),(0.16426153294336554-0.03368819318005602j),(0.010853299674884949-0.07207057057266311j)
133,(-0.10785341547408323+0j),(0.005692166455528697-0.012158069510349943j),(0.09660083449152555-0.028055055381771835j),(-0.007511281446889603-0.03708035748567906j),(-0.19295572563988847-0.266077364069881j),(-0.1605472635762763-1.0478066813797446j),(-0.1465381894741234+0.30845206482891374j),(0.05316580303721017+0.056806593554190286j),(0.1369820720655806+0.057983456871528935j),(-0.13639637409798594-0.05586527295021341j)
134,(-0.07633155699480085+0j),(-0.0028834210603380164-0.0021796957238362866j),(0.14236807089283454-0.0246363099298028j),(-0.03264900713249476-0.11422152933145778j),(-0.23245902908788355-0.3269780367995386j),(-0.17156401108882693-0.9638134652367073j),(-0.11954636991347024+0.23516858638684707j),(0.14079062318707936-0.02602338046209373j),(-0.032778357903751776-0.03196808469015867j),(0.0950083817965941-0.0035852576561489803j)
135,(-0.3034683225078947+0j),(0.06780269843851396-0.03624549980035066j),(0.03712866072579807-0.008143402345880298j),(0.30704402000472397-0.07423480493779419j),(-0.27664558382092264-0.10278726140379074j),(-0.3708716860370161-0.6983527269235288j),(-0.1285992996262486+0.14627182441483252j),(0.14203814089639277-0.05710172610367175j),(0.0009719644733298949+0.029305153026436166j),(0.05603070061965922+0.017849644404427628j)
136,(-0.0461824358325483+0j),(0.04478995239122603+0.049832617696200836j),(0.01315737792070148+0.05642807695040454j),(0.08436893706776055-0.22964741034805272j),(-0.25023604489450024-0.015958623062660077j),(-0.3846219491641919-0.7708442589793035j),(-0.04514288615373695+0.13047113362422125j),(0.174300641064794-0.10852080860515925j),(-0.026946523742702077+0.11490670505415004j),(0.0947861640930718-0.0539426853199281j)
137,(-0.05343113694154958+0j),(-0.08099512161526481+0.07233053724537707j),(0.25860956937595747+0.06373750977930669j),(0.20436019637488084-0.07652610189329664j),(-0.1194772430214315-0.024360470476371916j),(-0.41263053144750145-0.8987699847084247j),(-0.13455338072480427+0.12220483819628673j),(0.13811157389929943-0.21764124486611763j),(0.011880957090036746+0.09525466203225154j),(-0.006348347449619311+0.031026740632031802j)
138,(-0.013139359963902336+0j),(-0.018704334275699515+0.08075171927362493j),(0.04080395332510363+0.15626070678110396j),(0.18808141522133812+0.005387433161463007j),(-0.09377088121675473-0.012461168606686727j),(-0.8711138547483529-0.7626257764797398j),(-0.1150470683595623-0.16138809353241806j),(0.11034142217828416-0.1745207175161626j),(-0.12333712154681004+0.0254159608827676j),(-0.025302313465306477+0.09629289181420676j)
139,(-0.2733826594627735+0j),(-0.031409512247548316-0.019271781477017445j),(-0.11260027312229225+0.1474621995868731j),(0.3276823762938467-0.035934326743275444j),(-0.39866286790122474-0.038210120700438076j),(-0.924937472931925-0.6551366345566105j),(-0.03708197171669381-0.10501974687735269j),(0.32873275480466657-0.04360993522009453j),(-0.18918908810565416+0.04800972686724573j),(0.03105688896820355-0.04036654586009946j)
140,(0.4578910651884549+0j),(0.08897056468667953+0.01769084795221589j),(-0.00827606170429615+0.09211750506478633j),(0.2826189238105239+0.09433692075322278j),(-0.08271901436661022-0.08747205745333456j),(-0.1395708194204276-0.110833266625879j),(-0.10609899011127166+0.21707226366871868j),(0.26497535964296615-0.18963820947924168j),(-0.11119585261030919+0.11763375488929793j),(0.05997775714240192-0.0803919933976445j)
141,(0.24021716586188013+0j),(-0.032270993378981754-0.18729150391432972j),(0.01019899601532881+0.044859280944445024j),(0.06624615054014046-0.06125176056350207j),(-0.13162323895676198-0.04729124153687585j),(0.05004780688254376+0.3281812152082154j),(0.01800940702919758+0.612158693170325j),(0.13866951509779699-0.0987580485547977j),(0.03972271338559836+0.09654264713968655j),(-0.042196913374695354+0.042020180719580566j)
142,(-0.11908898282343328+0j),(0.03127170663734924-0.1499472445911899j),(0.05514250250419278-0.06825222928892241j),(0.16361403220684678-0.13417993953944235j),(-0.15965596650452055+0.09313057328711448j),(0.08827210265919719+0.3560827193867362j),(0.01914163183660207+0.4382145433060163j),(0.08169164264517813-0.05040638326785537j),(0.06130927740389115+0.10316372398743207j),(-0.14504527935156364+0.01888918568291286j)
143,(0.10826814128431372+0j),(-0.11191499806268684-0.009985885829239457j),(0.013902742960103152+0.027169726319783562j),(0.23735401875557915-0.030631269905425623j),(-0.06340898271833971+0.06109145073614789j),(0.24294122110026062+0.35951417234038807j),(-0.18817908172773098+0.6796838415003255j),(0.15015652462383203+0.009724966334095093j),(0.09252222213427203+0.0738615866166843j),(-0.13717451214539889-0.057480669204037896j)
144,(0.042560435083525555+0j),(-0.04350678074057564-0.04867512366446629j),(-0.009815035302336302-0.006415798680752198j),(0.07603993453316309-0.12205686057414675j),(-0.017543062283468566+0.011558184722354078j),(0.20638923320983593+0.3314047971468095j),(-0.16412177293384994+0.5884800562673448j),(0.0707698892101251+0.013541165982435203j),(0.14565622454074234+0.17308335980897996j),(-0.06665341588550579-0.0018862377984492085j)
145,(-0.24428134652990988+0j),(-0.08808624678902244+0.04422816678389747j),(0.017933346259092903+0.15066193241328862j),(0.04867198107356714+0.017659612962441174j),(-0.1524625000829094+0.2186191129488007j),(0.3006844245434887+0.07299586452993329j),(0.1916327610790492+0.18154312751406634j),(0.2008790634068664+0.0016034914081997087j),(0.039437321533511746+0.010025824464314294j),(-0.02014028124676332-0.04291206623660572j)
146,(0.10371590186319819+0j),(0.006739614810245775-0.16750361421576726j),(-0.0009540503335172187+0.08399896281598346j),(0.018044143429039327-0.030542459097997722j),(0.0996380028161398+0.030826471003684824j),(0.06919255563954158+0.20417000488312562j),(0.30473096050715803+0.12521741960560104j),(0.10555633788504483+0.09214559823851574j),(-0.10344381305335408-0.044331097573296695j),(-0.007661509903878275-0.08746231645376479j)
147,(-0.1466334529221565+0j),(-0.05968736403999134-0.18172529779109664j),(0.06631060500115063+0.009482205203969338j),(-0.018564142896016038-0.19737763729665625j),(0.14695383113231147-0.11381422502608123j),(-0.23360344953617493+0.1347968965851725j),(0.3516035065085135+0.08741767875964318j),(-0.17585438070723086-0.11238385772446001j),(-0.12666802230169133+0.0037460878736349235j),(0.14504502993905105-0.08958870825304718j)
148,(-0.06268831843879766+0j),(0.03641887806942978+0.06452476311544633j),(0.06405243550011407+0.17069853143358965j),(-0.028555738930765233-0.2661630715387307j),(0.2826574678237225-0.4045475808772516j),(-0.039937184817906465+0.2785010766077331j),(0.06744402731428242-0.2531806237012442j),(-0.15469420386576477-0.1571895760598141j),(-0.10951248392286016+0.056846049686340876j),(-0.007050421613664572+0.02446634142791629j)
149,(-0.39738466189723065+0j),(0.025222067529484582+0.13655239196910285j),(0.17152361130846028+0.07404630609075982j),(-0.04921336508932228-0.1976029741905314j),(0.22258179484480486-0.2486061288409322j),(-0.011024621581108894+0.3703135952268083j),(0.10943341995947935-0.3464820663150001j),(-0.12515915402812142-0.14130968066344207j),(-0.08846000714333586-0.01027382134832715j),(0.061010797031041744-0.008163600829492565j)
150,(-0.2298048451409276+0j),(0.03115388290786222+0.20676525450341604j),(0.1411060590356147+0.05132406089953415j),(0.059142865393868316-0.19285465602204463j),(0.25816764068953724-0.28903550353399626j),(-0.2371168646247306+0.44255542201112924j),(0.17442183974601078-0.35524262622277397j),(-0.12114132398321349-0.1316878038093962j),(-0.13475447151804634+0.002397561705646256j),(0.020842072510856166+0.0300943124864122j)
151,(-0.2298048451409276+0j),(0.03115388290786222+0.20676525450341604j),(0.1411060590356147+0.05132406089953415j),(0.059142865393868316-0.19285465602204463j),(0.25816764068953724-0.28903550353399626j),(-0.2371168646247306+0.44255542201112924j),(0.17442183974601078-0.35524262622277397j),(-0.12114132398321349-0.1316878038093962j),(-0.13475447151804634+0.002397561705646256j),(0.020842072510856166+0.0300943124864122j)
152,(-0.2298048451409276+0j),(0.0026861429696217972+0.13665515202949288j),(0.23162917170137653-0.025039711839088746j),(0.05621088675251801-0.19061189833862033j),(0.20118355718548134-0.3129120832736228j),(-0.2955074572928573+0.5493677765233j),(-0.004234320370767514-0.32800492180658763j),(0.017228710785897924-0.14600122903182589j),(-0.05452005861966059+0.08361082738985091j),(-0.06221543961311089+0.1010841245895713j)
153,(-0.49578121899810274+0j),(0.07145717763970608+0.049929569176309134j),(0.09269819013283943-0.1315647301484637j),(-0.08132404620259534-0.19013211914786887j),(0.22388788264596798-0.09091857227073358j),(-0.35406229807769796+0.682898386168508j),(0.08760522031008879-0.257401231580796j),(0.014625179083895368-0.03468862830763763j),(-0.0547009602741391+0.012349005071140298j),(-0.11317742464753715+0.2114857409823223j)
154,(-0.060962707671276165+0j),(0.05184048221271128+0.04811087108294304j),(0.12906444546583926-0.009814885335582724j),(0.0063364372439689625-0.0923417725670423j),(0.3756584611390311-0.07683098523066932j),(-0.27404578613370534+0.4268496856685169j),(-0.11840408578490459-0.20865633803187728j),(-0.013389109930533324-0.10750048958282837j),(-0.11546991625768693+0.011766031856652703j),(0.008173197090888767-0.008476635601551506j)
155,(-0.2726183468181622+0j),(-0.0018740147225953102-0.06870303362952049j),(-0.06628386571028118+0.13288922239158685j),(0.02178566720504401-0.18431594565228274j),(0.1818671460927247-0.3205348268117808j),(-0.14967227607963132+0.5221305650140396j),(-0.07353494357153276+0.2071670859598741j),(0.043951657192365386-0.10471666027225007j),(-0.08156666935191412+0.09363449919549821j),(0.07695452621223337+0.027242660564468852j)
156,(-0.09239072936966228+0j),(0.04896902104331024-0.043387765899705465j),(-0.0565749799320538-0.039342551453110185j),(0.11709875741895169-0.2891469091873307j),(0.2820027324826701-0.3695791755202679j),(-0.24952107540651364+0.44573347892566784j),(0.15032207612585033+0.14230210184967143j),(0.18254050804092134-0.10551349993092152j),(-0.04163473257642057+0.05437446968052645j),(0.05929502378706603+0.009223099799511122j)
157,(-0.34723577413989704+0j),(0.08256333564212709-0.10934822728760826j),(-0.14293736543002206-0.034091232416002704j),(0.13393112718257932-0.1568292185435575j),(0.012744464473625525-0.12104845939394451j),(-0.18954409571784547+0.5812209777228687j),(0.29452273516241045+0.21423214732959328j),(-0.0671888753220986-0.13520723261097084j),(0.028532715713286295-0.10312908291422693j),(-0.08284665171166303-0.0009096030609392208j)
158,(0.10602752696817266+0j),(0.04144393833698532-0.1724456030799231j),(0.022546285995951154-0.07339909783841973j),(-0.10333991877083314-0.08925230825023636j),(-0.07902193078549426-0.3612215030028673j),(-0.2883940921919254-0.05767298578325097j),(0.35054220939721814+0.3316743383686088j),(-0.286545257175552-0.3127620518304319j),(0.0749186350019913-0.052212433726369786j),(-0.042090126692615124-0.05411442295660613j)
159,(-0.10135205349084656+0j),(0.002932738983242051-0.054125923757315675j),(-0.007222925259913712-0.11757467713927927j),(-0.03752369910157874-0.1120192322336112j),(0.07180263724484219-0.47354798136893317j),(-0.06379996240211752+0.0067365471305707685j),(0.22065512154322936+0.19684382847974097j),(-0.1608790553919303-0.19905371137627642j),(0.16259178479182448+0.08037711700427155j),(0.004991711960239481+0.04170323178161481j)
160,(-0.1351771253143248+0j),(-0.004055686642913952+0.003578426969212357j),(-0.05948175804865028-0.203045392057671j),(0.1503014814578379+0.01878435549227566j),(-0.02299792910571998-0.2186280751614486j),(-0.36477448349231917+0.12289732926110693j),(0.3569022207348089+0.27958780527769184j),(-0.03505303292376542-0.11487784379581949j),(-0.12561464784216209+0.14905355637761925j),(-0.008699011693343837-0.019930001717004327j)
161,(0.6064565176916354+0j),(0.045836777953479804+0.004720563641754741j),(-0.0467926849512254-0.05609547867036023j),(0.13959593361817543-0.17238818411907697j),(0.07560717596541278-0.03501145534236331j),(-0.08314587209957441-0.03715597925376883j),(0.17995172147676136+0.11682753433224163j),(0.08088619162314846+0.0025010648787455597j),(-0.05987709092622577+0.17413717387877478j),(-0.02907745605750572+0.04266475652945111j)
162,(-0.01736365089766906+0j),(-0.028907093697506415-0.02943461030217249j),(-0.15372836060727313+0.09737641147141338j),(0.05362740677901742-0.14060750911032824j),(0.13277528654951257-0.07758810516552787j),(-0.3825957154378028+0.0384004654978135j),(0.11399026527960057+0.2504537090695276j),(-0.03493514965106467+0.20342953864797156j),(-0.08045079379911486+0.16634218652241595j),(-0.11547036722446426+0.07386054019108321j)
163,(0.14006897368082954+0j),(-0.0426682338379994-0.024405588323952825j),(-0.059298909182440976+0.03513695765533338j),(0.020381497030723398-0.27555574566088625j),(-0.01855693266135004-0.1783368014803039j),(-0.5530487274078408+0.04090261156165604j),(0.15890447897379745+0.2737292706480842j),(-0.1199541170724508+0.17471001147907442j),(-0.09251323476281245+0.15680857114569685j),(-0.07885749123823978+0.04839866558941526j)
164,(0.18150495007168016+0j),(-0.026980898424182678+0.06976934930755835j),(-0.03631362417212811-0.1226686030451909j),(-0.06688121420558099-0.3955697169761946j),(-0.050809211952336675-0.21966366513312352j),(-0.8162022907246642+0.01934167649009695j),(0.16771807084194312+0.21832006496716871j),(-0.12683767481151503+0.09972116401042368j),(-0.09119889302839793+0.1777011219254834j),(-0.06962618464958706+0.06043488959603548j)
165,(-0.13435109011927865+0j),(-0.08732761285604758+0.00814072523322959j),(-0.010338151396702404-0.024929471217282242j),(-0.11516767200634911-0.3203765413707389j),(-0.0678874774203063-0.04833635328757262j),(-0.7747675449658351-0.008112231726996155j),(0.05329082294120142+0.2778840714755222j),(0.06359576977237372+0.11458607354041533j),(-0.1882072255113604+0.1181257566541535j),(-0.027086459686767532+0.11671123294027659j)
166,(-0.10028865079227994+0j),(-0.019439952359193574+0.008276342537948523j),(-0.027082546323136652-0.06538577975800337j),(-0.0889805774805168-0.23786823896882414j),(-0.1340719438756193+0.08234419744777j),(-0.5587975202654031-0.3458044676354731j),(-0.035011370405802655+0.38087375443109417j),(0.09169474933998804+0.05996324296827911j),(0.07655272534502706+0.008780517311289607j),(-0.003424023997778339+0.039615959644883174j)
167,(0.15620291723545413+0j),(0.005034923105232569-0.021120479114841717j),(-0.031339471316649006-0.05868683024692685j),(-0.035691608263104094-0.2774086025525353j),(-0.1344739824915979+0.09351799701811309j),(-0.4465832548960949-0.357707377577381j),(0.1154323700496397+0.3750543406442378j),(0.12290264562423579+0.08547398597198873j),(-0.012520882860877491-0.11213661556311658j),(-0.01834133485745601+0.06475597315863632j)
168,(0.2393303990836338+0j),(-0.028802542329719523-0.008512745895794684j),(-0.1240062788895223+0.022578316297141264j),(-0.10441594418449232-0.052954298687279744j),(0.06765026333321472+0.08751778099227966j),(-0.39712642304986584-0.08391385820204599j),(0.2191809123333536+0.2014179631239252j),(0.04778055674468429+0.1170555487301992j),(0.002425485422497861+0.1955400621073927j),(0.02380380981752769+0.07279618585517605j)
169,(0.4818532126010502+0j),(0.10434682650907506-0.05053613563765015j),(-0.09590737043463762+0.1109133733092757j),(-0.1229612201384982-0.13922158028310053j),(0.08096511098167739-0.06181882792007164j),(-0.4647586552818409-0.06120458589540557j),(0.23184748898187083+0.19190901496961504j),(-0.09973029736069311+0.2738781847895461j),(-0.04223211597667631+0.0791949064644747j),(0.008531662835733464+0.06688192817002327j)
170,(-0.21163560190724595+0j),(-0.039489238378341715-0.020423954931939117j),(-0.034897236670832214+0.10772369455331367j),(-0.11256663467197116-0.1550699503271628j),(0.19536197676775366-0.1966059754205097j),(-0.2559831621666965-0.08387842541727568j),(0.30723568597290707+0.2721093005908035j),(0.045708199384456506+0.28831316117515854j),(0.1825363574751154-0.08328627558026962j),(0.038850739484532486+0.042082883590581j)
171,(-0.26174366613175726+0j),(-0.04357371655293519-0.0313055754701031j),(-0.09214562428852965+0.014480188448982322j),(-0.12680295453691948-0.045341270129568234j),(0.36984784169345736-0.1685278551830631j),(-0.3343570875925202-0.12662971766885117j),(0.4515532895124832+0.22123733199947818j),(0.08061306721545353+0.2291234656566836j),(0.035802056194395686-0.22852590649836427j),(0.011939928590571594-0.0003992905039692388j)
172,(-0.2043396776118523+0j),(0.04366734423657602+0.021018812060066658j),(-0.12625370729679342+0.010543522861697975j),(-0.16243855607059296+0.1159896102946214j),(0.15071179262739293+0.003953355523986735j),(-0.6585281325553033-0.29725843864576623j),(0.14247992008505203+0.22127524569926688j),(-0.00608046147033403+0.42472578921973775j),(-0.017235203354680706+0.10905152013783842j),(0.00014049064217894203-0.031023787503955694j)
173,(0.11180133995358527+0j),(0.04800316549936359+0.01754460376318872j),(-0.15083651837929668+0.04562518415388234j),(-0.13398251684990395+0.06438147804824473j),(0.35273900206360487+0.13438250674024035j),(-0.5800709903982156-0.41557193991477853j),(0.11962257858152806+0.22131081901601074j),(0.016009712387471408+0.3120504353993592j),(-0.009271570313634478+0.10270715478506j),(0.026431746597194022+0.041930776905930736j)
174,(0.193844905678757+0j),(-0.054819065895255065+0.14626680647091397j),(-0.059629318599715125-0.06626381680739041j),(-0.14130386019912133+0.06163158450994243j),(0.16005368451752447+0.2364185262389463j),(-0.4514779070531068-0.40271812757863595j),(0.03115901186975547+0.1066721982378365j),(0.05723736335956696+0.11866134008317339j),(-0.01924376350832912+0.1262253912062021j),(0.09003269106062306-0.0318223765048878j)
175,(-0.14231902095144555+0j),(-0.0911394989665017+0.10255762937699957j),(-0.09390456110467818+0.16488925699118245j),(-0.157913284840483-0.09861225094417175j),(0.07965316224625252+0.21843555085616925j),(-0.33211891684149797-0.454491867071939j),(-0.012120553437308158+0.16775634770465842j),(0.04869206674504931+0.051329185115508005j),(0.014918581974783901+0.16318768800474823j),(0.05880967922345146-0.028838004549454954j)
176,(0.27673036236959886+0j),(0.10020320527006371+0.0999199210710652j),(-0.18314729490053053+0.09986100011609483j),(0.00160193094379283-0.05561121749040446j),(0.2977069669525081-0.01147536725868686j),(-0.4866234278344569-0.5548892857809061j),(0.09345277214800575+0.3011678524847095j),(-0.0939332751948547+0.009676235832977026j),(-0.03651535255426058+0.12890517508834018j),(0.08085715703560636+0.07809634285058892j)
177,(0.16938316251600616+0j),(0.06880212518740016+0.05691425005992529j),(0.08565273734425465+0.08147125051838895j),(0.0787495739028293+0.014904792606499235j),(0.17796191068728384+0.13042852117303486j),(-0.5156387124756185-0.668744159367263j),(-0.12802339380376723+0.02367851025260979j),(-0.08705259884930376-0.04687521115784754j),(0.07058166670296462+0.1568960987550042j),(0.024596654396572805+0.009082079932481578j)
178,(0.23168764364350014+0j),(0.14810816587439019+0.03966135666242665j),(0.008088147997995343-0.036663666132030086j),(-0.07624046095752618+0.14535158514202723j),(0.03814759787605512+0.06765113125169459j),(-0.32695554097489365-0.7133715190691575j),(-0.16222752502248358-0.04052245617917938j),(-0.2632752320433952+0.05908872881858842j),(0.09615081557516472+0.0460375885779635j),(0.09871292737737661-0.07053593001563756j)
179,(-0.43992164833726105+0j),(0.06214254346291871+0.08054183167486781j),(0.1424886828476856-0.05741063034843105j),(-0.12907710806255943+0.03803133198638789j),(0.04297703441661595-0.09134636714308711j),(-0.10647048995417203-0.49289500035229517j),(0.012916601059659437+0.12000555322697723j),(-0.23540739521201437-0.09034426954134242j),(-0.008046921395354983+0.11976945283478738j),(0.011120671199454448+0.1382243611560305j)
180,(0.35374835416088896+0j),(-0.05114029347649542+0.12118356505002385j),(0.033966081758067986-0.0018772615134584475j),(-0.1637850868941666+0.12193463553796452j),(0.038193479486056475-0.3852907859346455j),(-0.5439450233167138-0.09436352422394986j),(-0.04383994814881022+0.028551174761438147j),(-0.0493449755687029-0.07299541571797345j),(-0.036582945778193605+0.05217454160117035j),(0.168416432369069+0.10903374032109353j)
181,(0.2061704041858311+0j),(-0.003953448820856914+0.14445536701437148j),(0.13790377273958443-0.06016231271308529j),(-0.15970744679788637+0.020334906971015164j),(-0.03053217582197321-0.26672310848014963j),(-0.6643695128667584-0.054076570538839j),(0.07538832846478782-0.016627454548555236j),(-0.10329474886702585-0.07477057672435196j),(-0.05278389267848338+0.013406566044691384j),(0.12966911568411038+0.12028606649634992j)
182,(0.08473555945796929+0j),(0.16745187314906795-0.07460389607266094j),(-0.052241389585492265-0.16185399138171566j),(-0.19242037927146002-0.13614108804312094j),(-0.04242319627480733-0.4994071955039377j),(-0.5467145842884622+0.08844267646440747j),(-0.004524346053871933-0.15228472376040247j),(-0.18115303645833244-0.19598084573579894j),(-0.010741226891526345-0.02034059925725332j),(-0.10683923274111025-0.05497340789887552j)
183,(-0.07762754736539074+0j),(0.11066060090364382+0.026632911105493567j),(0.04928398342564175-0.07667101791423503j),(-0.1446529012453146-0.2155784941902377j),(-0.16921975576583215-0.4687558010787755j),(-0.44955312750069715-0.005334404847388834j),(-0.044585677277583086-0.5519777022349445j),(-0.0796894715590476-0.10645123563048038j),(-0.07499954495997829-0.01518267574534227j),(-0.05337334452037299+0.03994780942338483j)
