,amplitude,c_-2,c_-1,c_0,c_1,c_2
54,(0.42198020084840804+0j),(0.23885289880104485+0.18116604133864375j),(-0.03354420762994406+0.38459622897114176j),(0.6295555499099095+0.3719869502018286j),(-0.13438809151586917-0.16032363599694763j),(-0.0205777050735017-0.14648690365350425j)
55,(-0.0006352979140834825+0j),(0.3199757541622442+0.06968793038323444j),(0.3816183709553579+0.10608661710624928j),(0.27043099736662163+0.5033217427091609j),(-0.29633161724332346-0.2671719057376045j),(-0.09403589662851032+0.0028270823332975786j)
56,(-0.0321671734309783+0j),(0.20715333862499213-0.2598954878237545j),(0.4504310391115845-0.6392316397425414j),(-0.550061726382786+0.02276665344212275j),(-0.15520299476521537+0.18289302480373032j),(-0.09258184952366168+0.03211252916602931j)
57,(-0.29894528637349915+0j),(0.04512826706786609-0.1363507916246988j),(-0.24163499804054756-0.11503851229088558j),(0.660690041682897+0.7798143780814735j),(0.18405569447329945-0.25213694251992846j),(0.06646013209666154+0.06306447050328406j)
58,(-0.08416397591796831+0j),(-0.16647661993904017+0.16141392207181243j),(-0.2316251204084281-0.3871861871263841j),(-0.18953138748883497-0.9735745303712204j),(-0.18023348349082732-0.12539293985127006j),(-0.10646978293439693+0.1975107417116056j)
59,(-0.2800327947145976+0j),(-0.15852536391595395-0.1251534893993648j),(-0.055172936798055544+0.2564657560218055j),(0.8608381397142275+0.06893192317412532j),(-0.10651990190939234+0.4417258788643817j),(-0.03911955685699925-0.0009197465612221234j)
60,(0.027287050320016187+0j),(-0.21462969835842677+0.1887670349074833j),(-0.04592997993635819+0.11551443368620773j),(-0.1475087676699673+1.0602772930534223j),(-0.167702849386071-0.2009672961104691j),(-0.10284386268051754+0.008014882025523057j)
61,(0.07770899398146414+0j),(-0.0909063314852476-0.28566101127010673j),(0.4722418108588363-0.39900260216161304j),(-0.39611350358326136-0.26863449053586586j),(0.1010976751854517+0.11610433531355369j),(-0.11727419996444827+0.352322220348269j)
62,(0.24134320253571231+0j),(-0.3688957534023999-0.09478969323391707j),(0.14969321906385397-0.22344904373131555j),(0.6810946698992396+0.09225770868888114j),(0.2708107565834791+0.17830207631819694j),(0.20890338838159203-0.06510093851633977j)
63,(0.26417129914694576+0j),(-0.1264069980218357+0.22868597017716943j),(-0.3399497282291146-0.2102988952788006j),(-0.7293674163494662+0.6349450094279658j),(-0.05263742688103468-0.10819854262475151j),(-0.09162848327808822-0.3151256564883208j)
64,(-0.12260207805637366+0j),(0.015949988273998447-0.2777860482904173j),(-0.15030911631557964-0.15917828771511733j),(-0.261486386753546-0.47308598123583867j),(0.06479591265070728-0.1526069776219466j),(-0.1120828610184407+0.13647824212348075j)
65,(-0.32170050588997146+0j),(-0.02601825621402673+0.05829909542367074j),(-0.07961997254386738-0.28448866509825244j),(0.31348173836616083+0.5269655167650532j),(0.053409909144788006-0.08290275570691683j),(-0.010795859595123025-0.047600037950567706j)
66,(0.0945582332021892+0j),(0.020191875172526998-0.09625834658626259j),(0.0486276841507923+0.16994787854938306j),(0.05188948287292788+0.8004854708057358j),(0.04681377778906863-0.3405584986535202j),(0.21185094391924825-0.15106793190383855j)
67,(-0.1061217239730228+0j),(0.20580033174442078-0.03926161015347794j),(-0.047822593040544495+0.18857338796455653j),(0.3723517384008173+0.7484634467385451j),(-0.2427585552667279-0.40629657236921024j),(-0.16360587030107296-0.08600623422127333j)
68,(-0.23936176603656617+0j),(-0.09866756448023839-0.040468964123617945j),(0.10956242850447115-0.03301111493616919j),(-0.16632166023805814-0.7551588820730428j),(-0.3351664593655521+0.020150512966992787j),(0.26037452918479176+0.19024056242351353j)
69,(0.6717001771983118+0j),(0.25736063733955905+0.20172299162000062j),(-0.07217665224871789-0.10057500907994152j),(-0.9535458905720486-0.17563372116826145j),(0.3220605821386433-0.25349004614354775j),(0.0886064702439543-0.0633229989554866j)
70,(-0.3136128328884511+0j),(0.05171807467017184-0.1221495701801658j),(0.007981639253581141+0.1331730592881439j),(0.7964822734544095+0.27263961705576717j),(-0.18833854922842364+0.049730856026709375j),(0.006827443836234459-0.10872907772623551j)
71,(0.07585055478968555+0j),(0.009519105992854437+0.15786480962161198j),(-0.1310067456011685-0.06015453567152766j),(0.7042438855156762+0.4736663495177258j),(0.23746825426505602+0.007573749230789885j),(-0.051716469502699744-0.11364145300261655j)
72,(-0.27145696586243584+0j),(-0.25970084447115166+0.14138379181048513j),(-0.22155447016589375-0.5634530376589438j),(-0.8461594772885985+0.4853775779024405j),(0.13391928726818264-0.1650194685238705j),(0.017626705598613693-0.0008104050391884721j)
73,(-0.060790877348586805+0j),(-0.11176527125307582+0.15236203458600403j),(0.30308866223660896-0.4751327828582969j),(0.040932158399510185-0.32558611348721245j),(-0.13290106450185785+0.004831852799789024j),(0.03398197635642877+0.14415543144679482j)
74,(0.15181147164362607+0j),(-0.23343253828888422+0.022316513896407347j),(0.007836124050148954-0.1075558716499861j),(0.41155095228547195-0.7831860348059505j),(-0.2275678771900032-0.10518168934642036j),(-0.011627726535472734-0.14919183848723142j)
75,(-0.1368158867734277+0j),(-0.07478302584409874+0.19122987560200183j),(-0.1601088514806718-0.36137216791892424j),(-0.568118824813135+0.12724317212925718j),(-0.17907684958598374+0.0012118828359655807j),(0.10221612254953319-0.06755281097946705j)
76,(0.013978248109264235+0j),(0.1487235525170896+0.22930863263404563j),(0.15101691974953738-0.05001788403501821j),(-0.5505164526773089-0.1418423204271313j),(0.1481242741076082+0.41780891492189204j),(-0.18861718149825937-0.15986299713542937j)
77,(0.4681385220618034+0j),(0.04092747933752421-0.11919830587805447j),(-0.2351432798451526-0.05406647219558792j),(0.09280518380695343-0.569558045225925j),(-0.1974911827195743+0.06957756967525175j),(0.05350965601519053-0.2021775663054343j)
78,(0.13212490431715496+0j),(0.07241272013651692+0.16753782553633578j),(0.5196763129159299+0.20152640934770047j),(-0.5830970197407431-0.0404709251741183j),(0.1150859015740826-0.1876747944509753j),(0.1307626993580631+0.07386283741887976j)
79,(-0.4090985348335064+0j),(0.026517386588130964+0.06663769334732689j),(0.1961359247657923+0.055710200679266866j),(-0.6056047791974026+0.30303647739997314j),(-0.09590472040005271-0.4152454744899129j),(0.10989176884921503-0.0026015346347432605j)
80,(-0.1259018694914154+0j),(0.3847389942596023-0.004126069927791458j),(0.14073639525944678+0.07806857938158328j),(-1.0400484244244808+0.2325051673955891j),(0.14686308710273732+0.3141689482455755j),(0.05812818292783227-0.20408386940341883j)
81,(-0.2116671665521966+0j),(-0.009180886015024398-0.08989985966749875j),(-0.12406076542692301+0.0167965917434601j),(0.10395433478769847-0.8259875947609416j),(-0.15002972354948815-0.08091488844950033j),(0.20912944460638672-0.0995867937353844j)
82,(-0.08379692114565632+0j),(0.0034443669313343073-0.257274863473639j),(-0.13555331860373412-0.09774564088591364j),(0.585651243145972+0.9348853244632424j),(-0.03054441634236347+0.03615369622498753j),(0.004354943278935375-0.08800957108995393j)
83,(-0.12231001728095539+0j),(0.046354644351280644-0.07989685723040327j),(-0.15486095192471938-0.12089944780696099j),(0.29555238157252445-0.7455834204490805j),(-0.12097222158570017+0.11873443831761953j),(0.16222119531506965+0.15629727142930885j)
84,(0.13483744607792153+0j),(-0.16403815570644167+0.2560955336075913j),(0.18477026475955252-0.1871270859498671j),(-0.2025949887103979-0.1654951314399597j),(-0.32660506082058127+0.09761154451082087j),(-0.13713748709185597+0.035072762189272695j)
85,(-0.017173658152534632+0j),(0.16937858581399332-0.1002166282523205j),(-0.2816566194305762-0.5577761595509878j),(0.4400851113088807+0.3367841021479352j),(0.07734417580220683+0.09695552028289134j),(0.06163258410816698-0.1000772737376337j)
86,(0.15488002502405668+0j),(0.06103682254305205+0.11339034239841272j),(-0.3391191583585525-0.29840674899612896j),(0.04588838441069437+0.7499721498196199j),(0.15060408283392307+0.41521876051812145j),(-0.2014965653517023+0.08608447844259895j)
87,(0.05699881753314215+0j),(-0.10931236214886048-0.12525988235395719j),(0.1541980148332137+0.1874475820445555j),(0.18990606397014798-0.34855784465564044j),(-0.11048623302210607+0.18480492800251608j),(-0.10167206339585763+0.010548821546708194j)
88,(0.09305384049742757+0j),(-0.09220786621922145+0.045346949126373354j),(0.2604584569486506-0.14807895528858583j),(0.24683529236258547-0.7469354740348509j),(-0.00010566766316713605+0.2275246707693968j),(0.1142640491502224-0.21319300116595694j)
89,(-0.37544946576729094+0j),(-0.2981201047911034-0.05835091212502165j),(-0.11993046202263141+0.3807441990800899j),(0.6710813028738185+0.5826970191947957j),(-0.39084834322564527+0.3438942665207724j),(-0.05899497658910222-0.048218590483906656j)
90,(0.11831212457043205+0j),(-0.11719865324992827-0.23159610237963035j),(-0.008702761919306193-0.03863306531337339j),(-0.2524307428980886+0.5562648773775117j),(0.039195041631167625-0.7184478103596738j),(0.02262186709532585+0.14597492880092677j)
91,(0.14933626231945316+0j),(0.0722694505811024-0.049042643885931506j),(-0.05524486437654379+0.2114086435942149j),(0.27276589185889466-0.7721121692434396j),(0.1122200499689156-0.015950988681676354j),(-0.19479896888755613+0.34038038607970716j)
92,(-0.528920125227677+0j),(-0.07600462613275402-0.0817835025151288j),(-0.005631463207962377-0.010938099293414438j),(0.01847019770673243+0.481825186556902j),(-0.06018409821578592+0.38183253843313886j),(0.1844173332492386-0.009792384225261366j)
93,(-0.220230711392581+0j),(-0.21294500894765192+0.03865691843515005j),(-0.12941300608144973-0.25211155653328676j),(0.862286151901597-0.319514440998438j),(0.010441873303057405-0.31827123585124784j),(0.02998652001161023-0.09903826902999421j)
94,(-0.37372897935880156+0j),(0.45685518778298906-0.08795918873583794j),(-0.1544300222191637-0.2515258328371093j),(-0.5891140810674179-0.10854824265133328j),(0.012830304672664973+0.09521731291483376j),(-0.02468578403730385-0.11536775587592353j)
95,(0.13342546142560371+0j),(-0.2304139632278418-0.050937188396785855j),(0.46625998577163114+0.48579888659676546j),(-0.21260015729782522-0.2863916594075969j),(0.03384033433574633-0.20057027919026005j),(0.0684852203074229-0.11507332932947303j)
96,(0.48405777117972104+0j),(0.07744692478405137+0.047783190770082015j),(-0.07840220086548312+0.45587611908538267j),(0.5748896968664305-0.030344973173418166j),(0.045331989789149506+0.1926305551525741j),(-0.1255197160348602-0.2551937596687467j)
97,(0.38201478027102387+0j),(-0.2115958562771869+0.23309177115749047j),(-0.258390337292892+0.4790925814595154j),(-0.16226637080629905-0.29831836468022527j),(0.07467213345563363+0.06339195687738192j),(0.0986888572541073+0.1200998904309284j)
98,(-0.12865544627607645+0j),(0.20179759075036935-0.09177181252205935j),(0.013890775776578879-0.109326941263229j),(0.6733354665624838-0.8845489228648522j),(0.07084404860025617+0.028393121305652753j),(0.0809517180645256-0.24883733357124221j)
99,(0.34237048053953634+0j),(0.10239581244080034-0.12086155831341866j),(-0.21953032266485423+0.31205692960861636j),(0.5291537745488941-0.10405603920920976j),(-0.07163532198672105+0.21098219402006294j),(-0.1834920067317226+0.1321647250755507j)
100,(0.012348612941293441+0j),(-0.3051588370846164+0.18267283522510394j),(-0.2382622958728316+0.2933208058390345j),(0.7991096032964544+0.14879660678475895j),(-0.05334419660890405+0.40423463639945706j),(0.003570936202863015+0.03306930711576189j)
101,(-0.14928926351779298+0j),(0.06759407538574257+0.006828317660624493j),(0.0015568986691198994+0.35508852912937083j),(-0.5478812983047969-0.17011972708006123j),(-0.09439923106184733-0.17018631178132676j),(-0.3236659174694146+0.20242210769113883j)
102,(0.5478143771243045+0j),(0.08663614307497731-0.002088220936352872j),(-0.21699296044462316-0.10215722787478308j),(0.5050993820442737-0.49567991379059967j),(0.19327732635439263-0.16883810710291272j),(-0.06890738042250252+0.1486147498330149j)
103,(0.10749364945120474+0j),(-0.16404278829543387+0.02730595550564105j),(0.18359818722847032-0.22467424445981252j),(-0.27073601313813883-0.438923587753185j),(-0.07077126933546016-0.22281570018310506j),(0.015012302508284402-0.0568727352837089j)
104,(-0.1680779647530199+0j),(-0.24092710449638835-0.09256181334167347j),(0.11137721965121691+0.5231485581547775j),(0.0873686008689758-0.6592712844616053j),(0.23855493212273982-0.17151058854523005j),(-0.15613229894617434-0.04661304280538518j)
105,(-0.04203747194570545+0j),(-0.09477089866225911+0.06143341381944489j),(-0.24310277630829474-0.15296308587067553j),(0.5853828103000281+0.9158154239250391j),(0.33061095010734787+0.3302294325150166j),(0.10838890272956633+0.05782328163727865j)
106,(0.2380437083616601+0j),(-0.07788635953814+0.051789537371483965j),(-0.4815822982553457+1.7445782096725537e-07j),(0.9770930737086168-0.3850633099971662j),(0.007041360809341469-0.18387971391270957j),(-0.05513324034185367+0.2722328561675707j)
107,(-0.7254932662863649+0j),(0.19965451691853453-0.1545222329641934j),(-0.21228459875858344-0.1196609072763497j),(0.7168219245897915+0.09896676321132407j),(0.2592844798719869-0.028669918181821748j),(-0.17239402809127313+0.11176605106083902j)
108,(-0.24142460339239977+0j),(0.17735115395538398-0.12936887924351884j),(-0.4527481120224853+0.3925957552467041j),(0.05882852699157114+0.1046631841677767j),(0.008422110319960055-0.25177694799534345j),(0.008647519514594575-0.05115085385110764j)
109,(-0.29556876334478316+0j),(-0.10119674551151378+0.1322740355695108j),(0.130314846997855-0.06205639216362227j),(-0.6470614706992978+0.23388385738296139j),(-0.34205711359373314+0.08928613674687491j),(0.10574201944273735+0.18356826570974413j)
110,(0.3044511569423225+0j),(0.0011665226829297992-0.14374767501546798j),(-0.060825070256791944-0.01144051976262038j),(-0.38280486297116334-0.3133948455903179j),(0.6599584151501365+0.3663919224471791j),(0.013536330201474885+0.13490748732941452j)
111,(-0.19223271481445103+0j),(0.01755644602578499-0.04549479869954916j),(-0.3930917320565187+0.3957820208290499j),(0.7779234486776874+0.517160177911715j),(0.00770309963541102+0.1842216083172026j),(-0.07831670115774576+0.029504048361873807j)
112,(0.17520693777321578+0j),(-0.06423563901661561-0.1135989343483605j),(-0.13496333927166682-0.1972096625580007j),(-0.6311636518820939+0.3552098986189531j),(-0.5647880991175427+0.2038389959773118j),(-0.04487865349961245+0.05671030050635492j)
113,(-0.2900922163571241+0j),(-0.1347048772978529-0.037541039056858155j),(0.25729236836968344+0.13781350360315103j),(0.7056814447735971+0.6634161225862415j),(-0.3848449576373899+0.006517607285390389j),(-0.12233440707452395-0.026221651132809397j)
114,(0.014543275148788448+0j),(0.017464854553466774+0.08576747754672938j),(0.05045191070996959+0.214621632105133j),(0.5252078440919417+0.4587960524402665j),(-0.6108536452180886+0.03051826385878826j),(-0.1497831698596466+0.09683581359401114j)
115,(-0.12102127628614809+0j),(-0.061370188076872986-0.02957679870675818j),(-0.5728123352700837-0.19787454577816638j),(-0.2527746221202676+0.12478454315836109j),(0.35402425002755467-0.221070344089429j),(0.0392649999831944+0.05235711416790501j)
116,(0.16450686368669942+0j),(0.08293424838487742-0.049335373029817j),(0.155013166024351+0.23832633348139615j),(-0.30360258012765606-0.323916392203922j),(-0.4216896027275138-0.09273900072561994j),(0.1431878219001015-0.05927752346361605j)
