,amplitude,c_-4,c_-3,c_-2,c_-1,c_0,c_1,c_2,c_3,c_4
121,(-0.1578024251096866+0j),(-0.07155193924249852-0.1054197150373571j),(-0.004557897530480831+0.1511238352151953j),(0.10839473195917523+0.1597972683436059j),(-0.06139111648078575-0.4399563131570871j),(0.26110484427257974-0.4787100857875249j),(-0.2911271016496202+0.012489343824476175j),(0.01786683982924761+0.18664184395087155j),(0.13530114521546702+0.0038051431276017733j),(0.07136360030033995+0.0600155797145871j)
122,(0.4622534466158885+0j),(-0.0717286285166906+0.0012081374077551029j),(-0.045483200876388186-0.21859980593494505j),(0.06903209255624435+0.08166655857265652j),(0.19309780124483888+0.22901218942925303j),(0.17745871079647058-0.9325105128725857j),(0.36049671546571255-0.17400429822140415j),(0.07027899389187903-0.0506575793667337j),(0.018634298477712037-0.004442029488639691j),(0.027800614053298908-0.10946879485372371j)
123,(-0.39935242773394886+0j),(-0.027955790223607682+0.014485090307215618j),(0.12618363033279162-0.22666053612962062j),(-0.06260348685680907-0.05463102622235316j),(0.18968295971907553+0.03136861635506637j),(0.2641387618221487-0.7028558721855938j),(-0.13575542085685569+0.30609543787407956j),(-0.1714657885912534-0.06806458769582285j),(0.07511418059902858-0.027129552272396246j),(0.006620389118846378+0.12628385195708688j)
124,(-0.37669320226746245+0j),(0.017369410801428238+0.050895485811372584j),(0.032135265466568454-0.15562673367906812j),(-0.0038310490179471724-0.16934191816388985j),(-0.4667858969163726-0.04088760911342036j),(-0.35440416379963724-0.36781221341981146j),(0.18801698746910817+0.12306625442409308j),(0.19799578576227758-0.3231754858269481j),(-0.1181043838264595+0.010571112314178965j),(0.020647606400162163+0.10552274330304742j)
125,(-0.29615115870157055+0j),(0.061378384356224766+0.12198684410920464j),(0.09491672255218779+0.0473933630981096j),(-0.10062566849570401-0.45288628494752897j),(-0.2521844801235189+0.15295200617508706j),(0.42218577885769215-0.6462281275343293j),(0.11428273963001812+0.18246799381742598j),(-0.041514392250517965+0.18089573588398392j),(0.07463871756535169+0.08258176432318737j),(0.12478324813696733-0.03869331108867489j)
126,(-0.5961425623174174+0j),(0.05050098353584481+0.06803858744315221j),(0.13637401239540425+0.00630723235844733j),(-0.09309167367393717+0.06333717398164987j),(-0.5093869883946758+0.3611061476793053j),(0.5499386628694024-0.07794936593588243j),(0.2270971925410866+0.412908808868134j),(-0.04498564220640718-0.12910229203976092j),(-0.016802657879177937+0.08539859891616337j),(0.04650828128696192+0.11435146660679278j)
127,(-0.18440985337261676+0j),(-0.01967040384566253+0.10015943974749399j),(0.0919455237195782-0.018909393705682065j),(0.13172387408165662+0.01698453477192784j),(-0.2849134369269699+0.04731964139439566j),(0.6092727122890189-0.045653115057634475j),(-0.06194587633721926+0.12288410018038684j),(-0.11600150079981683+0.055856018861524304j),(-0.09686436002665978-0.02073826547568635j),(0.04871801124869102+0.06823761668768603j)
128,(-0.4048438590179606+0j),(0.020288341510233322+0.0022004495593165065j),(0.008308197744208837-0.08311093212555733j),(-0.16072889460447823-0.08881743620462165j),(-0.01362509396800006-0.023002644476982567j),(0.3464756339714611+0.4412980609552335j),(-0.28565606645936625+0.4931950209634712j),(-0.02175080905002863+0.2148400021720456j),(-0.07927232023160141-0.01266184247084393j),(0.0572761007439783-0.03212034309031574j)
129,(0.5124434793782903+0j),(0.04693902180203344-0.16604422227144364j),(0.05815511716535758+0.05081117400048518j),(-0.10561996391096783+0.08286415572205928j),(-0.013059602556853248-0.3537877510559328j),(-0.0010968210995802585-0.07609960740737165j),(-0.33496545214531925+0.32274159504556216j),(-0.4959063605436393-0.3708706980670111j),(0.009180690487131306+0.015987230223274626j),(0.03880875845301017+0.10168489184735956j)
130,(-0.03462941445271841+0j),(0.015704484878177757+0.00934069315388391j),(-0.0017220137827165423+0.1701831396799229j),(-0.14959399123424322-0.004807657705071791j),(0.4323457543910918+0.2672798591684409j),(0.544257183650769-0.2579707681982378j),(0.10475763387953128-0.2090324543709074j),(-0.0766791960936711+0.09909953047023956j),(-0.08617320355785066-0.0829309992048138j),(-0.026700724075338703+0.0060811148601575896j)
131,(-0.7053020718166474+0j),(-0.05984776242012296-0.10031119928619525j),(-0.14889326557420224+0.06631745027360432j),(0.0998958074018604+0.03746302704633393j),(0.33446880904369186+0.035523788090336794j),(0.6916867168742327-0.5607017852495538j),(-0.36084593657600755+0.15757197752157837j),(-0.45925852105881-0.035818056680792534j),(0.18994161142310254+0.1303023749687968j),(0.10093549481670942-0.07196739837334433j)
132,(0.08177321172377106+0j),(-0.023362214836194457-0.04354574573712014j),(0.03814280569036463-0.13006058437104528j),(-0.19917057344926814-0.16998240916813304j),(0.250183957743949-0.06864375110905402j),(-0.07306244311935153-0.013400492654410998j),(0.21504868323987836+0.33983797161854307j),(-0.2828293839288604-0.017458483682826195j),(0.19700887807830803-0.16704646016441865j),(-0.059714220663087125+0.03450507376747065j)
133,(-0.4349399790201972+0j),(-0.02369628601399397+0.10398736353555009j),(0.25890052594786334-0.03921859213649445j),(0.060036487517471725-0.2640952488115658j),(-0.10355453362676836+0.05616301125250464j),(0.36879216794530656+0.7158193263678648j),(-0.44267680620752525-0.004899017703720459j),(-0.08329417231161884+0.07551110312494667j),(0.0003755792241164069-0.23024097846136438j),(-0.06231641811399857+0.0007033902575319592j)
134,(0.10399352715315097+0j),(-0.04462661391384664-0.01248548855257171j),(-0.007007825424644862+0.03631606155116j),(-0.23342453934976756+0.13532551489430944j),(-0.49024848939579185+0.04567789776532448j),(0.25449060263769535-0.6047652337096373j),(-0.4287564025221163-0.28839176475104394j),(-0.10394990599069848+0.030199306086955556j),(-0.01917998616479288+0.06633780201552165j),(0.06630214255713174-0.017420815148354068j)
135,(0.37936685507030915+0j),(-0.09147120434187697+0.12987170367073508j),(-0.07167507288913318-0.07437401806442166j),(0.08737353697595018-0.06516366402781826j),(0.14372801559879161+0.2098450029640987j),(-0.43445728428613234+0.5509511406902703j),(0.14508690482091888+0.35623687978977725j),(0.2951283830097185+0.02393510799309751j),(-0.07869514218602905-0.14358985171688343j),(0.08508585898484913-0.10036961795558658j)
136,(-0.05166116601022261+0j),(0.015435521619952215-0.07319200869139998j),(0.1043873578677391+0.025914708435404665j),(-0.11857990903342332-0.09312123081034326j),(0.026481750805340147+0.2309527728532385j),(0.6068262763614952+0.24631946350685613j),(-0.24421630267165742-0.26491776444711596j),(0.01154411156907948-0.08277222377797064j),(0.10721802194410032-0.04886989789102869j),(-0.011774787503455873+0.1321308008807003j)
137,(-0.26249584299473183+0j),(0.15413749481870828+0.004952015273433285j),(0.04245604032079524-0.11976881171873985j),(0.08484690325717394-0.10191284184076788j),(0.19223828843615465+0.4507731523976459j),(0.6423534369356879+0.2743074964917374j),(-0.09650666563246929+0.174525995318649j),(-0.030448109841085966-0.0859374389779024j),(0.10400902638559356+0.003121321663933023j),(0.003653494066783246-0.07546823030094207j)
138,(0.25231287322543305+0j),(0.08208834125202097+0.05092978330986966j),(-0.14965490027780365+0.10826303564840743j),(0.06911893486469713-0.1533100691896555j),(0.15171022051753824+0.035363529560549334j),(-0.7903491892814838-0.3576078755919787j),(-0.011049724408165137-0.22674308073752905j),(-0.03384048578217698+0.19553557045631215j),(-0.03991903073296951-0.06728808134383976j),(-0.02607739165719886+0.09770602938217406j)
139,(0.09260035890039897+0j),(0.006688268922537911-0.03595695909047861j),(-0.20148552770646297+0.08750044610953023j),(-0.02564577744520898-0.009628507380552539j),(-0.0037134453598783174+0.09168755138994139j),(0.21948842728576212-0.7072033873397232j),(0.16131192837638697-0.17834850378944322j),(-0.06910740059811037+0.06251846864557252j),(0.03966976126841606-0.04381914344480177j),(-0.00791401638707926-0.10493061520131818j)
140,(0.5362966403944717+0j),(-0.028108003859581714+0.1302176710738029j),(-0.12486188894040531+0.05995806077433918j),(0.09982116475942196+0.07876656886086322j),(-0.3605636778676776+0.1292455265618811j),(0.3068612003314449-0.4622424545674665j),(-0.09884341666852535-0.04869163565731294j),(-0.0015189279190794547-0.004942938789448672j),(-0.07725394303913183-0.07556330768398739j),(0.061056037244327024+0.19898067947870204j)
141,(0.21755688281042312+0j),(0.007653820379078559+0.12564815911029953j),(0.054852312369070955+0.09035159166972681j),(0.10726953961231821+0.16170109724900764j),(-0.044331265254700505-0.007426659476799567j),(-0.3782064430761932-0.5362066602855096j),(-0.10251354225054155+0.3782990184449916j),(0.02690308053273191+0.056996342909167774j),(-0.04564852719601669+0.13809170701805512j),(-0.08023549031781982+0.008970251050180907j)
142,(0.11461549990553821+0j),(0.06302203761004864-0.0005798945358992669j),(-0.0984765932794755-0.042237365154086555j),(-0.0490394496138042+0.277226212805115j),(-0.13544524987605938+0.33672734712512087j),(-0.5316950860157106-0.7012980904070405j),(-0.08996408942447152+0.0854386234404735j),(-0.07263843960605952-0.11845524375458386j),(-0.09986990490851372-0.0025185847938389606j),(0.08841863331856668-0.09225459427134437j)
143,(0.15601013713081602+0j),(-0.030655876946223532-0.01786690654943988j),(-0.006454328405298127-0.02542264845867856j),(0.2104161578409366+0.0910455346903565j),(0.08263674257078904+0.4145366530198591j),(-0.8697346644112914-0.7470026312383876j),(-0.16208762991396722+0.13867171092171077j),(-0.0005757514137806063-0.09318964477262252j),(0.05907757409546821-0.18033481188702186j),(0.0028855653784338013-0.003983801887156593j)
144,(0.16698392951364122+0j),(-0.01410619899367449-0.031090285531279946j),(-0.07093857184885852-0.11327837018214829j),(0.13212882563718586-0.1444772596269948j),(-0.00659633802141911+0.22279126659356632j),(-0.012447023918320033+0.09926755298300827j),(-0.2577105113262988-0.145660193949928j),(0.03988969318628348+0.18198157406720689j),(0.07386536097807332-0.03760558923301793j),(-0.13155901498700856-0.10382096419374733j)
145,(-0.3427916715232595+0j),(-0.08847518050489953+0.05345551071315383j),(-0.13864444089610248+0.04761704226306147j),(-0.1896227835384908+0.059354976893084235j),(0.007347924292902223-0.019234215917464555j),(0.5926301903183459+0.5526618710133117j),(0.25082013152665034-0.1301390716402928j),(-0.10459981174044956-0.12698661905546j),(-0.00900021120387935-0.16264513970881228j),(-0.05365545323175482+0.09358245568543808j)
146,(-0.21051197598683039+0j),(-0.07734824528538686+0.002102360507302307j),(-0.1226012420740136-0.02094518345511448j),(-0.23888082273888706-0.267743164172005j),(-0.22985588665364456-0.21819121963191168j),(0.43216197951975893+0.2001961536544984j),(0.27958869529427965-0.05961956963363649j),(-0.27709696215430235+0.23068909147421188j),(0.06875126622212036-0.2273064686838034j),(-0.010758241119739834+0.08077014850455222j)
147,(0.12027091026417602+0j),(-0.12184367379134406-0.055150473885776714j),(0.06839919498538795-0.004605865742783655j),(-0.10880153255280302+0.04417652789210518j),(-0.4031912038005226-0.1490095090668565j),(-0.31842344489137625+0.6679390145867344j),(0.22546899293394734-0.2653994336723258j),(0.12978928559838293-0.17709472769823364j),(0.17145527972407154+0.1268715113287121j),(0.06340017047445691-0.01774797813737268j)
148,(0.06002291019453743+0j),(-0.07450878611798714+0.11956932017093001j),(0.04256377347983577-0.06860337909543601j),(0.1410266218667905+0.10481369572790018j),(-0.19916790435254145-0.2896597914227297j),(0.3067010400731462+0.13231702472341317j),(-0.11546175988525519-0.37511253264958067j),(0.06449334065287894+0.09231224837317611j),(0.06674902293733735+0.08871236506845132j),(0.048681630960019824-0.010928934202055061j)
149,(-0.24658799235187318+0j),(-0.02392431699144222-0.023648666516016145j),(-0.09340381897426994-0.008082292439928862j),(0.0469175928625566-0.11690435144771105j),(-0.3083267313538875+0.04030981522814824j),(-0.4367598802213131+0.7075412832070478j),(0.0331015271356467-0.32842835313216256j),(-0.061101904101619114-0.08403289494277337j),(-0.13080770616318832+0.14160595398945244j),(-0.05124567299537801+0.04740540021368204j)
150,(-0.17691594059531637+0j),(-0.040743575112622346-0.01609937299705437j),(0.08541283099681948-0.21901204356277915j),(0.1023536474698931-0.17175056042627643j),(0.1602249864586281-0.07447632018585476j),(-0.5884025999492998+1.0246971776129454j),(0.2959383202535424+0.010841614189590384j),(-0.0917701608798343-0.09928449998419955j),(0.16756545837972409-0.17318159875571815j),(0.08501131187425184+0.03850443894609963j)
151,(0.6290491125680233+0j),(-0.03368492376945682-0.1132656900077754j),(0.12168799231241464-0.07229352957318096j),(-0.003611605909148524+0.10687817740946355j),(-0.2219422430251254+0.15200589710411377j),(-0.33621872709209105-0.18915127487408057j),(0.14711457327944702-0.3076338650701546j),(0.07056546406572886+0.11523226512212467j),(-0.1300577879571448-0.1122953366780177j),(0.14459150881077543+0.08221954979329811j)
152,(0.3388376448339383+0j),(-0.0645213236601334-0.038269870345181214j),(0.04236768974578475-0.09985140570395662j),(-0.001541586694984594+0.07936290042334007j),(-0.07263943237944617-0.01629119700614228j),(-0.7539231701497309-0.37454947564542906j),(-0.008561646093209974+0.004627241684584445j),(0.05298761365579689+0.16091042562630586j),(-0.0804425656256993+0.02760307404660428j),(0.0047278568312900116-0.04970228713384265j)
153,(-0.37371542445044437+0j),(-0.07702775443415977+0.08430020976788163j),(0.19818054966067716+0.024436993537998955j),(-0.2534015922753466+0.14860562067794303j),(-0.18361163529077204+0.2114703959062097j),(-0.23102221777085089-0.35631819907338896j),(0.15787724011390336+0.16323531641058867j),(-0.07784440627529592-0.029291881711117244j),(-0.018541205501633053-0.009787955670190304j),(0.017353436079588+0.07478043046965199j)
154,(0.1708065973309887+0j),(0.09043625594121561-0.04002392188125283j),(0.0017226414505646104-0.04590542380270985j),(-0.07429588883283966+0.09591851619726077j),(-0.19059490414866284+0.022206084997525577j),(-0.1963751058355405+0.8764144792368451j),(-0.07182410990414358-0.08180202767763942j),(-0.16896323924369697-0.0641814846253002j),(-0.008166006700683459-0.11170758385497945j),(0.03805938972932593-0.021952101802804505j)
155,(0.0663839712428268+0j),(-0.03441233012736038+0.012788845228209535j),(0.19022069595424404+0.09182546965912082j),(0.1811405518359822+0.1744826630666076j),(0.1242906095790905+0.013078527120022977j),(0.07123214114255101+0.6014887222770076j),(0.28733448885968077+0.08963697959832537j),(0.034167049319039064+0.06553269429990488j),(-0.09340807007428717-0.10498767805781005j),(-0.0413789287546502+0.018751542827444297j)
156,(-0.40513692476630436+0j),(0.07962778485578954-0.013184471276483933j),(-0.1623807464197356+0.06917214405375441j),(0.053030204659787694-0.163706283462886j),(0.0026739145795700026-0.08220076695523804j),(-0.481948388676745+0.6666408545827718j),(0.22940375676256802+0.1153868289070757j),(-0.051966410113074596-0.08533436032588028j),(0.0004553365003828608-0.0022169304230237746j),(0.0707057533014515-0.09443000960971058j)
157,(-0.18652262032026917+0j),(0.17240914367209254-0.04156196875418576j),(-0.02167079708245162-0.1361838225815045j),(-0.2182451945258887+0.31446173435393776j),(0.19252188694669364+0.5264067835771827j),(0.09318073087072204+0.5095629877045705j),(0.2547371449502686-0.2990605953580832j),(-0.2767373594208318-0.08661539114108689j),(0.03168707669976675+0.10250973559687374j),(0.11313326240031991-0.042615518465880006j)
158,(-0.18730795142499101+0j),(0.150471640525919-0.005278061192247604j),(-0.08653934506527014-0.20588931193040108j),(-0.27005653263307083+0.1733365592829988j),(0.1834427951463718+0.6174481478032742j),(0.001971574685940019+0.548263663287799j),(0.2631156796471328-0.25763357333132414j),(-0.1257709773457807-0.012391680634878662j),(0.04934814999287282+0.09412532299766468j),(0.06053953555852619-0.0355259151433762j)
159,(-0.1675556074317041+0j),(0.12309760740832586-0.01546257269195513j),(0.017242661779580646+0.04712855179377606j),(-0.00994276775983129-0.033247263364267636j),(0.45249919716758086+0.3984702788556586j),(0.2695707824057116+0.6435315874199126j),(0.04075809340887089-0.207786243296163j),(-0.08919076698533754+0.15293240332796001j),(-0.12363435899605585+0.004795305303448535j),(-0.10222162395485172+0.02936671966964908j)
160,(-0.19541727674713294+0j),(0.02167098021421583+0.004883232368273944j),(-0.04333414424107364+0.03197845627873116j),(-0.13324337039332443+0.2687287774001818j),(0.17889552910881767+0.22982745232515786j),(-0.32732251844216953+0.49069968101139344j),(0.1003840975169733-0.2158255034001148j),(-0.08888129630318603-0.10197299530402043j),(-0.09599366225892031-0.1175452894312749j),(-0.007809966325690421-0.046407116546948624j)
161,(-0.18817143207449782+0j),(-0.05743465070471858+0.009193623924900751j),(0.030916660138639307+0.08050431602337892j),(0.004941696474605781+0.05283816573816596j),(0.37093257943706165-0.5954176496673239j),(0.006833610789993061+0.6145160136415638j),(-0.07678113669364803+0.29706516632704705j),(0.15330688082281427+0.13350837855002157j),(-0.048356188168743076-0.019062368188289304j),(0.12505828327207757-0.0769831989205083j)
162,(0.405909201487537+0j),(-0.0524968583024378-0.03422778717121963j),(0.013629083507371473+0.07371299246274j),(-0.06766624896562427-0.1346903876302758j),(-0.11410008079269263-0.11001115902315785j),(-0.33237801315845983+0.8296983133839602j),(-0.2520726768995127-0.09387532187675598j),(0.1325295931607394-0.12475690449788558j),(-0.03758120486921013+0.04969072367975955j),(-0.028431865664156897+0.033382073360299636j)
163,(-0.24314966044985656+0j),(-0.05325443581579079+0.1033545404233549j),(0.021463874704427593-0.17884501595212968j),(-0.010315456525564174-0.11567829180448626j),(-0.19319029523493456+0.12900020926229777j),(0.255943395458071+0.6921139103116054j),(-0.20608894562255875-0.20453800111106377j),(0.2110808267682704-0.27944876013016895j),(0.0018076840928189803+0.12641496609653774j),(0.03667438389708499-0.05044921047266039j)
164,(-0.021163178442229452+0j),(-0.03826719651222688-0.001888507047814278j),(-0.003235815609156369-0.050380669597264144j),(-0.22792186341265577+0.062414119825083145j),(-0.17916411542397304-0.15819568441534831j),(-0.26897507142477717-0.22409252263180487j),(0.49377321532387275-0.050337800379743974j),(0.20355772622869892-0.006969399826099232j),(0.11371851585656756-0.09167745405830431j),(0.06335435533247513+0.10363241216238907j)
165,(-0.41265152770786717+0j),(-0.07016078317062224-0.043700965073354706j),(0.10750337993024461+0.03797731379028267j),(-0.1108979965486999-0.287313833895529j),(-0.14348255643900867-0.3231681465389144j),(0.13005090912842263+0.13943469441215148j),(0.16544898941768021-0.20489057736898159j),(-0.010677359462699106-0.1811853832464722j),(-0.04828057409173631+0.07104950315487227j),(0.19253933206067914-0.056404890550470974j)
166,(0.1767866726193979+0j),(0.01514352861678682-0.005476574518914937j),(0.0783554153135792-0.11861934338003505j),(-0.09801595893747472+0.05450601732823096j),(-0.16769792807055914+0.20431504218468316j),(-0.2678443413129221-0.358030323102996j),(0.35920593637795695+0.4706650709792049j),(0.04949500006559985+0.29985406083189237j),(0.11906171733242114-0.17726145667981635j),(-0.08558812792122515-0.06663694560308989j)
167,(0.12560741561663716+0j),(0.048118106889050535-0.11023431046309196j),(0.34105810319391566-0.05669034348086326j),(-0.2538053413904032-0.21782047289811168j),(-0.058290883910705936-0.1751153539602437j),(-0.297173862695869+0.12810695596632987j),(0.2520294772251122+0.6172884162688417j),(-0.07557438162301962+0.2952888288121467j),(0.07898982400997753+0.0012504058672075588j),(0.03627606071041024+0.10088819132172053j)
168,(-0.3241912336149909+0j),(-0.08812940485592649+0.038834747215076335j),(-0.06562207474641657-0.0737946138406255j),(0.053352759518532696-0.05520066902712022j),(0.1447279466232333+0.05269371921260019j),(0.6321338054296992+0.5997318875905552j),(0.40192772920021874+0.1637627808282857j),(-0.035990730228111-0.19024643554834555j),(-0.15288259016297+0.02842031449414031j),(0.11307351383705759+0.0012045388836870476j)
169,(-0.3241912336149909+0j),(-0.006080636984712718-0.08808610813465302j),(0.07232195059940588-0.11247950587472554j),(0.08687242635103629+0.02012935849677406j),(0.14079315265537215+0.07278974950840048j),(0.22099057017354798+0.20226235674400747j),(0.5116173011025842+0.3799048044739245j),(0.004417742291861574-0.725036509781543j),(-0.3254470982781874+0.07401636285845542j),(-0.06918668058079265+0.13278153987279973j)
170,(-0.3241912336149909+0j),(-0.0750346030808783-0.08024575768318833j),(-0.017563241486729466-0.04230715705842984j),(0.14708714463292966+0.10815739582042375j),(0.12637445407966255+0.1261119946596468j),(0.4786775946024147+0.3442008436326124j),(0.5861357577272391+0.41833478394211415j),(-0.054086900547918954-0.6404319473763319j),(-0.3045755362855388+0.10746211953781316j),(-0.05749973857604404+0.10117664130126518j)
171,(-0.3241912336149909+0j),(-0.08534169468085998-0.09930088153063978j),(-0.027305957064338207-0.044743535434754116j),(0.1492460877154848+0.07476170086658902j),(0.11555862815068699+0.15858812307122866j),(0.42002100148606164+0.3452860473328063j),(0.6020213375157796+0.3679187462761189j),(-0.05233280615792832-0.6422611478580416j),(-0.3117439076960779+0.12599543798109958j),(-0.035552468240537004+0.09930123689058593j)
172,(-0.6620329388179778+0j),(-0.07927546386422514-0.026772691215023195j),(-0.045039459732705504-0.00747213593500307j),(0.16500600820355876+0.07539331971360545j),(0.15156485845649303+0.16345687064940537j),(0.5217380957889977+0.292150183391236j),(0.6656096320241884+0.3179018238699063j),(-0.024134504512159996-0.5886630869648095j),(-0.31123273910989213+0.07006491709454106j),(0.01603352486109376+0.08369220450011162j)
173,(-0.6039443255025321+0j),(-0.054331371384793395-0.0921389585822543j),(-0.25897854294482253-0.006584356763527732j),(0.17886038974804463+0.047470146638654155j),(0.09315564175371474+0.266677530507182j),(0.6549412498193907+0.0067142724148932355j),(0.5905578495792+0.4002339158031295j),(-0.04551750401926365-0.6097884129861748j),(-0.22515717608433042+0.06724648359289434j),(0.10127153223151707+0.11817765855252292j)
174,(-0.7185174558586777+0j),(0.015137910802572794-0.09806334487860836j),(-0.1268335111168275-0.072016199558299j),(0.10043721555149372+0.00654308985093463j),(0.038630828550726984+0.2521235332678694j),(0.48365509945673124+0.20175185680845256j),(0.4054438511991602+0.27224483006985756j),(-0.14971672841145453-0.5891186163801925j),(-0.27368350653544654+0.20205363651669342j),(0.15104289445070704+0.20552731136848104j)
175,(-0.646039312864346+0j),(0.0627745940883832-0.0636721821591862j),(0.01263014808213208+0.043623986669362964j),(-0.12761839403410635+0.18116036599990676j),(0.22320240512211006+0.19453610574259084j),(0.38077858699661904+0.2648441990087923j),(0.6640558768801452+0.33417673001811404j),(-0.09683779335397534-0.5373431337009998j),(-0.28029095025169215-0.019776680276918857j),(0.10961824875144187+0.16661696443008037j)
176,(-0.604280693166503+0j),(0.06451256235005477+0.1569938288204274j),(0.007014256655164482-0.12427481435959507j),(0.07584815709937041-0.3778512067327325j),(0.2173040243699614-0.19425929148339877j),(-0.1502284048991237+0.3651802630966615j),(0.7230697507096806+0.46674976918088523j),(0.06644693085864287-0.5224231066434679j),(-0.2329057362017927-0.07274264580578423j),(-0.024545034288101023+0.05313296027518713j)
177,(0.2217546153445678+0j),(-0.0282037098357881+0.04310065665078937j),(-0.04567760067584109-0.08362893479631855j),(0.12270398727745847+0.06636290986950241j),(-0.3843785995111755+0.07034315678313086j),(-0.7012400665549847+0.6322736532129373j),(-0.09207699654082126+0.1837800886446538j),(0.010085509931079664-0.04237829854755421j),(0.08851380675345771+0.021659248216539712j),(0.049453590460202035+0.005389777942983036j)
178,(-0.1765998462958248+0j),(0.0008686623433626778-0.006578034659049049j),(-0.030640422857616242+0.041795508005761935j),(-0.0017048359050411983+0.2947213404480123j),(0.24198405776445836+0.1146048393544909j),(-0.8669561621526019+0.27112391746558656j),(0.001745974894644342+0.11450757394283428j),(0.25364205852185884+0.16009442560421214j),(0.07791475113832996-0.06581824866636872j),(0.026315044081688783-0.04192025123284519j)
179,(-0.3616554307343359+0j),(0.07537089100016536-0.046168338602014136j),(-0.013199031122883592+0.16083037342976184j),(-0.08734756254845824-0.08382123331139324j),(0.0012632900097620048-0.19305352227294512j),(-0.8374524160860932+0.6307227339839971j),(-0.20480132917665567-0.004462926468559211j),(-0.0844193411429699-0.029998249893157483j),(0.14246967756151596+0.0038972798861594896j),(0.041925643096340615+0.05915977426239394j)
180,(-0.1704501418074331+0j),(-0.04181116208451228+0.03343863674854756j),(0.02022056137784703+0.01066228841067204j),(-0.06971701003913404+0.20011682221425853j),(-0.23195769299137808-0.16471785988141552j),(-0.4064192916792758-0.17364509574703915j),(0.10103920015050981-0.047968259062505084j),(0.1607889444707213+0.0052072851875980715j),(0.13886765683388472-0.021866729072661396j),(0.033974919163991535-0.016714577380091675j)
181,(-0.07085247110848414+0j),(-0.16549913406963468-0.04603646605986249j),(0.19962682940118656-0.27614058195017427j),(-0.3738437609949726-0.0011508687153047176j),(0.16433972354070028-0.1283469602750204j),(0.019266385126651187+0.051555627200522994j),(0.2636860516669076+0.45144795896714945j),(-0.12132511591176552-0.017602274619817705j),(-0.1372843460512347+0.039717202299127556j),(0.04547577186679633+0.031240941911085944j)
182,(-0.01483935833089034+0j),(0.04698870614159376+0.10107962790246186j),(-0.23457148910561873+0.045471164742449256j),(0.14542193632111028-0.13228735367749622j),(-0.02668983267599384-0.5136124138613116j),(-0.22874991305226228-0.0008733953661645005j),(0.07296505792979704+0.2968278975494182j),(-0.06510043071341554-0.02527674538530677j),(0.0016923774811730737-0.09702592377573685j),(-0.0499037252864766-0.03250428746348653j)
183,(-0.08866039228718606+0j),(-0.10165688518157379+0.10397055819054707j),(-0.17789319845938076+0.2034132710198275j),(-0.06878923882352603-0.14776230566192905j),(-0.23470298585775243+0.10382770165354274j),(0.43489022134208283+0.5132082937144915j),(-0.1826760295976601-0.39979101288827323j),(-0.18479608171810824-0.06834622603681906j),(-0.008539013083248573+0.17198373118481383j),(-0.013850890121726807-0.012164100925587971j)
184,(-0.20814171408016807+0j),(-0.06850880763346785+0.06779271100205944j),(0.03803373751371262+0.1254908568189201j),(0.2765400275344971+0.11247618615796608j),(0.2649056031135713-0.207367770535893j),(-0.6778490388996958+0.520595835179922j),(0.410728977999219-0.1851912558659299j),(0.006896833014583515-0.2657549604162735j),(-0.07405170472820406-0.10806821231338465j),(-0.04704838611093762+0.052096209974347094j)
185,(-0.13955701625703848+0j),(-0.09056393530814455-0.14010765992864851j),(0.15995083118709305-0.24672856884234617j),(-0.1731224674028916+0.115605611702818j),(0.3051580066222354-0.040593369493462844j),(0.6588302110820325-0.6352659039583793j),(-0.05631851585280433+0.3087902159643764j),(0.2101118814895857+0.09911649454726411j),(-0.050362050605278416+0.22104025374603248j),(-0.06909403375353762-0.043533648865480654j)
186,(0.11535093924851669+0j),(-0.04011736157636192-0.03491980862471611j),(0.09943316158233395-0.05956049554692175j),(0.10653783129442579+0.08465654189172118j),(0.013835276781108085+0.27658192829898853j),(0.43276696270496706-0.36711291868497353j),(0.04717358388796753-0.2759774467983144j),(0.1710172766788639+0.2781711007040273j),(-0.256398929339534+0.006993363993062739j),(-0.07435885507991649-0.10048552811251305j)
187,(-0.19903785390881373+0j),(-0.03922242136210127+0.015676412157166673j),(0.04808919379426624-0.11534705069460768j),(0.09037875154760461-0.05399861961078801j),(0.08533625582126998+0.47339962557835963j),(0.9389848828236872+0.3897914347976804j),(0.027002882944708047-0.22615490334126764j),(0.11259488597260658-0.11121546849657798j),(0.0004854714198228244-0.04496601760578934j),(-0.05113082607350235+0.05884651260102769j)
188,(-0.10192337752537142+0j),(-0.09306497189879939+0.09571287109156132j),(-0.1168651079494038+0.014540109891525193j),(-0.0034518337295408597-0.2042128536920192j),(-0.08362523436885265+0.523053251989347j),(-0.06829204746884136-0.3530595269576068j),(-0.6732557601894158-0.41838292164752644j),(0.0050056996622775685-0.13393311693354007j),(-0.055506934948954714-0.1339504971914003j),(0.09497766511282296-0.09314189989193764j)
189,(0.02457818873110404+0j),(-0.017990813192975172+0.046315383607829066j),(-0.014586074009627949-0.0952380131118987j),(0.09017097039742404+0.0014764428410715263j),(0.15234717345163565+0.38368147848361606j),(-0.023055278575535125-0.17751078697018596j),(-0.7690871152012012-0.03780043224773517j),(0.13733584808252874+0.24734499609225655j),(-0.0735851606434877+0.04566003504704843j),(0.014810251515039528+0.028632844156433922j)
