,amplitude,c_-2,c_-1,c_0,c_1,c_2
117,(-0.20526553131709613+0j),(-0.05592530745778816+0.16958589723236656j),(-0.05621460076194856+0.07496083248520188j),(-0.36737976486835583-0.8083128332125509j),(0.31453515688076805+0.18754879954144857j),(0.015284211436912887-0.009831828071330626j)
118,(0.7090506853095008+0j),(-0.264117734566206+0.20540497768746563j),(-0.0750913027113665-0.5098521053790699j),(-0.06108155057595348-0.7737259502323734j),(0.19200181908120073+0.29448212059606527j),(-0.22663248711236905+0.27971944320205794j)
119,(0.12666541101018852+0j),(0.03911391371744555-0.08185257673059157j),(0.18087230487529554-0.3764326121839491j),(-0.23324240611408859-0.6388077435590733j),(0.11775757160410066+0.5198645550702548j),(-0.04106301710288694+0.19917822541772626j)
120,(0.17280166430219923+0j),(-0.08433878751393897-0.2609904367633918j),(0.09195991967187664-0.3864617397715832j),(-0.534306954099135-0.16437829256650166j),(0.27116025583738945+0.011391884947242387j),(0.237247862731505+0.22548022176852386j)
121,(0.04487699807357598+0j),(-0.12550123246093253-0.23440288174313506j),(0.016001011291666253-0.368335250794805j),(-0.22065699645793235+0.012221028039751457j),(0.21176124207453922+0.0623612137647862j),(0.1630633511694122+0.2727030677578313j)
122,(0.0697404812609148+0j),(0.1767475339441153-0.03239497122022029j),(-0.1353574125591019-0.32315608679254254j),(0.024144131762042192+0.21098393821330366j),(-0.02926145153778545-0.04156888433034649j),(0.08304392168721697+0.025615263067492497j)
123,(0.35664935243851426+0j),(0.09604611112551999-0.061927060961751726j),(0.04605937022118188+0.06291569297410288j),(0.33500586924281744+0.6309373429405017j),(0.29190591860762466+0.10058662400604644j),(-0.06911404605034116+0.049700276438380084j)
124,(-0.46287799646312927+0j),(-0.19892422930093995-0.02458244721336369j),(-0.009729256155117997+0.34555668363940717j),(0.19345238717199406+0.5369456459605373j),(0.10769548140369191+0.14437025252841362j),(0.01493788994281953+0.1419453751045857j)
125,(0.13799399778434965+0j),(-0.16083548476557735-0.00741805362200321j),(0.10995339557041772-0.1244502066259774j),(0.2752186049923906+0.3339466225425777j),(0.035881262543552915-0.38183442103900755j),(-0.3301123443728357+0.22095122061462896j)
126,(0.17743005586823135+0j),(-0.06747092913651287-0.1435000026278382j),(0.06090886442911167-0.3546358621223887j),(0.7200594325285389+0.3327682742316096j),(-0.06661660916998263-0.3433831465718088j),(-0.08834693371101679-0.10934046471535187j)
127,(0.02560264490301392+0j),(0.06334630686155313-0.02446956649124278j),(0.10958315984921455-0.32227693836592886j),(0.6834498803037191+0.16835796070850945j),(0.21737566711983286-0.3941570748369575j),(-0.017870037071566636+0.013537653559110156j)
128,(0.21398461043544048+0j),(-0.013874526513395713+0.20804412702950364j),(-0.1369908670669975+0.025315089488634354j),(0.3318467281302713-0.9942407406987475j),(0.21028678981652602-0.05161708577291815j),(0.323183044301367-0.1558562952196187j)
129,(0.13892794536614586+0j),(-0.26612142007309075+0.18033111437203855j),(-0.09754256290419192+0.049152780406623464j),(1.2356819389970461-0.3086529494300045j),(0.0696672616772474+0.009865374879851362j),(0.07342390304729615+0.12521538327677664j)
130,(-0.2481896900888586+0j),(0.057675137578209634-0.03583814516984553j),(0.3096604601325811+0.24634736293690154j),(0.9307118877374025-0.3003194457848585j),(-0.5033565239172453-0.011608861777770152j),(0.1489537014077677-0.06900225240312033j)
131,(-0.19321341365063588+0j),(-0.14496126270074788-0.0889458817274435j),(-0.4366641871853767+0.0364602855078703j),(0.266952745605408+0.13345310729552887j),(-0.45107008474019805+0.19386205716996868j),(0.10503866428079195+0.0934575676812594j)
132,(-0.05328110547556697+0j),(0.08574956533278613-0.17480478267250477j),(-0.22509706273454064-0.38472770665543937j),(0.6335646587468983+0.4284355671099772j),(-0.16177004786159666-0.10446493855357707j),(-0.051894750770336895+0.17711603715427215j)
133,(-0.28588351424897696+0j),(0.10237452832982222-0.08397537590248783j),(-0.15356263740639958-0.08376067079019339j),(0.6826267668960389+0.24766187388653876j),(-0.3094783863659295+0.028281058514455948j),(-0.03082162413727582-0.04447820121945463j)
134,(0.07307442902984207+0j),(-0.04149843855094227-0.07965098001194205j),(-0.35310039342730515-0.02039305384076101j),(0.4451665275558856+0.4559153836530054j),(0.16645966286304104+0.35997902429044976j),(-0.010533340028724622+0.13700314251250512j)
135,(-0.07143465282882706+0j),(-0.1982846430062231-0.10668168971865419j),(0.2891548833857373-0.40111326946319925j),(0.1169861698151346-0.2627828980238551j),(0.32902567609907296+0.2894946067196682j),(0.11737170984445709-0.3123044929840729j)
136,(-0.13064582286493864+0j),(0.09106244032861796-0.1826251649392577j),(0.12573593203600864-0.01990758694289607j),(0.13819823400546125-0.4867186390131577j),(0.32425488723642265+0.4579793384839099j),(-0.20520939813115355-0.21624074851741626j)
137,(-0.3317465168268299+0j),(0.05004154866426043-0.12968792961734674j),(-0.12813038156644257-0.026396305930052075j),(-0.5335539097388057-0.1815043212885692j),(0.30152498540796885+0.32216916904199977j),(-0.06314613549831931+0.21777451814316323j)
138,(0.08336870422710707+0j),(0.01089944171003996-0.022723534167315505j),(-0.24532352254495815-0.18277774907786382j),(-0.13093013291272088+0.05899564625197051j),(-0.18971784267770572+0.38431807100257964j),(0.09943790397311227+0.08835031085163461j)
139,(-0.4618413170748895+0j),(-0.03170815605355157+0.2739752791545211j),(-0.283431270077485+0.2812965670736697j),(-0.5468216752624914+0.015492508719040732j),(0.1911894894063393-0.055103948061504315j),(-0.11465504936138134-0.12050877572447186j)
140,(-0.37000043748137507+0j),(-0.1447359866302057+0.011983934142946927j),(-0.04496385645521542+0.17149798762639318j),(0.27809891584957624+0.5414110724855188j),(0.1825836385835813-0.015618163180371849j),(0.1662336362102689-0.27224932341124014j)
141,(0.017715784679163796+0j),(-0.07810740362393873-0.21218509062091398j),(0.04848505631212191-0.04726272090180482j),(-0.10379318028318757+0.7395667458021028j),(0.10903891823748846-0.3254085574323441j),(0.38930796933039014-0.04517570346550341j)
142,(-0.22672365605919287+0j),(-0.10833285797831124+0.016706479304490374j),(0.09829771702678189-0.37770649478433105j),(0.2524639823779675+0.9116554978628537j),(0.10864314449323266-0.040043856854396945j),(0.1600969638936563+0.010947157910818225j)
143,(-0.0914139038340902+0j),(0.16315395908022462-0.16184938339601784j),(0.2046273076162382-0.6239713425964212j),(0.12685396528159085+0.03417701322612844j),(0.45771505453491707+0.06213158044971806j),(-0.04713828069955665+0.09581078341586577j)
144,(0.37096431182776884+0j),(0.07302402689150966-0.07713445416089879j),(-0.5176872632705373-0.42793067190101297j),(0.5292728437719413+0.4664448368838127j),(-0.325350955297652+0.1907454376014977j),(-0.02950838689560431+0.05274876343897911j)
145,(-0.12609865454388858+0j),(-0.09455984018551898+0.08169675352249273j),(-0.1525847077571127+0.08612449903215973j),(0.7406561435873142-0.2644608170839835j),(-0.20146972956912249+0.055505842662206144j),(-0.045039207014217424+0.04669895800948771j)
146,(0.3412934483286553+0j),(-0.004488711821147101-0.08375642849396948j),(0.020478696360260583+0.11536954297445709j),(0.9137373880770282+0.46358010664044547j),(-0.10993103532747724-0.22416134440813149j),(-0.1474311404422762+0.05216143068283531j)
147,(0.02619662645456077+0j),(0.0803668423316025+0.004439685035788853j),(0.03479987704824366+0.004559430135652909j),(1.0034027745111096-0.07745451582956908j),(-0.25100302199998376-0.0007369846070640479j),(-0.14939708971170834-0.156542955971271j)
148,(-0.039585558945719454+0j),(-0.007380513982813822-0.1747475232135438j),(0.01861320655286328-0.17450270081132896j),(0.8032301427252738-0.37919520272126106j),(-0.03561177775811547+0.07418193169886418j),(-0.1696466501114952+0.13736628058869527j)
149,(0.4272431067547843+0j),(0.12194937888696268-0.20234666276191365j),(0.049604602867501804-0.056434408065353374j),(0.49908759498579286+0.6267566833372991j),(0.28970867998011585+0.1010169876321528j),(-0.13898520127844197-0.053976513705913984j)
150,(-0.005692898228136789+0j),(0.12021123673077169-0.0028536576269436523j),(0.06472517473562181-0.17739571518113248j),(-0.030546103310779837+0.1563388640714991j),(-0.2510303518508587-0.2773685411002779j),(-0.053859084699343085+0.1401894428136427j)
151,(-0.12752436439294174+0j),(-0.15363452213403822-0.13641360370214714j),(0.13170119658462898-0.2273716665650009j),(-0.40361527679039033+0.547762111242031j),(-0.390208763064197-0.06903417498692282j),(0.06800504340859857+0.054952897494320994j)
152,(-0.07107957234028636+0j),(0.12957977569973153-0.12525196322879595j),(0.06316276408495772-0.05558928662657684j),(-0.49880754505711317+0.7423895069821501j),(0.13697729503461192-0.09926196725349312j),(-0.12992967204164874+0.1562783991566444j)
153,(-0.19125086349982306+0j),(0.11251397714177752-0.2607079175837788j),(0.19074495142648473+0.004894850873621681j),(-0.49095190087488016+1.0849674216598262j),(0.01782117383470036+0.13823249436355747j),(-0.06161278403526679-0.07366551405204803j)
154,(0.237476409901628+0j),(-0.09286574524545696-0.1348228474376055j),(0.23727195648127328-0.12880484818002344j),(-0.6768236569970557+0.9914070065386934j),(-0.15096083476711356+0.06919372300129066j),(-0.173079095695212-0.21736168042318116j)
155,(0.02318835062414193+0j),(-0.026455082218586945-0.09229519582183919j),(0.31669565342166256-0.07235358399156427j),(-0.7144951789719199+0.33656354655834364j),(-0.04595313152397798+0.044294210971401765j),(0.18219608892341432-0.10563773458735902j)
156,(0.2169369377806551+0j),(0.014017297150002425+0.10844200167256499j),(-0.06498870929746245-0.12459801802794027j),(-0.14911840979715738+0.7820366988246252j),(-0.03673939889625315-0.14699489590320178j),(0.11311675936011974-0.3306622678121487j)
157,(0.19651043824093822+0j),(-0.11893813041198156+0.0433902495871578j),(-0.31146823618269653-0.09557322794073951j),(-0.5422850444238652+0.19635826247555366j),(-0.2884730009495457+0.05681577029211989j),(0.022289306672379994-0.05466897228977133j)
158,(0.056920258400415244+0j),(-0.11583802973386143+0.0454050857145091j),(0.08066271436511027+0.1654743112643169j),(-0.4775031803388193-0.4124385391329256j),(0.17348562235196768-0.3067768760732428j),(-0.17852402856592753+0.031908213313062414j)
159,(-0.2157152145201824+0j),(-0.017265289605806672+0.07628986004315343j),(0.23293697476441144+0.21463730407390877j),(-0.5293611388133449-0.6486325852558028j),(0.2494433515338977-0.5921896416501474j),(-0.06559836084301635-0.07688280965571889j)
160,(-0.2634486303587854+0j),(-0.2538726434045292+0.19346213636711734j),(0.16378842934449112+0.12928896041842938j),(-0.633080331980666-0.5423604315999009j),(-0.14356617913877287-0.1906402825907585j),(-0.03211160817451436-0.2347218897446735j)
161,(-0.2760497602777624+0j),(-0.1866386044719068+0.04276590925170798j),(0.1810447233704373-0.24439460703334426j),(-0.5779714161988492-0.5554929969630767j),(0.054432083165973234+0.06628872248194026j),(-0.131938027420416+0.18303045212558983j)
162,(-0.35534859427986054+0j),(0.013606893571734325+0.06310029934251916j),(0.0727526470434332-0.12979061774859274j),(-0.7132531911696464-0.2425143472676815j),(0.12962902926569858+0.10935295086399896j),(-0.07985804785321517-0.17438712206569415j)
163,(0.18876444481828175+0j),(0.1731044448086493+0.02299079939419961j),(0.201912237352164+0.017425260666057457j),(-1.0610040563430934+0.12680253977607295j),(-0.08353670538522912+0.22364007577118203j),(-0.02821620664953539+0.07989944875236005j)
164,(-0.1447939776399087+0j),(0.02300758233254252-0.0043297880057678595j),(-0.02373560692401175-0.078315570744635j),(-0.9787729997535222+0.7776644624388928j),(0.1333861321943069+0.36229510454085767j),(0.0823347815466531-0.2103344155238746j)
165,(-0.0446657589173069+0j),(-0.06477256609219664+0.0330160743166464j),(-0.09879752049321486-0.05861712641364783j),(-0.32478351570514963+0.7535675346072679j),(-0.20220888106365162+0.11718631006463086j),(-0.07485505236787694-0.2457296286527236j)
166,(-0.1822791988414659+0j),(-0.11298912927775485+0.27247944875958896j),(-0.06501050086962296-0.22985621935654688j),(0.23463273797609782+0.23562664031547303j),(0.4197504326690433+0.23586150392466404j),(-0.004407581011855732+0.006051966734522962j)
167,(0.2752270800395435+0j),(-0.14103954317957+0.026586163401658106j),(-0.3205346042002071+0.2262316352167505j),(-0.7241987428090895+0.3713194256201324j),(0.20752255580428963-0.23700464930657358j),(-0.04718362980401542-0.08539204823463956j)
168,(-0.19903597626675673+0j),(0.12957631933186087-0.023696095090250682j),(-0.10051994222317975+0.0653072556080835j),(-0.644971677170436-0.33328843841948874j),(0.06239864166078202-0.18183284716033773j),(0.09624096554416356-0.10763740035908198j)
169,(-0.09153267999657422+0j),(0.2059036587482417+0.0994797975659593j),(-0.20714369273219077-0.11589474121573279j),(-0.3433362478317332-0.6422969023727237j),(-0.19434548292274864+0.20498991482045265j),(0.13298795316554915-0.17402288555507198j)
170,(-0.12624633530179824+0j),(0.11548467733247313+0.19730407201963712j),(-0.07546757826927891-0.1406527810449682j),(-0.6475383406085481-0.8557586754007648j),(-0.018153537956585197+0.1675456257598465j),(0.03187358776401213+0.04914597965128085j)
171,(-0.36084444590569964+0j),(-0.021598409372542565-0.013789355780601892j),(-0.27033608610560406-0.020457170911761302j),(-0.3880087483848748-0.633320757280191j),(0.07027440595045534+0.09709080613373766j),(-0.14817195296448582+0.2081536526177164j)
172,(-0.5616425446899189+0j),(-0.0848195374099136+0.024239929605584645j),(-0.1356839496403139-0.11127088953011748j),(0.6801740668728932-0.29830314710948197j),(0.06551902432323754+0.08454326654470574j),(0.006734774267556851-0.03438622901399209j)
173,(-0.35392338629726766+0j),(0.0540194148666712-0.020178988292084414j),(0.13403163588689815+0.06188087915386825j),(0.6204664416159974+0.2449653501591011j),(0.22063020461964974+0.4272724971975436j),(0.19598364168582272-0.056324922739719965j)
174,(0.33024321197124784+0j),(-0.12145458287115611-0.015285329843728459j),(-0.21321937887348325-0.059670744971897484j),(1.2001821736824905-0.25632248568792676j),(0.32908372519027757+0.5312979268824163j),(0.06146398405150026+0.13999235672839824j)
175,(0.4996209905714911+0j),(-0.20459242666898275+0.07338189749993189j),(-0.4387336910333599+0.1926694020307789j),(0.29564664884181274+0.3824105546372751j),(0.31826582645263324-0.27420278838453954j),(-0.1481766389604381+0.08367163545803255j)
176,(-0.0890865038884579+0j),(0.015910926033873108-0.10295632640935817j),(-0.5155016851932626-0.03691229224645431j),(0.016162637047157785-0.18165326889937708j),(0.3701952321925215-0.07665931495595316j),(-0.0363191467530363-0.13126584055137994j)
177,(-0.0938336922166425+0j),(0.056843246411151765-0.1456854506657559j),(-0.6856656585146037+0.16368955115012288j),(-0.10348836322929734+0.10343286249355568j),(0.5270028986792701+0.317030961034936j),(0.0320176382557535+0.34265211616207897j)
178,(0.3930152640873114+0j),(0.32219671462221255-0.11219736247651228j),(-0.2397552636460974+0.27593759715760546j),(0.31857063949000686-0.2679832156948191j),(0.11756401622799117+0.6080327342681155j),(0.13871352161583728+0.3725417361415976j)
179,(0.037610817648060124+0j),(-0.15348757697805662-0.3303879002912762j),(-0.2089007500308936+0.023270064248092727j),(0.3952062790035311-0.30893753251084566j),(-0.06419946864129986+0.6428575196564695j),(0.08980855227509743+0.32608412382486496j)
180,(-0.40437478034924623+0j),(0.11937789636601445-0.22375933061609632j),(-0.05214551441789284-0.41868530907734935j),(0.5554257818605506-0.15492141014098842j),(-0.18018088852388958+0.2955761750316383j),(0.000602587174239208+0.00022171742150581264j)
181,(-0.12395729665933786+0j),(0.16998466688584557-0.022285579210601085j),(-0.2448443971310367-0.22920758017090412j),(0.45900393153092944-0.23365521359302183j),(-0.09968212652263882+0.46581040261407725j),(0.0750069816653176+0.06710512592048906j)
182,(-0.1020434352079862+0j),(-0.1929557231959055-0.01692222428545609j),(-0.5269032623062442-0.32896458247054966j),(0.38473454360183196+0.14993673545657188j),(-0.1231833703039335+0.174393878187777j),(0.21833268137170453+0.023470135668836323j)
183,(0.235821769481514+0j),(0.05038531278250333+0.12808762575091512j),(-0.168308230192645+0.04385052807653983j),(0.1075675128629273+0.8597715112820195j),(-0.18710902713139874-0.06954977068179843j),(-0.03112074408571057+0.1773389577487997j)
184,(-0.17284417310700972+0j),(-0.18728175480888176-0.183711527309746j),(-0.22625195269868026-0.09114454674586725j),(0.5684395516071167+0.44146975744547956j),(-0.041897301773237944+0.05286900647223061j),(0.1946871826592777+0.11353572473935965j)
185,(-0.17889919866631182+0j),(-0.047016601640418806-0.11367419463274446j),(-0.49484125811257273-0.06924266520286101j),(0.442999390004038+0.06534457489281094j),(0.13241822428974562+0.12052688416556427j),(-0.13872122551012833-0.03844941448064382j)
186,(0.059608166809272695+0j),(0.08797591072345401-0.26347027441544235j),(-0.6506169030473286-0.019906305946580966j),(0.32650940380516164-0.2542045325780656j),(-0.13244875852568488+0.26116931786288455j),(-0.08549864815297412+0.06287413494275931j)
187,(0.034058512736340515+0j),(-0.1673071599897427-0.12205413535536086j),(-0.2771698094915727+0.19649669251176916j),(-0.4922130451354126-0.3758245334129222j),(0.07294269598892225+0.13805974843478422j),(0.27607571225660177-0.011215347054841514j)
188,(0.17370948991380436+0j),(-0.09430366599811423+0.04011932988485757j),(0.08987295957953079-0.01019063171762791j),(-0.800675889676406-0.20600586399417053j),(0.044093638636656385+0.3170937358559553j),(0.15098823912264012-0.013510104503378778j)
189,(0.07283106197438002+0j),(-0.13336966149922758-0.06918165564349668j),(-0.13127595016362428-0.2054291538317667j),(-0.45408183914259453+0.291320839534979j),(-0.4392489875421202+0.0391911390166883j),(0.036236340312553114+0.08113165425877619j)
190,(-0.5775405782871699+0j),(-0.03466875500981087-0.20267755569139467j),(-0.21682368138141384+0.1908346765458874j),(-0.5038434247593366+0.47949985100904957j),(-0.05400694162778549-0.10533284943855695j),(0.020339700041538625-0.08020503796824274j)
191,(-0.16140593141068582+0j),(0.07212021070535746-0.0001630309248342324j),(0.03877000981475062+0.3231665606887939j),(-0.5240432076345424+0.4234075626572934j),(0.07254689704568111-0.11978622158732774j),(0.05250547624452822-0.05400068487028903j)
192,(0.14429397716392092+0j),(0.26973039352936046-0.021815646361767714j),(0.08467731980530342-0.01691972651890243j),(-0.654017398231742+0.6366478997547825j),(0.08030476989373507-0.03353882395084723j),(0.08958810235714741-0.07947276131280342j)
193,(0.3307463743008138+0j),(0.2796391236839101-0.05449468397457766j),(0.1117693441155806+0.24963017543563934j),(-0.8903070298508893+0.5217636206943267j),(0.3002567578826008+0.10629061959937255j),(0.2096552234490428+0.14814847976687662j)
194,(0.14704729594016835+0j),(-0.032884088236113024-0.06445722991981576j),(-0.05016574089484272+0.17968769749745384j),(-0.5292539849630629+0.7323059606024332j),(0.11030464538020558+0.29276656592337397j),(-0.09548527751999775-0.0953054537083973j)
195,(0.2410252952712239+0j),(-0.06447572958413747+0.06632382107565166j),(-0.13127540388399409+0.3246893028886373j),(-1.0439850958909858+0.49376983557448784j),(0.03219063498133823-0.20925669039612085j),(0.012572800193358422-0.0009909170045987667j)
196,(0.02950809826005843+0j),(-0.12548599538626595-0.0844452012062992j),(-0.093999675004541-0.01001789069919809j),(0.19787848654468843-0.33577181324356387j),(-0.03706484284665324-0.018372042094831655j),(0.06533707783737011+0.07080081054881039j)
197,(-0.18938389548132312+0j),(-0.012187057672058424-0.06133662089380663j),(-0.22157293777776765-0.08297874936879013j),(0.4064411175249435-0.7308686343364446j),(0.04789697332498385-0.02946889105708758j),(0.08383558500317871-0.2933340982195608j)
198,(0.01090321712678946+0j),(-0.22732974692775487+0.10188884772822557j),(-0.2773220409164802-0.2371313189807738j),(0.2621970989639971-0.7983536412642638j),(0.1383426880548623-0.2248426512463659j),(0.06006035416275656-0.24622937495413472j)
199,(-0.42956672630668175+0j),(0.008130750735284166-0.10929729812820808j),(-0.4243412897370392+0.18611761901218538j),(0.10483040404277094-0.755044576953968j),(0.021551646684268833-0.15064249717931272j),(0.21963777163026232+0.023076192775341495j)
200,(-0.1733536281667383+0j),(0.189529463204273-0.04427721587527424j),(-0.24294570270822707-0.016540896895345714j),(-0.579002391731666+0.8225253862283456j),(0.15845251824595616-0.5418637914617287j),(0.04816608874924852-0.017457460238058886j)
201,(-0.17964494891737268+0j),(0.06734260619595311+0.0492026348824813j),(-0.13592824423068603-0.06712788346358056j),(-0.5669394597407804+0.5219939552717829j),(0.2669989493946752-0.26775805255167356j),(0.06843251151648536-0.03677966845192766j)
202,(-0.27465223479092266+0j),(0.18710121879660296+0.056284870042266996j),(0.320676978272587+0.033805359038115185j),(-0.3288856249681261+0.3991332776123421j),(0.21342670478009493-0.1656540373777821j),(-0.0430830787229623-0.11871432130729062j)
203,(0.32733436333308186+0j),(0.13192570897589825+0.15069902802536447j),(0.5701959151639225+0.3872021783034231j),(-0.11223979512946496-0.034627057563954525j),(0.17809233770704513-0.2547345383720802j),(-0.17527307414531657-0.18030479386041695j)
204,(-0.23694299355531706+0j),(0.09151780268174536+0.2922470314287046j),(0.4530850358332797+0.408855870835539j),(-0.4671814772785132+0.37277231300204916j),(0.10946536482934002-0.21561342416116389j),(-0.010243742433608344-0.11318239492086182j)
205,(0.47815278306714115+0j),(-0.05646701966181811+0.22950116599671644j),(0.3119129234205016-0.27434445688179704j),(-0.5487468286680167+0.39721902503838213j),(-0.2013135339051132-0.1808528227404251j),(0.14767528049316384-0.4869393493999506j)
206,(-0.36148654350668813+0j),(0.03104294674275295+0.07626820480331392j),(0.10129127952500902-0.2677132887028757j),(-0.5322351478849245+0.6485855885463703j),(0.009548138075119783+0.10055819541809552j),(0.33526093999305123-0.0801717134865901j)
207,(-0.04499115952967655+0j),(-0.1635131779234622-0.27870668742443283j),(-0.045507523286531695-0.030635660280853905j),(0.07972999649508102+0.27625069189149437j),(-0.18369800610122766-0.04442778572588915j),(0.13900395157316656-0.12091545864940768j)
208,(-0.27145568934679765+0j),(-0.019268251092828675-0.06487237693201706j),(-0.02074050007143756-0.15116658968574595j),(-0.09960640950915844+1.0467479054114535j),(0.0367667052594397-0.31813893644378555j),(-0.0002289663021581706+0.05014510332950088j)
209,(-0.221810995212085+0j),(0.06487377853289879-0.15425290297355437j),(-0.18848644988610547-0.18024314960551974j),(-0.13923431496542227+1.2357091655238128j),(-0.282461617014685+0.11803163357868571j),(0.05093795721185282-0.04244430979853779j)
210,(-0.038284692600219494+0j),(-0.1043329763490114+0.061655006805645785j),(-0.09989444510008591+0.05813067295547446j),(0.037497740896721476+1.1565292800270737j),(-0.18242210851619373+0.1456016011562993j),(-0.08728166613851052-0.009004535840285748j)
211,(0.06872593128786858+0j),(-0.12714981917375018+0.17181531475342354j),(-0.050080815419342645+0.09003803709351979j),(-0.543046220278151+0.3101304397416911j),(-0.02362039110851712-0.2077125896229556j),(-0.182661314057676-0.0184902141811j)
212,(0.19463560791168802+0j),(0.0943783463297551+0.10654789633490708j),(0.0020842357057724026-0.18508043619597886j),(-0.4750699767609273+0.30259202518171846j),(-0.24860634875535043-0.3544125802082147j),(0.16291295973773945+0.08488759612299068j)
213,(-0.03395063713595381+0j),(0.07865714257906165-0.017769996272961802j),(0.0028915701119842582-0.265890301275275j),(-0.7051440357634939+0.7216181450247101j),(-0.1301322830979907-0.23733222855719413j),(0.1722293748731155+0.08482147028821653j)
214,(0.09154737871061176+0j),(0.07902247057028522+0.0445949030778806j),(0.10658318250961685-0.05268806539284118j),(-0.768467932268928+0.6319639317364868j),(0.03619497757508769-0.05043904561550383j),(0.3041670479706155-0.021168087651342662j)
215,(0.1785269155119082+0j),(-0.05688706970190594+0.032899067338845206j),(0.3018069226520597-0.31448451654793114j),(-0.8876325495094065+0.25025833734691477j),(-0.1535493915693999+0.020902032393205032j),(0.2059067694683292-0.034730703683651595j)
216,(-0.23101529534701368+0j),(-0.13294833283429147-0.03983500883509343j),(0.3226866434102553-0.37182168771054835j),(-0.5042407264467783+0.28567128536687386j),(0.1999189601627232-0.09832938494385064j),(0.014359565585637196-0.07783907095432449j)
217,(0.2403311613284246+0j),(-0.159096072318419+0.05162440713110995j),(0.13433930595440044-0.30756057298280604j),(-0.399943974122955+0.6072929311951901j),(-0.12212910284727635+0.19775712427624448j),(0.1564282657377617-0.28557240752306434j)
218,(0.24495807203139497+0j),(0.06150017946458686-0.036632897571731174j),(-0.10021326473614386-0.33684572518564115j),(-0.10115721475032398+0.5541948772526142j),(-0.03649093836564177+0.23026095794379337j),(-0.17385170224943586+0.053653149983695886j)
219,(-0.0377599388373096+0j),(0.004654873125698039-0.0645780613313228j),(-0.553704833666031-0.3041831127498775j),(0.33531397230194027+0.6422446462654898j),(-0.12988322915360623+0.033142484243906846j),(0.01640759932402848+0.012441225553849827j)
220,(-0.2592360629372845+0j),(0.05757070724776333-0.18124801443074068j),(-0.5157584062955632-0.33009065701506723j),(0.44415363232664906+0.28161370959377974j),(0.01678571961478455+0.2948373417228976j),(-0.0651829828839405+0.017418207805392695j)
221,(-0.07240037552258777+0j),(-0.12578511389277242-0.1354776905255846j),(-0.4934121943055799-0.260962561016083j),(0.23106427571205806+0.11654636941823253j),(-0.10509976503125391+0.09032419776271357j),(0.27332784790681547-0.20184608766934334j)
222,(0.2893534917963764+0j),(0.04587289622147006+0.11086742236117718j),(-0.6157042371731177-0.2173032914566747j),(0.03633102380181624+0.641786725926964j),(-0.005602898458453135-0.018349970492224192j),(-0.1865761124272166+0.1051207441885914j)
223,(0.5036632325278353+0j),(-0.051317586974045475+0.19472776003293552j),(-0.4967680641984228-0.309467521363413j),(-0.19814131840928273+0.15776797139901116j),(0.23676379427383615-0.058343025932423694j),(-0.2011829073760742+0.24414105066678876j)
224,(0.3681282518667468+0j),(-0.13130665974718875+0.13528100501409174j),(-0.315977029151944-0.14387802671146435j),(-0.29417300367752297-0.2193977544779958j),(0.6039617445908935+0.2678420260478299j),(-0.0463146593854904+0.22763311128026134j)
225,(-0.034728985588841466+0j),(-0.04371352887558016+0.09080340555878365j),(-0.32600781297039244-0.019392311135886922j),(-0.4407436254510682+0.10114233045301427j),(0.05732283050257207+0.40577309879819096j),(-0.2799729632990983+0.13194859763090977j)
226,(0.07161356754447365+0j),(-0.03511171356047911-0.22380763871714757j),(-0.05286891112369794-0.15738372146182394j),(-0.5492029508111713+0.6628587886897853j),(-0.128728187080348+0.303911591898687j),(-0.11843047107114175-0.005487474838158486j)
227,(0.03762172764848082+0j),(0.11188591878378198-0.09746254196005688j),(0.0612772844004184-0.22917428758301994j),(-0.5028769032785011+0.7850263396057384j),(-0.4334574416973375+0.11653408034792455j),(-0.1072457359374624+0.3104607740678379j)
228,(-0.21437609319677725+0j),(0.1348626958815883-0.05226144052713005j),(-0.12050500131233283-0.2212144092640681j),(-0.11314285655513952+0.9821540546133627j),(-0.5641223250935573+0.011951159866777366j),(-0.1259614827612885+0.16686275856521904j)
229,(-0.5809826389809485+0j),(0.043670820665858714-0.013006586782841783j),(-0.3616194814813865-0.2530831567495327j),(0.06335373054810885+0.6926269183453548j),(-0.5032308841025671-0.09168577731050231j),(-0.1362747580733822+0.08564691337945352j)
230,(0.05843924162525682+0j),(0.2319952835629405-0.07822256242844727j),(0.09418773584686262-0.2520416076101802j),(-0.016534156708157013+0.4432129033396215j),(-0.4900416246991233+0.08872505784582238j),(0.027115104336340994+0.19678984083798645j)
231,(0.2119407090284376+0j),(0.14180721365024201-0.16173631948930212j),(-0.08517199287334644-0.3119164964682395j),(-0.3287068662970226+0.6418861957362559j),(0.04126001399280867-0.12609356297009322j),(-0.03431113966952058+0.021622900533833582j)
232,(-0.10356138515961086+0j),(0.19696757159422085-0.20453514387464378j),(0.03212666767992348-0.21397024644489654j),(-0.07162396335876026+0.5370814158335544j),(-0.14136881566446563-0.1827402785515863j),(-0.06478847740910708+0.07169019602063885j)
233,(-0.008858926292617753+0j),(0.14504904077748515+0.05577744606556327j),(0.14671216007480878-0.18270896493468364j),(0.6233920657691749+0.302205350708474j),(0.038008794380462674+0.05042428257991363j),(0.051389272987414705+0.2254400946496202j)
